OrderID,ProductID,Quantity,TemporaryPrice
ORD012228,PRD1230,1,582089
ORD015810,PRD0548,4,639631
ORD029803,PRD0020,3,257753
ORD081045,PRD0319,8,310448
ORD089294,PRD1183,1,695772
ORD035339,PRD1244,3,626517
ORD060218,PRD1383,4,273364
ORD002322,PRD0017,8,707082
ORD053786,PRD1235,3,157695
ORD052201,PRD0595,1,334133
ORD091625,PRD1167,8,616187
ORD055692,PRD0796,4,868497
ORD099013,PRD0505,8,800208
ORD095027,PRD1474,2,670118
ORD022705,PRD1026,9,756230
ORD000935,PRD0729,8,804143
ORD015615,PRD1070,4,79893
ORD004161,PRD1222,1,52913
ORD084830,PRD0703,3,398166
ORD082554,PRD1303,2,396017
ORD047214,PRD1249,5,547733
ORD084371,PRD0575,7,892005
ORD066977,PRD1225,3,242764
ORD030084,PRD0052,4,432934
ORD042229,PRD0090,1,570128
ORD017776,PRD1453,6,309848
ORD058126,PRD1214,9,476040
ORD055996,PRD1111,3,516620
ORD039269,PRD1222,7,47617
ORD023268,PRD0720,1,727204
ORD036472,PRD0781,7,750684
ORD075596,PRD0357,9,627646
ORD094019,PRD1049,8,515677
ORD092076,PRD0559,5,767986
ORD051048,PRD0631,8,710651
ORD039337,PRD0840,1,970960
ORD026999,PRD1170,6,871578
ORD020629,PRD1014,6,666303
ORD092122,PRD0810,10,872945
ORD056901,PRD0587,9,719946
ORD089526,PRD0960,2,691652
ORD048538,PRD1104,8,22738
ORD038648,PRD0057,3,866297
ORD010300,PRD0037,1,41091
ORD019811,PRD0027,5,661509
ORD080952,PRD0900,5,861732
ORD093493,PRD1043,8,177636
ORD051213,PRD1109,2,692683
ORD010057,PRD0253,5,778162
ORD058537,PRD1026,6,636562
ORD039514,PRD0059,1,557419
ORD014902,PRD0684,3,868124
ORD019592,PRD0206,1,758552
ORD046911,PRD0976,9,326938
ORD031956,PRD1061,10,76293
ORD011416,PRD0215,9,758737
ORD057142,PRD0120,1,645638
ORD042036,PRD1368,3,57738
ORD025793,PRD0746,7,350256
ORD008311,PRD1082,3,692431
ORD048046,PRD1081,9,856144
ORD044692,PRD0965,10,152071
ORD087498,PRD1047,1,700803
ORD094687,PRD0813,1,101160
ORD006925,PRD0625,2,517769
ORD045563,PRD1224,7,628515
ORD086888,PRD0083,4,808198
ORD035035,PRD0162,2,262938
ORD060276,PRD1194,4,426027
ORD037504,PRD0192,10,852874
ORD035478,PRD0362,7,713033
ORD048842,PRD0705,6,87977
ORD065791,PRD1264,9,830341
ORD058051,PRD0268,2,256737
ORD086540,PRD0696,10,697821
ORD083493,PRD0087,6,783882
ORD012362,PRD0990,1,784828
ORD073986,PRD0103,9,448472
ORD063287,PRD1255,1,819275
ORD080228,PRD0172,5,564462
ORD005152,PRD0357,4,694064
ORD064243,PRD0490,3,226314
ORD039038,PRD0529,8,870211
ORD054998,PRD0783,9,612765
ORD025402,PRD1413,10,280253
ORD087508,PRD1148,3,539636
ORD005582,PRD1099,10,490046
ORD086396,PRD1068,4,925193
ORD087045,PRD0696,4,550611
ORD063737,PRD1200,7,536390
ORD024675,PRD0081,6,703451
ORD060216,PRD0602,5,707539
ORD063100,PRD0307,9,699189
ORD042726,PRD1284,6,372130
ORD061123,PRD1342,9,865756
ORD044425,PRD0953,3,689321
ORD073257,PRD1187,9,788141
ORD051190,PRD0708,5,860635
ORD070584,PRD0982,1,429222
ORD090794,PRD1254,2,401027
ORD013889,PRD1139,6,567724
ORD086065,PRD0820,1,115978
ORD071039,PRD1399,4,319024
ORD004195,PRD1057,7,839932
ORD051914,PRD0001,9,378444
ORD047309,PRD1374,6,607979
ORD073394,PRD1396,2,282102
ORD076767,PRD0507,3,563213
ORD002224,PRD0825,5,122062
ORD067943,PRD0494,9,898818
ORD041117,PRD0681,7,133860
ORD056785,PRD0388,3,207078
ORD082950,PRD0885,9,295111
ORD078868,PRD0541,7,241678
ORD066092,PRD0504,5,277591
ORD029233,PRD1396,4,113342
ORD053820,PRD0102,6,165329
ORD004299,PRD0698,9,450183
ORD053469,PRD0444,6,154799
ORD034135,PRD0819,7,648075
ORD079304,PRD0320,9,772126
ORD037209,PRD0718,7,94681
ORD097360,PRD0575,2,852409
ORD080828,PRD0132,5,116221
ORD068099,PRD0394,1,619102
ORD034461,PRD0844,10,151578
ORD086920,PRD0703,5,825423
ORD085323,PRD0212,5,745042
ORD053920,PRD0832,7,339342
ORD023399,PRD0965,3,655348
ORD027309,PRD1297,7,183221
ORD032605,PRD0626,6,878933
ORD025236,PRD0316,10,788876
ORD070793,PRD0795,10,646499
ORD083820,PRD1460,4,390297
ORD088548,PRD0076,8,447812
ORD086853,PRD0566,5,534387
ORD058509,PRD0351,10,593014
ORD047708,PRD0562,8,722971
ORD074661,PRD1485,10,92289
ORD027549,PRD0614,2,197233
ORD067441,PRD0589,3,812775
ORD089951,PRD0997,3,942589
ORD017709,PRD0906,4,53665
ORD068867,PRD1331,7,572747
ORD052201,PRD0143,5,815893
ORD060370,PRD0034,5,649381
ORD044439,PRD0543,4,561897
ORD072006,PRD0137,3,664017
ORD074324,PRD0350,5,952096
ORD002409,PRD0945,7,572047
ORD076607,PRD0001,6,189705
ORD027146,PRD0876,4,985718
ORD069574,PRD0248,10,480275
ORD056010,PRD1280,7,246817
ORD059551,PRD0906,8,277446
ORD024085,PRD0328,7,635413
ORD051383,PRD0841,10,764127
ORD046359,PRD0251,3,719728
ORD079556,PRD1318,7,725891
ORD034269,PRD0769,8,508202
ORD076284,PRD0089,1,366694
ORD054034,PRD1215,2,269982
ORD016184,PRD0255,4,548207
ORD020691,PRD0508,4,108624
ORD015215,PRD0277,8,886875
ORD005059,PRD0005,2,940106
ORD086529,PRD1084,8,778011
ORD088425,PRD0486,5,340374
ORD046362,PRD1415,4,178596
ORD014591,PRD1131,3,998762
ORD015151,PRD0603,7,581301
ORD096399,PRD1204,4,551787
ORD097406,PRD0471,3,789790
ORD034817,PRD1061,7,613034
ORD046662,PRD0359,4,402371
ORD034106,PRD0268,1,883874
ORD037699,PRD1115,9,352646
ORD060177,PRD0265,8,654918
ORD013555,PRD1222,4,320284
ORD090153,PRD1334,10,130407
ORD088238,PRD0505,6,601558
ORD065441,PRD1460,3,897880
ORD059300,PRD0452,8,266180
ORD088045,PRD0271,10,532488
ORD094589,PRD1281,2,731113
ORD061586,PRD0143,6,704677
ORD024307,PRD0985,9,395099
ORD040768,PRD0213,5,63633
ORD067381,PRD1237,8,946972
ORD011398,PRD1041,1,911371
ORD072552,PRD0216,6,644107
ORD015767,PRD1372,5,26836
ORD025879,PRD1284,1,548958
ORD007248,PRD1431,7,309349
ORD060749,PRD1267,9,577038
ORD077667,PRD0414,1,320741
ORD074689,PRD0450,2,943828
ORD022001,PRD0265,3,667686
ORD065942,PRD0299,9,806505
ORD057442,PRD1171,9,154315
ORD000214,PRD1340,3,234276
ORD049903,PRD0271,10,232004
ORD028310,PRD0463,2,472936
ORD068917,PRD0365,3,283543
ORD022820,PRD1004,10,298317
ORD031839,PRD1148,10,52353
ORD010618,PRD1155,9,405318
ORD065191,PRD0353,8,204039
ORD041254,PRD0037,1,284303
ORD047023,PRD1224,5,143459
ORD027886,PRD0823,6,117796
ORD029994,PRD0270,2,674859
ORD037427,PRD1257,1,610362
ORD079701,PRD0135,5,500989
ORD094700,PRD0654,4,845950
ORD072042,PRD0019,1,297041
ORD075218,PRD1030,7,160884
ORD083241,PRD0636,2,374889
ORD030942,PRD0984,6,734640
ORD077292,PRD1431,9,230999
ORD059746,PRD0243,4,637106
ORD024908,PRD0316,1,586181
ORD064988,PRD1056,10,336433
ORD008534,PRD1478,6,311395
ORD049720,PRD1368,1,336303
ORD074341,PRD0040,4,373545
ORD045292,PRD0318,3,151173
ORD020152,PRD1220,1,628771
ORD032647,PRD1442,10,342070
ORD030665,PRD0340,2,189604
ORD004322,PRD0275,5,83421
ORD075311,PRD0275,7,242966
ORD007889,PRD0500,10,392989
ORD008662,PRD1413,3,369172
ORD007033,PRD1414,2,837323
ORD079323,PRD0589,1,756340
ORD048197,PRD0481,9,302935
ORD038442,PRD1056,10,512773
ORD068952,PRD0667,4,142595
ORD006892,PRD1025,4,829482
ORD006574,PRD1096,8,276287
ORD009851,PRD0556,2,441504
ORD045889,PRD1447,3,442034
ORD068166,PRD0550,3,52199
ORD015614,PRD1049,6,417473
ORD048422,PRD1380,5,480914
ORD077158,PRD1377,9,692703
ORD086096,PRD1025,5,352620
ORD009673,PRD0624,10,297020
ORD022419,PRD0457,9,698304
ORD097419,PRD1457,10,453208
ORD004154,PRD0409,3,20118
ORD025009,PRD0519,7,373122
ORD064966,PRD0048,3,297075
ORD018199,PRD0946,5,341594
ORD068255,PRD1346,1,552288
ORD066291,PRD0826,5,60288
ORD027900,PRD0798,4,934044
ORD069678,PRD0685,6,708783
ORD027519,PRD0596,9,202379
ORD067113,PRD1007,6,379118
ORD050926,PRD0275,9,870212
ORD030866,PRD1102,4,336311
ORD072953,PRD0682,3,638781
ORD098814,PRD0683,1,578338
ORD052868,PRD0469,5,944946
ORD007418,PRD1325,1,528490
ORD026122,PRD1404,6,91950
ORD040115,PRD0727,3,302116
ORD038222,PRD0084,9,236102
ORD036185,PRD0342,8,382760
ORD088847,PRD1360,2,81015
ORD032712,PRD1403,4,71511
ORD060441,PRD0868,7,24093
ORD042006,PRD1213,10,498321
ORD011862,PRD0431,4,482753
ORD034336,PRD0773,1,672888
ORD074129,PRD0565,8,821586
ORD021233,PRD1133,4,988553
ORD055563,PRD1477,1,714202
ORD072321,PRD0137,10,432189
ORD095802,PRD0105,7,958086
ORD084420,PRD0961,4,230959
ORD006481,PRD0683,1,630078
ORD077439,PRD0632,2,716382
ORD085798,PRD0938,8,308791
ORD082440,PRD1002,4,171627
ORD058046,PRD0524,8,782624
ORD004235,PRD1283,3,335884
ORD048508,PRD0711,2,513189
ORD038372,PRD0050,10,885111
ORD092862,PRD0040,1,993309
ORD011965,PRD0944,6,256262
ORD007395,PRD1470,7,580542
ORD041456,PRD1075,9,723097
ORD040972,PRD0678,7,694670
ORD037715,PRD0709,1,982918
ORD035627,PRD0370,3,267166
ORD071647,PRD1417,4,844141
ORD060300,PRD0350,3,31851
ORD034106,PRD0636,5,422479
ORD014785,PRD0359,4,645800
ORD072784,PRD0473,7,166543
ORD038638,PRD0986,3,515237
ORD004382,PRD1181,3,913747
ORD040262,PRD0688,9,80794
ORD037710,PRD1464,4,946978
ORD041323,PRD0151,9,379319
ORD064406,PRD1027,5,924069
ORD021328,PRD1067,8,93595
ORD075351,PRD1203,9,817760
ORD091535,PRD0048,8,509001
ORD047393,PRD0023,3,709668
ORD046976,PRD1474,5,94470
ORD055838,PRD0929,6,47010
ORD071333,PRD0104,7,654374
ORD088765,PRD0233,5,469249
ORD008647,PRD0502,10,110393
ORD063970,PRD0708,4,731330
ORD025783,PRD0478,10,98636
ORD012343,PRD0152,5,665192
ORD081575,PRD1347,2,927498
ORD081703,PRD0178,7,434936
ORD026145,PRD0783,10,755616
ORD003609,PRD0582,4,320740
ORD093898,PRD0006,9,446584
ORD036923,PRD0494,6,415687
ORD022821,PRD0755,4,779258
ORD073771,PRD0670,4,954597
ORD089903,PRD0618,7,321860
ORD022255,PRD0644,10,383858
ORD031098,PRD1262,6,661521
ORD050799,PRD0193,5,851162
ORD085321,PRD0823,3,182997
ORD060825,PRD0190,10,347418
ORD047128,PRD0046,2,245349
ORD091960,PRD0861,7,75588
ORD017954,PRD0490,7,690167
ORD023338,PRD0138,7,489851
ORD068139,PRD0987,1,690576
ORD005738,PRD0879,4,75905
ORD025526,PRD0134,6,713597
ORD075969,PRD1259,3,605314
ORD098547,PRD0631,3,30576
ORD036330,PRD1136,10,86925
ORD083367,PRD0554,3,991459
ORD024748,PRD1281,9,904460
ORD076414,PRD0658,6,127334
ORD044146,PRD0884,5,352735
ORD040049,PRD0566,10,341400
ORD013338,PRD0366,4,886044
ORD049769,PRD0589,3,404778
ORD016772,PRD0123,1,336902
ORD085510,PRD0227,6,192364
ORD041236,PRD0052,5,584112
ORD080216,PRD0907,9,878880
ORD046874,PRD0546,2,343871
ORD082273,PRD0092,10,402605
ORD055447,PRD0090,3,760410
ORD044979,PRD0320,5,575024
ORD058943,PRD1299,2,569762
ORD076150,PRD0497,6,119310
ORD013083,PRD0427,6,396057
ORD068121,PRD1099,1,88881
ORD094655,PRD0879,3,484621
ORD048408,PRD1228,10,246446
ORD006401,PRD0637,10,93723
ORD090423,PRD1356,1,606128
ORD063631,PRD1316,3,501331
ORD035788,PRD1423,8,218172
ORD091664,PRD1363,1,369114
ORD088325,PRD0278,2,866678
ORD086171,PRD0001,7,720249
ORD038723,PRD0630,6,223019
ORD029586,PRD1100,6,453488
ORD000198,PRD1301,3,513137
ORD090664,PRD0163,2,551589
ORD090808,PRD0278,4,116825
ORD063477,PRD0478,10,294336
ORD088697,PRD0094,2,118392
ORD014629,PRD0131,9,440740
ORD047792,PRD0601,2,906171
ORD046295,PRD1163,4,383641
ORD013796,PRD0851,3,858863
ORD069435,PRD1448,2,508474
ORD029899,PRD0171,9,430362
ORD019390,PRD0905,2,154387
ORD060158,PRD0640,6,545009
ORD070206,PRD0586,3,779540
ORD002168,PRD1432,5,922974
ORD092167,PRD0700,7,422758
ORD027790,PRD0534,4,273427
ORD042229,PRD0024,5,901521
ORD036980,PRD1081,4,713039
ORD069260,PRD1012,2,251586
ORD008420,PRD1112,6,928154
ORD076958,PRD0333,3,924183
ORD098565,PRD1464,5,590920
ORD021115,PRD0554,6,430592
ORD078906,PRD1324,9,595405
ORD092073,PRD0964,9,757805
ORD003182,PRD1083,6,839465
ORD050359,PRD1248,6,564693
ORD022581,PRD0120,1,907449
ORD041452,PRD1452,3,984179
ORD082019,PRD0665,3,527412
ORD094707,PRD0545,6,378756
ORD098239,PRD1059,4,787469
ORD077726,PRD0085,9,622487
ORD086726,PRD1465,2,170662
ORD010282,PRD1016,1,340944
ORD040931,PRD1146,7,625241
ORD094439,PRD0687,6,699859
ORD018666,PRD0821,2,611210
ORD055330,PRD1343,8,932663
ORD077338,PRD0524,5,566658
ORD067017,PRD0173,3,415849
ORD018641,PRD1181,1,565739
ORD000183,PRD1288,10,571430
ORD049782,PRD0920,9,565822
ORD064301,PRD0801,5,654332
ORD026269,PRD0666,1,262953
ORD009879,PRD0744,5,933730
ORD050976,PRD0238,8,592340
ORD094146,PRD0594,7,286912
ORD030327,PRD1009,6,634382
ORD048446,PRD0068,3,786501
ORD003106,PRD0849,6,971846
ORD021750,PRD0120,3,935683
ORD065860,PRD0495,7,58018
ORD002421,PRD0478,5,600957
ORD068239,PRD1450,9,592877
ORD090181,PRD1237,7,423014
ORD071779,PRD0661,1,701189
ORD024144,PRD0288,10,873197
ORD065196,PRD0776,6,220156
ORD021873,PRD1376,3,245270
ORD085733,PRD0353,5,897379
ORD001508,PRD1041,1,228648
ORD008293,PRD0129,6,200851
ORD018749,PRD0346,8,326826
ORD074134,PRD1334,4,290274
ORD077164,PRD1046,2,615120
ORD048397,PRD1136,1,224287
ORD017485,PRD0816,10,359011
ORD084497,PRD1099,2,156123
ORD041415,PRD1183,3,389216
ORD025872,PRD1000,5,631336
ORD083614,PRD1352,1,665410
ORD025042,PRD1016,10,293593
ORD006861,PRD1429,7,46878
ORD008517,PRD1271,3,716352
ORD048918,PRD0621,7,970408
ORD024568,PRD0512,8,675680
ORD044384,PRD0971,10,789559
ORD057930,PRD1311,1,151209
ORD018345,PRD0266,4,388983
ORD032499,PRD0167,10,778448
ORD003002,PRD1178,10,442616
ORD087167,PRD0716,6,938755
ORD012667,PRD0772,10,21404
ORD061247,PRD1310,1,692193
ORD069670,PRD1273,5,75807
ORD091262,PRD0127,8,62640
ORD045708,PRD0124,2,388443
ORD062157,PRD0826,1,385103
ORD091186,PRD0720,10,750832
ORD096318,PRD0046,4,616053
ORD047342,PRD1499,6,22790
ORD009088,PRD1410,9,960623
ORD043101,PRD1242,9,358310
ORD027508,PRD0712,9,801285
ORD060761,PRD0103,5,256699
ORD040579,PRD1093,2,886205
ORD057545,PRD0127,4,60598
ORD078061,PRD1068,1,612776
ORD087472,PRD1036,7,335519
ORD052034,PRD0465,6,611926
ORD013567,PRD1373,10,568285
ORD003504,PRD0427,10,984491
ORD092734,PRD0804,1,585929
ORD050529,PRD0261,7,51943
ORD013084,PRD1191,7,464321
ORD061305,PRD0592,8,725795
ORD000329,PRD0124,5,813411
ORD026849,PRD0689,2,626369
ORD012421,PRD0923,2,97751
ORD076477,PRD0681,10,532414
ORD001548,PRD0405,8,980556
ORD083504,PRD1466,9,664763
ORD005004,PRD0769,7,693928
ORD006172,PRD0738,9,545243
ORD033030,PRD0904,1,329573
ORD082583,PRD1106,1,511332
ORD089039,PRD0647,3,378461
ORD093264,PRD1327,9,564105
ORD050815,PRD0786,9,803340
ORD040985,PRD0860,4,178241
ORD059533,PRD0399,9,604034
ORD099281,PRD0229,6,562496
ORD019307,PRD0813,4,396925
ORD060577,PRD0967,1,363827
ORD093429,PRD0876,10,377989
ORD053537,PRD0971,3,791918
ORD047252,PRD0178,3,35635
ORD027078,PRD1380,5,904549
ORD081490,PRD0576,2,639056
ORD084825,PRD1286,7,331473
ORD091019,PRD0238,1,271314
ORD077779,PRD0156,6,714501
ORD048446,PRD0240,7,712362
ORD047828,PRD0181,6,522923
ORD028598,PRD1251,8,396373
ORD082026,PRD0412,5,251030
ORD041635,PRD0248,2,383887
ORD022463,PRD0338,3,656692
ORD041968,PRD0866,6,490377
ORD037456,PRD0223,7,924179
ORD060147,PRD0214,8,666850
ORD023000,PRD1039,2,618688
ORD029754,PRD0138,10,266546
ORD091350,PRD0999,5,533136
ORD020504,PRD0091,9,155501
ORD081180,PRD1193,4,663492
ORD012356,PRD0422,1,135143
ORD028968,PRD0506,6,843995
ORD058698,PRD0225,2,320568
ORD018671,PRD0026,7,901901
ORD043912,PRD0731,3,424585
ORD075568,PRD0841,9,178897
ORD042160,PRD0908,2,420874
ORD005246,PRD0019,5,475920
ORD097441,PRD0772,8,936147
ORD055471,PRD0639,8,964953
ORD059680,PRD0905,1,121285
ORD005563,PRD0967,10,920587
ORD090745,PRD1282,8,877417
ORD031078,PRD0622,5,184554
ORD008765,PRD0085,6,139921
ORD091167,PRD0121,6,229981
ORD079779,PRD1353,4,720488
ORD013976,PRD0443,2,577532
ORD057881,PRD0132,7,774494
ORD075758,PRD0201,5,162627
ORD001193,PRD0945,6,608535
ORD041758,PRD1431,3,625390
ORD059355,PRD0905,7,803233
ORD085008,PRD0264,2,565431
ORD095831,PRD0495,9,878355
ORD082686,PRD0055,3,444423
ORD009019,PRD0229,1,465414
ORD016196,PRD0321,1,688365
ORD084522,PRD1390,3,112548
ORD015401,PRD1060,2,591883
ORD025475,PRD0039,3,809307
ORD069201,PRD0837,5,602925
ORD049968,PRD0464,7,793524
ORD084614,PRD1332,2,646091
ORD016145,PRD1365,10,959058
ORD059839,PRD1063,7,481747
ORD039265,PRD0603,5,652694
ORD095362,PRD0092,2,144643
ORD047150,PRD1487,6,101566
ORD018214,PRD1145,6,95157
ORD070958,PRD0984,2,868119
ORD078466,PRD0926,5,910203
ORD029301,PRD0716,6,725769
ORD071470,PRD1482,4,865733
ORD073852,PRD0309,6,893504
ORD087134,PRD0497,9,926584
ORD030644,PRD1275,3,391679
ORD007255,PRD0610,1,587324
ORD030344,PRD1435,10,876072
ORD067763,PRD0634,4,649160
ORD091105,PRD0116,7,51162
ORD009762,PRD0156,3,492649
ORD065015,PRD1388,4,96899
ORD025836,PRD0670,4,907455
ORD017816,PRD0496,8,164448
ORD081066,PRD0726,7,737690
ORD059387,PRD1084,5,780664
ORD019482,PRD0425,8,34919
ORD098048,PRD1110,10,106475
ORD059975,PRD0060,7,34561
ORD085628,PRD0534,9,456089
ORD046215,PRD0680,10,57288
ORD075377,PRD0467,8,493252
ORD088422,PRD1392,8,698293
ORD019947,PRD1132,2,564109
ORD096601,PRD0074,9,594647
ORD002672,PRD0666,2,363957
ORD051218,PRD0835,3,115033
ORD078464,PRD1054,6,400920
ORD085220,PRD0608,2,282295
ORD010158,PRD0159,7,262200
ORD011444,PRD0547,4,959498
ORD090179,PRD0237,4,788425
ORD055771,PRD1176,4,700712
ORD077964,PRD1075,3,574264
ORD083826,PRD0487,6,781894
ORD041175,PRD0415,9,717704
ORD068760,PRD0765,4,566385
ORD089265,PRD0167,5,271964
ORD058973,PRD1191,3,82843
ORD094187,PRD1122,10,589316
ORD044391,PRD0666,6,568007
ORD001301,PRD0578,6,795097
ORD027831,PRD0600,9,121462
ORD009211,PRD1101,3,974800
ORD061703,PRD0076,6,505641
ORD011325,PRD0752,1,83765
ORD002784,PRD1296,1,794043
ORD083998,PRD0588,4,678394
ORD013444,PRD0748,1,578114
ORD073367,PRD1176,8,49503
ORD033914,PRD0093,5,75715
ORD070317,PRD1022,5,661169
ORD010827,PRD1078,1,460350
ORD075537,PRD0929,2,305049
ORD095662,PRD1439,10,355546
ORD013727,PRD0551,2,107173
ORD009222,PRD0483,4,472664
ORD017257,PRD0741,7,851826
ORD032497,PRD0292,1,132752
ORD049927,PRD0919,9,115959
ORD019871,PRD0039,10,467234
ORD078672,PRD0821,2,249088
ORD070800,PRD1041,8,415783
ORD029127,PRD0677,5,937308
ORD016835,PRD0090,10,757679
ORD000006,PRD1161,8,873288
ORD026005,PRD1423,8,779572
ORD065217,PRD0457,7,681690
ORD024395,PRD0265,3,49802
ORD003185,PRD0324,8,90288
ORD046373,PRD0637,6,720612
ORD007090,PRD0746,7,894339
ORD072792,PRD1185,4,515968
ORD068761,PRD0389,6,60177
ORD021481,PRD0537,6,652631
ORD021310,PRD0230,10,724172
ORD055485,PRD1355,5,178004
ORD010678,PRD0345,5,998341
ORD015121,PRD0060,2,68988
ORD003019,PRD0960,6,27194
ORD029271,PRD0840,7,325774
ORD006416,PRD0088,6,375250
ORD090868,PRD0247,8,823028
ORD021634,PRD1019,1,124400
ORD029223,PRD0053,10,888809
ORD011058,PRD1351,2,682294
ORD027743,PRD0806,7,601786
ORD046339,PRD0444,8,748764
ORD008080,PRD0535,2,680135
ORD012053,PRD0178,3,754166
ORD073305,PRD0252,7,367790
ORD074585,PRD0580,2,53951
ORD057771,PRD0401,1,825202
ORD037282,PRD1498,7,696045
ORD021154,PRD0862,6,302205
ORD072654,PRD0525,9,442885
ORD083091,PRD1416,8,197900
ORD049756,PRD0461,3,648131
ORD015976,PRD1304,9,593957
ORD024922,PRD1334,5,83028
ORD023563,PRD0770,1,263210
ORD034993,PRD0283,5,864908
ORD089612,PRD1435,9,912212
ORD087707,PRD0355,10,721704
ORD042577,PRD1369,7,978069
ORD030967,PRD1211,10,164360
ORD027330,PRD1120,9,981465
ORD012758,PRD0957,4,505786
ORD042638,PRD0284,8,953846
ORD056988,PRD1294,8,226703
ORD086109,PRD1260,6,634266
ORD093870,PRD0145,5,379016
ORD085865,PRD1142,4,601193
ORD077003,PRD0478,10,20993
ORD083128,PRD0707,9,780621
ORD065099,PRD1054,10,531105
ORD028020,PRD1159,4,114156
ORD020828,PRD1014,3,75569
ORD034621,PRD0953,3,655277
ORD098950,PRD0157,5,147276
ORD087233,PRD0204,4,192622
ORD089075,PRD0204,7,151668
ORD092389,PRD0544,7,331003
ORD009562,PRD1020,4,251253
ORD085262,PRD1383,7,530853
ORD062686,PRD1136,8,868751
ORD003785,PRD1287,9,586468
ORD086727,PRD1342,1,633774
ORD029635,PRD1253,2,169558
ORD026941,PRD1007,7,303992
ORD060872,PRD0526,1,645735
ORD032134,PRD0218,5,279630
ORD058245,PRD0879,6,780995
ORD044736,PRD0361,4,285810
ORD052723,PRD0447,5,67714
ORD037528,PRD0979,8,656919
ORD073952,PRD0643,3,608405
ORD071846,PRD1091,9,531412
ORD019683,PRD0866,8,735822
ORD091619,PRD1037,2,301989
ORD024715,PRD0202,7,363721
ORD093808,PRD0208,3,548833
ORD045472,PRD1431,2,606041
ORD095786,PRD0300,7,994557
ORD071743,PRD0381,4,783157
ORD025450,PRD1036,2,715170
ORD035008,PRD0497,3,912882
ORD039925,PRD0954,3,611425
ORD053037,PRD0279,2,940826
ORD016945,PRD0061,2,750882
ORD078573,PRD0721,5,504167
ORD051100,PRD0695,1,957151
ORD063145,PRD0549,8,530482
ORD080787,PRD0565,1,106316
ORD082086,PRD0027,3,308329
ORD099992,PRD0588,6,394286
ORD065487,PRD0102,10,283680
ORD007882,PRD0311,4,35613
ORD017258,PRD1142,10,689900
ORD033960,PRD0668,4,549641
ORD040074,PRD0385,3,936477
ORD092338,PRD1492,4,854476
ORD096122,PRD0301,4,464167
ORD079001,PRD1355,7,610665
ORD035176,PRD0593,2,923299
ORD043568,PRD1382,3,208092
ORD027745,PRD1188,2,344288
ORD079153,PRD0131,5,811217
ORD020681,PRD0800,9,877916
ORD034433,PRD0588,2,287408
ORD006721,PRD0693,1,834049
ORD035411,PRD0231,4,987873
ORD089982,PRD0224,2,731768
ORD023979,PRD0302,3,368778
ORD030877,PRD0518,1,25641
ORD091153,PRD1416,10,612903
ORD032969,PRD1040,4,857114
ORD090217,PRD1009,9,272039
ORD069378,PRD0343,7,103315
ORD049459,PRD0476,10,917561
ORD022911,PRD0446,4,379040
ORD077607,PRD0117,10,934364
ORD064686,PRD0404,8,455442
ORD031884,PRD0642,3,804446
ORD005952,PRD1175,4,997745
ORD028240,PRD1464,10,871681
