InvoiceID,DiscountID,AppliedDate
INV079321,DST0061,2024-10-29
INV015366,DST0026,2023-04-09
INV004811,DST0061,2024-02-04
INV043080,DST0023,2023-05-10
INV097828,DST0018,2022-12-04
INV076465,DST0052,2023-12-27
INV021969,DST0046,2024-01-28
INV020902,DST0062,2023-11-23
INV069659,DST0024,2022-01-30
INV043063,DST0045,2023-12-14
INV073938,DST0018,2022-03-09
INV030808,DST0010,2022-02-23
INV018825,DST0042,2022-03-11
INV039521,DST0062,2023-10-27
INV075180,DST0060,2024-04-08
INV078404,DST0042,2023-02-20
INV005201,DST0016,2024-08-15
INV016532,DST0036,2024-10-07
INV019152,DST0025,2023-08-22
INV052072,DST0036,2023-04-20
INV068853,DST0048,2022-05-01
INV034165,DST0053,2023-11-01
INV049519,DST0023,2023-05-20
INV080083,DST0079,2023-05-19
INV095016,DST0056,2024-10-09
INV011676,DST0023,2023-04-24
INV004437,DST0041,2022-09-13
INV080604,DST0027,2022-10-19
INV047977,DST0003,2022-03-05
INV034393,DST0060,2023-09-14
INV080825,DST0075,2024-08-19
INV082093,DST0067,2023-01-20
INV039583,DST0013,2024-10-26
INV051325,DST0074,2023-02-13
INV039126,DST0039,2022-08-24
INV044749,DST0003,2024-07-12
INV087537,DST0049,2023-10-07
INV000866,DST0054,2024-03-16
INV080025,DST0001,2024-07-18
INV016052,DST0080,2024-06-19
INV031413,DST0042,2024-06-11
INV005067,DST0033,2022-04-15
INV065089,DST0059,2024-02-28
INV043847,DST0051,2022-08-31
INV080893,DST0042,2022-02-24
INV078722,DST0075,2022-09-20
INV028021,DST0013,2023-01-24
INV025735,DST0057,2024-10-12
INV037388,DST0050,2023-08-12
INV040312,DST0061,2022-09-08
INV046169,DST0072,2022-03-22
INV011208,DST0050,2024-08-21
INV041832,DST0055,2024-02-19
INV035400,DST0064,2023-04-06
INV035357,DST0022,2024-06-09
INV091032,DST0031,2022-01-30
INV098074,DST0001,2023-04-14
INV016996,DST0011,2024-02-04
INV055785,DST0053,2024-06-07
INV016475,DST0002,2024-12-18
INV013763,DST0067,2022-08-19
INV087686,DST0007,2023-01-15
INV064408,DST0053,2023-05-12
INV063252,DST0003,2022-04-11
INV041991,DST0050,2024-05-17
INV089211,DST0061,2022-08-28
INV030145,DST0048,2023-10-04
INV025856,DST0071,2024-12-15
INV077655,DST0013,2024-02-09
INV065977,DST0054,2022-04-26
INV099498,DST0071,2024-08-27
INV081437,DST0041,2024-05-20
INV009102,DST0048,2023-06-04
INV033873,DST0027,2022-05-19
INV076273,DST0039,2022-12-29
INV034102,DST0048,2024-05-16
INV034797,DST0078,2024-01-19
INV034556,DST0026,2024-07-22
INV061643,DST0076,2023-03-06
INV071892,DST0065,2024-05-31
INV043738,DST0049,2024-01-12
INV094801,DST0062,2023-10-19
INV064172,DST0064,2022-04-21
INV024003,DST0028,2022-02-21
INV068498,DST0070,2022-06-28
INV057546,DST0062,2024-05-17
INV041180,DST0002,2023-05-17
INV044986,DST0019,2023-04-14
INV082864,DST0014,2022-03-13
INV008956,DST0063,2023-07-11
INV017228,DST0065,2022-03-07
INV001938,DST0034,2024-01-09
INV085711,DST0063,2024-01-15
INV000375,DST0020,2024-04-02
INV099910,DST0061,2022-05-08
INV023899,DST0013,2022-04-15
INV087784,DST0030,2023-06-18
INV023489,DST0033,2024-10-23
INV084596,DST0014,2024-05-21
INV073092,DST0047,2023-02-09
INV063803,DST0036,2022-09-04
INV057210,DST0006,2022-02-24
INV080268,DST0044,2023-04-16
INV002840,DST0007,2022-09-05
INV030498,DST0042,2022-03-28
INV063406,DST0036,2022-02-13
INV012525,DST0013,2023-02-27
INV052164,DST0060,2023-11-07
INV002634,DST0055,2023-06-13
INV077260,DST0025,2023-12-06
INV034568,DST0037,2022-08-25
INV057602,DST0075,2022-09-12
INV051323,DST0007,2022-07-10
INV021458,DST0034,2022-08-29
INV047644,DST0071,2024-10-16
INV091782,DST0051,2022-08-16
INV044647,DST0055,2022-12-21
INV051099,DST0073,2023-01-09
INV017052,DST0029,2023-08-24
INV063930,DST0045,2023-08-03
INV027324,DST0022,2022-02-10
INV022797,DST0037,2024-03-23
INV024843,DST0014,2022-08-02
INV054076,DST0077,2022-11-20
INV034644,DST0047,2022-07-27
INV015193,DST0016,2022-05-18
INV063033,DST0069,2023-07-14
INV057651,DST0033,2022-12-13
INV063128,DST0077,2023-04-23
INV046952,DST0033,2023-03-23
INV009937,DST0003,2024-09-08
INV074082,DST0064,2024-05-30
INV032616,DST0075,2023-09-15
INV052482,DST0048,2022-08-08
INV056624,DST0004,2023-03-13
INV029422,DST0040,2024-04-27
INV023946,DST0072,2024-05-17
INV017549,DST0078,2022-12-11
INV032870,DST0018,2023-04-12
INV074775,DST0069,2024-09-21
INV061356,DST0015,2023-01-21
INV010896,DST0076,2024-10-03
INV005334,DST0047,2024-10-09
INV024750,DST0031,2022-09-29
INV075722,DST0033,2022-10-05
INV071280,DST0028,2023-01-08
INV040225,DST0008,2023-03-17
INV016659,DST0042,2023-05-13
INV009823,DST0036,2023-04-27
INV093657,DST0074,2023-12-01
INV014598,DST0044,2023-02-07
INV084858,DST0034,2023-01-27
INV095249,DST0065,2022-05-30
INV005343,DST0064,2023-10-29
INV001420,DST0038,2023-07-02
INV031402,DST0071,2024-09-05
INV024710,DST0010,2023-04-29
INV024723,DST0010,2024-04-09
INV065753,DST0044,2024-01-27
INV086005,DST0040,2022-08-20
INV086195,DST0047,2024-05-04
INV096577,DST0059,2024-08-08
INV052529,DST0052,2024-07-23
INV071142,DST0027,2023-12-22
INV032138,DST0024,2022-03-14
INV073676,DST0067,2022-04-15
INV021565,DST0061,2023-10-05
INV040161,DST0053,2024-03-28
INV088479,DST0023,2022-11-18
INV094451,DST0025,2024-04-02
INV020970,DST0045,2024-01-29
INV047767,DST0001,2023-12-08
INV036282,DST0036,2024-08-03
INV011072,DST0042,2023-06-06
INV048847,DST0030,2024-01-07
INV062683,DST0066,2023-05-04
INV005266,DST0038,2023-11-07
INV047955,DST0005,2022-06-16
INV013006,DST0073,2022-07-01
INV067200,DST0048,2024-03-28
INV060970,DST0002,2022-03-28
INV021196,DST0072,2023-08-23
INV012194,DST0056,2024-07-01
INV050807,DST0063,2024-12-20
INV082223,DST0062,2024-05-08
INV071863,DST0024,2023-07-19
INV020359,DST0003,2023-05-18
INV025961,DST0077,2024-10-09
INV047516,DST0017,2022-05-04
INV090342,DST0011,2024-07-22
INV052421,DST0014,2024-09-06
INV042332,DST0026,2022-02-24
INV035461,DST0015,2022-02-14
INV087620,DST0061,2022-05-02
INV040698,DST0056,2024-09-23
INV055815,DST0010,2022-02-21
INV066708,DST0065,2022-09-10
INV082823,DST0070,2024-01-30
INV012711,DST0007,2023-09-14
INV090981,DST0036,2022-08-09
INV026861,DST0075,2023-03-28
INV049532,DST0079,2023-07-09
INV032541,DST0068,2023-10-28
INV005629,DST0054,2022-05-14
INV086670,DST0018,2022-12-21
INV068932,DST0026,2022-03-24
INV015800,DST0057,2023-07-28
INV026638,DST0069,2023-08-18
INV083339,DST0022,2024-06-13
INV013358,DST0063,2024-06-21
INV095309,DST0026,2022-08-18
INV010709,DST0013,2024-07-06
INV025779,DST0073,2024-10-21
INV053516,DST0079,2024-12-01
INV080961,DST0049,2022-08-31
INV060655,DST0014,2022-02-17
INV020992,DST0014,2023-01-08
INV069715,DST0017,2024-09-11
INV013348,DST0002,2024-10-01
INV054500,DST0038,2024-07-20
INV093689,DST0011,2024-06-04
INV007129,DST0079,2023-12-07
INV040219,DST0075,2022-08-12
INV078382,DST0038,2023-08-25
INV002926,DST0035,2022-02-12
INV026782,DST0024,2023-04-17
INV041916,DST0043,2024-05-31
INV022606,DST0061,2024-02-05
INV001806,DST0047,2024-07-20
INV026353,DST0009,2022-05-25
INV047981,DST0069,2022-07-06
INV068037,DST0048,2022-01-16
INV000066,DST0013,2022-07-28
INV090791,DST0021,2024-05-06
INV024564,DST0074,2023-08-08
INV025708,DST0049,2022-09-08
INV097958,DST0048,2023-08-31
INV097417,DST0016,2022-06-06
INV041795,DST0017,2023-01-26
INV079727,DST0046,2024-11-22
INV062441,DST0019,2022-01-01
INV052759,DST0071,2022-01-22
INV081047,DST0040,2022-10-24
INV011532,DST0025,2024-03-19
INV066874,DST0049,2023-07-06
INV022395,DST0079,2024-07-19
INV092535,DST0022,2023-08-17
INV053414,DST0042,2024-06-26
INV088919,DST0022,2022-05-31
INV016881,DST0045,2023-12-13
INV068134,DST0062,2023-09-08
INV066324,DST0043,2023-09-17
INV032037,DST0033,2022-01-20
INV048363,DST0009,2023-07-27
INV032325,DST0059,2022-02-16
INV054606,DST0012,2022-11-08
INV000829,DST0037,2022-03-22
INV085482,DST0052,2022-03-04
INV017525,DST0055,2022-01-27
INV093882,DST0032,2024-06-19
INV042592,DST0072,2022-09-19
INV010350,DST0078,2023-02-25
INV016079,DST0044,2024-07-27
INV002427,DST0042,2024-07-12
INV017387,DST0028,2023-06-17
INV081943,DST0015,2022-04-13
INV074576,DST0028,2024-11-08
INV056720,DST0013,2024-07-17
INV055098,DST0079,2023-07-12
INV005428,DST0036,2024-10-08
INV028798,DST0001,2023-05-14
INV093422,DST0010,2024-07-02
INV029003,DST0004,2022-03-03
INV097437,DST0034,2024-11-15
INV009025,DST0006,2022-02-12
INV043496,DST0073,2024-06-03
INV074842,DST0004,2022-01-28
INV081056,DST0067,2024-12-03
INV059738,DST0012,2023-01-05
INV019409,DST0025,2023-07-02
INV028018,DST0001,2024-02-23
INV043186,DST0072,2023-04-20
INV003919,DST0079,2024-03-23
INV004238,DST0018,2024-01-11
INV019033,DST0060,2023-08-21
INV017978,DST0050,2023-11-01
INV052516,DST0032,2023-03-26
INV089512,DST0037,2024-12-22
INV001290,DST0058,2023-03-06
INV041876,DST0059,2024-05-14
INV024525,DST0033,2022-09-16
INV081781,DST0055,2023-07-09
INV084155,DST0008,2022-10-13
INV083498,DST0056,2023-07-22
INV075922,DST0080,2023-02-03
INV005088,DST0048,2022-11-11
INV063414,DST0018,2022-04-17
INV040138,DST0019,2024-10-29
INV084140,DST0058,2024-08-28
INV084926,DST0054,2023-02-02
INV089436,DST0073,2022-09-02
INV099286,DST0080,2023-08-05
INV041821,DST0012,2024-07-12
INV088121,DST0067,2022-12-28
INV059546,DST0015,2023-07-30
INV029010,DST0060,2023-11-01
INV040860,DST0020,2024-01-11
INV081874,DST0058,2022-07-11
INV069083,DST0053,2024-03-07
INV038798,DST0063,2024-03-03
INV005307,DST0076,2022-01-18
INV036067,DST0010,2024-05-21
INV056575,DST0045,2024-05-05
INV048753,DST0044,2024-01-12
INV079819,DST0049,2023-10-27
INV018028,DST0042,2024-05-12
INV005211,DST0043,2024-11-30
INV001300,DST0017,2023-03-11
INV063705,DST0009,2022-06-14
INV015475,DST0016,2023-01-02
INV044980,DST0076,2024-09-12
INV074517,DST0010,2022-02-19
INV094080,DST0028,2024-01-13
INV070757,DST0023,2022-11-17
INV010383,DST0060,2023-04-18
INV073905,DST0025,2022-10-16
INV045122,DST0079,2023-05-24
INV047426,DST0009,2023-02-13
INV076259,DST0041,2024-08-04
INV025758,DST0058,2023-06-03
INV078258,DST0018,2023-10-07
INV068767,DST0056,2024-06-04
INV060945,DST0009,2024-11-18
INV097578,DST0042,2024-07-18
INV071496,DST0003,2022-08-23
INV027441,DST0033,2024-04-12
INV023141,DST0004,2022-08-02
INV045460,DST0016,2023-08-20
INV083336,DST0047,2023-07-31
INV037936,DST0016,2022-08-14
INV005265,DST0038,2022-08-05
INV072195,DST0042,2023-10-28
INV076213,DST0055,2023-10-12
INV086734,DST0066,2023-10-28
INV089105,DST0042,2023-12-12
INV083691,DST0077,2023-08-09
INV005731,DST0020,2023-12-22
INV080655,DST0063,2022-02-09
INV033392,DST0032,2023-08-23
INV087446,DST0010,2024-12-14
INV085094,DST0028,2024-08-27
INV029789,DST0049,2023-12-27
INV064440,DST0064,2024-08-28
INV075179,DST0048,2024-04-20
INV059451,DST0043,2024-08-14
INV026465,DST0029,2022-02-18
INV021181,DST0010,2024-08-03
INV068433,DST0034,2024-04-15
INV003054,DST0069,2022-01-21
INV056694,DST0047,2023-05-02
INV047027,DST0064,2023-04-09
INV030839,DST0032,2023-03-03
INV015912,DST0062,2024-11-07
INV078026,DST0062,2022-12-05
INV041630,DST0079,2024-05-13
INV023695,DST0045,2023-09-03
INV007682,DST0041,2024-05-01
INV063720,DST0028,2022-06-04
INV088839,DST0011,2022-11-18
INV076071,DST0058,2023-07-24
INV040333,DST0042,2024-07-08
INV054379,DST0037,2023-10-02
INV063272,DST0019,2022-03-15
INV096014,DST0051,2022-10-16
INV030009,DST0071,2023-06-21
INV014031,DST0017,2022-09-06
INV035511,DST0016,2024-12-20
INV089396,DST0079,2023-06-13
INV042737,DST0068,2023-04-09
INV067172,DST0059,2024-03-04
INV095803,DST0064,2022-04-19
INV082698,DST0008,2022-03-05
INV006274,DST0058,2022-12-08
INV089104,DST0017,2022-06-09
INV011456,DST0027,2023-12-04
INV031768,DST0056,2022-04-20
INV058188,DST0078,2024-06-24
INV068119,DST0008,2024-03-18
INV027723,DST0056,2024-10-20
INV055935,DST0068,2024-10-09
INV078851,DST0039,2023-05-23
INV088662,DST0021,2024-10-30
INV065453,DST0001,2022-01-08
INV026332,DST0077,2024-05-15
INV024568,DST0076,2024-08-04
INV023928,DST0010,2022-01-07
INV041434,DST0030,2023-08-15
INV093564,DST0013,2022-04-22
INV075332,DST0042,2023-11-18
INV041255,DST0060,2024-11-01
INV091964,DST0030,2023-12-05
INV034698,DST0020,2023-03-03
INV012918,DST0007,2024-08-11
INV091075,DST0009,2022-07-18
INV069229,DST0045,2023-02-15
INV018124,DST0019,2024-06-23
INV057092,DST0031,2024-01-28
INV097626,DST0015,2022-09-25
INV096783,DST0053,2023-10-14
INV081532,DST0061,2023-11-12
INV037089,DST0012,2023-10-30
INV059470,DST0057,2022-01-30
INV058891,DST0052,2022-02-07
INV010968,DST0016,2024-05-15
INV057782,DST0052,2022-12-27
INV046065,DST0051,2023-05-19
INV047645,DST0002,2023-05-27
INV024711,DST0060,2022-12-06
INV006808,DST0027,2024-06-21
INV043860,DST0019,2022-11-16
INV061337,DST0058,2024-10-02
INV026864,DST0051,2022-12-23
INV042671,DST0056,2022-09-22
INV027599,DST0077,2024-11-01
INV033263,DST0009,2022-10-04
INV071407,DST0077,2024-09-09
INV081635,DST0051,2023-02-01
INV024169,DST0014,2024-09-30
INV024919,DST0025,2023-06-21
INV060176,DST0003,2023-09-17
INV031331,DST0063,2023-04-03
INV048142,DST0077,2023-11-22
INV054480,DST0042,2024-08-27
INV057294,DST0019,2024-04-12
INV020504,DST0055,2024-04-18
INV069763,DST0078,2023-10-26
INV003770,DST0018,2022-10-15
INV072337,DST0015,2022-03-26
INV038234,DST0024,2023-07-14
INV087290,DST0039,2022-01-14
INV014361,DST0035,2024-12-09
INV038051,DST0065,2023-11-20
INV039098,DST0041,2024-12-20
INV001634,DST0031,2023-02-17
INV027623,DST0079,2024-03-06
INV073326,DST0036,2023-07-08
INV015497,DST0015,2024-09-02
INV086406,DST0060,2023-04-22
INV038125,DST0042,2022-03-04
INV009331,DST0037,2023-09-11
INV010428,DST0053,2023-11-13
INV000592,DST0042,2023-08-27
INV030477,DST0015,2024-03-15
INV065803,DST0052,2023-03-27
INV008586,DST0029,2024-02-29
INV089702,DST0044,2023-01-09
INV096091,DST0035,2023-04-21
INV082785,DST0052,2022-11-06
INV019935,DST0003,2022-10-05
INV017548,DST0033,2023-07-22
INV038750,DST0067,2024-02-05
INV005218,DST0036,2024-12-06
INV064595,DST0037,2023-05-07
INV067427,DST0025,2023-05-14
INV059086,DST0002,2023-03-27
INV004632,DST0046,2024-12-24
INV050094,DST0079,2024-05-31
INV064528,DST0017,2022-06-18
INV032774,DST0022,2024-03-11
INV009307,DST0066,2022-10-04
INV059151,DST0077,2022-02-16
INV016455,DST0028,2022-05-15
INV020678,DST0030,2023-05-05
INV057254,DST0066,2023-09-07
INV018360,DST0024,2023-09-10
INV049082,DST0037,2022-04-03
INV000977,DST0028,2023-05-23
INV076671,DST0027,2023-10-16
INV004025,DST0013,2024-01-16
INV062426,DST0066,2023-05-04
INV010360,DST0023,2022-08-14
INV052535,DST0062,2023-08-02
INV078272,DST0024,2022-11-14
INV048690,DST0052,2022-02-05
INV096430,DST0076,2024-07-31
INV026564,DST0044,2022-12-10
INV023798,DST0012,2024-12-25
INV019463,DST0046,2023-05-20
INV025668,DST0021,2023-04-29
INV057019,DST0074,2023-07-22
INV061552,DST0035,2022-10-28
INV045408,DST0060,2024-11-09
INV002678,DST0052,2022-12-20
INV049067,DST0015,2024-03-01
INV087511,DST0027,2024-03-23
INV047625,DST0052,2024-08-09
INV037315,DST0065,2022-06-29
INV018963,DST0042,2024-10-08
INV016495,DST0055,2022-01-20
INV037278,DST0049,2024-12-17
INV099601,DST0031,2024-07-12
INV005504,DST0070,2022-11-27
INV088709,DST0006,2023-10-01
INV087703,DST0038,2022-01-31
INV085312,DST0004,2023-03-22
INV054370,DST0031,2022-11-28
INV033977,DST0049,2022-02-26
INV055873,DST0002,2024-01-27
INV045989,DST0067,2024-09-01
INV086285,DST0017,2024-04-02
INV050499,DST0080,2022-02-06
INV023388,DST0027,2023-09-26
INV013460,DST0055,2023-07-27
INV083494,DST0074,2023-02-02
INV075941,DST0067,2024-09-13
INV067554,DST0069,2023-08-19
INV095076,DST0042,2022-12-15
INV089233,DST0053,2022-11-27
INV080545,DST0004,2024-04-28
INV085282,DST0026,2024-04-28
INV059688,DST0072,2024-11-12
INV051035,DST0038,2024-09-19
INV080142,DST0027,2024-05-17
INV077144,DST0049,2022-12-12
INV069930,DST0046,2023-01-24
INV006577,DST0003,2023-06-22
INV083226,DST0077,2024-12-13
INV011299,DST0054,2023-09-10
INV062886,DST0044,2023-05-14
INV037738,DST0049,2022-11-23
INV021775,DST0053,2023-10-31
INV092258,DST0044,2022-07-12
INV050195,DST0064,2023-12-12
INV026142,DST0008,2023-05-11
INV073897,DST0010,2022-05-27
INV038073,DST0004,2022-12-11
INV028830,DST0027,2022-09-07
INV062605,DST0054,2024-01-07
INV095268,DST0063,2024-04-08
INV006529,DST0068,2022-02-22
INV041123,DST0047,2023-07-07
INV088951,DST0052,2024-08-31
INV039976,DST0068,2022-12-16
INV046368,DST0017,2023-03-21
INV047149,DST0060,2023-06-28
INV079241,DST0003,2023-08-03
INV072513,DST0034,2023-09-30
INV030831,DST0028,2024-05-25
INV034568,DST0059,2023-07-02
INV071327,DST0075,2022-01-27
INV090507,DST0055,2024-10-18
INV025805,DST0005,2024-08-10
INV082086,DST0041,2023-11-22
INV081405,DST0064,2023-12-31
INV037007,DST0048,2024-04-19
INV030101,DST0015,2023-12-01
INV030568,DST0061,2022-02-03
INV022564,DST0014,2023-04-19
INV017568,DST0040,2023-01-08
INV092057,DST0031,2022-10-31
INV060480,DST0007,2024-04-02
INV091209,DST0070,2023-07-07
INV038053,DST0051,2022-11-15
INV080880,DST0046,2023-08-26
INV025553,DST0065,2024-05-27
INV040140,DST0042,2023-12-14
INV047248,DST0028,2023-07-29
INV076291,DST0040,2024-03-10
INV070583,DST0077,2022-07-20
INV090051,DST0025,2023-01-25
INV060130,DST0055,2024-01-30
INV038312,DST0017,2022-01-10
INV066369,DST0041,2023-09-09
INV050607,DST0036,2023-08-24
INV009155,DST0051,2023-09-01
INV000386,DST0066,2024-06-12
INV072705,DST0022,2023-11-27
INV045524,DST0036,2023-05-26
INV090235,DST0036,2024-01-24
INV094500,DST0028,2024-02-04
INV002392,DST0012,2022-01-16
INV079396,DST0032,2022-12-21
INV064130,DST0070,2024-03-22
INV023735,DST0027,2022-05-18
INV007037,DST0068,2024-06-10
INV070382,DST0073,2024-01-20
INV089682,DST0019,2022-05-02
INV000600,DST0041,2024-04-26
INV034815,DST0054,2022-10-15
INV046850,DST0047,2024-01-20
INV040242,DST0037,2022-07-22
INV047669,DST0021,2022-04-04
INV043518,DST0067,2023-01-28
INV054247,DST0049,2022-10-21
INV085299,DST0068,2024-03-09
INV055210,DST0023,2023-12-06
INV092827,DST0005,2023-05-13
INV090406,DST0045,2024-07-14
INV053149,DST0066,2024-09-12
INV054116,DST0051,2023-12-30
INV026412,DST0018,2022-09-26
INV072199,DST0077,2023-11-14
INV006728,DST0020,2023-02-06
INV070207,DST0025,2024-04-18
INV031866,DST0041,2023-08-30
INV043242,DST0030,2024-07-26
INV097502,DST0019,2023-06-26
INV068818,DST0043,2024-12-16
INV002285,DST0017,2024-06-23
INV074406,DST0037,2022-11-07
INV026367,DST0003,2023-08-27
INV025145,DST0073,2024-06-10
INV000520,DST0055,2024-12-05
INV091510,DST0031,2023-01-25
INV099745,DST0026,2024-04-14
INV007232,DST0070,2022-11-24
INV012061,DST0064,2023-05-20
INV033295,DST0004,2024-10-01
INV056844,DST0066,2023-06-24
INV010787,DST0062,2023-05-26
INV084495,DST0052,2022-09-27
INV011345,DST0046,2022-08-26
INV060801,DST0053,2023-03-08
INV076415,DST0010,2022-07-25
INV070753,DST0079,2022-05-25
INV050813,DST0059,2023-01-25
INV089469,DST0069,2023-11-18
