PetID,CustomerID,PetName,Species,Breed,Birthday,Gender,HealthStatus
PET00028,CUS26998,Leo,Thỏ,Thỏ Vặn,2023-07-17,Cái,Phục hồi chấn thương
PET00029,CUS79484,Coco,Hamster,Hamster Roborovski,2020-06-10,Đực,Khỏe mạnh
PET00030,CUS65149,Honey,Rùa,Rùa Tai Đỏ,2020-11-22,Cái,Khỏe mạnh
PET00031,CUS20781,Latte,Chim,Chim Yến Phụng,2023-01-11,Đực,Cần theo dõi
PET00032,CUS29492,Dưa,Chim,Vẹt Hoàng Yến,2023-06-05,Cái,Khỏe mạnh
PET00033,CUS54742,Bánh,Thỏ,Thỏ Vặn,2020-11-14,Cái,Đang điều trị
PET00034,CUS39078,Sương,Chó,Chihuahua,2018-05-08,Đực,Phục hồi chấn thương
PET00035,CUS71839,Bim,Thỏ,Thỏ Vặn,2023-06-07,Đực,Bệnh mãn tính
PET00036,CUS59973,Cún,Hamster,Hamster Campbell,2024-04-07,Cái,Đang điều trị
PET00037,CUS43634,Xôi,Thỏ,Thỏ Trắng,2023-03-18,Cái,Tiêm phòng đầy đủ
PET00038,CUS60029,Chanh,Thỏ,Thỏ Holland Lop,2021-05-14,Đực,Tiêm phòng đầy đủ
PET00039,CUS04682,Bông Bông,Thỏ,Thỏ Đen,2020-09-10,Đực,Tiêm phòng đầy đủ
PET00040,CUS25700,Nắng,Chim,Vẹt Cockatiel,2022-07-06,Cái,Đang điều trị
PET00041,CUS40766,Chanh,Hamster,Hamster Roborovski,2023-09-08,Cái,Cần theo dõi
PET00042,CUS00507,Xôi,Mèo,Mèo Tam Thể,2022-11-09,Cái,Khỏe mạnh
PET00043,CUS39696,Lucky,Chó,Pitbull,2023-04-13,Đực,Đang điều trị
PET00044,CUS77404,Cheese,Chim,Vẹt Hoàng Yến,2019-08-03,Cái,Cần theo dõi
PET00045,CUS67761,Mít,Mèo,Sphynx,2019-03-20,Đực,Khỏe mạnh
PET00046,CUS03268,Bé Bi,Rùa,Rùa Cạn,2022-05-14,Đực,Đang điều trị
PET00047,CUS70002,Phở,Hamster,Hamster Roborovski,2021-05-08,Cái,Phục hồi chấn thương
PET00048,CUS03722,Trắng,Chó,Chó Nhật,2022-09-28,Cái,Tiêm phòng đầy đủ
PET00049,CUS34768,Nấm,Rùa,Rùa Sulcata,2024-01-12,Cái,Phục hồi chấn thương
PET00050,CUS56006,Miu,Chim,Vẹt Xám Châu Phi,2023-07-21,Cái,Chưa tiêm phòng
PET00051,CUS59513,Nem,Thỏ,Thỏ Xám,2018-10-04,Cái,Sau phẫu thuật
PET00052,CUS27208,Xoài,Chim,Chim Yến Phụng,2020-10-14,Đực,Sau phẫu thuật
PET00053,CUS76081,Sữa,Chó,Béc giê Đức,2022-05-13,Đực,Tiêm phòng đầy đủ
PET00054,CUS76831,Sugar,Hamster,Hamster Roborovski,2018-05-10,Cái,Chưa tiêm phòng
PET00055,CUS45947,Na,Hamster,Hamster Campbell,2020-06-19,Cái,Chưa tiêm phòng
PET00056,CUS07072,Nem,Chó,Chó Nhật,2020-08-19,Đực,Tiêm phòng đầy đủ
PET00057,CUS10851,Milu,Chó,Rottweiler,2020-09-07,Cái,Khỏe mạnh
PET00058,CUS51115,Nala,Chó,Chó Phú Quốc,2019-03-09,Đực,Bệnh mãn tính
PET00059,CUS14125,Latte,Rùa,Rùa Sulcata,2022-11-06,Đực,Chưa tiêm phòng
PET00060,CUS72090,Max,Chim,Vẹt Hoàng Yến,2022-05-17,Cái,Chưa tiêm phòng
PET00061,CUS35727,Mây,Chó,Chó Nhật,2020-01-15,Đực,Cần theo dõi
PET00062,CUS25498,Ki,Rùa,Rùa Tai Đỏ,2023-04-06,Đực,Đang điều trị
PET00063,CUS29190,Mun,Thỏ,Thỏ Angora,2021-02-28,Đực,Sau phẫu thuật
PET00064,CUS25842,Lá,Rùa,Rùa Núi Vimg,2018-12-17,Cái,Chưa tiêm phòng
PET00065,CUS12426,Hoa,Chim,Chim Sáo,2019-11-22,Cái,Đang điều trị
PET00066,CUS21578,Cún,Chim,Vẹt Cockatiel,2020-04-23,Cái,Khỏe mạnh
PET00067,CUS05129,Xoài,Thỏ,Thỏ Trắng,2024-02-17,Đực,Cần theo dõi
PET00068,CUS78907,Miu,Mèo,Mèo ta,2019-06-28,Đực,Chưa tiêm phòng
PET00069,CUS68314,Vàng,Mèo,Mèo Anh lông dài,2021-09-21,Cái,Tiêm phòng đầy đủ
PET00070,CUS50854,Bún,Chim,Chim Bồ Câu,2022-09-07,Cái,Cần theo dõi
PET00071,CUS08810,Cam,Mèo,Bengal,2022-01-22,Cái,Sau phẫu thuật
PET00072,CUS08805,Phở,Chó,Chó ta,2020-12-25,Đực,Tiêm phòng đầy đủ
PET00073,CUS11140,Cún,Thỏ,Thỏ Holland Lop,2019-09-16,Cái,Chưa tiêm phòng
PET00074,CUS10403,Chanh,Rùa,Rùa Núi Vimg,2020-09-23,Đực,Bệnh mãn tính
PET00075,CUS09384,Cưng,Thỏ,Thỏ Xám,2024-04-05,Cái,Bệnh mãn tính
PET00076,CUS12394,Nấm,Chim,Chim Sáo,2020-11-30,Đực,Cần theo dõi
PET00077,CUS50152,Lu,Mèo,Mèo Nga,2021-09-24,Cái,Khỏe mạnh
PET00078,CUS29837,Cưng,Thỏ,Thỏ Holland Lop,2018-08-23,Cái,Đang điều trị
PET00079,CUS77763,Mây,Chó,Golden Retriever,2023-01-16,Đực,Cần theo dõi
PET00080,CUS06577,Vàng,Hamster,Hamster Trung Quốc,2018-12-05,Đực,Chưa tiêm phòng
PET00081,CUS22413,Cam,Chó,Alaska,2020-09-04,Cái,Phục hồi chấn thương
PET00082,CUS79984,Pudding,Hamster,Hamster Trung Quốc,2021-09-05,Đực,Phục hồi chấn thương
PET00083,CUS59870,Chả,Mèo,Ragdoll,2020-01-18,Cái,Sau phẫu thuật
PET00084,CUS50628,Lucky,Rùa,Rùa Cạn,2024-01-26,Đực,Cần theo dõi
PET00085,CUS51579,Bella,Thỏ,Thỏ Lop,2020-06-25,Cái,Đang điều trị
PET00086,CUS17574,Cơm,Chó,Alaska,2021-05-12,Đực,Đang điều trị
PET00087,CUS75970,Butter,Mèo,Mèo Ba Tư,2021-03-26,Đực,Tiêm phòng đầy đủ
PET00088,CUS15382,Sữa,Hamster,Hamster Roborovski,2021-12-23,Đực,Đang điều trị
PET00089,CUS52967,Bông Bông,Hamster,Hamster Roborovski,2019-05-27,Cái,Phục hồi chấn thương
PET00090,CUS44770,Milo,Mèo,Mèo Scottlish Fold,2021-05-09,Cái,Sau phẫu thuật
PET00091,CUS23330,Bông,Hamster,Hamster Winter White,2021-07-25,Đực,Cần theo dõi
PET00092,CUS00281,Mocha,Hamster,Hamster Roborovski,2022-12-20,Cái,Đang điều trị
PET00093,CUS46534,Pudding,Rùa,Rùa Sulcata,2023-08-21,Đực,Khỏe mạnh
PET00094,CUS31884,Milo,Hamster,Hamster Trung Quốc,2018-10-06,Đực,Sau phẫu thuật
PET00095,CUS70775,Buddy,Chó,Chó ta,2023-10-11,Cái,Bệnh mãn tính
PET00096,CUS59642,Milu,Chó,Chó Nhật,2020-04-21,Đực,Khỏe mạnh
PET00097,CUS30266,Bông Bông,Thỏ,Thỏ Holland Lop,2023-12-26,Cái,Tiêm phòng đầy đủ
PET00098,CUS64709,Bơ,Thỏ,Thỏ Đen,2023-03-31,Đực,Cần theo dõi
PET00099,CUS41047,Charlie,Thỏ,Thỏ Trắng,2022-09-19,Đực,Đang điều trị
PET00100,CUS18368,Dừa,Mèo,Mèo Anh lông dài,2023-08-30,Cái,Đang điều trị
PET00101,CUS10641,Hoa,Hamster,Hamster Roborovski,2022-03-02,Đực,Bệnh mãn tính
PET00102,CUS27607,Cưng,Rùa,Rùa Cạn,2023-05-20,Đực,Sau phẫu thuật
PET00103,CUS24092,Cam,Thỏ,Thỏ Xám,2019-06-21,Cái,Đang điều trị
PET00104,CUS16990,Lu,Chim,Vẹt Hoàng Yến,2023-11-30,Đực,Bệnh mãn tính
PET00105,CUS64651,Hoa,Mèo,Maine Coon,2020-12-03,Đực,Cần theo dõi
PET00106,CUS44772,Nem,Chim,Chim Sáo,2018-12-30,Đực,Bệnh mãn tính
PET00107,CUS46615,Trắng,Rùa,Rùa Sulcata,2020-10-19,Đực,Khỏe mạnh
PET00108,CUS46840,Dừa,Chó,Corgi,2018-03-18,Đực,Sau phẫu thuật
PET00109,CUS41749,Honey,Mèo,Mèo Scottlish Fold,2019-04-05,Cái,Cần theo dõi
PET00110,CUS41921,Mây,Thỏ,Thỏ Holland Lop,2021-06-04,Đực,Tiêm phòng đầy đủ
PET00111,CUS01114,Nấm,Thỏ,Thỏ Xám,2020-10-17,Đực,Đang điều trị
PET00112,CUS25376,Cà Rốt,Chó,Beagle,2024-02-17,Đực,Phục hồi chấn thương
PET00113,CUS44151,Mây,Mèo,Siamese,2022-08-04,Đực,Tiêm phòng đầy đủ
PET00114,CUS13721,Nắng,Chó,Rottweiler,2020-09-30,Cái,Chưa tiêm phòng
PET00115,CUS53817,Cà Rốt,Rùa,Rùa Cạn,2018-05-24,Cái,Cần theo dõi
PET00116,CUS00118,Nem,Hamster,Hamster Campbell,2021-06-20,Cái,Tiêm phòng đầy đủ
PET00117,CUS29072,Luna,Rùa,Rùa Núi Vimg,2021-08-19,Đực,Khỏe mạnh
PET00118,CUS53072,Phở,Rùa,Rùa Tai Đỏ,2020-09-09,Đực,Đang điều trị
PET00119,CUS33072,Mun,Hamster,Hamster Trung Quốc,2019-05-08,Cái,Khỏe mạnh
PET00120,CUS30075,Honey,Chim,Chim Yến Phụng,2019-04-21,Cái,Cần theo dõi
PET00121,CUS37869,Lá,Thỏ,Thỏ Vặn,2019-03-20,Đực,Đang điều trị
PET00122,CUS03242,Butter,Chó,Chó cỏ,2024-05-17,Cái,Bệnh mãn tính
PET00123,CUS55870,Nala,Mèo,Sphynx,2021-07-26,Đực,Bệnh mãn tính
PET00124,CUS09656,Bún,Hamster,Hamster Campbell,2022-10-12,Đực,Phục hồi chấn thương
PET00125,CUS07337,Ki,Mèo,Munchkin,2020-10-14,Cái,Khỏe mạnh
PET00126,CUS52999,Mực,Chim,Vẹt,2020-03-20,Đực,Bệnh mãn tính
PET00127,CUS65787,Dưa,Thỏ,Thỏ Vặn,2019-10-06,Đực,Tiêm phòng đầy đủ
PET00128,CUS22820,Mít,Thỏ,Thỏ Đen,2023-08-14,Cái,Tiêm phòng đầy đủ
PET00129,CUS26049,Bún,Rùa,Rùa Cạn,2024-01-03,Cái,Chưa tiêm phòng
PET00130,CUS18725,Cà Rốt,Thỏ,Thỏ Angora,2023-06-13,Cái,Chưa tiêm phòng
PET00131,CUS54220,Milu,Rùa,Rùa Tai Đỏ,2021-11-03,Đực,Đang điều trị
PET00132,CUS22268,Cò,Thỏ,Thỏ Trắng,2019-04-18,Cái,Tiêm phòng đầy đủ
PET00133,CUS36515,Cưng,Hamster,Hamster Campbell,2023-05-27,Cái,Đang điều trị
PET00134,CUS66283,Mocha,Chim,Chim Bồ Câu,2021-01-12,Cái,Cần theo dõi
PET00135,CUS50972,Xoài,Chó,Beagle,2020-05-27,Cái,Phục hồi chấn thương
PET00136,CUS24823,Leo,Mèo,Mèo Anh lông ngắn,2023-04-20,Đực,Sau phẫu thuật
PET00137,CUS20844,Dừa,Mèo,Sphynx,2020-08-22,Đực,Sau phẫu thuật
PET00138,CUS74531,Sữa,Rùa,Rùa Sulcata,2020-12-10,Cái,Phục hồi chấn thương
PET00139,CUS31524,Cheese,Chó,Labrador,2020-06-03,Đực,Bệnh mãn tính
PET00140,CUS36342,Sương,Hamster,Hamster Syria,2020-11-08,Đực,Tiêm phòng đầy đủ
PET00141,CUS76223,Leo,Hamster,Hamster Campbell,2018-01-08,Cái,Khỏe mạnh
PET00142,CUS06908,Sushi,Rùa,Rùa Sulcata,2024-01-12,Đực,Cần theo dõi
PET00143,CUS14574,Cún,Thỏ,Thỏ Vặn,2022-11-24,Cái,Đang điều trị
PET00144,CUS12177,Suối,Chó,Pitbull,2018-01-19,Đực,Cần theo dõi
PET00145,CUS37218,Bella,Hamster,Hamster Campbell,2018-06-24,Đực,Cần theo dõi
PET00146,CUS14216,Max,Chim,Vẹt Cockatiel,2020-11-06,Cái,Sau phẫu thuật
PET00147,CUS32542,Dưa,Chim,Vẹt Cockatiel,2020-08-30,Cái,Bệnh mãn tính
PET00148,CUS38685,Cookie,Rùa,Rùa Sulcata,2023-07-30,Đực,Bệnh mãn tính
PET00149,CUS78974,Trắng,Thỏ,Thỏ Angora,2021-11-27,Đực,Tiêm phòng đầy đủ
PET00150,CUS37102,Sushi,Chó,Béc giê Đức,2021-06-04,Cái,Sau phẫu thuật
PET00151,CUS13884,Mochi,Mèo,Mèo ta,2024-04-04,Đực,Cần theo dõi
PET00152,CUS31370,Trà,Mèo,Mèo Scottlish Fold,2023-04-30,Đực,Sau phẫu thuật
PET00153,CUS02921,Vàng,Thỏ,Thỏ Lùn Hà Lan,2020-05-17,Cái,Cần theo dõi
PET00154,CUS45218,Mèo Mập,Rùa,Rùa Cạn,2018-07-30,Đực,Chưa tiêm phòng
PET00155,CUS21902,Lá,Thỏ,Thỏ Đen,2022-06-30,Đực,Sau phẫu thuật
PET00156,CUS56654,Xoài,Hamster,Hamster Trung Quốc,2021-02-11,Đực,Đang điều trị
PET00157,CUS25367,Milo,Rùa,Rùa Cạn,2021-06-30,Cái,Sau phẫu thuật
PET00158,CUS73756,Latte,Chim,Chim Bồ Câu,2023-11-17,Đực,Đang điều trị
PET00159,CUS22493,Sushi,Mèo,Mèo Anh lông dài,2020-05-19,Cái,Khỏe mạnh
PET00160,CUS43780,Sugar,Chó,Pitbull,2023-01-25,Cái,Tiêm phòng đầy đủ
PET00161,CUS02321,Trắng,Chim,Chim Sáo,2018-09-04,Đực,Sau phẫu thuật
PET00162,CUS51293,Bún,Rùa,Rùa Núi Vimg,2023-06-08,Đực,Đang điều trị
PET00163,CUS18716,Max,Mèo,Siamese,2021-06-18,Cái,Sau phẫu thuật
PET00164,CUS70146,Leo,Chó,Pitbull,2019-12-28,Đực,Tiêm phòng đầy đủ
PET00165,CUS65942,Butter,Thỏ,Thỏ Angora,2023-12-12,Đực,Đang điều trị
PET00166,CUS66946,Mun,Rùa,Rùa Núi Vimg,2023-08-18,Đực,Cần theo dõi
PET00167,CUS53509,Đậu,Thỏ,Thỏ Angora,2024-01-28,Đực,Cần theo dõi
PET00168,CUS49652,Mèo Mập,Hamster,Hamster Trung Quốc,2022-11-03,Cái,Cần theo dõi
PET00169,CUS15523,Miu,Chim,Vẹt Xám Châu Phi,2019-12-22,Đực,Đang điều trị
PET00170,CUS53804,Cưng,Rùa,Rùa Tai Đỏ,2021-04-06,Cái,Phục hồi chấn thương
PET00171,CUS06842,Lu,Chim,Chim Bồ Câu,2020-02-13,Đực,Khỏe mạnh
PET00172,CUS04267,Canh,Chó,Corgi,2021-01-01,Cái,Khỏe mạnh
PET00173,CUS47195,Dưa,Chó,Beagle,2018-01-18,Cái,Bệnh mãn tính
PET00174,CUS79960,Honey,Chim,Chim Yến Phụng,2023-02-27,Đực,Sau phẫu thuật
PET00175,CUS40231,Hoa,Chim,Chim Bồ Câu,2023-08-13,Đực,Bệnh mãn tính
PET00176,CUS43340,Sugar,Rùa,Rùa Cạn,2021-11-23,Cái,Sau phẫu thuật
PET00177,CUS68287,Cún,Mèo,Sphynx,2022-05-09,Đực,Cần theo dõi
PET00178,CUS13588,Mèo Mập,Chim,Vẹt Xám Châu Phi,2023-10-13,Cái,Khỏe mạnh
PET00179,CUS23237,Lucky,Rùa,Rùa Tai Đỏ,2020-09-22,Cái,Cần theo dõi
PET00180,CUS45212,Lucky,Chim,Vẹt,2019-01-20,Cái,Cần theo dõi
PET00181,CUS52011,Bin,Hamster,Hamster Syria,2024-05-22,Cái,Bệnh mãn tính
PET00182,CUS56440,Cò,Thỏ,Thỏ Trắng,2023-03-25,Cái,Đang điều trị
PET00183,CUS46618,Cơm,Thỏ,Thỏ Đen,2020-04-18,Đực,Cần theo dõi
PET00184,CUS23836,Na,Thỏ,Thỏ Đen,2019-04-19,Cái,Bệnh mãn tính
PET00185,CUS68211,Luna,Chó,Bulldog Pháp,2018-06-22,Đực,Đang điều trị
PET00186,CUS60547,Milo,Chó,Cocker Spaniel,2018-01-09,Đực,Khỏe mạnh
PET00187,CUS54751,Dưa,Thỏ,Thỏ Đen,2020-11-23,Cái,Đang điều trị
PET00188,CUS18145,Bim,Hamster,Hamster Syria,2018-07-10,Cái,Phục hồi chấn thương
PET00189,CUS28266,Lucky,Thỏ,Thỏ Angora,2021-01-22,Đực,Sau phẫu thuật
PET00190,CUS12027,Mít,Hamster,Hamster Trung Quốc,2018-11-09,Cái,Đang điều trị
PET00191,CUS34579,Cò,Thỏ,Thỏ Đen,2019-09-10,Đực,Chưa tiêm phòng
PET00192,CUS53078,Lá,Chó,Bulldog Pháp,2018-03-04,Cái,Cần theo dõi
PET00193,CUS63185,Milo,Rùa,Rùa Cạn,2024-05-01,Cái,Phục hồi chấn thương
PET00194,CUS44633,Nem,Chó,Cocker Spaniel,2024-03-22,Cái,Đang điều trị
PET00195,CUS29184,Xoài,Rùa,Rùa Sulcata,2019-06-18,Đực,Phục hồi chấn thương
PET00196,CUS49119,Nala,Hamster,Hamster Trung Quốc,2024-03-17,Cái,Phục hồi chấn thương
PET00197,CUS72488,Mực,Chó,Chihuahua,2022-12-29,Cái,Tiêm phòng đầy đủ
PET00198,CUS24110,Cookie,Hamster,Hamster Winter White,2019-04-21,Cái,Chưa tiêm phòng
PET00199,CUS14546,Mochi,Mèo,Mèo Mướp,2019-02-05,Cái,Sau phẫu thuật
PET00200,CUS19866,Bông Bông,Mèo,Mèo Tam Thể,2023-10-15,Cái,Bệnh mãn tính
PET00201,CUS17579,Xôi,Hamster,Hamster Campbell,2018-12-31,Cái,Chưa tiêm phòng
PET00202,CUS46936,Charlie,Thỏ,Thỏ Lùn Hà Lan,2020-04-27,Đực,Khỏe mạnh
PET00203,CUS29464,Cam,Thỏ,Thỏ Lùn Hà Lan,2024-02-08,Đực,Cần theo dõi
PET00204,CUS50211,Cò,Rùa,Rùa Tai Đỏ,2018-06-30,Đực,Cần theo dõi
PET00205,CUS21404,Mèo Mập,Hamster,Hamster Winter White,2022-10-22,Đực,Bệnh mãn tính
PET00206,CUS00522,Canh,Hamster,Hamster Trung Quốc,2018-09-12,Cái,Bệnh mãn tính
PET00207,CUS16095,Rocky,Hamster,Hamster Trung Quốc,2023-06-01,Đực,Chưa tiêm phòng
PET00208,CUS10548,Lu Lu,Hamster,Hamster Roborovski,2020-09-18,Cái,Phục hồi chấn thương
PET00209,CUS71150,Max,Thỏ,Thỏ Xám,2023-08-27,Đực,Chưa tiêm phòng
PET00210,CUS38915,Đậu,Rùa,Rùa Tai Đỏ,2023-11-26,Đực,Chưa tiêm phòng
PET00211,CUS63585,Sushi,Chó,Shiba Inu,2023-10-09,Đực,Sau phẫu thuật
PET00212,CUS71374,Sữa,Rùa,Rùa Núi Vimg,2018-11-27,Đực,Sau phẫu thuật
PET00213,CUS14555,Rocky,Chó,Husky,2019-09-30,Cái,Khỏe mạnh
PET00214,CUS04685,Oreo,Rùa,Rùa Sulcata,2023-09-01,Đực,Chưa tiêm phòng
PET00215,CUS47276,Cơm,Chó,Shiba Inu,2024-01-13,Cái,Chưa tiêm phòng
PET00216,CUS21455,Trăng,Mèo,Mèo Anh lông dài,2020-07-10,Cái,Tiêm phòng đầy đủ
PET00217,CUS13011,Cò,Rùa,Rùa Sulcata,2021-01-08,Đực,Khỏe mạnh
PET00218,CUS66984,Bé Bi,Thỏ,Thỏ Đen,2019-03-05,Đực,Chưa tiêm phòng
PET00219,CUS73547,Trà,Thỏ,Thỏ Vặn,2022-03-01,Đực,Cần theo dõi
PET00220,CUS02665,Lu Lu,Hamster,Hamster Roborovski,2021-03-01,Đực,Cần theo dõi
PET00221,CUS76119,Mít,Hamster,Hamster Campbell,2023-05-11,Cái,Cần theo dõi
PET00222,CUS32334,Bông,Thỏ,Thỏ Holland Lop,2021-07-19,Cái,Phục hồi chấn thương
PET00223,CUS10113,Cam,Rùa,Rùa Sulcata,2020-03-20,Đực,Tiêm phòng đầy đủ
PET00224,CUS41428,Cún,Rùa,Rùa Sulcata,2020-09-09,Đực,Chưa tiêm phòng
PET00225,CUS76067,Buddy,Mèo,Mèo Ba Tư,2020-05-27,Cái,Bệnh mãn tính
PET00226,CUS06258,Trà,Thỏ,Thỏ Vặn,2023-03-13,Đực,Khỏe mạnh
PET00227,CUS41873,Lu Lu,Chim,Chim Yến Phụng,2020-08-09,Đực,Tiêm phòng đầy đủ
PET00228,CUS02826,Mochi,Chim,Vẹt Xám Châu Phi,2022-05-08,Cái,Sau phẫu thuật
PET00229,CUS71420,Nắng,Rùa,Rùa Núi Vimg,2023-05-01,Đực,Phục hồi chấn thương
PET00230,CUS70877,Nem,Chim,Vẹt Cockatiel,2023-12-27,Cái,Chưa tiêm phòng
PET00231,CUS64179,Simba,Chim,Chim Bồ Câu,2023-07-31,Đực,Tiêm phòng đầy đủ
PET00232,CUS09103,Max,Chim,Chim Sáo,2024-04-30,Đực,Sau phẫu thuật
PET00233,CUS31172,Xoài,Chim,Vẹt,2022-10-11,Cái,Chưa tiêm phòng
PET00234,CUS54947,Sương,Thỏ,Thỏ Holland Lop,2022-11-24,Cái,Cần theo dõi
PET00235,CUS22020,Oreo,Rùa,Rùa Sulcata,2019-10-18,Cái,Phục hồi chấn thương
PET00236,CUS08246,Lu,Rùa,Rùa Tai Đỏ,2019-06-09,Đực,Chưa tiêm phòng
PET00237,CUS21294,Phở,Rùa,Rùa Sulcata,2020-10-17,Đực,Chưa tiêm phòng
PET00238,CUS21626,Sushi,Chim,Chim Sáo,2021-06-07,Cái,Khỏe mạnh
PET00239,CUS25747,Charlie,Rùa,Rùa Cạn,2019-10-07,Cái,Cần theo dõi
PET00240,CUS43687,Cưng,Rùa,Rùa Tai Đỏ,2022-05-18,Đực,Khỏe mạnh
PET00241,CUS17274,Lu,Mèo,Mèo Nga,2019-11-12,Đực,Tiêm phòng đầy đủ
PET00242,CUS43570,Suối,Chó,Chihuahua,2018-05-19,Cái,Khỏe mạnh
PET00243,CUS20113,Sugar,Mèo,Mèo ta,2022-03-08,Đực,Bệnh mãn tính
PET00244,CUS04866,Lu,Chó,Beagle,2019-03-12,Đực,Cần theo dõi
PET00245,CUS01406,Na,Mèo,Mèo Scottlish Fold,2021-12-20,Đực,Cần theo dõi
PET00246,CUS44041,Phở,Rùa,Rùa Núi Vimg,2018-12-26,Cái,Chưa tiêm phòng
PET00247,CUS25948,Chả,Chó,Rottweiler,2023-01-14,Đực,Đang điều trị
PET00248,CUS29444,Nala,Rùa,Rùa Tai Đỏ,2018-11-11,Cái,Khỏe mạnh
PET00249,CUS05486,Mực,Chim,Vẹt Xám Châu Phi,2019-09-12,Cái,Bệnh mãn tính
PET00250,CUS77710,Bông,Mèo,Mèo Tam Thể,2019-05-19,Đực,Sau phẫu thuật
PET00251,CUS40312,Cò,Thỏ,Thỏ Đen,2023-10-06,Cái,Chưa tiêm phòng
PET00252,CUS00656,Sao,Chó,Chó cỏ,2018-09-13,Đực,Phục hồi chấn thương
PET00253,CUS35771,Trắng,Thỏ,Thỏ Xám,2018-12-05,Cái,Khỏe mạnh
PET00254,CUS36574,Charlie,Rùa,Rùa Cạn,2018-08-04,Cái,Tiêm phòng đầy đủ
PET00255,CUS57897,Dưa,Chó,Corgi,2024-02-08,Đực,Bệnh mãn tính
PET00256,CUS26217,Xoài,Thỏ,Thỏ Đen,2018-05-18,Cái,Sau phẫu thuật
PET00257,CUS02483,Cookie,Chó,Rottweiler,2023-06-09,Cái,Đang điều trị
PET00258,CUS40987,Oreo,Thỏ,Thỏ Trắng,2018-06-14,Cái,Khỏe mạnh
PET00259,CUS24040,Simba,Chó,Corgi,2019-01-19,Cái,Cần theo dõi
PET00260,CUS63198,Hoa,Thỏ,Thỏ Holland Lop,2021-12-18,Cái,Chưa tiêm phòng
PET00261,CUS19520,Nem,Mèo,Mèo Nga,2024-02-16,Cái,Tiêm phòng đầy đủ
PET00262,CUS78494,Sương,Hamster,Hamster Syria,2018-11-16,Đực,Phục hồi chấn thương
PET00263,CUS75871,Nala,Rùa,Rùa Cạn,2018-04-14,Cái,Phục hồi chấn thương
PET00264,CUS39559,Bí Ngô,Thỏ,Thỏ Lùn Hà Lan,2022-06-06,Đực,Phục hồi chấn thương
PET00265,CUS24358,Cún,Chim,Vẹt,2020-02-05,Đực,Cần theo dõi
PET00266,CUS78677,Oreo,Mèo,Mèo Tam Thể,2019-06-11,Cái,Sau phẫu thuật
PET00267,CUS26736,Oreo,Chó,Labrador,2023-08-13,Cái,Khỏe mạnh
PET00268,CUS51887,Rocky,Thỏ,Thỏ Xám,2019-04-08,Đực,Sau phẫu thuật
