PrescriptionID,DrugID,Quantity,UsageInstruction
PRSC051470,DRG0297,8,"Uống sau khi ăn, ngày 2 lần"
PRSC056701,DRG0158,1,"Uống sau khi ăn, ngày 2 lần"
PRSC019157,DRG0294,5,"Uống sau khi ăn, ngày 2 lần"
PRSC064100,DRG0219,6,"Uống sau khi ăn, ngày 2 lần"
PRSC057399,DRG0014,6,"Uống sau khi ăn, ngày 2 lần"
PRSC052872,DRG0150,1,"Uống sau khi ăn, ngày 2 lần"
PRSC048312,DRG0031,8,"Uống sau khi ăn, ngày 2 lần"
PRSC075662,DRG0271,4,"Uống sau khi ăn, ngày 2 lần"
PRSC032738,DRG0283,7,"Uống sau khi ăn, ngày 2 lần"
PRSC028640,DRG0300,2,"Uống sau khi ăn, ngày 2 lần"
PRSC071786,DRG0207,2,"Uống sau khi ăn, ngày 2 lần"
PRSC037571,DRG0067,9,"Uống sau khi ăn, ngày 2 lần"
PRSC004574,DRG0256,7,"Uống sau khi ăn, ngày 2 lần"
PRSC015033,DRG0299,2,"Uống sau khi ăn, ngày 2 lần"
PRSC030296,DRG0059,2,"Uống sau khi ăn, ngày 2 lần"
PRSC077700,DRG0093,7,"Uống sau khi ăn, ngày 2 lần"
PRSC059370,DRG0069,2,"Uống sau khi ăn, ngày 2 lần"
PRSC024118,DRG0228,1,"Uống sau khi ăn, ngày 2 lần"
PRSC060372,DRG0168,9,"Uống sau khi ăn, ngày 2 lần"
PRSC072490,DRG0173,4,"Uống sau khi ăn, ngày 2 lần"
PRSC055458,DRG0164,6,"Uống sau khi ăn, ngày 2 lần"
PRSC063651,DRG0262,7,"Uống sau khi ăn, ngày 2 lần"
PRSC004053,DRG0252,6,"Uống sau khi ăn, ngày 2 lần"
PRSC055818,DRG0077,3,"Uống sau khi ăn, ngày 2 lần"
PRSC050365,DRG0132,3,"Uống sau khi ăn, ngày 2 lần"
PRSC041550,DRG0009,7,"Uống sau khi ăn, ngày 2 lần"
PRSC043913,DRG0141,9,"Uống sau khi ăn, ngày 2 lần"
PRSC070225,DRG0216,3,"Uống sau khi ăn, ngày 2 lần"
PRSC074646,DRG0280,6,"Uống sau khi ăn, ngày 2 lần"
PRSC042879,DRG0159,1,"Uống sau khi ăn, ngày 2 lần"
PRSC031655,DRG0218,10,"Uống sau khi ăn, ngày 2 lần"
PRSC021117,DRG0172,2,"Uống sau khi ăn, ngày 2 lần"
PRSC020289,DRG0120,6,"Uống sau khi ăn, ngày 2 lần"
PRSC055671,DRG0226,7,"Uống sau khi ăn, ngày 2 lần"
PRSC004677,DRG0017,1,"Uống sau khi ăn, ngày 2 lần"
PRSC012686,DRG0162,7,"Uống sau khi ăn, ngày 2 lần"
PRSC011753,DRG0294,7,"Uống sau khi ăn, ngày 2 lần"
PRSC041962,DRG0074,2,"Uống sau khi ăn, ngày 2 lần"
PRSC054487,DRG0298,4,"Uống sau khi ăn, ngày 2 lần"
PRSC057431,DRG0297,6,"Uống sau khi ăn, ngày 2 lần"
PRSC071300,DRG0087,2,"Uống sau khi ăn, ngày 2 lần"
PRSC028085,DRG0041,7,"Uống sau khi ăn, ngày 2 lần"
PRSC062062,DRG0235,1,"Uống sau khi ăn, ngày 2 lần"
PRSC017747,DRG0125,10,"Uống sau khi ăn, ngày 2 lần"
PRSC077593,DRG0116,9,"Uống sau khi ăn, ngày 2 lần"
PRSC075307,DRG0065,8,"Uống sau khi ăn, ngày 2 lần"
PRSC046709,DRG0244,4,"Uống sau khi ăn, ngày 2 lần"
PRSC020109,DRG0168,9,"Uống sau khi ăn, ngày 2 lần"
PRSC053298,DRG0073,2,"Uống sau khi ăn, ngày 2 lần"
PRSC064786,DRG0052,6,"Uống sau khi ăn, ngày 2 lần"
PRSC020864,DRG0078,9,"Uống sau khi ăn, ngày 2 lần"
PRSC052473,DRG0296,2,"Uống sau khi ăn, ngày 2 lần"
PRSC063272,DRG0219,10,"Uống sau khi ăn, ngày 2 lần"
PRSC071099,DRG0262,4,"Uống sau khi ăn, ngày 2 lần"
PRSC009616,DRG0294,6,"Uống sau khi ăn, ngày 2 lần"
PRSC008813,DRG0207,3,"Uống sau khi ăn, ngày 2 lần"
PRSC073965,DRG0174,4,"Uống sau khi ăn, ngày 2 lần"
PRSC040959,DRG0237,10,"Uống sau khi ăn, ngày 2 lần"
PRSC047095,DRG0002,6,"Uống sau khi ăn, ngày 2 lần"
PRSC066387,DRG0270,10,"Uống sau khi ăn, ngày 2 lần"
PRSC017859,DRG0298,4,"Uống sau khi ăn, ngày 2 lần"
PRSC003508,DRG0198,9,"Uống sau khi ăn, ngày 2 lần"
PRSC066881,DRG0183,6,"Uống sau khi ăn, ngày 2 lần"
PRSC036285,DRG0036,7,"Uống sau khi ăn, ngày 2 lần"
PRSC001527,DRG0140,2,"Uống sau khi ăn, ngày 2 lần"
PRSC025451,DRG0250,8,"Uống sau khi ăn, ngày 2 lần"
PRSC012003,DRG0136,1,"Uống sau khi ăn, ngày 2 lần"
PRSC009508,DRG0104,9,"Uống sau khi ăn, ngày 2 lần"
PRSC005221,DRG0242,9,"Uống sau khi ăn, ngày 2 lần"
PRSC046732,DRG0102,2,"Uống sau khi ăn, ngày 2 lần"
PRSC039072,DRG0239,4,"Uống sau khi ăn, ngày 2 lần"
PRSC058671,DRG0087,1,"Uống sau khi ăn, ngày 2 lần"
PRSC023432,DRG0025,3,"Uống sau khi ăn, ngày 2 lần"
PRSC052808,DRG0251,6,"Uống sau khi ăn, ngày 2 lần"
PRSC007682,DRG0129,5,"Uống sau khi ăn, ngày 2 lần"
PRSC000642,DRG0174,4,"Uống sau khi ăn, ngày 2 lần"
PRSC011953,DRG0126,10,"Uống sau khi ăn, ngày 2 lần"
PRSC029800,DRG0201,3,"Uống sau khi ăn, ngày 2 lần"
PRSC054682,DRG0201,1,"Uống sau khi ăn, ngày 2 lần"
PRSC042815,DRG0068,4,"Uống sau khi ăn, ngày 2 lần"
PRSC048406,DRG0169,8,"Uống sau khi ăn, ngày 2 lần"
PRSC070980,DRG0250,3,"Uống sau khi ăn, ngày 2 lần"
PRSC020621,DRG0244,4,"Uống sau khi ăn, ngày 2 lần"
PRSC047248,DRG0258,3,"Uống sau khi ăn, ngày 2 lần"
PRSC075599,DRG0084,1,"Uống sau khi ăn, ngày 2 lần"
PRSC059306,DRG0073,7,"Uống sau khi ăn, ngày 2 lần"
PRSC051751,DRG0228,5,"Uống sau khi ăn, ngày 2 lần"
PRSC006291,DRG0290,4,"Uống sau khi ăn, ngày 2 lần"
PRSC038019,DRG0023,9,"Uống sau khi ăn, ngày 2 lần"
PRSC036480,DRG0176,6,"Uống sau khi ăn, ngày 2 lần"
PRSC034850,DRG0029,6,"Uống sau khi ăn, ngày 2 lần"
PRSC036623,DRG0089,5,"Uống sau khi ăn, ngày 2 lần"
PRSC037995,DRG0293,6,"Uống sau khi ăn, ngày 2 lần"
PRSC016003,DRG0038,10,"Uống sau khi ăn, ngày 2 lần"
PRSC035909,DRG0141,10,"Uống sau khi ăn, ngày 2 lần"
PRSC011231,DRG0031,3,"Uống sau khi ăn, ngày 2 lần"
PRSC065298,DRG0274,2,"Uống sau khi ăn, ngày 2 lần"
PRSC052292,DRG0290,3,"Uống sau khi ăn, ngày 2 lần"
PRSC053534,DRG0223,9,"Uống sau khi ăn, ngày 2 lần"
PRSC012751,DRG0054,5,"Uống sau khi ăn, ngày 2 lần"
PRSC005051,DRG0198,5,"Uống sau khi ăn, ngày 2 lần"
PRSC062457,DRG0243,3,"Uống sau khi ăn, ngày 2 lần"
PRSC048591,DRG0016,5,"Uống sau khi ăn, ngày 2 lần"
PRSC055979,DRG0147,2,"Uống sau khi ăn, ngày 2 lần"
PRSC060646,DRG0028,1,"Uống sau khi ăn, ngày 2 lần"
PRSC061826,DRG0267,7,"Uống sau khi ăn, ngày 2 lần"
PRSC054179,DRG0137,5,"Uống sau khi ăn, ngày 2 lần"
PRSC001545,DRG0106,9,"Uống sau khi ăn, ngày 2 lần"
PRSC055882,DRG0100,7,"Uống sau khi ăn, ngày 2 lần"
PRSC018391,DRG0163,2,"Uống sau khi ăn, ngày 2 lần"
PRSC079328,DRG0249,9,"Uống sau khi ăn, ngày 2 lần"
PRSC007034,DRG0230,7,"Uống sau khi ăn, ngày 2 lần"
PRSC071280,DRG0188,9,"Uống sau khi ăn, ngày 2 lần"
PRSC011870,DRG0170,10,"Uống sau khi ăn, ngày 2 lần"
PRSC035193,DRG0208,10,"Uống sau khi ăn, ngày 2 lần"
PRSC043927,DRG0199,4,"Uống sau khi ăn, ngày 2 lần"
PRSC039232,DRG0208,1,"Uống sau khi ăn, ngày 2 lần"
PRSC004539,DRG0131,3,"Uống sau khi ăn, ngày 2 lần"
PRSC060504,DRG0002,9,"Uống sau khi ăn, ngày 2 lần"
PRSC063751,DRG0126,7,"Uống sau khi ăn, ngày 2 lần"
PRSC068962,DRG0291,9,"Uống sau khi ăn, ngày 2 lần"
PRSC008333,DRG0040,1,"Uống sau khi ăn, ngày 2 lần"
PRSC029401,DRG0118,2,"Uống sau khi ăn, ngày 2 lần"
PRSC040602,DRG0068,8,"Uống sau khi ăn, ngày 2 lần"
PRSC052920,DRG0234,6,"Uống sau khi ăn, ngày 2 lần"
PRSC012197,DRG0168,3,"Uống sau khi ăn, ngày 2 lần"
PRSC071976,DRG0171,5,"Uống sau khi ăn, ngày 2 lần"
PRSC004707,DRG0055,10,"Uống sau khi ăn, ngày 2 lần"
PRSC068209,DRG0180,6,"Uống sau khi ăn, ngày 2 lần"
PRSC003706,DRG0235,6,"Uống sau khi ăn, ngày 2 lần"
PRSC008747,DRG0213,5,"Uống sau khi ăn, ngày 2 lần"
PRSC013387,DRG0143,6,"Uống sau khi ăn, ngày 2 lần"
PRSC023400,DRG0182,4,"Uống sau khi ăn, ngày 2 lần"
PRSC029993,DRG0204,9,"Uống sau khi ăn, ngày 2 lần"
PRSC010070,DRG0088,9,"Uống sau khi ăn, ngày 2 lần"
PRSC044225,DRG0235,9,"Uống sau khi ăn, ngày 2 lần"
PRSC012136,DRG0063,9,"Uống sau khi ăn, ngày 2 lần"
PRSC030208,DRG0181,2,"Uống sau khi ăn, ngày 2 lần"
PRSC062078,DRG0217,1,"Uống sau khi ăn, ngày 2 lần"
PRSC017580,DRG0088,6,"Uống sau khi ăn, ngày 2 lần"
PRSC071000,DRG0273,5,"Uống sau khi ăn, ngày 2 lần"
PRSC073429,DRG0040,3,"Uống sau khi ăn, ngày 2 lần"
PRSC053476,DRG0101,9,"Uống sau khi ăn, ngày 2 lần"
PRSC063079,DRG0276,4,"Uống sau khi ăn, ngày 2 lần"
PRSC048925,DRG0180,8,"Uống sau khi ăn, ngày 2 lần"
PRSC034291,DRG0264,2,"Uống sau khi ăn, ngày 2 lần"
PRSC016618,DRG0206,9,"Uống sau khi ăn, ngày 2 lần"
PRSC056320,DRG0046,2,"Uống sau khi ăn, ngày 2 lần"
PRSC008475,DRG0223,8,"Uống sau khi ăn, ngày 2 lần"
PRSC029452,DRG0265,5,"Uống sau khi ăn, ngày 2 lần"
PRSC074776,DRG0108,10,"Uống sau khi ăn, ngày 2 lần"
PRSC069311,DRG0156,9,"Uống sau khi ăn, ngày 2 lần"
PRSC075912,DRG0013,10,"Uống sau khi ăn, ngày 2 lần"
PRSC061800,DRG0054,2,"Uống sau khi ăn, ngày 2 lần"
PRSC043060,DRG0046,6,"Uống sau khi ăn, ngày 2 lần"
PRSC075248,DRG0013,10,"Uống sau khi ăn, ngày 2 lần"
PRSC068382,DRG0244,8,"Uống sau khi ăn, ngày 2 lần"
PRSC059944,DRG0186,9,"Uống sau khi ăn, ngày 2 lần"
PRSC040567,DRG0175,10,"Uống sau khi ăn, ngày 2 lần"
PRSC021163,DRG0174,9,"Uống sau khi ăn, ngày 2 lần"
PRSC011544,DRG0058,3,"Uống sau khi ăn, ngày 2 lần"
PRSC040202,DRG0033,7,"Uống sau khi ăn, ngày 2 lần"
PRSC042957,DRG0250,4,"Uống sau khi ăn, ngày 2 lần"
PRSC055353,DRG0141,2,"Uống sau khi ăn, ngày 2 lần"
PRSC056680,DRG0218,5,"Uống sau khi ăn, ngày 2 lần"
PRSC025026,DRG0134,5,"Uống sau khi ăn, ngày 2 lần"
PRSC029082,DRG0064,10,"Uống sau khi ăn, ngày 2 lần"
PRSC072877,DRG0285,4,"Uống sau khi ăn, ngày 2 lần"
PRSC032437,DRG0014,5,"Uống sau khi ăn, ngày 2 lần"
PRSC035220,DRG0193,8,"Uống sau khi ăn, ngày 2 lần"
PRSC069248,DRG0099,3,"Uống sau khi ăn, ngày 2 lần"
PRSC045633,DRG0163,6,"Uống sau khi ăn, ngày 2 lần"
PRSC014704,DRG0186,7,"Uống sau khi ăn, ngày 2 lần"
PRSC067015,DRG0034,5,"Uống sau khi ăn, ngày 2 lần"
PRSC017739,DRG0203,1,"Uống sau khi ăn, ngày 2 lần"
PRSC000925,DRG0081,7,"Uống sau khi ăn, ngày 2 lần"
PRSC043870,DRG0115,9,"Uống sau khi ăn, ngày 2 lần"
PRSC068398,DRG0028,2,"Uống sau khi ăn, ngày 2 lần"
PRSC073746,DRG0066,2,"Uống sau khi ăn, ngày 2 lần"
PRSC018942,DRG0060,10,"Uống sau khi ăn, ngày 2 lần"
PRSC001073,DRG0211,7,"Uống sau khi ăn, ngày 2 lần"
PRSC011722,DRG0251,5,"Uống sau khi ăn, ngày 2 lần"
PRSC003077,DRG0263,1,"Uống sau khi ăn, ngày 2 lần"
PRSC005719,DRG0067,10,"Uống sau khi ăn, ngày 2 lần"
PRSC051961,DRG0049,9,"Uống sau khi ăn, ngày 2 lần"
PRSC037234,DRG0254,1,"Uống sau khi ăn, ngày 2 lần"
PRSC000437,DRG0194,2,"Uống sau khi ăn, ngày 2 lần"
PRSC054337,DRG0207,8,"Uống sau khi ăn, ngày 2 lần"
PRSC010031,DRG0121,8,"Uống sau khi ăn, ngày 2 lần"
PRSC055329,DRG0195,10,"Uống sau khi ăn, ngày 2 lần"
PRSC052871,DRG0059,4,"Uống sau khi ăn, ngày 2 lần"
PRSC009845,DRG0235,1,"Uống sau khi ăn, ngày 2 lần"
PRSC071253,DRG0220,1,"Uống sau khi ăn, ngày 2 lần"
PRSC004358,DRG0145,3,"Uống sau khi ăn, ngày 2 lần"
PRSC008169,DRG0194,7,"Uống sau khi ăn, ngày 2 lần"
PRSC042495,DRG0209,3,"Uống sau khi ăn, ngày 2 lần"
PRSC029429,DRG0234,3,"Uống sau khi ăn, ngày 2 lần"
PRSC056738,DRG0097,9,"Uống sau khi ăn, ngày 2 lần"
PRSC056073,DRG0104,9,"Uống sau khi ăn, ngày 2 lần"
PRSC015319,DRG0152,2,"Uống sau khi ăn, ngày 2 lần"
PRSC030589,DRG0001,10,"Uống sau khi ăn, ngày 2 lần"
PRSC017568,DRG0217,9,"Uống sau khi ăn, ngày 2 lần"
PRSC051323,DRG0082,3,"Uống sau khi ăn, ngày 2 lần"
PRSC078510,DRG0188,7,"Uống sau khi ăn, ngày 2 lần"
PRSC061025,DRG0116,4,"Uống sau khi ăn, ngày 2 lần"
PRSC044380,DRG0243,7,"Uống sau khi ăn, ngày 2 lần"
PRSC068808,DRG0078,5,"Uống sau khi ăn, ngày 2 lần"
PRSC037990,DRG0077,5,"Uống sau khi ăn, ngày 2 lần"
PRSC040365,DRG0037,3,"Uống sau khi ăn, ngày 2 lần"
PRSC031532,DRG0298,4,"Uống sau khi ăn, ngày 2 lần"
PRSC040701,DRG0182,3,"Uống sau khi ăn, ngày 2 lần"
PRSC042683,DRG0157,7,"Uống sau khi ăn, ngày 2 lần"
PRSC028476,DRG0203,2,"Uống sau khi ăn, ngày 2 lần"
PRSC024681,DRG0261,4,"Uống sau khi ăn, ngày 2 lần"
PRSC047974,DRG0113,2,"Uống sau khi ăn, ngày 2 lần"
PRSC024156,DRG0106,9,"Uống sau khi ăn, ngày 2 lần"
PRSC049952,DRG0019,7,"Uống sau khi ăn, ngày 2 lần"
PRSC017662,DRG0172,8,"Uống sau khi ăn, ngày 2 lần"
PRSC041593,DRG0274,1,"Uống sau khi ăn, ngày 2 lần"
PRSC054288,DRG0269,3,"Uống sau khi ăn, ngày 2 lần"
PRSC051228,DRG0067,1,"Uống sau khi ăn, ngày 2 lần"
PRSC031894,DRG0013,3,"Uống sau khi ăn, ngày 2 lần"
PRSC051082,DRG0104,6,"Uống sau khi ăn, ngày 2 lần"
PRSC053791,DRG0288,6,"Uống sau khi ăn, ngày 2 lần"
PRSC050007,DRG0292,8,"Uống sau khi ăn, ngày 2 lần"
PRSC077355,DRG0254,10,"Uống sau khi ăn, ngày 2 lần"
PRSC036144,DRG0201,3,"Uống sau khi ăn, ngày 2 lần"
PRSC074984,DRG0204,9,"Uống sau khi ăn, ngày 2 lần"
PRSC001942,DRG0234,8,"Uống sau khi ăn, ngày 2 lần"
PRSC053244,DRG0126,7,"Uống sau khi ăn, ngày 2 lần"
PRSC055029,DRG0045,6,"Uống sau khi ăn, ngày 2 lần"
PRSC013659,DRG0124,8,"Uống sau khi ăn, ngày 2 lần"
PRSC046516,DRG0066,10,"Uống sau khi ăn, ngày 2 lần"
PRSC070035,DRG0129,5,"Uống sau khi ăn, ngày 2 lần"
PRSC055058,DRG0055,10,"Uống sau khi ăn, ngày 2 lần"
PRSC048564,DRG0265,7,"Uống sau khi ăn, ngày 2 lần"
PRSC040865,DRG0160,7,"Uống sau khi ăn, ngày 2 lần"
PRSC002541,DRG0081,2,"Uống sau khi ăn, ngày 2 lần"
PRSC011579,DRG0250,2,"Uống sau khi ăn, ngày 2 lần"
PRSC051812,DRG0163,5,"Uống sau khi ăn, ngày 2 lần"
PRSC077725,DRG0107,1,"Uống sau khi ăn, ngày 2 lần"
PRSC036198,DRG0208,8,"Uống sau khi ăn, ngày 2 lần"
PRSC014705,DRG0229,4,"Uống sau khi ăn, ngày 2 lần"
PRSC045564,DRG0099,3,"Uống sau khi ăn, ngày 2 lần"
PRSC043605,DRG0049,10,"Uống sau khi ăn, ngày 2 lần"
PRSC000010,DRG0069,8,"Uống sau khi ăn, ngày 2 lần"
PRSC064577,DRG0162,8,"Uống sau khi ăn, ngày 2 lần"
PRSC051548,DRG0035,2,"Uống sau khi ăn, ngày 2 lần"
PRSC006135,DRG0168,8,"Uống sau khi ăn, ngày 2 lần"
PRSC044958,DRG0144,9,"Uống sau khi ăn, ngày 2 lần"
PRSC069621,DRG0154,7,"Uống sau khi ăn, ngày 2 lần"
PRSC077798,DRG0233,3,"Uống sau khi ăn, ngày 2 lần"
PRSC075123,DRG0169,9,"Uống sau khi ăn, ngày 2 lần"
PRSC060723,DRG0063,1,"Uống sau khi ăn, ngày 2 lần"
PRSC016543,DRG0274,10,"Uống sau khi ăn, ngày 2 lần"
PRSC013113,DRG0148,10,"Uống sau khi ăn, ngày 2 lần"
PRSC060061,DRG0039,2,"Uống sau khi ăn, ngày 2 lần"
PRSC007506,DRG0086,1,"Uống sau khi ăn, ngày 2 lần"
PRSC058933,DRG0166,2,"Uống sau khi ăn, ngày 2 lần"
PRSC001156,DRG0244,3,"Uống sau khi ăn, ngày 2 lần"
PRSC056019,DRG0295,4,"Uống sau khi ăn, ngày 2 lần"
PRSC061654,DRG0254,3,"Uống sau khi ăn, ngày 2 lần"
PRSC053347,DRG0182,2,"Uống sau khi ăn, ngày 2 lần"
PRSC048986,DRG0136,7,"Uống sau khi ăn, ngày 2 lần"
PRSC062100,DRG0013,6,"Uống sau khi ăn, ngày 2 lần"
PRSC015562,DRG0240,1,"Uống sau khi ăn, ngày 2 lần"
PRSC062031,DRG0197,3,"Uống sau khi ăn, ngày 2 lần"
PRSC058311,DRG0005,6,"Uống sau khi ăn, ngày 2 lần"
PRSC078163,DRG0296,3,"Uống sau khi ăn, ngày 2 lần"
PRSC005071,DRG0200,10,"Uống sau khi ăn, ngày 2 lần"
PRSC036640,DRG0137,7,"Uống sau khi ăn, ngày 2 lần"
PRSC039820,DRG0245,5,"Uống sau khi ăn, ngày 2 lần"
PRSC016383,DRG0185,1,"Uống sau khi ăn, ngày 2 lần"
PRSC040175,DRG0244,9,"Uống sau khi ăn, ngày 2 lần"
PRSC069972,DRG0100,9,"Uống sau khi ăn, ngày 2 lần"
PRSC014246,DRG0116,3,"Uống sau khi ăn, ngày 2 lần"
PRSC019942,DRG0178,1,"Uống sau khi ăn, ngày 2 lần"
PRSC071274,DRG0092,8,"Uống sau khi ăn, ngày 2 lần"
PRSC045675,DRG0091,8,"Uống sau khi ăn, ngày 2 lần"
PRSC058001,DRG0120,5,"Uống sau khi ăn, ngày 2 lần"
PRSC039149,DRG0015,6,"Uống sau khi ăn, ngày 2 lần"
PRSC074266,DRG0235,3,"Uống sau khi ăn, ngày 2 lần"
PRSC021219,DRG0089,4,"Uống sau khi ăn, ngày 2 lần"
PRSC021899,DRG0166,10,"Uống sau khi ăn, ngày 2 lần"
PRSC059175,DRG0253,8,"Uống sau khi ăn, ngày 2 lần"
PRSC041416,DRG0039,10,"Uống sau khi ăn, ngày 2 lần"
PRSC024074,DRG0229,4,"Uống sau khi ăn, ngày 2 lần"
PRSC049325,DRG0221,9,"Uống sau khi ăn, ngày 2 lần"
PRSC071490,DRG0263,1,"Uống sau khi ăn, ngày 2 lần"
PRSC023201,DRG0205,4,"Uống sau khi ăn, ngày 2 lần"
PRSC037169,DRG0280,9,"Uống sau khi ăn, ngày 2 lần"
PRSC059642,DRG0038,4,"Uống sau khi ăn, ngày 2 lần"
PRSC069462,DRG0055,8,"Uống sau khi ăn, ngày 2 lần"
PRSC003651,DRG0131,4,"Uống sau khi ăn, ngày 2 lần"
PRSC044428,DRG0124,1,"Uống sau khi ăn, ngày 2 lần"
PRSC038958,DRG0251,10,"Uống sau khi ăn, ngày 2 lần"
PRSC028383,DRG0171,10,"Uống sau khi ăn, ngày 2 lần"
PRSC072722,DRG0014,7,"Uống sau khi ăn, ngày 2 lần"
PRSC020560,DRG0141,4,"Uống sau khi ăn, ngày 2 lần"
PRSC029352,DRG0072,10,"Uống sau khi ăn, ngày 2 lần"
PRSC014279,DRG0055,10,"Uống sau khi ăn, ngày 2 lần"
PRSC023053,DRG0008,6,"Uống sau khi ăn, ngày 2 lần"
PRSC067606,DRG0285,1,"Uống sau khi ăn, ngày 2 lần"
PRSC039812,DRG0137,7,"Uống sau khi ăn, ngày 2 lần"
PRSC057458,DRG0101,6,"Uống sau khi ăn, ngày 2 lần"
PRSC031923,DRG0047,4,"Uống sau khi ăn, ngày 2 lần"
PRSC038999,DRG0042,5,"Uống sau khi ăn, ngày 2 lần"
PRSC013523,DRG0049,3,"Uống sau khi ăn, ngày 2 lần"
PRSC039461,DRG0288,1,"Uống sau khi ăn, ngày 2 lần"
PRSC033433,DRG0266,3,"Uống sau khi ăn, ngày 2 lần"
PRSC062797,DRG0153,10,"Uống sau khi ăn, ngày 2 lần"
PRSC069805,DRG0260,5,"Uống sau khi ăn, ngày 2 lần"
PRSC079330,DRG0259,4,"Uống sau khi ăn, ngày 2 lần"
PRSC007402,DRG0073,7,"Uống sau khi ăn, ngày 2 lần"
PRSC010851,DRG0182,7,"Uống sau khi ăn, ngày 2 lần"
PRSC074014,DRG0014,7,"Uống sau khi ăn, ngày 2 lần"
PRSC073127,DRG0105,1,"Uống sau khi ăn, ngày 2 lần"
PRSC000431,DRG0097,10,"Uống sau khi ăn, ngày 2 lần"
PRSC068673,DRG0165,4,"Uống sau khi ăn, ngày 2 lần"
PRSC029340,DRG0238,9,"Uống sau khi ăn, ngày 2 lần"
PRSC016470,DRG0261,6,"Uống sau khi ăn, ngày 2 lần"
PRSC049523,DRG0250,1,"Uống sau khi ăn, ngày 2 lần"
PRSC021357,DRG0293,9,"Uống sau khi ăn, ngày 2 lần"
PRSC062820,DRG0061,6,"Uống sau khi ăn, ngày 2 lần"
PRSC070476,DRG0145,6,"Uống sau khi ăn, ngày 2 lần"
PRSC058994,DRG0211,5,"Uống sau khi ăn, ngày 2 lần"
PRSC068987,DRG0180,7,"Uống sau khi ăn, ngày 2 lần"
PRSC061311,DRG0246,6,"Uống sau khi ăn, ngày 2 lần"
PRSC015988,DRG0010,9,"Uống sau khi ăn, ngày 2 lần"
PRSC041090,DRG0129,4,"Uống sau khi ăn, ngày 2 lần"
PRSC060869,DRG0139,6,"Uống sau khi ăn, ngày 2 lần"
PRSC066409,DRG0215,5,"Uống sau khi ăn, ngày 2 lần"
PRSC029851,DRG0042,6,"Uống sau khi ăn, ngày 2 lần"
PRSC012156,DRG0023,3,"Uống sau khi ăn, ngày 2 lần"
PRSC053309,DRG0264,8,"Uống sau khi ăn, ngày 2 lần"
PRSC023148,DRG0171,4,"Uống sau khi ăn, ngày 2 lần"
PRSC004224,DRG0178,10,"Uống sau khi ăn, ngày 2 lần"
PRSC054719,DRG0054,10,"Uống sau khi ăn, ngày 2 lần"
PRSC068797,DRG0006,8,"Uống sau khi ăn, ngày 2 lần"
PRSC002388,DRG0025,7,"Uống sau khi ăn, ngày 2 lần"
PRSC061569,DRG0080,10,"Uống sau khi ăn, ngày 2 lần"
PRSC041942,DRG0159,3,"Uống sau khi ăn, ngày 2 lần"
PRSC008535,DRG0265,2,"Uống sau khi ăn, ngày 2 lần"
PRSC050894,DRG0153,2,"Uống sau khi ăn, ngày 2 lần"
PRSC056393,DRG0057,6,"Uống sau khi ăn, ngày 2 lần"
PRSC062232,DRG0226,6,"Uống sau khi ăn, ngày 2 lần"
PRSC004341,DRG0220,7,"Uống sau khi ăn, ngày 2 lần"
PRSC053772,DRG0170,4,"Uống sau khi ăn, ngày 2 lần"
