OrderID,CustomerID,SalesPersonID,CreateDate,CreateTime,Status,BranchID
ORD000033,CUS20079,E0298,2022-04-28,19:00:00,Created,B010
ORD000034,CUS19858,E0346,2024-08-10,10:30:00,Cancelled,B005
ORD000035,CUS11648,E0385,2024-02-27,10:30:00,Paid,B009
ORD000036,CUS31975,E0297,2023-09-09,08:00:00,Created,B008
ORD000037,CUS01307,E0383,2024-01-28,15:00:00,Cancelled,B002
ORD000038,CUS11659,E0281,2023-09-19,08:00:00,Cancelled,B001
ORD000039,CUS32252,E0315,2022-05-10,15:00:00,Cancelled,B007
ORD000040,CUS18175,E0437,2022-10-10,19:00:00,Created,B002
ORD000041,CUS64217,E0473,2024-02-28,19:00:00,Created,B004
ORD000042,CUS12438,E0297,2024-07-23,19:00:00,Paid,B004
ORD000043,CUS75847,E0435,2024-10-29,19:00:00,Paid,B001
ORD000044,CUS42487,E0486,2023-07-02,19:00:00,Cancelled,B010
ORD000045,CUS27846,E0365,2024-05-30,10:30:00,Paid,B006
ORD000046,CUS32472,E0486,2023-06-09,19:00:00,Paid,B009
ORD000047,CUS35369,E0282,2024-06-29,15:00:00,Paid,B003
ORD000048,CUS54398,E0294,2022-09-14,15:00:00,Created,B010
ORD000049,CUS63345,E0471,2024-11-29,19:00:00,Cancelled,B004
ORD000050,CUS72155,E0318,2024-08-14,08:00:00,Created,B003
ORD000051,CUS79124,E0485,2023-08-29,19:00:00,Cancelled,B008
ORD000052,CUS61998,E0435,2024-04-01,15:00:00,Cancelled,B003
ORD000053,CUS74252,E0311,2023-03-21,19:00:00,Paid,B003
ORD000054,CUS69430,E0492,2022-09-27,19:00:00,Paid,B007
ORD000055,CUS04143,E0275,2023-10-08,19:00:00,Created,B004
ORD000056,CUS62377,E0392,2024-07-20,08:00:00,Created,B006
ORD000057,CUS18215,E0449,2022-02-23,19:00:00,Created,B001
ORD000058,CUS58443,E0385,2024-07-22,08:00:00,Paid,B005
ORD000059,CUS59346,E0481,2022-04-09,19:00:00,Paid,B007
ORD000060,CUS04392,E0482,2024-09-03,15:00:00,Cancelled,B007
ORD000061,CUS21292,E0420,2023-12-06,15:00:00,Paid,B002
ORD000062,CUS59585,E0449,2024-02-14,08:00:00,Paid,B009
ORD000063,CUS30083,E0287,2022-10-31,15:00:00,Created,B003
ORD000064,CUS23226,E0373,2022-10-01,15:00:00,Created,B010
ORD000065,CUS44358,E0437,2023-07-12,15:00:00,Paid,B003
ORD000066,CUS20560,E0442,2023-10-17,10:30:00,Created,B002
ORD000067,CUS62717,E0417,2024-11-24,10:30:00,Created,B003
ORD000068,CUS52712,E0331,2022-11-28,19:00:00,Paid,B010
ORD000069,CUS58763,E0416,2023-01-05,08:00:00,Cancelled,B006
ORD000070,CUS48410,E0415,2023-05-08,15:00:00,Paid,B010
ORD000071,CUS28082,E0411,2022-07-06,15:00:00,Paid,B001
ORD000072,CUS72762,E0357,2023-04-10,19:00:00,Paid,B010
ORD000073,CUS03362,E0346,2024-04-04,15:00:00,Cancelled,B005
ORD000074,CUS66586,E0346,2022-12-22,19:00:00,Paid,B007
ORD000075,CUS35920,E0485,2022-05-14,19:00:00,Paid,B004
ORD000076,CUS31621,E0332,2022-01-04,08:00:00,Paid,B007
ORD000077,CUS46398,E0470,2024-12-13,08:00:00,Created,B002
ORD000078,CUS66175,E0365,2024-12-20,19:00:00,Cancelled,B007
ORD000079,CUS28580,E0500,2023-03-30,15:00:00,Paid,B005
ORD000080,CUS78886,E0411,2022-10-20,08:00:00,Cancelled,B004
ORD000081,CUS19452,E0473,2024-04-30,08:00:00,Paid,B009
ORD000082,CUS27004,E0473,2022-06-19,15:00:00,Created,B006
ORD000083,CUS00736,E0442,2022-12-21,10:30:00,Created,B003
ORD000084,CUS30607,E0312,2023-09-23,10:30:00,Paid,B010
ORD000085,CUS27884,E0385,2024-06-24,08:00:00,Created,B007
ORD000086,CUS30853,E0420,2023-04-16,08:00:00,Created,B001
ORD000087,CUS62981,E0492,2024-09-01,19:00:00,Cancelled,B010
ORD000088,CUS60540,E0275,2024-12-22,19:00:00,Created,B002
ORD000089,CUS46558,E0452,2024-10-16,10:30:00,Paid,B008
ORD000090,CUS61240,E0482,2022-01-03,15:00:00,Cancelled,B009
ORD000091,CUS79819,E0453,2022-10-22,19:00:00,Created,B004
ORD000092,CUS72012,E0473,2022-05-05,15:00:00,Cancelled,B008
ORD000093,CUS53871,E0373,2023-11-24,10:30:00,Paid,B002
ORD000094,CUS42537,E0471,2022-04-01,15:00:00,Created,B001
ORD000095,CUS69359,E0271,2023-03-29,08:00:00,Cancelled,B008
ORD000096,CUS34905,E0280,2023-02-28,15:00:00,Created,B007
ORD000097,CUS52915,E0287,2023-06-04,08:00:00,Created,B009
ORD000098,CUS76436,E0361,2023-05-18,08:00:00,Cancelled,B002
ORD000099,CUS16798,E0462,2023-08-24,10:30:00,Cancelled,B009
ORD000100,CUS79384,E0394,2022-01-23,10:30:00,Cancelled,B008
ORD000101,CUS64434,E0275,2023-11-06,08:00:00,Paid,B003
ORD000102,CUS09156,E0383,2023-10-18,15:00:00,Paid,B003
ORD000103,CUS74175,E0449,2022-07-31,10:30:00,Cancelled,B004
ORD000104,CUS64609,E0281,2023-12-07,19:00:00,Created,B007
ORD000105,CUS54429,E0341,2024-03-23,15:00:00,Created,B005
ORD000106,CUS62538,E0301,2024-07-19,08:00:00,Paid,B010
ORD000107,CUS46755,E0301,2022-09-23,10:30:00,Cancelled,B003
ORD000108,CUS63588,E0276,2022-12-24,19:00:00,Cancelled,B001
ORD000109,CUS35472,E0491,2024-01-31,19:00:00,Created,B010
ORD000110,CUS72959,E0332,2023-07-29,08:00:00,Paid,B009
ORD000111,CUS39644,E0417,2023-06-04,19:00:00,Paid,B010
ORD000112,CUS38539,E0482,2023-08-23,10:30:00,Cancelled,B006
ORD000113,CUS12666,E0308,2022-06-07,08:00:00,Created,B003
ORD000114,CUS39041,E0492,2022-04-23,08:00:00,Cancelled,B002
ORD000115,CUS14700,E0489,2022-07-02,15:00:00,Cancelled,B010
ORD000116,CUS06585,E0392,2022-08-28,19:00:00,Cancelled,B005
ORD000117,CUS44275,E0481,2023-01-04,10:30:00,Paid,B010
ORD000118,CUS24691,E0288,2023-06-16,19:00:00,Cancelled,B008
ORD000119,CUS09474,E0482,2022-11-08,08:00:00,Cancelled,B002
ORD000120,CUS69622,E0365,2024-10-11,10:30:00,Created,B001
ORD000121,CUS48164,E0342,2022-03-20,15:00:00,Created,B001
ORD000122,CUS14495,E0361,2024-03-01,19:00:00,Cancelled,B003
ORD000123,CUS59867,E0415,2024-03-06,19:00:00,Cancelled,B005
ORD000124,CUS35853,E0370,2022-05-05,08:00:00,Cancelled,B008
ORD000125,CUS18579,E0495,2023-03-23,15:00:00,Cancelled,B004
ORD000126,CUS05763,E0462,2022-07-08,15:00:00,Created,B008
ORD000127,CUS64806,E0489,2024-09-08,15:00:00,Paid,B002
ORD000128,CUS03677,E0435,2023-02-10,19:00:00,Paid,B008
ORD000129,CUS47213,E0345,2023-10-30,08:00:00,Created,B003
ORD000130,CUS49794,E0283,2022-12-05,15:00:00,Paid,B001
ORD000131,CUS49673,E0287,2022-09-20,15:00:00,Created,B001
ORD000132,CUS14157,E0381,2023-12-09,08:00:00,Paid,B002
ORD000133,CUS69682,E0332,2022-07-19,15:00:00,Created,B005
ORD000134,CUS24884,E0453,2024-06-29,19:00:00,Paid,B003
ORD000135,CUS12960,E0391,2024-03-22,19:00:00,Paid,B007
ORD000136,CUS33640,E0331,2023-12-17,10:30:00,Created,B008
ORD000137,CUS40607,E0481,2024-05-24,15:00:00,Paid,B007
ORD000138,CUS24485,E0455,2023-10-26,15:00:00,Created,B003
ORD000139,CUS20694,E0485,2022-05-04,19:00:00,Cancelled,B007
ORD000140,CUS74079,E0331,2023-10-30,10:30:00,Paid,B009
ORD000141,CUS11842,E0271,2022-06-06,15:00:00,Cancelled,B006
ORD000142,CUS25132,E0455,2022-07-20,10:30:00,Cancelled,B005
ORD000143,CUS49808,E0385,2022-07-20,15:00:00,Cancelled,B009
ORD000144,CUS31524,E0346,2023-09-11,10:30:00,Created,B002
ORD000145,CUS19498,E0311,2023-12-12,15:00:00,Cancelled,B002
ORD000146,CUS63635,E0311,2024-06-07,08:00:00,Cancelled,B005
ORD000147,CUS56885,E0350,2023-08-15,15:00:00,Paid,B006
ORD000148,CUS44716,E0280,2022-02-17,10:30:00,Paid,B009
ORD000149,CUS74833,E0280,2022-12-14,08:00:00,Paid,B007
ORD000150,CUS56147,E0442,2023-06-06,19:00:00,Paid,B004
ORD000151,CUS51211,E0288,2022-11-13,10:30:00,Created,B005
ORD000152,CUS63938,E0417,2022-05-28,10:30:00,Created,B001
ORD000153,CUS78736,E0470,2022-05-07,08:00:00,Paid,B010
ORD000154,CUS61163,E0311,2023-03-28,10:30:00,Created,B007
ORD000155,CUS76984,E0281,2022-05-28,08:00:00,Cancelled,B001
ORD000156,CUS42741,E0308,2022-02-08,19:00:00,Cancelled,B007
ORD000157,CUS10074,E0279,2022-05-01,19:00:00,Created,B003
ORD000158,CUS46970,E0488,2024-07-30,10:30:00,Created,B007
ORD000159,CUS63614,E0455,2023-01-16,15:00:00,Cancelled,B004
ORD000160,CUS14903,E0437,2023-08-17,15:00:00,Paid,B010
ORD000161,CUS36949,E0417,2022-12-28,10:30:00,Cancelled,B008
ORD000162,CUS63774,E0305,2023-10-24,10:30:00,Created,B010
ORD000163,CUS11347,E0434,2024-01-09,19:00:00,Created,B005
ORD000164,CUS04374,E0315,2024-09-07,15:00:00,Paid,B010
ORD000165,CUS23615,E0439,2024-04-26,10:30:00,Paid,B003
ORD000166,CUS54490,E0290,2023-06-06,15:00:00,Cancelled,B003
ORD000167,CUS64317,E0361,2023-11-11,19:00:00,Paid,B004
ORD000168,CUS77312,E0332,2023-10-26,19:00:00,Cancelled,B004
ORD000169,CUS00211,E0288,2023-07-09,08:00:00,Created,B005
ORD000170,CUS25853,E0361,2024-05-11,15:00:00,Paid,B008
ORD000171,CUS02762,E0370,2022-06-16,19:00:00,Created,B006
ORD000172,CUS09912,E0486,2022-02-05,19:00:00,Created,B004
ORD000173,CUS77353,E0360,2023-07-22,19:00:00,Paid,B010
ORD000174,CUS46491,E0439,2024-11-01,15:00:00,Created,B006
ORD000175,CUS44039,E0449,2022-03-02,08:00:00,Paid,B003
ORD000176,CUS53125,E0282,2022-07-02,10:30:00,Paid,B009
ORD000177,CUS48791,E0394,2023-01-06,08:00:00,Cancelled,B007
ORD000178,CUS17331,E0420,2022-05-15,19:00:00,Cancelled,B002
ORD000179,CUS37778,E0415,2022-09-17,08:00:00,Cancelled,B007
ORD000180,CUS31444,E0361,2024-01-10,10:30:00,Paid,B010
ORD000181,CUS13413,E0435,2024-03-19,15:00:00,Paid,B004
ORD000182,CUS37720,E0341,2022-07-04,15:00:00,Paid,B006
ORD000183,CUS42462,E0311,2024-04-14,15:00:00,Cancelled,B001
ORD000184,CUS18769,E0420,2022-10-01,15:00:00,Cancelled,B007
ORD000185,CUS03652,E0276,2023-10-17,19:00:00,Cancelled,B004
ORD000186,CUS54058,E0276,2023-07-20,19:00:00,Cancelled,B001
ORD000187,CUS36879,E0462,2023-08-06,10:30:00,Created,B004
ORD000188,CUS36027,E0452,2024-01-17,08:00:00,Created,B008
ORD000189,CUS22511,E0495,2023-03-16,15:00:00,Cancelled,B004
ORD000190,CUS31253,E0305,2024-03-02,19:00:00,Created,B004
ORD000191,CUS41611,E0346,2024-05-30,19:00:00,Paid,B001
ORD000192,CUS21987,E0482,2023-02-04,19:00:00,Created,B007
ORD000193,CUS00257,E0489,2024-05-14,10:30:00,Created,B008
ORD000194,CUS07557,E0452,2022-06-13,15:00:00,Paid,B008
ORD000195,CUS69932,E0485,2023-09-15,19:00:00,Paid,B002
ORD000196,CUS61356,E0382,2024-03-01,08:00:00,Cancelled,B009
ORD000197,CUS52011,E0308,2024-05-24,15:00:00,Created,B010
ORD000198,CUS54101,E0279,2023-09-11,08:00:00,Created,B002
ORD000199,CUS24732,E0294,2023-09-29,19:00:00,Paid,B007
ORD000200,CUS55370,E0455,2024-05-10,15:00:00,Cancelled,B006
ORD000201,CUS61958,E0365,2024-05-02,10:30:00,Paid,B009
ORD000202,CUS56096,E0489,2024-03-30,08:00:00,Paid,B001
ORD000203,CUS48881,E0449,2022-04-08,19:00:00,Created,B007
ORD000204,CUS21819,E0420,2024-03-07,10:30:00,Cancelled,B009
ORD000205,CUS26251,E0471,2022-07-09,08:00:00,Cancelled,B002
ORD000206,CUS21136,E0488,2022-10-27,15:00:00,Paid,B009
ORD000207,CUS36128,E0297,2024-01-20,15:00:00,Created,B008
ORD000208,CUS55825,E0417,2022-11-28,08:00:00,Paid,B005
ORD000209,CUS17996,E0361,2024-12-23,10:30:00,Paid,B001
ORD000210,CUS31948,E0341,2022-09-27,19:00:00,Paid,B004
ORD000211,CUS28969,E0276,2022-11-21,10:30:00,Paid,B003
ORD000212,CUS33223,E0416,2024-02-25,10:30:00,Cancelled,B006
ORD000213,CUS64140,E0365,2024-09-25,08:00:00,Created,B004
ORD000214,CUS70395,E0308,2022-05-20,15:00:00,Created,B006
ORD000215,CUS18346,E0470,2022-11-03,08:00:00,Created,B004
ORD000216,CUS26964,E0370,2024-02-19,08:00:00,Paid,B005
ORD000217,CUS01380,E0420,2022-04-14,19:00:00,Cancelled,B009
ORD000218,CUS23181,E0482,2022-04-05,15:00:00,Cancelled,B006
ORD000219,CUS05085,E0383,2023-07-11,10:30:00,Created,B007
ORD000220,CUS01712,E0283,2022-05-14,08:00:00,Created,B004
ORD000221,CUS03702,E0290,2023-01-04,10:30:00,Paid,B005
ORD000222,CUS13959,E0481,2024-10-05,08:00:00,Created,B001
ORD000223,CUS02946,E0294,2022-07-11,15:00:00,Created,B006
ORD000224,CUS52946,E0290,2024-05-03,15:00:00,Created,B010
ORD000225,CUS71835,E0385,2024-05-27,08:00:00,Paid,B008
ORD000226,CUS63906,E0281,2022-03-05,10:30:00,Cancelled,B007
ORD000227,CUS51965,E0301,2024-05-09,19:00:00,Paid,B009
ORD000228,CUS46856,E0282,2024-01-16,08:00:00,Cancelled,B005
ORD000229,CUS39484,E0301,2024-12-14,15:00:00,Cancelled,B009
ORD000230,CUS68468,E0297,2024-12-26,19:00:00,Paid,B006
ORD000231,CUS47327,E0437,2022-04-22,15:00:00,Cancelled,B002
ORD000232,CUS21080,E0294,2024-10-16,10:30:00,Cancelled,B001
ORD000233,CUS46865,E0486,2023-01-31,08:00:00,Paid,B010
ORD000234,CUS09727,E0434,2023-09-21,15:00:00,Cancelled,B004
ORD000235,CUS53454,E0495,2023-02-21,08:00:00,Paid,B008
ORD000236,CUS26756,E0486,2023-08-21,15:00:00,Created,B006
ORD000237,CUS41075,E0473,2023-04-04,10:30:00,Cancelled,B001
ORD000238,CUS71498,E0288,2022-01-30,15:00:00,Paid,B010
ORD000239,CUS70940,E0500,2024-08-06,19:00:00,Cancelled,B002
ORD000240,CUS20900,E0471,2023-04-08,08:00:00,Paid,B002
ORD000241,CUS36656,E0315,2024-02-11,15:00:00,Created,B006
ORD000242,CUS11382,E0271,2022-01-06,08:00:00,Created,B006
ORD000243,CUS17414,E0415,2023-08-30,10:30:00,Created,B001
ORD000244,CUS76178,E0489,2022-06-25,19:00:00,Cancelled,B001
ORD000245,CUS58236,E0298,2024-03-23,10:30:00,Cancelled,B002
ORD000246,CUS74285,E0332,2023-01-18,10:30:00,Created,B004
ORD000247,CUS38884,E0450,2022-02-28,15:00:00,Paid,B003
ORD000248,CUS69492,E0342,2022-10-16,19:00:00,Cancelled,B008
ORD000249,CUS72739,E0288,2024-04-24,15:00:00,Created,B008
ORD000250,CUS25782,E0496,2024-11-22,10:30:00,Paid,B004
ORD000251,CUS61216,E0416,2023-11-21,19:00:00,Paid,B002
ORD000252,CUS68014,E0420,2024-11-09,19:00:00,Paid,B007
ORD000253,CUS33056,E0294,2024-11-25,19:00:00,Cancelled,B001
ORD000254,CUS01576,E0276,2022-12-06,19:00:00,Cancelled,B008
ORD000255,CUS49087,E0288,2024-11-21,15:00:00,Created,B005
ORD000256,CUS61747,E0481,2023-12-07,10:30:00,Created,B001
ORD000257,CUS66966,E0391,2024-08-18,15:00:00,Paid,B009
ORD000258,CUS74680,E0450,2022-04-01,19:00:00,Created,B002
ORD000259,CUS49555,E0281,2023-03-20,19:00:00,Cancelled,B008
ORD000260,CUS24971,E0280,2024-01-28,15:00:00,Created,B003
ORD000261,CUS22927,E0394,2023-05-04,08:00:00,Paid,B005
ORD000262,CUS22409,E0280,2024-08-31,10:30:00,Cancelled,B002
ORD000263,CUS79906,E0297,2022-05-15,19:00:00,Paid,B008
ORD000264,CUS65899,E0473,2024-01-28,19:00:00,Paid,B006
ORD000265,CUS51702,E0471,2022-07-18,15:00:00,Cancelled,B008
ORD000266,CUS61906,E0454,2024-12-23,15:00:00,Cancelled,B009
ORD000267,CUS66463,E0481,2024-10-06,10:30:00,Paid,B010
ORD000268,CUS41814,E0373,2023-12-11,19:00:00,Cancelled,B001
ORD000269,CUS74902,E0394,2024-04-18,15:00:00,Cancelled,B010
ORD000270,CUS29511,E0473,2022-08-13,10:30:00,Cancelled,B008
ORD000271,CUS00915,E0311,2024-07-11,19:00:00,Created,B001
ORD000272,CUS03031,E0350,2023-01-08,15:00:00,Paid,B008
ORD000273,CUS38620,E0381,2024-11-23,15:00:00,Paid,B008
ORD000274,CUS35951,E0288,2022-06-22,19:00:00,Paid,B004
ORD000275,CUS19866,E0446,2022-07-08,19:00:00,Cancelled,B010
ORD000276,CUS13734,E0315,2022-10-15,10:30:00,Paid,B010
ORD000277,CUS68568,E0312,2023-08-30,08:00:00,Created,B005
ORD000278,CUS11175,E0455,2024-06-25,08:00:00,Cancelled,B007
ORD000279,CUS27603,E0435,2024-02-03,15:00:00,Created,B010
ORD000280,CUS49228,E0370,2022-11-08,19:00:00,Paid,B004
ORD000281,CUS66838,E0426,2022-10-12,15:00:00,Created,B008
ORD000282,CUS31849,E0288,2023-06-25,08:00:00,Created,B006
ORD000283,CUS38490,E0322,2024-08-21,10:30:00,Paid,B001
ORD000284,CUS74572,E0311,2023-05-26,08:00:00,Created,B006
ORD000285,CUS49024,E0442,2023-08-23,15:00:00,Cancelled,B008
ORD000286,CUS45957,E0310,2023-05-03,10:30:00,Created,B006
ORD000287,CUS20185,E0455,2024-08-20,15:00:00,Cancelled,B001
ORD000288,CUS64027,E0452,2024-07-31,19:00:00,Cancelled,B009
ORD000289,CUS03443,E0435,2024-03-20,19:00:00,Created,B007
ORD000290,CUS67301,E0287,2024-11-21,08:00:00,Paid,B002
ORD000291,CUS23405,E0446,2023-08-16,19:00:00,Paid,B001
ORD000292,CUS02587,E0492,2023-08-04,19:00:00,Paid,B001
ORD000293,CUS62829,E0434,2024-08-20,15:00:00,Created,B002
ORD000294,CUS17923,E0341,2024-07-22,15:00:00,Cancelled,B002
ORD000295,CUS05397,E0357,2022-07-08,15:00:00,Paid,B010
ORD000296,CUS10137,E0345,2022-08-05,15:00:00,Paid,B007
ORD000297,CUS36689,E0281,2024-09-04,08:00:00,Created,B009
ORD000298,CUS59054,E0342,2024-10-24,08:00:00,Cancelled,B007
ORD000299,CUS48936,E0308,2024-04-28,08:00:00,Paid,B006
ORD000300,CUS79663,E0482,2022-01-06,10:30:00,Cancelled,B004
ORD000301,CUS57381,E0346,2022-05-14,19:00:00,Cancelled,B008
ORD000302,CUS02433,E0280,2023-12-11,10:30:00,Paid,B010
ORD000303,CUS66813,E0439,2024-08-27,08:00:00,Created,B008
ORD000304,CUS22520,E0496,2023-09-02,08:00:00,Created,B008
ORD000305,CUS43603,E0281,2023-03-31,08:00:00,Paid,B001
ORD000306,CUS08846,E0486,2023-02-21,15:00:00,Paid,B006
ORD000307,CUS60941,E0415,2022-03-04,08:00:00,Paid,B009
ORD000308,CUS72275,E0481,2024-10-10,19:00:00,Created,B003
ORD000309,CUS58940,E0500,2023-10-03,10:30:00,Created,B006
ORD000310,CUS05936,E0382,2023-05-02,19:00:00,Cancelled,B005
ORD000311,CUS58800,E0280,2023-12-06,15:00:00,Paid,B003
ORD000312,CUS63911,E0391,2022-01-08,10:30:00,Created,B006
ORD000313,CUS42219,E0287,2022-05-05,08:00:00,Created,B006
ORD000314,CUS78051,E0426,2023-05-27,15:00:00,Cancelled,B007
ORD000315,CUS60068,E0373,2023-06-26,19:00:00,Created,B009
ORD000316,CUS30649,E0452,2022-04-13,10:30:00,Paid,B001
ORD000317,CUS40718,E0312,2023-11-14,15:00:00,Created,B001
ORD000318,CUS15337,E0361,2023-05-17,10:30:00,Paid,B010
ORD000319,CUS78082,E0294,2023-11-08,19:00:00,Cancelled,B001
ORD000320,CUS44622,E0383,2022-12-26,19:00:00,Created,B004
ORD000321,CUS00136,E0279,2024-09-08,10:30:00,Cancelled,B002
ORD000322,CUS75814,E0482,2024-02-11,15:00:00,Created,B007
ORD000323,CUS09649,E0495,2022-12-18,15:00:00,Created,B007
ORD000324,CUS54723,E0496,2023-03-26,19:00:00,Paid,B006
ORD000325,CUS74439,E0415,2023-07-24,08:00:00,Paid,B002
ORD000326,CUS26001,E0488,2022-01-19,15:00:00,Created,B002
ORD000327,CUS00487,E0439,2024-03-15,15:00:00,Cancelled,B003
ORD000328,CUS64366,E0373,2023-01-30,15:00:00,Cancelled,B007
ORD000329,CUS03159,E0473,2022-05-07,15:00:00,Cancelled,B004
ORD000330,CUS22847,E0345,2022-05-08,10:30:00,Created,B003
ORD000331,CUS34950,E0350,2022-10-26,15:00:00,Created,B003
ORD000332,CUS73933,E0311,2022-03-25,08:00:00,Cancelled,B010
ORD000333,CUS75201,E0470,2023-03-06,19:00:00,Created,B006
ORD000334,CUS72519,E0298,2024-11-28,15:00:00,Created,B008
ORD000335,CUS40973,E0449,2024-09-29,10:30:00,Paid,B004
ORD000336,CUS54334,E0482,2022-01-23,08:00:00,Cancelled,B006
ORD000337,CUS25094,E0287,2024-08-10,08:00:00,Created,B007
ORD000338,CUS05831,E0439,2023-05-08,08:00:00,Paid,B005
ORD000339,CUS01806,E0345,2022-10-03,08:00:00,Created,B009
ORD000340,CUS36879,E0500,2024-09-11,15:00:00,Cancelled,B002
ORD000341,CUS07922,E0471,2023-08-27,19:00:00,Cancelled,B003
ORD000342,CUS33842,E0315,2022-07-03,15:00:00,Paid,B005
ORD000343,CUS75865,E0449,2023-07-31,19:00:00,Created,B005
ORD000344,CUS15647,E0417,2023-09-01,15:00:00,Created,B003
ORD000345,CUS79032,E0342,2024-06-19,08:00:00,Cancelled,B007
ORD000346,CUS31017,E0450,2024-07-17,15:00:00,Created,B002
ORD000347,CUS20109,E0297,2023-04-28,08:00:00,Paid,B009
ORD000348,CUS24343,E0346,2024-02-11,19:00:00,Cancelled,B002
ORD000349,CUS61064,E0383,2022-10-29,19:00:00,Paid,B007
ORD000350,CUS18806,E0439,2024-12-04,08:00:00,Paid,B006
ORD000351,CUS21211,E0486,2023-12-23,19:00:00,Cancelled,B001
ORD000352,CUS74393,E0473,2024-07-23,10:30:00,Cancelled,B003
ORD000353,CUS64365,E0281,2022-04-16,08:00:00,Created,B009
ORD000354,CUS59211,E0282,2022-06-05,10:30:00,Created,B004
ORD000355,CUS10448,E0442,2023-06-21,08:00:00,Cancelled,B009
ORD000356,CUS69638,E0437,2022-01-27,10:30:00,Cancelled,B010
ORD000357,CUS63223,E0281,2022-07-22,19:00:00,Paid,B007
ORD000358,CUS67862,E0420,2022-11-09,08:00:00,Paid,B009
ORD000359,CUS31218,E0434,2024-03-19,08:00:00,Cancelled,B001
ORD000360,CUS14673,E0452,2022-06-29,15:00:00,Created,B001
ORD000361,CUS24537,E0332,2024-08-17,19:00:00,Paid,B004
ORD000362,CUS68154,E0416,2024-03-23,15:00:00,Cancelled,B006
ORD000363,CUS76021,E0489,2024-04-19,10:30:00,Cancelled,B009
ORD000364,CUS46302,E0312,2023-11-26,15:00:00,Cancelled,B010
ORD000365,CUS70821,E0361,2024-02-14,15:00:00,Paid,B005
ORD000366,CUS30834,E0435,2024-12-29,10:30:00,Created,B002
ORD000367,CUS40475,E0482,2022-10-08,19:00:00,Paid,B008
ORD000368,CUS17784,E0276,2023-06-08,10:30:00,Cancelled,B007
ORD000369,CUS34047,E0446,2023-10-18,19:00:00,Created,B009
ORD000370,CUS66063,E0370,2024-06-21,10:30:00,Cancelled,B006
ORD000371,CUS01545,E0473,2023-12-30,08:00:00,Cancelled,B008
ORD000372,CUS29957,E0415,2023-02-10,15:00:00,Cancelled,B005
ORD000373,CUS15628,E0315,2022-12-10,08:00:00,Cancelled,B003
ORD000374,CUS66930,E0287,2024-05-21,10:30:00,Cancelled,B007
ORD000375,CUS31358,E0322,2024-08-04,19:00:00,Created,B007
ORD000376,CUS51510,E0287,2023-01-30,10:30:00,Cancelled,B003
ORD000377,CUS02747,E0373,2022-06-24,08:00:00,Created,B006
ORD000378,CUS70493,E0486,2024-06-25,15:00:00,Cancelled,B004
ORD000379,CUS57026,E0318,2022-09-28,19:00:00,Cancelled,B005
ORD000380,CUS17293,E0293,2022-12-23,19:00:00,Cancelled,B005
ORD000381,CUS51747,E0294,2023-02-12,08:00:00,Created,B003
ORD000382,CUS40169,E0453,2023-09-08,19:00:00,Created,B003
ORD000383,CUS20557,E0394,2022-01-20,19:00:00,Cancelled,B009
