BranchID,ProductID,StockQuantity
B004,PRD1394,83
B006,PRD0096,30
B004,PRD0404,166
B007,PRD0253,80
B006,PRD0500,259
B003,PRD0189,23
B008,PRD1137,53
B003,PRD0856,161
B008,PRD1055,111
B002,PRD0720,285
B006,PRD0919,291
B009,PRD0607,49
B007,PRD0802,56
B010,PRD0433,300
B002,PRD1080,200
B003,PRD1137,28
B010,PRD0269,98
B006,PRD0376,46
B007,PRD0460,35
B004,PRD1413,158
B005,PRD0029,163
B002,PRD0107,130
B007,PRD0026,158
B004,PRD0524,160
B009,PRD1452,150
B009,PRD0713,34
B007,PRD0217,225
B009,PRD0502,168
B010,PRD1327,0
B005,PRD0422,149
B009,PRD1317,112
B008,PRD1292,25
B006,PRD0442,253
B005,PRD0795,167
B008,PRD0433,30
B004,PRD0467,107
B002,PRD0531,112
B004,PRD1311,202
B005,PRD0128,117
B007,PRD1164,4
B007,PRD0399,82
B002,PRD0688,77
B010,PRD0172,47
B008,PRD0359,59
B003,PRD0669,297
B003,PRD0391,254
B008,PRD0356,89
B007,PRD0785,278
B001,PRD0224,291
B007,PRD0398,269
B010,PRD0506,45
B006,PRD1373,172
B002,PRD0552,158
B001,PRD1407,20
B010,PRD0059,38
B008,PRD0267,22
B010,PRD0596,23
B008,PRD0170,185
B010,PRD0666,77
B005,PRD1418,43
B010,PRD1186,293
B008,PRD1274,243
B001,PRD0193,83
B001,PRD0654,192
B002,PRD0967,30
B002,PRD0734,170
B009,PRD1091,118
B010,PRD0839,15
B006,PRD1091,23
B010,PRD1405,298
B003,PRD0583,199
B006,PRD0362,138
B007,PRD0985,216
B005,PRD0807,180
B004,PRD0949,173
B006,PRD0200,245
B010,PRD0090,102
B001,PRD0750,111
B010,PRD1065,221
B007,PRD0102,43
B007,PRD1145,17
B005,PRD1074,199
B003,PRD1223,70
B001,PRD0548,200
B008,PRD0470,91
B003,PRD0494,270
B010,PRD0237,17
B008,PRD1304,247
B007,PRD0072,290
B010,PRD1284,290
B010,PRD0304,107
B003,PRD1139,76
B009,PRD1240,87
B005,PRD1308,216
B006,PRD0598,202
B002,PRD0644,146
B009,PRD0805,254
B008,PRD0687,248
B005,PRD0748,166
B010,PRD0400,92
B002,PRD0466,293
B003,PRD0350,272
B008,PRD0134,97
B009,PRD0697,240
B006,PRD0262,176
B004,PRD1133,23
B004,PRD0844,113
B007,PRD0726,64
B008,PRD0017,236
B003,PRD0377,191
B003,PRD0426,217
B008,PRD0818,85
B001,PRD0076,50
B005,PRD1114,160
B003,PRD1167,184
B007,PRD0402,120
B005,PRD0546,231
B010,PRD0740,134
B009,PRD0731,188
B003,PRD0098,8
B005,PRD0141,115
B009,PRD1357,278
B006,PRD1212,205
B009,PRD0365,72
B008,PRD0416,134
B005,PRD0294,164
B002,PRD1157,31
B005,PRD0346,50
B007,PRD1458,31
B002,PRD1465,13
B007,PRD1129,231
B008,PRD0860,17
B009,PRD0998,132
B005,PRD0298,171
B002,PRD0677,223
B002,PRD1270,224
B009,PRD1080,224
B009,PRD1162,140
B010,PRD1015,231
B007,PRD0738,168
B004,PRD0474,199
B009,PRD0550,39
B003,PRD0044,148
B007,PRD0311,190
B009,PRD1347,152
B006,PRD1234,96
B007,PRD0060,55
B005,PRD0886,235
B010,PRD1430,165
B005,PRD0800,182
B003,PRD0052,231
B009,PRD0099,174
B002,PRD1124,258
B003,PRD0764,34
B006,PRD0572,226
B004,PRD0964,21
B001,PRD0454,252
B009,PRD0981,239
B008,PRD1435,46
B004,PRD1125,60
B001,PRD0924,184
B001,PRD0069,5
B004,PRD1010,199
B010,PRD0662,248
B005,PRD0883,155
B004,PRD1001,197
B008,PRD0164,289
B008,PRD1253,163
B002,PRD0131,69
B004,PRD0952,284
B003,PRD0757,55
B001,PRD0889,84
B004,PRD1265,78
B002,PRD1355,298
B009,PRD1308,277
B002,PRD0471,268
B009,PRD1326,105
B009,PRD0117,155
B005,PRD1337,56
B007,PRD0505,85
B005,PRD1448,177
B007,PRD0528,107
B010,PRD0629,77
B009,PRD0516,126
B001,PRD0213,105
B006,PRD0371,163
B007,PRD0017,180
B006,PRD0141,172
B007,PRD1058,249
B008,PRD0460,95
B006,PRD1407,108
B006,PRD0446,125
B005,PRD0391,4
B010,PRD0435,9
B010,PRD0835,132
B006,PRD0387,166
B008,PRD0316,83
B006,PRD0394,78
B005,PRD0956,149
B010,PRD1161,118
B004,PRD1135,232
B001,PRD1141,10
B003,PRD0735,45
B005,PRD0799,264
B002,PRD1135,266
B010,PRD1272,207
B001,PRD0910,247
B010,PRD1224,18
B010,PRD0646,270
B003,PRD0970,105
B003,PRD0943,296
B007,PRD1376,45
B007,PRD0242,135
B008,PRD1026,29
B009,PRD0808,272
B001,PRD0713,64
B006,PRD0687,104
B009,PRD1410,191
B010,PRD1246,202
B006,PRD0631,195
B004,PRD0054,139
B009,PRD0816,8
B006,PRD0215,72
B001,PRD0695,125
B006,PRD1281,222
B005,PRD1222,134
B001,PRD0857,16
B007,PRD0351,222
B010,PRD0479,101
B008,PRD1441,144
B005,PRD1390,12
B007,PRD0511,211
B007,PRD1254,214
B005,PRD1051,85
B009,PRD0595,0
B001,PRD0478,48
B005,PRD1280,207
B009,PRD1068,29
B003,PRD0333,94
B007,PRD1033,284
B005,PRD0717,206
B001,PRD0656,95
B009,PRD1384,194
B004,PRD1117,17
B001,PRD0941,97
B006,PRD0741,183
B009,PRD0960,125
B001,PRD0755,167
B004,PRD0635,256
B006,PRD1051,212
B008,PRD0824,72
B004,PRD0907,99
B004,PRD1374,20
B001,PRD1444,77
B007,PRD0084,201
B003,PRD0276,91
B008,PRD0608,103
B008,PRD0314,235
B007,PRD0199,11
B002,PRD1152,128
B010,PRD0054,153
B010,PRD0529,151
B006,PRD0649,220
B002,PRD1220,210
B007,PRD0758,293
B006,PRD1138,107
B009,PRD0136,32
B004,PRD1171,18
B009,PRD1065,23
B002,PRD0264,243
B004,PRD0057,104
B006,PRD0345,287
B002,PRD0811,240
B001,PRD1279,291
B004,PRD0737,240
B008,PRD0784,114
B007,PRD0875,250
B007,PRD0507,254
B009,PRD0600,9
B003,PRD1184,222
B004,PRD1047,230
B002,PRD0426,246
B002,PRD1285,110
B003,PRD0448,224
B010,PRD0360,153
B002,PRD1269,119
B004,PRD1320,2
B008,PRD0251,220
B008,PRD0726,279
B009,PRD0316,234
B007,PRD1148,247
B004,PRD0313,119
B006,PRD0142,83
B003,PRD1024,141
B001,PRD1270,258
B006,PRD0512,246
B008,PRD0658,275
B007,PRD0863,294
B003,PRD1206,148
B004,PRD1091,8
B002,PRD0819,299
B006,PRD1216,11
B010,PRD0749,9
B006,PRD0945,144
B010,PRD1147,125
B005,PRD1173,212
B010,PRD0964,228
B008,PRD0985,267
B007,PRD1317,122
B001,PRD0446,128
B002,PRD1249,70
B010,PRD0430,21
B010,PRD0039,138
B009,PRD0005,228
B007,PRD1023,69
B009,PRD1166,253
B010,PRD0547,223
B003,PRD1453,159
B003,PRD0292,41
B009,PRD0711,183
B003,PRD0490,261
B008,PRD1458,255
B004,PRD1289,234
B007,PRD1326,161
B007,PRD0232,105
B008,PRD1245,78
B010,PRD0774,1
B007,PRD0034,286
B007,PRD0281,289
B005,PRD0477,116
B004,PRD1144,160
B001,PRD0176,257
B001,PRD0355,105
B006,PRD0623,77
B009,PRD0336,103
B005,PRD0070,133
B008,PRD0218,56
B003,PRD1084,94
B006,PRD0055,47
B005,PRD1232,260
B002,PRD0212,35
B009,PRD0067,71
B005,PRD1080,254
B005,PRD0794,38
B005,PRD0889,120
B010,PRD0710,192
B009,PRD0941,162
B009,PRD0725,67
B003,PRD0919,268
B007,PRD0339,142
B006,PRD1016,66
B009,PRD0800,80
B010,PRD0595,220
B003,PRD1391,116
B008,PRD0569,290
B002,PRD0218,182
B004,PRD0620,29
B009,PRD1471,253
B002,PRD0133,9
B006,PRD0479,41
B001,PRD1112,292
B004,PRD1392,51
B004,PRD1027,70
B009,PRD0611,70
B002,PRD1174,105
B008,PRD0819,83
B008,PRD0759,131
B003,PRD1360,88
B007,PRD0580,124
B007,PRD0907,117
B002,PRD0091,76
B007,PRD1170,225
B008,PRD0226,45
B004,PRD0931,191
B008,PRD0705,113
B008,PRD0408,146
B008,PRD0672,19
B008,PRD0348,52
B004,PRD0477,8
B002,PRD0861,174
B010,PRD0038,5
B007,PRD0040,193
B008,PRD0118,187
B003,PRD0699,147
B004,PRD1182,34
B008,PRD0293,276
B001,PRD1273,186
B005,PRD0674,130
B002,PRD1420,215
B003,PRD0522,127
B005,PRD0653,149
B001,PRD0025,190
B006,PRD0306,258
B004,PRD0567,134
B002,PRD0858,290
B006,PRD0316,167
B004,PRD0022,300
B002,PRD1272,0
B007,PRD0292,150
B002,PRD1015,247
B004,PRD0470,54
B005,PRD1339,114
B002,PRD0190,144
B009,PRD0895,172
B006,PRD1110,64
B010,PRD0102,161
B004,PRD0419,111
B003,PRD1093,8
B005,PRD0127,39
B010,PRD0888,37
B010,PRD0760,254
B005,PRD1358,226
B006,PRD0201,147
B007,PRD1109,47
B003,PRD0308,138
B001,PRD0917,178
B003,PRD0273,124
B010,PRD1113,70
B002,PRD1158,104
B008,PRD0621,106
B001,PRD0363,65
B003,PRD0747,18
B008,PRD1389,103
B003,PRD0695,199
B002,PRD0522,93
B008,PRD1037,112
B002,PRD0951,279
B002,PRD1366,91
B008,PRD1047,166
B006,PRD0947,64
B008,PRD0352,133
B007,PRD0191,179
B010,PRD1322,49
B006,PRD0065,279
B003,PRD1111,175
B010,PRD0940,157
B001,PRD0165,103
B008,PRD1429,227
B010,PRD0722,28
B004,PRD0962,13
B001,PRD0697,84
B001,PRD0723,117
B009,PRD0248,109
B007,PRD0387,292
B003,PRD0371,109
B001,PRD1488,182
B009,PRD0009,200
B001,PRD1202,49
B006,PRD0302,132
B006,PRD0634,271
B001,PRD0029,76
B010,PRD1142,255
B008,PRD0646,37
B008,PRD0130,297
B006,PRD0320,168
B004,PRD0208,123
B010,PRD1119,62
B003,PRD0719,235
B006,PRD0069,206
B008,PRD0276,277
B004,PRD1065,159
B007,PRD0720,177
B009,PRD1297,225
B005,PRD1462,286
B009,PRD0898,166
B002,PRD0851,97
B008,PRD0136,131
B005,PRD0259,48
B005,PRD0739,291
B009,PRD1090,203
B001,PRD0372,166
B005,PRD0453,122
B008,PRD1039,33
B010,PRD0594,136
B008,PRD0654,50
B004,PRD0912,117
B002,PRD0927,76
B005,PRD0402,223
B010,PRD0889,126
B008,PRD1263,243
B006,PRD1365,182
B009,PRD0893,55
B007,PRD0003,17
B001,PRD1205,217
B003,PRD1384,150
B010,PRD0867,180
B007,PRD0052,178
B009,PRD0508,245
B010,PRD0714,53
B003,PRD0564,8
B002,PRD0805,44
B004,PRD1274,284
B004,PRD0936,108
B003,PRD0246,113
B001,PRD0870,51
B007,PRD0348,24
B002,PRD0740,177
B004,PRD0409,114
B010,PRD1323,243
B007,PRD1073,181
B008,PRD1221,173
B004,PRD0933,11
B007,PRD1197,145
B009,PRD0845,131
B010,PRD0245,213
B006,PRD0931,250
B002,PRD1444,65
B002,PRD0363,299
B005,PRD0279,240
B006,PRD1380,6
B004,PRD1357,166
B007,PRD1495,129
B007,PRD0141,252
B005,PRD0428,67
B001,PRD0173,88
B006,PRD0444,57
B002,PRD0352,13
B001,PRD0666,177
B009,PRD0787,156
B005,PRD0725,179
B008,PRD1319,201
B008,PRD0457,188
B008,PRD0661,4
B006,PRD0018,17
B006,PRD0227,164
B008,PRD1228,280
B003,PRD0799,237
B001,PRD0975,178
B008,PRD0945,153
B002,PRD0222,14
B005,PRD0458,257
B009,PRD1039,103
B004,PRD1463,2
B006,PRD0352,293
B004,PRD0561,123
B007,PRD0752,174
B005,PRD0732,250
B007,PRD1110,38
B002,PRD0139,189
B003,PRD0322,215
B002,PRD1380,177
B010,PRD0015,79
B001,PRD0698,290
B003,PRD0671,80
B002,PRD0171,114
B008,PRD0121,247
B002,PRD1250,98
B004,PRD0116,184
B006,PRD1316,123
B005,PRD0625,203
B007,PRD0660,252
B002,PRD0070,113
B007,PRD0413,153
B007,PRD0971,259
B006,PRD1161,296
B004,PRD1253,210
B007,PRD0472,179
B010,PRD0409,81
B004,PRD1029,153
B001,PRD1450,238
B005,PRD0169,13
B008,PRD0565,48
B008,PRD0291,139
B009,PRD0728,107
B003,PRD0485,260
B001,PRD1207,262
B009,PRD0997,257
B009,PRD0259,136
B005,PRD1176,198
B009,PRD1284,56
B001,PRD1079,229
B001,PRD0626,49
B001,PRD0893,193
B002,PRD0484,91
B001,PRD0375,39
B008,PRD0195,20
B007,PRD1040,103
B008,PRD0800,159
B004,PRD0008,66
B003,PRD1031,170
B007,PRD1141,160
B004,PRD0564,209
B009,PRD1200,225
B009,PRD1151,23
B010,PRD0480,165
B009,PRD0447,127
B005,PRD0803,240
B001,PRD0930,90
B007,PRD1189,26
B009,PRD0647,213
B002,PRD1383,65
B001,PRD1206,262
B004,PRD1485,246
B001,PRD0463,294
B007,PRD0065,105
B002,PRD0103,46
B005,PRD0906,235
B002,PRD0607,153
B010,PRD0327,227
B005,PRD0908,39
B002,PRD0541,1
B006,PRD0346,166
B004,PRD0846,24
B009,PRD0048,114
B001,PRD0358,37
B007,PRD1377,146
B001,PRD1145,4
B005,PRD0413,112
B008,PRD0963,108
B002,PRD0429,170
B009,PRD0957,104
B008,PRD0167,211
B003,PRD0215,81
B007,PRD1425,33
B003,PRD0016,214
B010,PRD1232,1
B010,PRD0047,291
B002,PRD1422,220
B006,PRD0337,100
B005,PRD0115,219
B004,PRD0802,139
B009,PRD0140,189
B007,PRD0624,300
B008,PRD1337,203
B003,PRD0265,151
B002,PRD1115,141
B002,PRD1161,22
B007,PRD1169,56
B003,PRD0533,230
B004,PRD0892,272
B009,PRD0013,0
B001,PRD0190,255
B005,PRD1439,122
B010,PRD1026,25
B001,PRD0954,13
B002,PRD0770,14
B008,PRD0448,228
B006,PRD0078,231
B007,PRD0362,188
B003,PRD0092,138
B009,PRD0378,210
B004,PRD1443,68
B006,PRD0296,244
B001,PRD0894,166
B002,PRD0760,291
B001,PRD1319,74
B006,PRD0360,124
B009,PRD0558,52
B010,PRD0781,78
B006,PRD0939,93
B009,PRD1300,272
B004,PRD0585,72
B002,PRD0416,36
B010,PRD0385,52
B005,PRD1346,291
B003,PRD0439,218
B008,PRD0590,105
B005,PRD0560,174
B003,PRD0725,91
B006,PRD0015,282
B005,PRD0362,119
B003,PRD0904,54
B007,PRD0792,118
B009,PRD0848,32
B003,PRD1100,152
B001,PRD0747,246
B010,PRD0893,229
B004,PRD0180,260
B005,PRD1090,73
B003,PRD1179,169
B009,PRD1194,25
B004,PRD1070,279
B010,PRD0799,220
B010,PRD0655,26
B007,PRD1172,289
B006,PRD1410,292
B002,PRD1243,17
B003,PRD0325,45
B002,PRD0946,186
B001,PRD0099,221
B003,PRD1146,53
B005,PRD0220,246
B008,PRD0660,156
B006,PRD1107,142
B009,PRD0843,43
B007,PRD1090,153
B007,PRD0116,195
B007,PRD1338,19
B002,PRD0001,251
B008,PRD0131,174
B002,PRD0586,81
B002,PRD0540,72
B003,PRD0185,83
B005,PRD0393,35
B007,PRD0492,13
B010,PRD1243,206
B004,PRD0465,223
B003,PRD1077,106
B008,PRD0922,132
B009,PRD1333,69
B005,PRD1225,229
B002,PRD1453,245
B006,PRD0537,215
B002,PRD0546,68
B009,PRD0965,49
