CardID,RegistrationDate,LoyalPoint,LevelID,CustomerID
CARD00096,2024-06-24,8529,L1,CUS67634
CARD00097,2023-10-24,4600,L1,CUS06916
CARD00098,2022-06-21,3146,L3,CUS52232
CARD00099,2021-06-05,8946,L1,CUS41695
CARD00100,2024-08-22,6495,L2,CUS28503
CARD00101,2020-03-25,8457,L1,CUS61576
CARD00102,2021-09-29,8512,L1,CUS18691
CARD00103,2021-02-22,9121,L3,CUS34089
CARD00104,2020-11-30,65,L1,CUS28224
CARD00105,2020-02-19,5242,L1,CUS08404
CARD00106,2024-10-14,3777,L2,CUS33794
CARD00107,2022-10-26,836,L2,CUS60125
CARD00108,2021-01-16,6454,L3,CUS55376
CARD00109,2020-02-21,5113,L2,CUS77575
CARD00110,2024-02-22,1050,L2,CUS54213
CARD00111,2021-01-03,230,L2,CUS79383
CARD00112,2021-12-03,8850,L1,CUS24390
CARD00113,2020-11-08,3096,L2,CUS23779
CARD00114,2024-10-03,1429,L1,CUS16916
CARD00115,2022-04-27,1018,L1,CUS40645
CARD00116,2020-10-31,5980,L1,CUS24170
CARD00117,2021-10-27,2160,L1,CUS71701
CARD00118,2020-07-06,6838,L3,CUS50523
CARD00119,2020-07-20,9429,L3,CUS08406
CARD00120,2024-02-20,812,L3,CUS46246
CARD00121,2021-04-10,379,L1,CUS26962
CARD00122,2024-10-21,4605,L2,CUS79262
CARD00123,2022-06-15,8662,L2,CUS11350
CARD00124,2020-04-24,8392,L1,CUS73153
CARD00125,2023-03-23,879,L1,CUS59820
CARD00126,2020-12-12,5426,L2,CUS12452
CARD00127,2021-05-04,6132,L1,CUS12866
CARD00128,2021-03-02,8298,L3,CUS45195
CARD00129,2021-07-05,4277,L3,CUS08321
CARD00130,2020-08-12,6890,L3,CUS61338
CARD00131,2023-05-24,3122,L1,CUS45938
CARD00132,2021-07-08,499,L1,CUS20565
CARD00133,2022-12-07,9725,L1,CUS01373
CARD00134,2022-08-10,3187,L1,CUS72208
CARD00135,2024-09-06,2000,L1,CUS44619
CARD00136,2022-05-31,406,L2,CUS07013
CARD00137,2024-11-04,3681,L2,CUS07690
CARD00138,2022-02-18,8032,L3,CUS18669
CARD00139,2021-04-01,8308,L2,CUS42352
CARD00140,2020-07-27,3337,L1,CUS36369
CARD00141,2022-02-05,3650,L1,CUS20793
CARD00142,2024-03-10,4234,L2,CUS54022
CARD00143,2023-03-06,7592,L3,CUS71732
CARD00144,2024-08-23,8368,L3,CUS74380
CARD00145,2024-07-23,3075,L2,CUS21546
CARD00146,2023-10-23,7399,L2,CUS10039
CARD00147,2020-12-10,3331,L3,CUS19047
CARD00148,2022-01-18,6436,L3,CUS48195
CARD00149,2020-11-23,9683,L3,CUS56414
CARD00150,2023-06-19,8244,L2,CUS08186
CARD00151,2020-09-12,7507,L2,CUS77277
CARD00152,2023-07-19,4322,L3,CUS56080
CARD00153,2024-03-29,8648,L2,CUS34362
CARD00154,2024-04-04,2093,L1,CUS60031
CARD00155,2024-08-05,1660,L3,CUS75541
CARD00156,2021-09-29,6104,L1,CUS70455
CARD00157,2023-09-17,3044,L2,CUS60111
CARD00158,2020-03-07,2471,L2,CUS20766
CARD00159,2023-10-09,3595,L1,CUS51970
CARD00160,2021-04-08,7498,L1,CUS10679
CARD00161,2024-07-01,3158,L1,CUS20174
CARD00162,2024-08-25,1517,L1,CUS66065
CARD00163,2020-05-27,4614,L1,CUS16369
CARD00164,2020-04-17,4917,L2,CUS14817
CARD00165,2021-03-10,6664,L2,CUS35534
CARD00166,2020-06-25,906,L1,CUS55321
CARD00167,2022-03-13,5728,L1,CUS13564
CARD00168,2024-02-11,8251,L3,CUS45595
CARD00169,2020-04-06,9406,L3,CUS68097
CARD00170,2021-05-16,5006,L1,CUS37319
CARD00171,2024-01-13,8306,L3,CUS06113
CARD00172,2022-07-27,2949,L1,CUS40573
CARD00173,2023-07-08,4661,L3,CUS01982
CARD00174,2021-03-06,8413,L1,CUS10886
CARD00175,2020-06-29,4940,L1,CUS66682
CARD00176,2024-06-15,3625,L1,CUS18416
CARD00177,2020-02-22,5523,L3,CUS71137
CARD00178,2022-04-05,5271,L2,CUS08220
CARD00179,2022-07-16,3408,L3,CUS50998
CARD00180,2021-03-27,1020,L2,CUS14791
CARD00181,2022-02-09,7013,L3,CUS35215
CARD00182,2020-07-06,4906,L1,CUS06700
CARD00183,2020-06-27,2514,L1,CUS72317
CARD00184,2023-11-20,3013,L2,CUS24686
CARD00185,2022-12-20,4524,L3,CUS17218
CARD00186,2023-10-08,5331,L3,CUS05994
CARD00187,2022-07-09,9079,L2,CUS34681
CARD00188,2024-04-04,6918,L3,CUS30851
CARD00189,2023-02-08,1885,L2,CUS24913
CARD00190,2024-08-23,8322,L3,CUS25394
CARD00191,2022-12-08,8473,L1,CUS72585
CARD00192,2021-04-30,2764,L1,CUS20634
CARD00193,2023-07-16,4,L1,CUS57420
CARD00194,2023-03-19,3318,L3,CUS19422
CARD00195,2023-08-25,1896,L1,CUS08416
CARD00196,2020-11-04,5780,L2,CUS38410
CARD00197,2024-07-12,2478,L1,CUS67038
CARD00198,2024-02-27,8618,L3,CUS10705
CARD00199,2023-08-30,4740,L2,CUS09975
CARD00200,2020-09-08,9963,L3,CUS01709
CARD00201,2022-02-08,6489,L3,CUS66901
CARD00202,2024-09-18,9542,L1,CUS32019
CARD00203,2020-09-21,8717,L2,CUS48917
CARD00204,2020-04-04,5524,L3,CUS69068
CARD00205,2022-10-28,8650,L3,CUS31798
CARD00206,2020-10-05,6355,L1,CUS63850
CARD00207,2021-04-17,7359,L1,CUS03032
CARD00208,2022-03-01,9199,L3,CUS76393
CARD00209,2020-02-23,1381,L1,CUS27677
CARD00210,2022-11-14,9059,L1,CUS46640
CARD00211,2020-07-17,9474,L2,CUS26542
CARD00212,2022-10-03,3188,L2,CUS02124
CARD00213,2022-08-18,520,L2,CUS55338
CARD00214,2022-04-13,6789,L2,CUS01753
CARD00215,2022-07-02,7507,L3,CUS13245
CARD00216,2022-12-30,8451,L1,CUS61058
CARD00217,2021-05-20,3888,L1,CUS08624
CARD00218,2020-05-07,746,L2,CUS03407
CARD00219,2021-02-19,6550,L1,CUS70719
CARD00220,2024-01-17,5474,L2,CUS28062
CARD00221,2022-12-13,5015,L3,CUS01818
CARD00222,2021-09-03,2375,L1,CUS34072
CARD00223,2023-07-04,1732,L2,CUS62136
CARD00224,2022-08-07,5815,L2,CUS61699
CARD00225,2021-01-24,1872,L1,CUS05268
CARD00226,2020-01-19,2584,L3,CUS33119
CARD00227,2021-10-18,9741,L1,CUS40657
CARD00228,2022-01-15,1206,L1,CUS61311
CARD00229,2020-07-26,812,L1,CUS70774
CARD00230,2023-01-18,6722,L1,CUS33540
CARD00231,2020-09-23,3699,L3,CUS15010
CARD00232,2022-02-19,7400,L1,CUS21972
CARD00233,2021-02-11,2096,L3,CUS12415
CARD00234,2023-10-01,1939,L1,CUS28831
CARD00235,2020-02-26,9638,L2,CUS30674
CARD00236,2020-01-24,7166,L2,CUS70209
CARD00237,2024-05-31,1351,L1,CUS51557
CARD00238,2021-03-26,4531,L2,CUS68497
CARD00239,2022-07-26,6115,L1,CUS34025
CARD00240,2023-05-29,8857,L2,CUS20331
CARD00241,2021-12-10,1795,L3,CUS75947
CARD00242,2020-02-15,3100,L2,CUS57092
CARD00243,2021-09-20,9595,L1,CUS19687
CARD00244,2020-11-28,5792,L1,CUS50335
CARD00245,2022-01-17,1651,L2,CUS13941
CARD00246,2020-11-05,7332,L2,CUS13200
CARD00247,2020-07-07,3416,L1,CUS60591
CARD00248,2022-12-13,7438,L3,CUS74373
CARD00249,2023-08-30,2954,L2,CUS13555
CARD00250,2023-12-11,4460,L3,CUS78439
CARD00251,2024-11-24,3870,L3,CUS78572
CARD00252,2022-10-20,4826,L3,CUS28410
CARD00253,2021-10-12,4255,L3,CUS40946
CARD00254,2023-01-18,1928,L2,CUS03523
CARD00255,2024-05-08,3993,L3,CUS46813
CARD00256,2023-10-12,8215,L1,CUS15114
CARD00257,2024-04-06,4266,L2,CUS02124
CARD00258,2021-01-27,1877,L3,CUS05209
CARD00259,2022-12-10,8712,L2,CUS08143
CARD00260,2021-12-04,4971,L2,CUS28875
CARD00261,2023-05-18,4348,L1,CUS20995
CARD00262,2024-12-16,2550,L1,CUS79767
CARD00263,2022-04-05,1679,L1,CUS45506
CARD00264,2022-03-05,6886,L3,CUS17805
CARD00265,2021-07-04,6404,L2,CUS67552
CARD00266,2022-02-15,1619,L1,CUS10542
CARD00267,2021-02-11,5648,L2,CUS11402
CARD00268,2024-11-22,4526,L3,CUS43354
CARD00269,2023-10-25,3278,L2,CUS32807
CARD00270,2022-10-05,8023,L1,CUS48860
CARD00271,2022-02-01,1444,L3,CUS60492
CARD00272,2024-10-03,7945,L2,CUS14046
CARD00273,2024-10-20,3542,L3,CUS61421
CARD00274,2024-10-12,8832,L2,CUS26161
CARD00275,2021-04-25,9867,L2,CUS25128
CARD00276,2024-12-23,5313,L1,CUS76327
CARD00277,2023-12-15,6672,L1,CUS15579
CARD00278,2024-03-25,8106,L1,CUS46301
CARD00279,2023-09-06,3652,L3,CUS60169
CARD00280,2022-10-08,1078,L1,CUS12910
CARD00281,2020-11-10,8640,L2,CUS12777
CARD00282,2023-02-24,1151,L2,CUS20509
CARD00283,2020-02-21,6656,L1,CUS51289
CARD00284,2022-02-14,693,L2,CUS72145
CARD00285,2020-06-10,785,L3,CUS41582
CARD00286,2022-10-06,6590,L1,CUS01423
CARD00287,2022-05-09,1782,L1,CUS33480
CARD00288,2024-07-11,5528,L2,CUS51824
CARD00289,2020-12-13,2014,L3,CUS65009
CARD00290,2024-12-07,2025,L2,CUS71850
CARD00291,2024-12-30,5020,L3,CUS20276
CARD00292,2023-12-24,6771,L1,CUS73518
CARD00293,2021-07-30,9856,L2,CUS31319
CARD00294,2024-12-18,4258,L3,CUS79097
CARD00295,2021-08-06,9140,L1,CUS35270
CARD00296,2024-01-16,9443,L1,CUS50516
CARD00297,2020-04-11,5999,L1,CUS40075
CARD00298,2024-09-24,3063,L2,CUS05671
CARD00299,2021-02-27,9303,L3,CUS16624
CARD00300,2023-06-02,9833,L2,CUS54584
CARD00301,2022-09-15,7396,L3,CUS04736
CARD00302,2023-10-09,3636,L1,CUS13012
CARD00303,2021-06-20,6153,L3,CUS68175
CARD00304,2020-06-01,2704,L3,CUS69274
CARD00305,2024-02-27,8036,L3,CUS71338
CARD00306,2021-11-03,1187,L2,CUS50912
CARD00307,2022-09-12,7451,L3,CUS25003
CARD00308,2024-11-09,2945,L3,CUS77288
CARD00309,2021-10-19,6078,L3,CUS27015
CARD00310,2023-04-07,9934,L2,CUS43366
CARD00311,2020-03-23,1511,L2,CUS70682
CARD00312,2022-12-14,5983,L3,CUS79231
CARD00313,2024-11-21,4670,L1,CUS19261
CARD00314,2021-10-21,9520,L3,CUS28942
CARD00315,2022-06-01,6701,L1,CUS32485
CARD00316,2021-11-23,1214,L2,CUS75615
CARD00317,2023-08-31,8309,L2,CUS45609
CARD00318,2020-11-23,4029,L3,CUS76788
CARD00319,2023-12-06,7762,L1,CUS45840
CARD00320,2021-02-20,1693,L3,CUS37580
CARD00321,2022-09-23,5757,L3,CUS17793
CARD00322,2023-10-07,5803,L3,CUS78245
CARD00323,2023-11-15,7737,L2,CUS69190
CARD00324,2021-01-26,3742,L2,CUS66388
CARD00325,2024-12-25,7218,L1,CUS57592
CARD00326,2021-10-05,1997,L3,CUS47304
CARD00327,2024-08-06,8286,L3,CUS13320
CARD00328,2021-03-29,4861,L2,CUS25088
CARD00329,2021-10-14,5251,L1,CUS72821
CARD00330,2024-03-22,8763,L1,CUS56025
CARD00331,2024-09-16,5386,L1,CUS06646
CARD00332,2020-06-17,8965,L3,CUS74308
CARD00333,2020-06-17,472,L3,CUS00467
CARD00334,2022-12-11,5841,L3,CUS29597
CARD00335,2023-02-18,8662,L2,CUS01089
CARD00336,2022-02-28,8891,L1,CUS36756
CARD00337,2023-04-20,6654,L3,CUS36715
CARD00338,2023-11-25,78,L2,CUS15880
CARD00339,2023-09-06,8855,L2,CUS63649
CARD00340,2020-06-01,1449,L1,CUS19046
CARD00341,2024-01-21,6535,L2,CUS54460
CARD00342,2022-08-03,1840,L1,CUS23212
CARD00343,2024-11-21,7768,L2,CUS29998
CARD00344,2021-06-26,4242,L1,CUS54636
CARD00345,2020-11-15,7692,L3,CUS57115
CARD00346,2022-12-31,9935,L3,CUS65397
CARD00347,2023-11-25,6022,L3,CUS59392
CARD00348,2022-04-05,8680,L2,CUS64122
CARD00349,2024-11-03,4677,L2,CUS53427
CARD00350,2021-02-03,4384,L3,CUS76774
CARD00351,2021-06-13,4693,L3,CUS28823
CARD00352,2024-02-13,4025,L3,CUS18158
CARD00353,2024-12-31,4291,L2,CUS42727
CARD00354,2023-03-22,6344,L1,CUS68755
CARD00355,2023-05-12,1135,L1,CUS21070
CARD00356,2020-08-23,871,L3,CUS37441
CARD00357,2024-11-02,3268,L3,CUS73417
CARD00358,2023-04-02,6914,L1,CUS23929
CARD00359,2024-07-17,3134,L1,CUS52719
CARD00360,2023-01-08,599,L3,CUS27979
CARD00361,2021-03-02,3253,L3,CUS33698
CARD00362,2022-05-15,8244,L3,CUS49107
CARD00363,2024-05-03,6043,L1,CUS40080
CARD00364,2023-04-12,4445,L2,CUS78074
CARD00365,2022-11-22,5578,L3,CUS47098
CARD00366,2024-01-16,3312,L3,CUS13433
CARD00367,2024-05-18,559,L3,CUS11670
CARD00368,2023-05-14,5643,L1,CUS10124
CARD00369,2023-05-27,8339,L1,CUS48302
CARD00370,2020-12-21,3306,L1,CUS66164
CARD00371,2023-03-15,2377,L1,CUS32243
CARD00372,2021-04-19,6169,L3,CUS74184
CARD00373,2024-11-25,9455,L1,CUS08614
CARD00374,2021-04-10,6242,L1,CUS02257
CARD00375,2024-04-16,5251,L2,CUS19005
CARD00376,2024-03-12,8890,L1,CUS01033
CARD00377,2023-10-16,4367,L2,CUS24402
CARD00378,2024-09-18,1097,L2,CUS32992
CARD00379,2021-04-17,8258,L1,CUS64630
CARD00380,2022-12-15,3518,L1,CUS27662
CARD00381,2020-10-19,5379,L1,CUS35883
CARD00382,2020-09-27,2713,L2,CUS02471
CARD00383,2020-01-27,9950,L3,CUS20572
CARD00384,2024-06-02,5319,L3,CUS15000
CARD00385,2023-12-07,8022,L3,CUS26827
CARD00386,2021-01-10,1904,L3,CUS19658
CARD00387,2024-09-17,6869,L2,CUS78167
CARD00388,2021-10-12,2632,L3,CUS63208
CARD00389,2020-11-04,7555,L2,CUS47573
CARD00390,2020-10-21,6650,L3,CUS02123
CARD00391,2020-10-05,3137,L3,CUS31621
CARD00392,2022-02-02,4645,L2,CUS20957
CARD00393,2021-02-05,4085,L3,CUS63564
CARD00394,2022-08-12,3270,L3,CUS50644
CARD00395,2023-04-10,1719,L1,CUS43139
CARD00396,2024-11-14,6958,L1,CUS14868
CARD00397,2024-11-09,82,L3,CUS47524
CARD00398,2020-08-16,2277,L1,CUS35373
CARD00399,2020-02-15,8331,L2,CUS16247
CARD00400,2022-03-02,1552,L1,CUS29467
CARD00401,2022-09-19,8700,L2,CUS11178
CARD00402,2021-03-09,8705,L2,CUS31163
CARD00403,2022-09-07,8081,L1,CUS77374
CARD00404,2021-11-02,8402,L2,CUS04136
CARD00405,2022-08-15,8485,L1,CUS27534
CARD00406,2024-05-23,9691,L2,CUS58391
CARD00407,2023-05-13,7764,L3,CUS52845
CARD00408,2020-04-22,1585,L1,CUS19618
CARD00409,2023-12-27,3367,L1,CUS45375
CARD00410,2023-11-06,4075,L3,CUS32031
CARD00411,2022-05-28,7206,L1,CUS36573
CARD00412,2024-05-20,301,L2,CUS48673
CARD00413,2022-05-31,6142,L2,CUS54215
CARD00414,2022-01-28,3033,L1,CUS57682
CARD00415,2021-11-23,7603,L3,CUS65744
CARD00416,2022-12-01,7474,L1,CUS28758
CARD00417,2023-10-15,2800,L2,CUS14465
CARD00418,2022-07-12,2210,L3,CUS60091
CARD00419,2020-06-06,9193,L1,CUS76942
CARD00420,2021-05-28,9105,L2,CUS53334
CARD00421,2022-09-19,3069,L1,CUS30443
CARD00422,2021-07-24,1503,L1,CUS50357
CARD00423,2023-12-18,7565,L1,CUS27123
CARD00424,2021-01-24,1758,L2,CUS30268
CARD00425,2024-05-01,6123,L3,CUS18789
CARD00426,2023-12-26,6923,L3,CUS03245
CARD00427,2020-07-23,6408,L3,CUS61748
CARD00428,2023-05-02,1165,L1,CUS32864
CARD00429,2021-12-28,7716,L1,CUS12937
CARD00430,2022-09-02,6521,L3,CUS45357
CARD00431,2022-10-06,2134,L1,CUS65207
CARD00432,2021-04-03,1685,L3,CUS12758
CARD00433,2023-07-11,1097,L2,CUS01677
CARD00434,2020-10-13,1752,L1,CUS46237
CARD00435,2020-08-28,3380,L2,CUS35083
CARD00436,2021-02-21,4435,L3,CUS22588
CARD00437,2020-03-19,681,L2,CUS43870
CARD00438,2023-04-22,8992,L1,CUS61244
CARD00439,2021-06-06,2366,L2,CUS25397
CARD00440,2022-10-04,2529,L1,CUS66450
CARD00441,2023-05-13,6389,L2,CUS69269
CARD00442,2022-07-17,6863,L3,CUS71027
CARD00443,2024-04-10,7882,L2,CUS22874
CARD00444,2020-03-15,4988,L2,CUS20193
CARD00445,2024-10-19,9728,L2,CUS55507
CARD00446,2022-06-01,2514,L2,CUS47904
CARD00447,2022-06-03,7524,L1,CUS58360
CARD00448,2020-08-06,9348,L3,CUS29910
CARD00449,2024-08-18,717,L2,CUS04442
CARD00450,2021-02-03,7833,L2,CUS65167
CARD00451,2022-06-28,1008,L1,CUS44702
CARD00452,2020-02-03,7863,L1,CUS70858
CARD00453,2020-03-18,4378,L2,CUS10817
CARD00454,2021-07-24,8665,L3,CUS39718
CARD00455,2022-04-20,3633,L1,CUS70612
CARD00456,2023-04-17,355,L3,CUS49657
CARD00457,2022-09-02,720,L1,CUS20611
CARD00458,2022-02-01,4181,L1,CUS21298
CARD00459,2021-04-20,9636,L3,CUS12755
CARD00460,2022-09-02,4051,L1,CUS30044
CARD00461,2024-03-11,3346,L2,CUS05879
CARD00462,2020-10-30,5770,L2,CUS78767
CARD00463,2022-06-27,4396,L1,CUS64647
CARD00464,2024-02-16,8003,L1,CUS54247
CARD00465,2020-03-01,7565,L3,CUS65121
CARD00466,2022-05-18,539,L1,CUS23575
CARD00467,2021-06-28,8420,L1,CUS45209
CARD00468,2024-03-08,9247,L3,CUS37804
CARD00469,2020-06-21,3695,L1,CUS05154
CARD00470,2024-07-09,4337,L2,CUS36673
CARD00471,2024-02-28,2399,L2,CUS56419
CARD00472,2021-05-07,8180,L3,CUS73052
CARD00473,2020-07-11,4418,L2,CUS74311
CARD00474,2024-07-26,1200,L1,CUS63623
CARD00475,2020-11-26,8633,L2,CUS79332
CARD00476,2024-07-31,4778,L1,CUS36450
CARD00477,2020-06-03,2077,L2,CUS58424
CARD00478,2024-08-12,9404,L2,CUS04847
CARD00479,2021-08-29,8175,L2,CUS62010
CARD00480,2023-10-16,9856,L2,CUS24863
CARD00481,2020-03-30,8303,L1,CUS61114
CARD00482,2021-07-18,2406,L2,CUS11448
CARD00483,2022-12-27,1339,L1,CUS39490
CARD00484,2021-04-17,4964,L1,CUS63716
CARD00485,2021-01-23,6306,L3,CUS10823
CARD00486,2020-06-01,2422,L2,CUS27653
CARD00487,2021-09-15,4593,L2,CUS50681
CARD00488,2020-07-15,5220,L1,CUS45819
CARD00489,2023-03-02,165,L1,CUS01374
CARD00490,2021-03-10,1770,L2,CUS59653
CARD00491,2024-09-30,468,L2,CUS70741
CARD00492,2022-02-12,7125,L3,CUS35689
CARD00493,2020-03-11,8766,L3,CUS02521
CARD00494,2020-12-11,1050,L1,CUS00546
CARD00495,2022-04-23,20,L1,CUS76234
CARD00496,2024-09-15,601,L1,CUS73566
CARD00497,2024-08-14,8404,L3,CUS63793
CARD00498,2020-04-30,4910,L2,CUS69619
CARD00499,2021-03-01,2043,L2,CUS63268
CARD00500,2020-08-28,8815,L1,CUS70574
CARD00501,2022-06-20,5161,L2,CUS73537
CARD00502,2021-03-02,4599,L2,CUS79617
CARD00503,2023-04-03,8511,L1,CUS50075
CARD00504,2020-02-18,7352,L1,CUS48895
CARD00505,2024-03-23,2840,L1,CUS25533
CARD00506,2024-11-21,2851,L1,CUS70080
CARD00507,2021-06-07,175,L1,CUS24786
CARD00508,2022-10-02,7794,L3,CUS02017
CARD00509,2024-04-11,9408,L2,CUS65571
CARD00510,2020-03-10,7332,L1,CUS26312
CARD00511,2020-04-04,7241,L1,CUS36992
CARD00512,2021-11-28,4584,L1,CUS51974
CARD00513,2023-05-16,2992,L2,CUS08106
CARD00514,2021-01-27,9759,L1,CUS23663
CARD00515,2022-10-24,7671,L2,CUS49064
CARD00516,2022-06-07,3969,L2,CUS40355
CARD00517,2020-08-21,9715,L3,CUS43715
CARD00518,2024-05-06,5735,L2,CUS25313
CARD00519,2022-10-02,5608,L2,CUS45841
CARD00520,2022-03-30,4456,L3,CUS16939
CARD00521,2023-02-10,9895,L1,CUS05298
CARD00522,2020-12-09,9000,L3,CUS56477
CARD00523,2024-10-22,3543,L3,CUS07404
CARD00524,2023-02-02,2254,L2,CUS66015
CARD00525,2020-09-14,7264,L2,CUS68432
CARD00526,2024-05-17,2167,L2,CUS62461
CARD00527,2021-03-01,6640,L2,CUS59723
CARD00528,2024-04-20,5683,L3,CUS44310
CARD00529,2024-03-02,5020,L1,CUS66035
CARD00530,2024-12-26,5770,L1,CUS42046
CARD00531,2024-05-01,5882,L2,CUS58368
CARD00532,2022-03-16,9616,L3,CUS43329
CARD00533,2020-01-28,5871,L2,CUS37346
CARD00534,2024-06-15,3644,L1,CUS12144
CARD00535,2022-08-25,6730,L2,CUS72601
CARD00536,2023-12-16,9256,L1,CUS66033
CARD00537,2023-11-20,1047,L1,CUS34084
CARD00538,2024-04-19,269,L2,CUS38190
CARD00539,2022-03-09,6217,L3,CUS38109
CARD00540,2022-12-07,3995,L3,CUS49851
CARD00541,2020-02-23,7914,L1,CUS67107
CARD00542,2023-08-24,6800,L3,CUS74225
CARD00543,2020-06-09,1488,L1,CUS23462
CARD00544,2021-12-14,4581,L3,CUS70715
CARD00545,2022-05-21,6309,L3,CUS51842
CARD00546,2020-09-02,8478,L3,CUS69148
CARD00547,2024-09-14,3415,L2,CUS58755
CARD00548,2020-11-17,5038,L2,CUS24623
CARD00549,2020-05-13,2004,L3,CUS77639
CARD00550,2022-05-18,4976,L2,CUS77374
CARD00551,2023-03-27,2400,L3,CUS35589
CARD00552,2022-12-12,8211,L1,CUS03042
CARD00553,2023-10-14,9748,L1,CUS69066
CARD00554,2022-10-14,1060,L1,CUS04416
CARD00555,2021-12-14,6624,L3,CUS58183
CARD00556,2021-08-09,3878,L2,CUS15601
CARD00557,2024-09-05,4610,L2,CUS40362
CARD00558,2023-04-30,5253,L3,CUS41279
CARD00559,2020-08-11,2016,L3,CUS32847
