BranchID,EmployeeID,StartDate,EndDate
B010,E0337,2023-05-02,2024-03-10
B005,E0133,2022-07-03,2022-08-26
B007,E0189,2022-05-20,2023-05-15
B005,E0357,2023-11-07,2024-05-23
B005,E0253,2020-03-10,2021-03-01
B005,E0073,2021-08-28,2022-06-10
B002,E0437,2020-04-02,2020-07-09
B007,E0359,2021-07-23,2021-11-06
B002,E0038,2022-09-08,2022-11-14
B008,E0073,2021-11-04,2022-04-10
B004,E0062,2023-07-28,2023-12-19
B008,E0125,2023-07-04,2024-03-19
B005,E0142,2021-04-02,2021-06-02
B010,E0021,2023-10-24,2024-02-16
B002,E0357,2022-10-24,2023-03-20
B003,E0130,2022-02-05,2022-11-23
B001,E0430,2022-06-13,2022-10-16
B009,E0393,2023-08-12,2024-02-24
B009,E0379,2021-09-25,2022-03-21
B010,E0156,2023-05-09,2024-01-04
B002,E0325,2023-02-07,2023-05-02
B005,E0289,2023-08-16,2024-05-02
B007,E0375,2021-12-14,2022-05-06
B001,E0192,2021-05-02,2022-03-03
B007,E0173,2021-03-13,2022-01-04
B004,E0324,2020-05-02,2020-07-06
B001,E0144,2023-06-30,2023-09-22
B009,E0363,2020-03-13,2020-11-28
B007,E0264,2022-07-30,2023-03-06
B008,E0112,2023-05-24,2023-12-17
B002,E0427,2020-01-12,2020-09-04
B004,E0165,2022-04-19,2022-10-06
B001,E0132,2023-10-16,2024-05-30
B010,E0296,2021-12-30,2022-01-29
B008,E0080,2021-11-29,2022-08-29
B002,E0022,2023-06-23,2023-11-22
B008,E0274,2021-04-30,2021-12-23
B007,E0307,2020-04-16,2021-02-26
B010,E0442,2022-09-30,2023-04-02
B010,E0116,2022-09-22,2023-08-14
B003,E0209,2023-11-10,2024-01-06
B001,E0428,2022-02-18,2022-12-07
B003,E0093,2023-07-14,2023-08-27
B002,E0109,2022-01-31,2022-10-05
B008,E0132,2022-05-14,2023-01-15
B009,E0223,2020-03-24,2020-05-13
B010,E0236,2021-06-02,2022-02-02
B009,E0194,2021-02-02,2021-10-22
B006,E0136,2022-09-26,2023-08-03
B010,E0239,2020-01-12,2020-03-12
B006,E0010,2022-12-21,2023-10-03
B004,E0153,2022-10-23,2023-03-28
B002,E0302,2021-08-03,2021-09-24
B008,E0499,2023-10-07,2023-12-27
B001,E0431,2021-08-21,2021-11-17
B009,E0279,2022-12-05,2023-08-10
B010,E0431,2023-08-22,2023-12-30
B007,E0174,2020-11-07,2021-09-04
B009,E0366,2022-01-09,2022-08-18
B006,E0327,2020-01-31,2020-05-02
B008,E0207,2020-02-04,2020-09-11
B001,E0265,2022-03-08,2022-07-14
B005,E0146,2022-04-14,2023-03-17
B008,E0091,2020-05-25,2020-08-17
B008,E0318,2023-07-15,2024-05-10
B002,E0291,2020-04-07,2021-01-04
B006,E0168,2022-01-08,2022-11-22
B009,E0425,2023-04-20,2023-09-12
B009,E0346,2020-02-16,2020-08-06
B001,E0441,2023-06-17,2023-11-23
B001,E0253,2023-03-20,2023-11-10
B002,E0132,2021-09-16,2021-10-26
B005,E0375,2021-04-18,2021-10-05
B005,E0389,2023-11-18,2024-04-25
B005,E0001,2020-08-24,2021-04-10
B010,E0134,2022-11-25,2023-03-12
B002,E0243,2021-06-04,2022-01-28
B009,E0300,2022-09-24,2022-11-13
B005,E0069,2022-09-15,2023-06-29
B010,E0453,2023-04-11,2023-07-26
B010,E0252,2020-10-24,2021-07-05
B004,E0130,2023-07-29,2023-12-31
B007,E0016,2022-01-20,2022-11-01
B001,E0338,2023-10-05,2024-08-25
B006,E0003,2023-09-14,2024-08-15
B003,E0169,2022-09-17,2022-11-13
B008,E0500,2022-07-31,2023-03-11
B008,E0472,2020-07-14,2021-01-13
B004,E0088,2021-06-02,2021-09-15
B004,E0321,2022-08-03,2023-06-22
B004,E0159,2020-05-04,2021-01-13
B008,E0406,2022-06-10,2023-01-25
B007,E0440,2020-09-26,2020-12-18
B003,E0315,2023-05-25,2024-04-05
B004,E0209,2021-06-22,2021-08-10
B007,E0106,2023-06-30,2023-11-20
B009,E0232,2021-11-23,2022-09-05
B006,E0417,2022-12-25,2023-06-26
B002,E0346,2021-06-02,2022-04-30
B010,E0430,2021-11-18,2022-07-04
B002,E0062,2023-11-14,2024-04-19
B001,E0046,2023-12-08,2024-04-08
B008,E0451,2020-05-31,2020-08-30
B005,E0294,2023-07-15,2023-11-05
B005,E0242,2023-01-17,2023-09-21
B010,E0430,2023-08-07,2023-09-16
B002,E0313,2020-12-07,2021-09-10
B005,E0482,2020-04-17,2020-06-21
B003,E0372,2020-09-08,2021-07-15
B006,E0500,2020-03-20,2020-11-09
B007,E0255,2020-07-06,2021-02-04
B005,E0223,2022-03-31,2022-12-04
B007,E0002,2022-07-01,2022-09-20
B005,E0416,2023-03-11,2024-01-31
B009,E0183,2020-07-13,2021-06-12
B007,E0197,2020-09-07,2021-04-25
B007,E0311,2023-03-22,2024-02-29
B009,E0092,2022-06-19,2023-02-09
B001,E0398,2021-12-29,2022-10-26
B007,E0090,2023-08-07,2024-02-10
B002,E0024,2023-02-04,2024-02-01
B008,E0065,2021-08-07,2022-04-29
B010,E0454,2021-12-23,2022-11-01
B004,E0487,2020-04-30,2020-06-24
B001,E0331,2023-07-09,2024-01-07
B008,E0325,2022-08-08,2023-02-05
B005,E0279,2020-01-29,2020-05-11
B001,E0413,2021-09-20,2022-05-16
B005,E0364,2023-10-06,2024-05-25
B009,E0089,2020-02-03,2020-09-15
B002,E0109,2022-11-13,2023-02-24
B003,E0379,2023-02-07,2023-12-29
B008,E0085,2020-03-02,2020-06-06
B007,E0055,2022-09-17,2022-11-29
B006,E0137,2021-05-21,2022-04-01
B001,E0323,2020-03-26,2020-07-28
B004,E0434,2021-10-06,2022-07-24
B006,E0124,2023-05-17,2023-09-29
B001,E0431,2021-10-31,2022-06-24
B006,E0028,2023-03-12,2023-05-02
B001,E0145,2022-02-27,2022-12-27
B003,E0029,2023-01-08,2023-09-28
B004,E0196,2020-08-06,2021-08-04
B007,E0057,2022-03-09,2022-07-27
B007,E0113,2022-05-29,2022-11-26
B009,E0270,2021-11-01,2022-09-07
B009,E0408,2023-09-12,2024-05-03
B008,E0326,2020-05-26,2021-05-18
B008,E0479,2020-10-14,2021-05-06
B005,E0298,2022-10-03,2023-09-12
B008,E0439,2022-03-05,2022-04-24
B001,E0306,2022-09-22,2023-05-18
B005,E0355,2023-12-06,2024-06-16
B009,E0152,2022-01-16,2022-09-30
B008,E0389,2020-09-21,2021-07-12
B004,E0203,2020-04-09,2020-12-10
B010,E0173,2023-02-15,2024-01-21
B009,E0354,2022-12-25,2023-06-04
B008,E0145,2020-12-16,2021-10-29
B008,E0451,2023-07-03,2023-10-17
B007,E0401,2023-12-24,2024-02-07
B009,E0083,2021-09-07,2022-04-19
B010,E0073,2021-06-24,2021-11-01
B006,E0298,2020-10-01,2020-11-14
B004,E0317,2020-12-18,2021-07-20
B002,E0217,2022-05-15,2022-06-21
B001,E0353,2021-01-20,2022-01-12
B005,E0057,2023-06-19,2024-01-11
B006,E0488,2020-06-01,2020-07-03
B006,E0330,2023-12-21,2024-03-18
B007,E0061,2020-04-06,2021-03-06
B008,E0089,2020-06-27,2021-04-13
B006,E0225,2023-08-16,2024-06-10
B007,E0228,2020-12-03,2021-05-07
B008,E0289,2020-06-22,2020-09-28
B007,E0372,2021-08-03,2022-07-05
B007,E0482,2020-03-12,2020-11-21
B007,E0158,2021-03-03,2021-08-13
B006,E0376,2022-04-15,2022-06-17
B004,E0141,2021-02-03,2021-04-15
B002,E0158,2020-02-14,2020-12-16
B010,E0124,2021-11-16,2022-04-21
B001,E0175,2020-04-06,2020-05-12
B007,E0199,2022-06-06,2023-02-01
B007,E0302,2021-03-23,2021-11-29
B004,E0317,2022-12-19,2023-06-10
B010,E0151,2022-02-08,2022-05-10
B003,E0377,2020-09-21,2021-03-02
B002,E0131,2023-12-27,2024-04-26
B002,E0376,2022-07-09,2023-07-06
B006,E0424,2022-12-03,2023-01-26
B008,E0073,2021-10-20,2021-12-12
B008,E0358,2023-10-12,2024-09-30
B009,E0464,2023-10-07,2024-03-10
B009,E0468,2023-01-14,2023-09-16
B004,E0492,2021-04-24,2022-01-14
B003,E0301,2022-04-14,2022-10-05
B002,E0345,2023-11-04,2024-05-17
B008,E0258,2023-09-29,2024-06-12
B006,E0219,2022-01-17,2022-07-16
B002,E0380,2020-08-02,2021-05-21
B004,E0460,2023-10-31,2024-06-15
B006,E0271,2020-08-09,2021-06-24
B001,E0240,2022-04-03,2022-12-04
B008,E0056,2023-09-11,2024-02-18
B009,E0345,2021-09-27,2022-05-09
B005,E0166,2021-08-25,2022-04-08
B008,E0264,2021-03-10,2021-08-31
B001,E0158,2020-04-09,2021-03-26
B001,E0463,2020-02-28,2020-09-15
B006,E0354,2023-05-24,2023-10-19
B003,E0411,2023-02-24,2023-12-17
B003,E0049,2022-10-29,2023-01-28
B008,E0020,2022-09-28,2023-01-27
B010,E0159,2021-03-02,2021-12-16
B005,E0472,2021-03-16,2022-02-24
B010,E0099,2023-12-07,2024-04-04
B005,E0381,2020-09-21,2021-01-14
B003,E0032,2023-01-02,2023-11-25
B009,E0199,2021-02-23,2022-01-30
B006,E0021,2021-09-03,2022-04-17
B007,E0297,2021-11-02,2022-07-22
B004,E0227,2022-05-19,2023-03-31
B009,E0203,2023-06-17,2024-04-24
B007,E0352,2021-02-26,2021-12-06
B007,E0095,2023-10-30,2024-02-13
B002,E0112,2020-04-11,2021-01-13
B009,E0061,2021-01-30,2021-08-16
B004,E0075,2021-10-22,2022-06-24
B004,E0007,2023-04-01,2023-08-27
B003,E0189,2022-02-13,2022-09-20
B005,E0479,2021-04-11,2022-02-28
B008,E0487,2023-11-12,2024-01-21
B006,E0347,2022-03-26,2023-02-23
B005,E0031,2021-06-15,2021-08-22
B007,E0079,2023-06-08,2024-02-12
B004,E0026,2021-03-29,2021-07-05
B010,E0044,2020-12-12,2021-02-04
B008,E0360,2022-03-03,2022-06-25
B005,E0453,2021-10-24,2022-05-19
B009,E0220,2021-08-20,2021-12-07
B009,E0451,2020-09-25,2020-12-08
B003,E0459,2022-05-12,2023-01-20
B004,E0092,2020-05-15,2020-12-07
B008,E0116,2023-04-09,2023-09-05
B006,E0376,2021-10-14,2021-11-29
B009,E0392,2022-06-13,2023-05-12
B004,E0138,2023-09-14,2024-07-16
B004,E0359,2023-08-25,2024-02-22
B005,E0167,2020-01-05,2020-03-23
B007,E0184,2020-09-16,2021-02-26
B010,E0113,2021-03-26,2021-10-27
B005,E0026,2021-06-06,2021-09-09
B001,E0495,2022-05-21,2022-10-12
B003,E0187,2023-10-24,2024-08-22
B010,E0237,2020-08-27,2021-02-03
B005,E0445,2021-06-08,2022-02-17
B005,E0236,2023-04-27,2023-07-19
B003,E0260,2022-04-17,2022-11-12
B004,E0286,2020-03-19,2021-01-18
B009,E0196,2023-08-22,2024-03-23
B006,E0302,2022-03-08,2022-11-12
B001,E0283,2023-12-31,2024-03-08
B004,E0349,2020-10-29,2021-08-13
B007,E0197,2020-05-02,2020-10-12
B005,E0030,2021-12-18,2022-07-12
B001,E0314,2022-03-28,2022-12-21
B002,E0282,2023-08-12,2023-12-07
B002,E0049,2022-08-02,2023-03-21
B007,E0234,2023-08-04,2023-10-18
B006,E0014,2022-01-05,2022-05-26
B006,E0416,2023-11-16,2024-06-03
B002,E0314,2021-07-12,2022-07-02
B006,E0087,2023-10-23,2024-07-03
B002,E0457,2023-07-11,2024-04-12
B010,E0498,2023-09-21,2024-01-12
B007,E0420,2022-11-23,2023-09-24
B005,E0123,2022-05-08,2023-01-26
B009,E0274,2020-07-13,2021-04-17
B005,E0485,2022-02-10,2022-09-07
B006,E0470,2021-09-16,2022-04-03
B006,E0379,2020-10-11,2021-02-05
B005,E0484,2023-01-20,2023-03-24
B002,E0014,2022-02-20,2022-09-02
B008,E0315,2021-11-16,2022-07-25
B003,E0117,2020-02-29,2020-05-28
B006,E0125,2020-05-14,2020-12-29
B004,E0061,2021-02-01,2022-01-29
B008,E0115,2022-03-27,2022-07-06
B008,E0390,2022-08-05,2023-02-20
B010,E0249,2022-03-03,2023-01-25
B009,E0133,2020-09-09,2020-11-30
B001,E0213,2023-01-20,2023-06-11
B009,E0195,2022-05-26,2022-08-31
B006,E0339,2020-11-18,2021-02-24
B010,E0486,2022-01-18,2022-05-04
B010,E0110,2023-06-18,2023-08-10
B003,E0249,2023-10-09,2024-08-13
B002,E0285,2023-12-20,2024-11-13
B001,E0441,2023-04-14,2023-09-10
B010,E0221,2023-01-07,2023-03-27
B010,E0291,2021-11-27,2022-05-28
B007,E0158,2021-05-24,2022-02-14
B002,E0352,2021-08-17,2021-10-17
B004,E0037,2020-02-19,2020-09-27
B003,E0108,2021-08-06,2022-02-11
B003,E0163,2020-01-02,2020-05-27
B005,E0156,2022-06-18,2022-08-08
B010,E0145,2021-11-26,2022-11-25
B002,E0407,2021-02-22,2021-03-27
B009,E0048,2022-03-15,2023-01-15
B006,E0072,2020-06-16,2020-10-27
B007,E0034,2023-12-13,2024-10-29
B002,E0116,2022-05-17,2023-03-13
B010,E0214,2021-08-21,2022-05-19
B008,E0395,2022-08-15,2023-04-04
B007,E0137,2020-07-28,2020-08-27
B007,E0456,2020-02-03,2020-03-21
B010,E0077,2020-09-12,2020-11-22
B005,E0374,2021-11-05,2022-09-22
B002,E0481,2022-11-28,2023-05-19
B005,E0168,2021-11-30,2022-01-09
B005,E0182,2020-04-08,2021-02-26
B008,E0148,2020-09-30,2021-09-06
B004,E0304,2021-04-14,2021-10-25
B007,E0492,2023-01-06,2023-02-20
B004,E0417,2022-06-17,2023-05-18
B007,E0101,2022-07-08,2023-03-15
B003,E0214,2020-08-15,2020-09-23
B002,E0040,2020-02-13,2020-05-15
B002,E0101,2022-09-27,2023-06-06
B009,E0192,2021-08-04,2022-04-05
B009,E0095,2023-03-31,2024-01-22
B010,E0247,2023-04-12,2024-03-29
B009,E0331,2023-01-14,2023-03-16
B005,E0420,2020-03-30,2021-01-13
B008,E0086,2022-04-28,2023-01-17
B009,E0335,2020-03-21,2020-06-14
B002,E0099,2022-12-30,2023-09-04
B002,E0429,2022-04-22,2023-02-28
B001,E0138,2023-05-31,2024-04-22
B006,E0249,2021-10-13,2022-05-31
B001,E0412,2023-08-28,2024-06-27
B005,E0404,2020-09-27,2021-06-16
B006,E0242,2020-02-05,2021-02-04
B003,E0441,2023-03-29,2023-06-29
B003,E0217,2020-04-06,2020-05-06
B005,E0046,2022-03-12,2022-09-26
B008,E0185,2023-06-23,2023-12-24
B001,E0338,2023-06-11,2024-01-04
B007,E0060,2021-07-16,2021-09-21
B001,E0052,2020-07-11,2021-01-03
B001,E0474,2022-06-07,2023-02-27
B001,E0030,2020-05-31,2020-10-11
B002,E0128,2020-11-21,2021-03-07
B007,E0372,2023-06-10,2024-05-15
B009,E0350,2021-01-16,2021-12-06
B002,E0198,2021-11-15,2022-10-31
B004,E0021,2021-02-01,2021-08-09
B001,E0187,2022-03-03,2022-08-25
B006,E0442,2023-08-01,2024-04-24
B007,E0312,2021-11-15,2022-06-09
B008,E0353,2021-01-30,2021-04-13
B009,E0132,2022-04-24,2022-12-12
B008,E0500,2022-02-09,2022-12-16
B003,E0075,2023-11-17,2024-03-08
B002,E0162,2020-12-17,2021-09-28
B010,E0107,2022-05-02,2022-06-03
B001,E0176,2023-11-20,2024-11-18
B005,E0122,2020-04-16,2020-08-25
B006,E0170,2021-09-26,2022-08-04
B004,E0101,2023-07-25,2024-04-23
B010,E0141,2023-04-24,2023-12-20
B003,E0313,2020-04-13,2020-12-02
B002,E0020,2020-11-10,2020-12-22
B005,E0158,2020-06-02,2020-09-13
B005,E0155,2023-11-17,2024-05-03
B006,E0156,2020-10-27,2021-01-06
B002,E0089,2020-04-02,2020-06-01
B007,E0287,2020-06-03,2020-09-17
B003,E0204,2023-02-27,2023-08-29
B006,E0292,2021-10-30,2022-10-20
B005,E0271,2023-07-14,2024-02-19
B005,E0362,2022-03-09,2022-10-28
B002,E0392,2020-03-23,2020-05-17
B007,E0122,2020-08-13,2021-01-13
B006,E0256,2021-04-20,2022-01-30
B009,E0218,2021-09-19,2021-10-21
B010,E0418,2021-09-30,2022-06-11
B010,E0094,2023-06-11,2024-05-04
B010,E0401,2022-12-24,2023-06-28
B008,E0163,2021-07-07,2021-12-31
B003,E0208,2022-09-20,2023-02-01
B005,E0385,2021-07-06,2021-08-16
B008,E0445,2023-12-24,2024-02-08
B009,E0295,2021-07-25,2022-05-11
B007,E0011,2023-03-30,2024-02-12
B009,E0041,2022-07-12,2022-12-29
B002,E0329,2020-12-11,2021-05-05
B002,E0361,2021-11-30,2022-05-28
B003,E0186,2022-10-19,2023-10-18
B005,E0276,2023-05-22,2023-08-29
B004,E0470,2021-07-08,2022-03-28
B009,E0239,2020-03-11,2021-01-30
B003,E0196,2020-02-05,2020-10-14
B007,E0107,2020-05-14,2020-12-28
B008,E0018,2020-06-09,2020-12-30
B004,E0185,2020-10-25,2021-05-30
B004,E0234,2023-09-19,2024-05-31
B006,E0482,2022-12-31,2023-05-19
B008,E0250,2022-04-12,2022-08-02
B001,E0178,2021-12-27,2022-03-29
B010,E0435,2021-04-24,2022-04-15
B003,E0198,2023-05-04,2023-12-20
B010,E0088,2022-02-25,2023-02-17
B010,E0172,2023-04-02,2024-01-11
B006,E0411,2021-03-04,2021-04-24
B001,E0189,2020-01-20,2020-03-13
B003,E0170,2020-09-22,2021-07-30
B010,E0067,2021-01-13,2021-09-21
B006,E0388,2020-03-23,2020-12-22
B010,E0355,2021-04-14,2021-06-04
B002,E0176,2020-06-04,2020-09-20
B004,E0283,2023-04-22,2023-10-13
B007,E0452,2022-05-25,2022-11-28
B005,E0021,2022-04-19,2022-12-02
B009,E0481,2023-07-27,2023-10-12
B009,E0399,2021-02-02,2021-09-11
B007,E0202,2022-06-01,2023-01-17
B007,E0477,2022-07-18,2023-04-29
B008,E0231,2023-01-12,2023-10-29
B005,E0251,2023-07-04,2024-02-09
B009,E0270,2021-10-04,2022-06-16
B010,E0102,2022-08-25,2023-06-05
B010,E0023,2021-01-26,2021-11-17
B007,E0198,2022-04-19,2023-03-05
B007,E0330,2020-06-21,2020-09-25
B003,E0465,2021-12-18,2022-05-01
B002,E0327,2021-04-13,2021-09-06
B001,E0239,2020-08-17,2021-06-12
B007,E0119,2021-11-07,2022-05-29
B008,E0446,2020-10-05,2021-01-01
B006,E0110,2022-05-31,2022-08-20
B009,E0274,2021-09-09,2022-07-09
B001,E0046,2021-12-10,2022-01-23
B003,E0228,2023-03-04,2024-01-24
B010,E0335,2020-10-10,2021-05-16
B008,E0232,2021-06-14,2022-01-29
B001,E0133,2022-05-17,2022-09-28
B008,E0069,2023-02-15,2023-04-24
B009,E0264,2023-06-01,2024-05-14
B006,E0074,2021-10-07,2022-09-05
B002,E0410,2023-10-18,2024-09-24
B008,E0278,2022-04-27,2023-01-09
B009,E0291,2022-04-22,2023-03-02
B001,E0211,2023-03-03,2023-06-02
B007,E0494,2023-01-27,2023-10-22
B002,E0016,2022-04-25,2022-06-24
B009,E0074,2023-01-12,2023-11-28
B002,E0184,2022-06-16,2022-09-14
B004,E0109,2022-05-28,2023-04-11
B005,E0444,2022-01-08,2022-10-14
B008,E0446,2022-06-24,2023-01-07
B005,E0403,2022-10-03,2023-05-15
B005,E0137,2020-12-20,2021-05-06
B006,E0271,2021-11-10,2022-01-07
B004,E0033,2022-10-17,2023-04-28
B003,E0369,2021-05-27,2022-01-17
B006,E0092,2022-11-06,2023-09-06
B010,E0348,2023-05-16,2023-12-05
B001,E0372,2021-02-13,2021-12-11
B001,E0242,2020-05-01,2021-04-07
B002,E0272,2023-08-16,2023-12-02
B009,E0156,2023-05-14,2024-05-07
B002,E0104,2023-05-31,2023-10-24
B003,E0153,2023-01-05,2023-02-24
B009,E0386,2021-02-13,2021-06-22
B005,E0116,2023-09-22,2024-03-09
B003,E0481,2023-07-15,2023-09-17
B002,E0267,2023-09-13,2024-04-04
B005,E0330,2022-06-23,2023-03-15
B002,E0229,2020-09-06,2020-12-01
B002,E0323,2020-07-29,2020-11-16
B001,E0393,2022-05-07,2022-08-12
B006,E0372,2021-01-20,2021-05-10
B002,E0373,2023-06-23,2023-08-20
B005,E0022,2022-04-30,2023-01-28
B004,E0475,2021-09-01,2022-05-20
B007,E0143,2021-08-25,2022-06-30
B001,E0119,2021-01-26,2021-10-28
B007,E0277,2020-01-04,2020-09-10
B002,E0220,2020-05-28,2020-07-07
B007,E0098,2021-10-19,2022-10-07
B004,E0214,2023-01-06,2023-07-14
B004,E0052,2021-04-10,2022-04-01
B003,E0165,2021-02-15,2021-04-10
B005,E0069,2023-04-02,2023-06-29
B003,E0144,2020-06-23,2021-02-04
B003,E0271,2020-10-11,2021-08-05
B005,E0418,2023-04-30,2023-11-06
B010,E0491,2021-09-10,2022-06-09
B006,E0190,2023-08-19,2023-10-09
B003,E0416,2020-02-18,2020-06-19
B003,E0279,2020-04-27,2020-06-15
B004,E0428,2023-07-04,2023-11-08
B010,E0427,2020-04-27,2020-09-24
B008,E0364,2022-07-31,2023-02-03
B007,E0146,2021-09-29,2022-06-14
B009,E0037,2021-10-24,2021-11-23
B003,E0070,2023-11-27,2024-10-20
B006,E0286,2020-04-14,2020-10-19
B002,E0304,2021-10-11,2022-01-29
B009,E0033,2021-11-01,2022-04-11
B001,E0252,2022-08-30,2022-10-28
B008,E0410,2021-06-07,2021-09-03
B005,E0072,2023-05-16,2023-07-09
B006,E0258,2023-07-17,2024-04-15
B009,E0173,2022-10-28,2023-10-04
B001,E0178,2022-04-07,2023-03-24
B004,E0032,2023-03-18,2023-08-04
B006,E0385,2021-09-19,2022-02-21
B009,E0098,2023-01-17,2023-07-12
B004,E0132,2020-01-20,2020-10-19
B007,E0092,2022-06-07,2022-12-11
B010,E0486,2022-02-14,2022-05-05
B002,E0262,2021-10-06,2022-04-19
B009,E0022,2023-12-17,2024-04-30
B005,E0266,2023-07-06,2023-11-04
B009,E0251,2022-01-23,2022-09-29
B003,E0239,2021-08-23,2021-10-12
B007,E0285,2021-10-06,2022-02-16
B008,E0025,2022-08-28,2023-01-14
B003,E0291,2021-06-08,2021-09-03
B006,E0384,2021-11-14,2021-12-15
B010,E0096,2021-12-25,2022-12-10
B007,E0224,2023-04-27,2024-02-07
B010,E0342,2020-05-09,2021-02-16
B008,E0454,2020-08-07,2021-02-15
B005,E0012,2023-01-05,2023-12-12
B010,E0019,2022-05-08,2022-06-28
B003,E0246,2020-07-17,2020-11-23
B008,E0201,2022-12-12,2023-06-13
B008,E0139,2023-02-22,2023-10-24
B010,E0185,2020-07-05,2020-12-07
B010,E0037,2023-10-08,2023-12-18
B009,E0476,2022-04-09,2023-03-30
B002,E0138,2023-06-15,2023-08-29
B003,E0436,2022-08-25,2022-09-29
B006,E0161,2021-08-15,2022-02-23
B005,E0335,2023-07-22,2024-04-24
B001,E0241,2023-12-27,2024-04-19
B007,E0188,2022-07-25,2023-06-05
B010,E0086,2021-11-22,2022-09-08
B001,E0425,2021-06-14,2021-11-11
B007,E0333,2023-12-17,2024-11-04
B002,E0060,2022-03-24,2022-07-02
B005,E0459,2020-11-01,2021-10-27
B002,E0257,2020-05-30,2021-02-11
B008,E0397,2021-04-15,2022-02-26
B003,E0261,2021-05-08,2022-03-27
B009,E0365,2022-10-06,2023-09-20
B010,E0456,2022-01-08,2022-12-17
B003,E0469,2020-02-16,2020-09-30
B004,E0054,2023-02-15,2023-07-23
B004,E0320,2022-09-01,2022-10-06
B008,E0244,2023-05-18,2023-10-04
B001,E0028,2023-10-18,2024-06-30
B001,E0331,2022-01-08,2022-06-16
B005,E0431,2020-08-24,2021-02-21
B005,E0443,2023-12-08,2024-07-04
B007,E0336,2020-01-30,2020-11-04
B004,E0440,2021-04-23,2021-08-23
B009,E0385,2022-07-26,2023-01-09
B009,E0041,2022-04-04,2022-07-12
B002,E0294,2021-07-16,2021-11-11
B007,E0345,2023-03-01,2023-08-22
B002,E0242,2020-08-27,2020-10-10
B009,E0267,2020-05-11,2021-04-23
B008,E0429,2020-05-21,2021-02-01
B003,E0141,2023-01-13,2023-08-24
B010,E0336,2020-11-19,2021-04-06
B006,E0487,2020-04-14,2021-02-15
B007,E0041,2020-12-13,2021-10-18
B006,E0220,2020-01-17,2020-11-27
B001,E0409,2022-08-30,2023-04-18
B004,E0463,2023-12-02,2024-04-14
B001,E0489,2023-03-23,2024-01-11
B002,E0261,2020-10-22,2021-09-21
B002,E0119,2023-06-02,2024-03-10
B001,E0274,2021-08-09,2022-08-05
B001,E0369,2022-09-25,2023-09-14
B010,E0446,2022-06-07,2022-07-15
B002,E0448,2023-09-16,2023-10-23
B010,E0097,2021-06-21,2021-12-13
B001,E0229,2020-02-03,2020-06-24
B009,E0455,2023-05-13,2023-07-09
B003,E0089,2022-06-16,2023-01-22
B008,E0277,2023-06-10,2024-05-30
B007,E0354,2020-07-05,2020-12-14
B007,E0091,2020-05-30,2020-08-02
B009,E0004,2021-06-15,2021-09-23
B004,E0056,2021-11-13,2022-06-24
B009,E0233,2021-06-26,2022-04-06
B005,E0122,2022-07-01,2022-12-05
B009,E0210,2022-05-06,2023-01-16
B004,E0019,2023-03-20,2023-10-07
B010,E0109,2020-04-28,2020-09-21
B002,E0220,2020-11-12,2021-07-30
B010,E0202,2022-11-09,2023-09-23
B008,E0161,2020-03-17,2020-08-11
B009,E0405,2023-10-30,2024-09-23
B002,E0049,2022-05-08,2022-11-19
B003,E0060,2023-01-06,2023-11-15
B002,E0428,2020-04-28,2021-01-15
B008,E0232,2021-06-02,2022-05-26
