MonitorID,SurgeryID,NurseID,CheckTime,Status,Note
MON000032,SRV0116,E0217,2022-09-05 21:10:26,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000033,SRV0095,E0187,2023-01-25 05:44:44,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000034,SRV0102,E0208,2021-02-27 20:14:03,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000035,SRV0067,E0142,2022-04-20 21:42:27,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000036,SRV0147,E0196,2023-11-10 05:55:01,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000037,SRV0056,E0138,2022-01-24 14:06:47,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000038,SRV0181,E0193,2023-09-11 22:37:10,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000039,SRV0165,E0217,2022-03-09 19:20:22,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000040,SRV0010,E0270,2023-05-04 14:53:46,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000041,SRV0092,E0139,2021-03-21 00:09:55,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000042,SRV0105,E0187,2021-01-06 05:05:41,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000043,SRV0181,E0246,2023-05-21 08:13:32,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000044,SRV0152,E0189,2021-04-22 08:40:21,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000045,SRV0141,E0155,2022-07-16 22:30:29,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000046,SRV0009,E0223,2021-09-13 22:28:34,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000047,SRV0102,E0156,2024-07-22 04:42:04,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000048,SRV0095,E0246,2024-08-01 22:00:39,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000049,SRV0039,E0206,2021-06-10 01:36:50,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000050,SRV0095,E0175,2021-04-12 05:12:57,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000051,SRV0029,E0140,2024-11-08 18:35:08,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000052,SRV0188,E0258,2023-01-24 23:09:01,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000053,SRV0129,E0217,2022-02-07 14:13:30,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000054,SRV0132,E0206,2024-05-17 10:06:20,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000055,SRV0054,E0191,2022-11-03 18:31:32,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000056,SRV0092,E0248,2021-02-21 15:14:34,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000057,SRV0080,E0142,2023-10-13 08:56:46,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000058,SRV0186,E0188,2024-01-21 23:39:46,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000059,SRV0023,E0181,2023-09-16 15:36:51,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000060,SRV0102,E0193,2022-11-01 09:33:13,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000061,SRV0056,E0147,2022-05-12 16:23:27,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000062,SRV0132,E0199,2023-08-25 00:35:28,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000063,SRV0175,E0253,2022-07-05 12:15:13,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000064,SRV0028,E0179,2021-10-05 04:38:45,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000065,SRV0177,E0193,2021-11-01 21:08:09,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000066,SRV0141,E0208,2023-08-06 13:36:47,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000067,SRV0020,E0157,2023-11-20 19:41:46,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000068,SRV0009,E0163,2023-04-06 16:59:17,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000069,SRV0177,E0220,2024-08-02 08:41:29,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000070,SRV0116,E0126,2024-01-12 21:53:44,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000071,SRV0025,E0198,2022-12-27 08:15:36,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000072,SRV0012,E0185,2022-03-09 09:10:52,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000073,SRV0053,E0246,2021-12-01 04:59:27,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000074,SRV0105,E0185,2024-03-28 20:32:25,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000075,SRV0025,E0185,2023-03-09 05:12:32,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000076,SRV0023,E0226,2024-01-06 14:35:11,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000077,SRV0129,E0150,2024-06-12 21:20:06,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000078,SRV0107,E0262,2021-12-23 21:33:32,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000079,SRV0039,E0127,2023-04-23 09:05:06,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000080,SRV0092,E0126,2023-05-07 02:35:49,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000081,SRV0132,E0252,2021-10-09 16:07:43,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000082,SRV0105,E0227,2022-05-10 06:26:58,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000083,SRV0175,E0204,2023-02-01 01:39:34,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000084,SRV0155,E0217,2022-06-19 00:56:51,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000085,SRV0177,E0182,2023-04-05 06:29:36,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000086,SRV0165,E0176,2024-04-24 08:59:50,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000087,SRV0086,E0244,2023-06-25 09:46:26,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000088,SRV0026,E0167,2021-06-03 20:46:04,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000089,SRV0181,E0149,2021-06-15 20:51:00,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000090,SRV0147,E0209,2021-03-11 19:16:22,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000091,SRV0060,E0223,2024-04-05 12:55:32,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000092,SRV0095,E0224,2024-06-17 22:37:20,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000093,SRV0199,E0189,2021-07-27 01:12:33,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000094,SRV0085,E0267,2021-09-21 07:13:49,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000095,SRV0129,E0231,2022-02-22 17:51:42,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000096,SRV0021,E0148,2022-07-17 18:10:20,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000097,SRV0080,E0200,2021-09-06 23:58:54,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000098,SRV0043,E0236,2024-04-27 20:25:19,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000099,SRV0129,E0142,2023-11-08 23:23:28,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000100,SRV0054,E0198,2024-08-19 16:21:32,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000101,SRV0181,E0166,2024-10-24 16:12:20,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000102,SRV0021,E0172,2024-03-16 07:12:14,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000103,SRV0175,E0133,2024-05-31 02:15:31,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000104,SRV0010,E0131,2022-01-20 07:37:16,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000105,SRV0039,E0189,2024-12-25 10:07:44,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000106,SRV0010,E0146,2022-08-02 20:46:31,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000107,SRV0107,E0185,2021-12-10 07:04:06,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000108,SRV0020,E0143,2024-05-03 14:45:22,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000109,SRV0188,E0252,2023-09-10 02:33:26,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000110,SRV0086,E0129,2023-04-14 20:13:48,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000111,SRV0058,E0268,2022-08-17 07:35:00,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000112,SRV0029,E0229,2024-01-18 06:53:18,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000113,SRV0175,E0170,2024-04-04 00:35:04,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000114,SRV0102,E0122,2022-11-06 12:08:32,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000115,SRV0102,E0181,2021-11-27 03:20:13,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000116,SRV0009,E0242,2023-12-27 08:38:32,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000117,SRV0021,E0222,2023-02-18 17:37:27,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000118,SRV0085,E0225,2021-01-14 20:58:46,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000119,SRV0181,E0134,2022-07-20 00:27:48,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000120,SRV0102,E0261,2023-08-22 19:49:00,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000121,SRV0023,E0177,2024-03-17 05:45:03,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000122,SRV0036,E0144,2021-05-03 01:34:50,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000123,SRV0199,E0265,2022-05-27 20:47:16,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000124,SRV0056,E0147,2023-05-14 00:16:41,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000125,SRV0053,E0266,2022-11-08 20:32:02,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000126,SRV0095,E0180,2022-11-14 23:10:19,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000127,SRV0054,E0134,2022-05-27 21:04:57,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000128,SRV0043,E0263,2023-06-27 19:53:12,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000129,SRV0191,E0160,2021-07-12 17:27:07,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000130,SRV0181,E0172,2023-01-19 00:37:08,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000131,SRV0199,E0134,2022-02-22 16:24:24,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000132,SRV0023,E0157,2022-05-30 23:28:02,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000133,SRV0036,E0213,2023-04-25 04:07:55,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000134,SRV0092,E0163,2024-10-17 13:33:22,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000135,SRV0141,E0197,2023-05-21 20:27:38,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000136,SRV0095,E0218,2023-01-19 15:54:47,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000137,SRV0043,E0152,2021-08-10 11:11:00,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000138,SRV0175,E0260,2022-09-15 00:44:48,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000139,SRV0095,E0207,2024-07-29 07:18:09,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000140,SRV0105,E0251,2023-09-27 21:27:09,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000141,SRV0102,E0229,2021-01-26 08:55:14,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000142,SRV0095,E0241,2023-10-22 16:11:16,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000143,SRV0009,E0178,2023-01-23 18:05:34,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000144,SRV0141,E0146,2022-05-20 10:27:42,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000145,SRV0025,E0153,2024-01-25 00:00:34,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000146,SRV0025,E0255,2024-06-05 22:30:21,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000147,SRV0010,E0219,2022-11-17 21:37:02,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000148,SRV0009,E0210,2022-06-04 08:16:31,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000149,SRV0102,E0208,2024-11-28 22:52:44,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000150,SRV0039,E0156,2022-12-13 03:02:09,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000151,SRV0080,E0225,2023-07-03 00:54:41,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000152,SRV0188,E0230,2021-07-27 02:56:03,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000153,SRV0165,E0228,2022-06-23 01:33:37,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000154,SRV0155,E0168,2024-09-20 23:50:00,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000155,SRV0105,E0163,2024-06-24 09:19:29,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000156,SRV0147,E0174,2021-04-26 09:51:45,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000157,SRV0056,E0226,2024-05-08 06:11:31,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000158,SRV0010,E0178,2023-12-10 02:17:05,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000159,SRV0085,E0122,2022-10-11 18:07:33,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000160,SRV0026,E0162,2021-10-15 19:43:18,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000161,SRV0183,E0172,2022-10-23 02:43:04,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000162,SRV0080,E0157,2024-09-16 10:20:29,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000163,SRV0191,E0230,2021-10-19 15:37:07,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000164,SRV0009,E0244,2021-09-29 12:52:08,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000165,SRV0115,E0265,2022-05-25 20:16:15,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000166,SRV0092,E0181,2023-10-20 23:11:19,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000167,SRV0026,E0179,2024-06-22 16:25:35,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000168,SRV0080,E0156,2024-10-18 18:29:42,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000169,SRV0086,E0206,2022-11-18 10:37:14,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000170,SRV0115,E0265,2024-12-09 00:52:41,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000171,SRV0092,E0152,2021-07-01 02:49:39,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000172,SRV0009,E0234,2024-06-20 01:10:09,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000173,SRV0086,E0124,2023-01-26 15:08:30,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000174,SRV0085,E0244,2024-08-22 16:48:57,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000175,SRV0198,E0225,2024-01-10 18:48:02,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000176,SRV0028,E0135,2022-06-11 19:12:52,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000177,SRV0181,E0162,2023-12-21 21:06:54,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000178,SRV0043,E0165,2023-07-08 18:13:08,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000179,SRV0058,E0212,2023-11-23 18:13:10,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000180,SRV0053,E0169,2022-01-26 04:56:09,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000181,SRV0023,E0261,2023-09-15 17:23:24,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000182,SRV0067,E0212,2022-05-31 14:38:29,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000183,SRV0165,E0187,2021-03-07 19:35:04,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000184,SRV0056,E0139,2023-01-23 13:36:51,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000185,SRV0036,E0202,2023-08-14 23:54:24,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000186,SRV0080,E0227,2021-01-06 00:32:45,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000187,SRV0141,E0244,2024-06-20 09:14:23,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000188,SRV0186,E0169,2023-11-26 09:36:41,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000189,SRV0102,E0195,2022-08-25 11:53:18,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000190,SRV0175,E0227,2023-04-17 20:02:42,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000191,SRV0188,E0260,2021-08-23 04:08:40,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000192,SRV0095,E0260,2022-04-19 06:54:03,Ổn,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000193,SRV0198,E0126,2022-10-12 16:56:45,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000194,SRV0177,E0250,2022-02-15 00:48:28,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000195,SRV0092,E0155,2024-09-20 20:24:45,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000196,SRV0095,E0185,2024-01-28 09:16:01,Hơi mệt,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
MON000197,SRV0177,E0131,2023-06-12 05:11:58,Cần theo dõi thêm,"Kiểm tra dấu hiệu sinh tồn, tình trạng vết mổ."
