OrderID,CustomerID,SalesPersonID,CreateDate,CreateTime,Status
ORD000103,CUS07239,E0230,2024-10-03,15:00:00,Paid
ORD000104,CUS46453,E0238,2022-07-06,15:00:00,Created
ORD000105,CUS25081,E0484,2024-02-04,19:00:00,Cancelled
ORD000106,CUS45841,E0478,2024-12-11,19:00:00,Paid
ORD000107,CUS77565,E0047,2023-06-02,19:00:00,Paid
ORD000108,CUS59820,E0251,2024-02-27,19:00:00,Created
ORD000109,CUS48191,E0434,2024-01-07,15:00:00,Paid
ORD000110,CUS51798,E0253,2022-08-18,19:00:00,Cancelled
ORD000111,CUS68760,E0310,2023-01-15,10:30:00,Cancelled
ORD000112,CUS10527,E0272,2022-08-12,10:30:00,Paid
ORD000113,CUS64019,E0199,2024-12-28,15:00:00,Paid
ORD000114,CUS74082,E0016,2024-08-28,19:00:00,Paid
ORD000115,CUS10274,E0042,2023-09-10,15:00:00,Cancelled
ORD000116,CUS20114,E0312,2024-11-04,15:00:00,Cancelled
ORD000117,CUS21770,E0159,2022-01-10,10:30:00,Cancelled
ORD000118,CUS44662,E0104,2023-06-13,15:00:00,Paid
ORD000119,CUS55279,E0107,2024-11-16,15:00:00,Cancelled
ORD000120,CUS15849,E0325,2023-10-10,08:00:00,Created
ORD000121,CUS41497,E0496,2022-11-27,10:30:00,Cancelled
ORD000122,CUS54204,E0082,2024-10-05,10:30:00,Paid
ORD000123,CUS61899,E0093,2023-05-01,15:00:00,Cancelled
ORD000124,CUS42975,E0240,2023-03-05,10:30:00,Paid
ORD000125,CUS52816,E0147,2022-05-31,15:00:00,Paid
ORD000126,CUS03424,E0489,2023-01-30,19:00:00,Cancelled
ORD000127,CUS58323,E0184,2022-08-10,15:00:00,Paid
ORD000128,CUS52261,E0337,2022-11-19,15:00:00,Cancelled
ORD000129,CUS10711,E0022,2022-08-17,19:00:00,Cancelled
ORD000130,CUS70732,E0236,2023-05-07,19:00:00,Cancelled
ORD000131,CUS66031,E0261,2022-03-20,15:00:00,Cancelled
ORD000132,CUS16183,E0456,2023-10-06,15:00:00,Created
ORD000133,CUS36618,E0229,2022-06-10,10:30:00,Created
ORD000134,CUS16707,E0261,2023-07-11,15:00:00,Cancelled
ORD000135,CUS23815,E0113,2023-12-29,19:00:00,Cancelled
ORD000136,CUS41804,E0078,2023-04-11,15:00:00,Paid
ORD000137,CUS40255,E0430,2023-07-25,19:00:00,Paid
ORD000138,CUS70599,E0275,2024-09-21,19:00:00,Created
ORD000139,CUS66875,E0292,2023-04-27,15:00:00,Paid
ORD000140,CUS00637,E0062,2024-12-23,10:30:00,Paid
ORD000141,CUS42819,E0084,2024-02-18,10:30:00,Paid
ORD000142,CUS50632,E0047,2023-12-16,10:30:00,Cancelled
ORD000143,CUS32039,E0475,2023-05-08,10:30:00,Cancelled
ORD000144,CUS64676,E0303,2023-01-11,10:30:00,Cancelled
ORD000145,CUS14769,E0215,2023-08-11,08:00:00,Cancelled
ORD000146,CUS58881,E0254,2022-12-15,19:00:00,Created
ORD000147,CUS28942,E0180,2023-02-26,10:30:00,Created
ORD000148,CUS00807,E0282,2024-12-12,19:00:00,Cancelled
ORD000149,CUS61962,E0148,2022-09-29,10:30:00,Created
ORD000150,CUS41411,E0094,2023-11-27,15:00:00,Cancelled
ORD000151,CUS25828,E0013,2024-11-07,19:00:00,Cancelled
ORD000152,CUS72247,E0422,2022-12-29,19:00:00,Created
ORD000153,CUS27854,E0076,2023-12-27,10:30:00,Cancelled
ORD000154,CUS20956,E0117,2022-01-13,15:00:00,Cancelled
ORD000155,CUS51378,E0045,2023-05-19,15:00:00,Created
ORD000156,CUS34083,E0411,2024-01-11,08:00:00,Created
ORD000157,CUS23052,E0147,2023-11-23,10:30:00,Cancelled
ORD000158,CUS10209,E0198,2022-06-28,08:00:00,Created
ORD000159,CUS21796,E0317,2022-11-09,10:30:00,Cancelled
ORD000160,CUS43570,E0347,2024-09-16,10:30:00,Cancelled
ORD000161,CUS64955,E0029,2023-03-20,10:30:00,Created
ORD000162,CUS21211,E0368,2022-09-10,08:00:00,Paid
ORD000163,CUS31142,E0125,2024-02-03,10:30:00,Cancelled
ORD000164,CUS12601,E0445,2022-11-22,15:00:00,Cancelled
ORD000165,CUS52099,E0238,2024-10-05,08:00:00,Paid
ORD000166,CUS46777,E0494,2022-04-04,19:00:00,Cancelled
ORD000167,CUS14178,E0246,2024-02-26,19:00:00,Created
ORD000168,CUS46398,E0183,2024-03-24,19:00:00,Created
ORD000169,CUS13009,E0326,2023-06-05,10:30:00,Created
ORD000170,CUS74738,E0316,2023-03-14,15:00:00,Cancelled
ORD000171,CUS02936,E0265,2022-07-16,10:30:00,Cancelled
ORD000172,CUS72203,E0134,2023-07-21,08:00:00,Paid
ORD000173,CUS40100,E0181,2022-07-29,10:30:00,Paid
ORD000174,CUS70573,E0201,2024-03-05,10:30:00,Paid
ORD000175,CUS73688,E0349,2023-07-01,19:00:00,Paid
ORD000176,CUS39243,E0001,2024-09-15,15:00:00,Paid
ORD000177,CUS32954,E0261,2023-07-12,08:00:00,Created
ORD000178,CUS07167,E0373,2024-07-01,19:00:00,Paid
ORD000179,CUS11014,E0244,2023-01-26,15:00:00,Paid
ORD000180,CUS77259,E0293,2024-04-10,19:00:00,Cancelled
ORD000181,CUS67750,E0042,2024-09-18,10:30:00,Created
ORD000182,CUS52631,E0403,2023-04-23,10:30:00,Paid
ORD000183,CUS47191,E0009,2024-02-17,08:00:00,Created
ORD000184,CUS14569,E0258,2024-07-20,08:00:00,Paid
ORD000185,CUS05991,E0111,2022-11-08,15:00:00,Created
ORD000186,CUS02611,E0305,2022-10-18,08:00:00,Cancelled
ORD000187,CUS54483,E0240,2023-12-24,19:00:00,Created
ORD000188,CUS43968,E0493,2023-03-09,19:00:00,Cancelled
ORD000189,CUS37533,E0261,2022-04-21,15:00:00,Cancelled
ORD000190,CUS13172,E0407,2023-06-03,10:30:00,Paid
ORD000191,CUS69252,E0191,2024-10-03,15:00:00,Paid
ORD000192,CUS56819,E0022,2022-03-07,08:00:00,Paid
ORD000193,CUS21707,E0288,2022-11-15,15:00:00,Paid
ORD000194,CUS57139,E0048,2022-09-13,19:00:00,Created
ORD000195,CUS44415,E0188,2024-02-08,15:00:00,Paid
ORD000196,CUS34121,E0002,2024-05-08,10:30:00,Paid
ORD000197,CUS51641,E0073,2023-08-26,10:30:00,Cancelled
ORD000198,CUS21091,E0311,2024-11-27,08:00:00,Paid
ORD000199,CUS01763,E0101,2024-11-04,08:00:00,Cancelled
ORD000200,CUS02161,E0206,2022-03-08,15:00:00,Paid
ORD000201,CUS12252,E0116,2023-07-15,19:00:00,Paid
ORD000202,CUS77393,E0370,2023-12-14,10:30:00,Paid
ORD000203,CUS33962,E0262,2023-06-03,10:30:00,Cancelled
ORD000204,CUS40299,E0206,2023-06-24,10:30:00,Created
ORD000205,CUS18730,E0186,2024-03-24,10:30:00,Cancelled
ORD000206,CUS65859,E0366,2022-08-13,19:00:00,Paid
ORD000207,CUS21425,E0149,2022-03-31,08:00:00,Cancelled
ORD000208,CUS31020,E0169,2024-03-23,08:00:00,Created
ORD000209,CUS18592,E0052,2022-03-09,08:00:00,Paid
ORD000210,CUS62693,E0305,2022-02-11,10:30:00,Created
ORD000211,CUS18457,E0099,2023-10-16,15:00:00,Paid
ORD000212,CUS60665,E0389,2022-07-20,08:00:00,Created
ORD000213,CUS74336,E0443,2023-08-03,15:00:00,Paid
ORD000214,CUS13150,E0019,2022-04-22,15:00:00,Paid
ORD000215,CUS04920,E0388,2023-04-23,19:00:00,Paid
ORD000216,CUS03333,E0455,2022-07-09,19:00:00,Created
ORD000217,CUS52598,E0156,2022-10-26,19:00:00,Created
ORD000218,CUS32965,E0496,2023-04-04,19:00:00,Cancelled
ORD000219,CUS70370,E0479,2024-07-16,10:30:00,Cancelled
ORD000220,CUS26195,E0182,2024-07-30,08:00:00,Paid
ORD000221,CUS29776,E0247,2023-05-26,08:00:00,Paid
ORD000222,CUS14562,E0153,2023-09-12,08:00:00,Created
ORD000223,CUS47068,E0150,2023-03-14,19:00:00,Cancelled
ORD000224,CUS62941,E0206,2022-12-29,08:00:00,Created
ORD000225,CUS02647,E0329,2023-07-28,19:00:00,Paid
ORD000226,CUS46505,E0255,2024-09-03,19:00:00,Cancelled
ORD000227,CUS52014,E0435,2022-01-23,10:30:00,Paid
ORD000228,CUS18020,E0212,2022-10-25,08:00:00,Cancelled
ORD000229,CUS35947,E0094,2024-08-04,15:00:00,Paid
ORD000230,CUS40639,E0039,2022-04-04,08:00:00,Cancelled
ORD000231,CUS11876,E0385,2022-03-16,10:30:00,Paid
ORD000232,CUS28993,E0100,2022-04-22,10:30:00,Created
ORD000233,CUS08724,E0162,2024-01-23,08:00:00,Paid
ORD000234,CUS53431,E0220,2023-10-30,10:30:00,Paid
ORD000235,CUS44092,E0020,2022-06-03,08:00:00,Created
ORD000236,CUS71720,E0430,2022-09-25,19:00:00,Paid
ORD000237,CUS26602,E0130,2024-10-27,15:00:00,Cancelled
ORD000238,CUS32785,E0259,2024-06-13,08:00:00,Paid
ORD000239,CUS13478,E0174,2023-07-10,19:00:00,Created
ORD000240,CUS10957,E0050,2023-12-05,19:00:00,Cancelled
ORD000241,CUS29746,E0041,2022-02-17,19:00:00,Created
ORD000242,CUS43120,E0414,2024-12-20,10:30:00,Created
ORD000243,CUS45806,E0173,2024-08-11,15:00:00,Paid
ORD000244,CUS41089,E0421,2024-11-20,10:30:00,Created
ORD000245,CUS47896,E0480,2023-07-28,08:00:00,Cancelled
ORD000246,CUS00022,E0253,2023-12-19,15:00:00,Paid
ORD000247,CUS33887,E0208,2023-05-29,08:00:00,Paid
ORD000248,CUS03598,E0117,2024-04-17,10:30:00,Paid
ORD000249,CUS46504,E0386,2024-01-10,15:00:00,Paid
ORD000250,CUS73560,E0225,2023-06-25,08:00:00,Paid
ORD000251,CUS01092,E0342,2022-07-29,10:30:00,Paid
ORD000252,CUS68771,E0261,2022-04-03,15:00:00,Cancelled
ORD000253,CUS53190,E0484,2023-05-17,15:00:00,Created
ORD000254,CUS03296,E0295,2024-06-16,15:00:00,Created
ORD000255,CUS22438,E0049,2024-08-14,08:00:00,Cancelled
ORD000256,CUS75338,E0186,2022-08-31,08:00:00,Cancelled
ORD000257,CUS22592,E0208,2022-11-24,15:00:00,Cancelled
ORD000258,CUS47840,E0340,2022-06-24,08:00:00,Paid
ORD000259,CUS15794,E0380,2022-03-10,19:00:00,Paid
ORD000260,CUS08056,E0019,2022-07-10,15:00:00,Paid
ORD000261,CUS64124,E0391,2022-04-25,10:30:00,Cancelled
ORD000262,CUS01027,E0336,2023-12-14,19:00:00,Created
ORD000263,CUS22653,E0478,2023-02-18,10:30:00,Cancelled
ORD000264,CUS10583,E0028,2023-11-07,15:00:00,Cancelled
ORD000265,CUS71424,E0341,2022-12-01,15:00:00,Cancelled
ORD000266,CUS77579,E0378,2023-02-23,10:30:00,Cancelled
ORD000267,CUS07570,E0179,2022-06-22,19:00:00,Cancelled
ORD000268,CUS15985,E0330,2023-07-22,08:00:00,Paid
ORD000269,CUS58876,E0225,2024-12-29,19:00:00,Paid
ORD000270,CUS28967,E0258,2022-04-25,10:30:00,Created
ORD000271,CUS33325,E0225,2023-10-04,08:00:00,Paid
ORD000272,CUS35551,E0185,2023-08-21,19:00:00,Created
ORD000273,CUS40046,E0153,2023-11-07,19:00:00,Paid
ORD000274,CUS54656,E0084,2023-11-23,19:00:00,Created
ORD000275,CUS62986,E0374,2024-12-20,19:00:00,Created
ORD000276,CUS33369,E0416,2023-12-11,08:00:00,Paid
ORD000277,CUS52714,E0037,2023-11-12,10:30:00,Cancelled
ORD000278,CUS75788,E0113,2022-12-02,10:30:00,Created
ORD000279,CUS17267,E0265,2024-05-02,10:30:00,Paid
ORD000280,CUS39334,E0108,2023-02-24,10:30:00,Paid
ORD000281,CUS71803,E0100,2022-04-12,19:00:00,Cancelled
ORD000282,CUS77912,E0278,2022-01-19,08:00:00,Cancelled
ORD000283,CUS68746,E0420,2023-05-28,19:00:00,Cancelled
ORD000284,CUS23230,E0026,2023-09-10,10:30:00,Created
ORD000285,CUS09150,E0276,2024-08-01,15:00:00,Cancelled
ORD000286,CUS06541,E0037,2023-12-22,19:00:00,Cancelled
ORD000287,CUS06353,E0212,2023-06-16,15:00:00,Paid
ORD000288,CUS18716,E0439,2022-05-04,08:00:00,Created
ORD000289,CUS07752,E0454,2024-08-25,19:00:00,Created
ORD000290,CUS70181,E0183,2024-02-21,15:00:00,Cancelled
ORD000291,CUS05329,E0196,2022-07-26,10:30:00,Created
ORD000292,CUS36622,E0143,2024-09-05,19:00:00,Created
ORD000293,CUS24098,E0089,2022-09-11,15:00:00,Cancelled
ORD000294,CUS30100,E0493,2023-10-19,19:00:00,Cancelled
ORD000295,CUS02711,E0495,2023-07-27,15:00:00,Created
ORD000296,CUS45738,E0092,2022-09-13,19:00:00,Paid
ORD000297,CUS34070,E0322,2022-05-25,15:00:00,Paid
ORD000298,CUS23498,E0103,2022-05-03,15:00:00,Paid
ORD000299,CUS35544,E0412,2022-08-27,19:00:00,Cancelled
ORD000300,CUS45032,E0219,2024-07-30,10:30:00,Cancelled
ORD000301,CUS37973,E0171,2022-05-04,08:00:00,Paid
ORD000302,CUS38016,E0148,2024-11-25,08:00:00,Paid
ORD000303,CUS64849,E0396,2022-02-09,10:30:00,Paid
ORD000304,CUS15609,E0067,2023-03-06,10:30:00,Cancelled
ORD000305,CUS79016,E0440,2023-11-16,15:00:00,Paid
ORD000306,CUS12322,E0001,2022-12-30,10:30:00,Paid
ORD000307,CUS66890,E0398,2023-01-13,10:30:00,Paid
ORD000308,CUS02573,E0009,2022-02-11,15:00:00,Paid
ORD000309,CUS32556,E0357,2024-09-26,10:30:00,Cancelled
ORD000310,CUS77218,E0216,2022-05-25,10:30:00,Created
ORD000311,CUS79621,E0083,2023-09-19,10:30:00,Created
ORD000312,CUS52622,E0349,2024-11-02,08:00:00,Paid
ORD000313,CUS65951,E0487,2022-04-22,19:00:00,Created
ORD000314,CUS33852,E0279,2024-06-28,08:00:00,Created
ORD000315,CUS24396,E0329,2023-09-29,15:00:00,Paid
ORD000316,CUS21077,E0108,2024-06-30,08:00:00,Paid
ORD000317,CUS01949,E0118,2024-07-25,19:00:00,Created
ORD000318,CUS25585,E0286,2023-01-13,19:00:00,Paid
ORD000319,CUS55141,E0418,2022-07-16,10:30:00,Created
ORD000320,CUS31090,E0447,2022-01-10,19:00:00,Created
ORD000321,CUS37707,E0367,2023-02-11,10:30:00,Paid
ORD000322,CUS67064,E0266,2024-09-23,08:00:00,Created
ORD000323,CUS31772,E0430,2023-12-05,10:30:00,Cancelled
ORD000324,CUS33119,E0489,2022-11-04,08:00:00,Created
ORD000325,CUS64541,E0109,2024-06-29,08:00:00,Paid
ORD000326,CUS43267,E0110,2023-02-16,19:00:00,Cancelled
ORD000327,CUS07224,E0483,2022-11-24,15:00:00,Paid
ORD000328,CUS00719,E0409,2024-05-03,19:00:00,Paid
ORD000329,CUS15546,E0306,2023-04-29,15:00:00,Cancelled
ORD000330,CUS69600,E0181,2024-02-13,08:00:00,Created
ORD000331,CUS55445,E0153,2022-02-10,10:30:00,Created
ORD000332,CUS00723,E0034,2024-04-02,19:00:00,Paid
ORD000333,CUS12876,E0263,2024-02-12,08:00:00,Cancelled
ORD000334,CUS28226,E0353,2022-03-02,08:00:00,Cancelled
ORD000335,CUS77312,E0455,2023-04-06,19:00:00,Created
ORD000336,CUS53472,E0335,2023-05-07,19:00:00,Paid
ORD000337,CUS69690,E0482,2022-07-31,08:00:00,Cancelled
ORD000338,CUS21931,E0209,2024-05-18,19:00:00,Created
ORD000339,CUS51667,E0216,2024-08-20,08:00:00,Created
ORD000340,CUS54457,E0434,2022-05-28,10:30:00,Created
ORD000341,CUS39395,E0074,2024-04-18,10:30:00,Created
ORD000342,CUS49540,E0494,2022-01-09,08:00:00,Created
ORD000343,CUS25038,E0407,2022-01-03,15:00:00,Cancelled
ORD000344,CUS08191,E0407,2023-07-22,08:00:00,Created
ORD000345,CUS18855,E0194,2023-04-19,08:00:00,Cancelled
ORD000346,CUS78791,E0471,2022-01-11,19:00:00,Paid
ORD000347,CUS07627,E0150,2022-06-15,15:00:00,Created
ORD000348,CUS12591,E0189,2024-08-24,15:00:00,Cancelled
ORD000349,CUS72295,E0184,2024-07-10,15:00:00,Cancelled
ORD000350,CUS04372,E0051,2024-05-15,08:00:00,Created
ORD000351,CUS40653,E0149,2023-10-05,08:00:00,Cancelled
ORD000352,CUS30092,E0043,2024-03-11,15:00:00,Cancelled
ORD000353,CUS49182,E0027,2022-06-17,15:00:00,Cancelled
ORD000354,CUS35229,E0493,2024-02-17,10:30:00,Cancelled
ORD000355,CUS74236,E0493,2022-10-09,08:00:00,Cancelled
ORD000356,CUS13916,E0337,2023-03-11,08:00:00,Paid
ORD000357,CUS10767,E0478,2023-01-14,19:00:00,Cancelled
ORD000358,CUS35548,E0410,2022-05-12,10:30:00,Paid
ORD000359,CUS11496,E0222,2024-04-05,10:30:00,Cancelled
ORD000360,CUS11760,E0252,2022-12-07,08:00:00,Cancelled
ORD000361,CUS48792,E0065,2022-07-08,15:00:00,Paid
ORD000362,CUS30945,E0296,2022-07-03,10:30:00,Cancelled
ORD000363,CUS21666,E0430,2022-01-07,10:30:00,Cancelled
ORD000364,CUS50618,E0436,2023-12-24,19:00:00,Created
ORD000365,CUS66116,E0173,2023-10-01,19:00:00,Created
ORD000366,CUS15791,E0062,2023-04-03,19:00:00,Created
ORD000367,CUS16685,E0265,2022-05-12,08:00:00,Paid
ORD000368,CUS42685,E0175,2024-11-12,10:30:00,Paid
ORD000369,CUS30160,E0218,2024-03-02,10:30:00,Paid
ORD000370,CUS77722,E0351,2024-02-26,08:00:00,Cancelled
ORD000371,CUS41400,E0110,2022-07-17,15:00:00,Created
ORD000372,CUS62877,E0364,2022-10-23,10:30:00,Cancelled
ORD000373,CUS32705,E0185,2022-08-11,19:00:00,Cancelled
ORD000374,CUS74348,E0321,2022-06-29,15:00:00,Paid
ORD000375,CUS35813,E0254,2024-09-10,10:30:00,Paid
ORD000376,CUS57082,E0326,2022-07-14,10:30:00,Cancelled
ORD000377,CUS14950,E0095,2024-10-11,15:00:00,Created
ORD000378,CUS20967,E0439,2023-06-22,19:00:00,Paid
ORD000379,CUS53846,E0138,2024-12-25,08:00:00,Cancelled
ORD000380,CUS35872,E0308,2023-06-20,08:00:00,Created
ORD000381,CUS69965,E0424,2022-02-24,10:30:00,Created
ORD000382,CUS30531,E0418,2024-05-11,15:00:00,Created
ORD000383,CUS38289,E0128,2024-06-23,19:00:00,Cancelled
ORD000384,CUS60201,E0151,2024-05-14,10:30:00,Paid
ORD000385,CUS02123,E0483,2023-07-10,19:00:00,Created
ORD000386,CUS64462,E0469,2024-01-29,15:00:00,Created
ORD000387,CUS30719,E0036,2024-10-01,08:00:00,Cancelled
ORD000388,CUS45249,E0434,2022-06-23,08:00:00,Cancelled
ORD000389,CUS00639,E0325,2022-05-05,08:00:00,Cancelled
ORD000390,CUS46061,E0404,2023-10-26,19:00:00,Created
ORD000391,CUS12654,E0297,2022-07-22,15:00:00,Created
ORD000392,CUS29431,E0048,2024-09-14,15:00:00,Created
ORD000393,CUS34316,E0081,2022-12-25,15:00:00,Paid
ORD000394,CUS58341,E0163,2023-10-06,19:00:00,Paid
ORD000395,CUS05979,E0359,2022-03-22,15:00:00,Created
ORD000396,CUS17046,E0118,2023-12-17,08:00:00,Paid
ORD000397,CUS75353,E0281,2024-04-16,15:00:00,Paid
ORD000398,CUS31372,E0086,2024-07-11,15:00:00,Created
ORD000399,CUS48010,E0336,2023-02-13,19:00:00,Cancelled
ORD000400,CUS39905,E0074,2024-01-17,08:00:00,Paid
ORD000401,CUS40272,E0443,2022-07-27,10:30:00,Cancelled
ORD000402,CUS38894,E0115,2022-01-09,15:00:00,Paid
ORD000403,CUS72860,E0253,2023-12-25,08:00:00,Cancelled
ORD000404,CUS11579,E0147,2023-04-06,08:00:00,Cancelled
ORD000405,CUS46535,E0231,2024-07-31,08:00:00,Cancelled
ORD000406,CUS30771,E0399,2024-07-10,15:00:00,Cancelled
ORD000407,CUS31519,E0338,2023-01-16,10:30:00,Cancelled
ORD000408,CUS76264,E0117,2022-10-12,08:00:00,Created
ORD000409,CUS65199,E0197,2024-05-26,15:00:00,Cancelled
ORD000410,CUS71966,E0018,2022-09-14,10:30:00,Created
ORD000411,CUS51957,E0233,2022-09-10,10:30:00,Paid
ORD000412,CUS51326,E0455,2022-10-30,19:00:00,Created
ORD000413,CUS53760,E0172,2024-05-15,08:00:00,Paid
ORD000414,CUS34442,E0211,2022-10-30,15:00:00,Cancelled
ORD000415,CUS44037,E0286,2022-09-26,10:30:00,Cancelled
ORD000416,CUS77007,E0042,2024-03-12,15:00:00,Cancelled
