CardID,RegistrationDate,LoyalPoint,LevelID,CustomerID
CARD00136,2021-05-18,8331,L2,CUS18416
CARD00137,2021-11-17,761,L3,CUS01830
CARD00138,2024-09-24,7990,L1,CUS17059
CARD00139,2024-03-30,2910,L3,CUS38928
CARD00140,2023-09-14,4603,L2,CUS53189
CARD00141,2024-05-16,4857,L3,CUS31612
CARD00142,2023-09-17,6943,L2,CUS43730
CARD00143,2023-12-10,6730,L1,CUS07119
CARD00144,2022-05-17,4449,L1,CUS61511
CARD00145,2020-12-28,9550,L2,CUS12333
CARD00146,2022-10-30,7664,L2,CUS68549
CARD00147,2023-06-28,5037,L2,CUS57120
CARD00148,2022-07-15,7874,L3,CUS40011
CARD00149,2021-11-26,3905,L1,CUS18556
CARD00150,2023-03-12,863,L3,CUS68633
CARD00151,2022-11-05,3830,L2,CUS67632
CARD00152,2023-09-24,6767,L3,CUS27590
CARD00153,2022-05-03,5532,L1,CUS45958
CARD00154,2022-05-18,9175,L2,CUS16077
CARD00155,2023-06-21,7986,L1,CUS29739
CARD00156,2022-03-26,5788,L1,CUS45206
CARD00157,2024-02-26,1553,L3,CUS24735
CARD00158,2023-03-31,2230,L1,CUS45750
CARD00159,2021-07-27,8294,L2,CUS76303
CARD00160,2023-04-22,8151,L3,CUS78653
CARD00161,2023-06-18,4105,L3,CUS63805
CARD00162,2020-07-23,269,L1,CUS67174
CARD00163,2023-05-04,1684,L3,CUS03226
CARD00164,2023-03-15,1365,L1,CUS29434
CARD00165,2021-02-03,680,L1,CUS74015
CARD00166,2021-11-13,5440,L3,CUS75240
CARD00167,2024-01-18,1231,L2,CUS36138
CARD00168,2021-10-26,3007,L2,CUS78900
CARD00169,2022-07-21,637,L1,CUS11304
CARD00170,2024-07-09,2139,L1,CUS60461
CARD00171,2021-08-17,1656,L1,CUS59749
CARD00172,2023-03-24,2110,L2,CUS66826
CARD00173,2020-01-23,8481,L2,CUS33070
CARD00174,2020-12-17,6016,L2,CUS45270
CARD00175,2021-06-16,952,L3,CUS70805
CARD00176,2024-03-24,9853,L3,CUS41424
CARD00177,2024-06-03,7194,L1,CUS23176
CARD00178,2021-01-03,4838,L3,CUS25901
CARD00179,2024-03-14,9741,L3,CUS46168
CARD00180,2023-01-10,8434,L3,CUS65854
CARD00181,2023-09-17,7559,L2,CUS18824
CARD00182,2020-04-08,5983,L3,CUS79064
CARD00183,2020-08-02,4765,L2,CUS17934
CARD00184,2020-12-28,4033,L3,CUS17290
CARD00185,2021-12-27,8696,L2,CUS15405
CARD00186,2022-08-29,559,L1,CUS70061
CARD00187,2023-01-11,9618,L1,CUS10301
CARD00188,2024-07-08,2289,L2,CUS22354
CARD00189,2020-09-26,8187,L2,CUS14202
CARD00190,2023-03-24,4134,L2,CUS76028
CARD00191,2022-05-20,6060,L2,CUS04551
CARD00192,2023-03-05,4015,L1,CUS39621
CARD00193,2022-11-27,8738,L3,CUS57523
CARD00194,2024-02-11,4853,L1,CUS56300
CARD00195,2023-07-16,7371,L1,CUS48840
CARD00196,2020-10-25,3379,L1,CUS43218
CARD00197,2024-10-13,6812,L1,CUS60973
CARD00198,2022-05-14,9187,L3,CUS31589
CARD00199,2021-03-01,8422,L2,CUS24765
CARD00200,2023-09-15,4949,L1,CUS54246
CARD00201,2021-01-19,2691,L3,CUS73761
CARD00202,2020-06-13,7397,L1,CUS23858
CARD00203,2022-12-07,6820,L3,CUS14204
CARD00204,2020-04-28,2424,L3,CUS03206
CARD00205,2021-05-26,9410,L3,CUS51052
CARD00206,2021-03-30,6700,L1,CUS76228
CARD00207,2024-04-25,1037,L2,CUS56226
CARD00208,2020-10-27,7170,L1,CUS62395
CARD00209,2020-03-06,6734,L2,CUS60314
CARD00210,2022-08-31,1449,L3,CUS78209
CARD00211,2021-08-07,9071,L1,CUS43338
CARD00212,2021-10-20,7960,L2,CUS24374
CARD00213,2021-11-25,6051,L1,CUS12206
CARD00214,2024-07-24,2989,L1,CUS21723
CARD00215,2024-01-30,5128,L2,CUS52481
CARD00216,2023-02-05,9445,L1,CUS77902
CARD00217,2021-03-12,8901,L3,CUS53514
CARD00218,2023-03-26,8443,L3,CUS31148
CARD00219,2022-08-22,5191,L2,CUS74863
CARD00220,2023-10-08,1518,L1,CUS47487
CARD00221,2022-10-12,7058,L1,CUS45952
CARD00222,2024-09-09,510,L3,CUS18814
CARD00223,2023-10-24,3849,L1,CUS14041
CARD00224,2021-02-10,8930,L2,CUS64706
CARD00225,2021-02-09,8279,L1,CUS31384
CARD00226,2021-06-09,7056,L1,CUS66046
CARD00227,2021-01-27,163,L2,CUS68559
CARD00228,2023-03-30,5508,L2,CUS64366
CARD00229,2020-04-11,8482,L3,CUS18140
CARD00230,2023-08-01,3315,L2,CUS74993
CARD00231,2023-06-12,5000,L1,CUS10564
CARD00232,2020-03-14,9743,L1,CUS06292
CARD00233,2024-03-25,7234,L1,CUS05136
CARD00234,2024-07-25,7127,L1,CUS74752
CARD00235,2020-02-04,6157,L3,CUS40235
CARD00236,2022-05-05,7568,L1,CUS48637
CARD00237,2021-04-04,5800,L1,CUS50479
CARD00238,2024-10-08,582,L2,CUS01590
CARD00239,2024-09-11,1150,L2,CUS68186
CARD00240,2020-08-07,7677,L2,CUS18459
CARD00241,2023-06-26,4686,L1,CUS52799
CARD00242,2023-06-20,8623,L3,CUS34875
CARD00243,2020-06-05,4843,L3,CUS17863
CARD00244,2023-04-08,4245,L2,CUS77897
CARD00245,2020-12-03,1621,L3,CUS38085
CARD00246,2020-06-23,2531,L3,CUS69102
CARD00247,2020-10-05,4089,L2,CUS47121
CARD00248,2024-03-28,3212,L3,CUS34194
CARD00249,2020-06-11,1942,L1,CUS68265
CARD00250,2020-11-01,2209,L2,CUS38487
CARD00251,2024-07-15,9307,L3,CUS69341
CARD00252,2022-12-30,7688,L1,CUS30908
CARD00253,2021-01-29,5771,L2,CUS54307
CARD00254,2024-05-12,6311,L2,CUS06474
CARD00255,2024-10-23,6040,L1,CUS31529
CARD00256,2021-12-19,8522,L3,CUS06297
CARD00257,2024-05-17,3558,L1,CUS20487
CARD00258,2024-03-23,7966,L3,CUS09734
CARD00259,2023-11-10,2460,L1,CUS63481
CARD00260,2023-05-12,6223,L3,CUS69708
CARD00261,2024-09-26,59,L2,CUS67642
CARD00262,2023-02-19,9415,L1,CUS69481
CARD00263,2024-06-13,3933,L2,CUS43400
CARD00264,2023-03-05,670,L1,CUS52858
CARD00265,2022-01-14,9067,L3,CUS69556
CARD00266,2021-03-30,6578,L1,CUS59057
CARD00267,2021-12-27,2611,L1,CUS27130
CARD00268,2020-06-30,5179,L3,CUS55055
CARD00269,2024-12-11,8913,L2,CUS74935
CARD00270,2023-09-04,3163,L3,CUS73151
CARD00271,2022-06-02,903,L3,CUS19306
CARD00272,2020-07-15,8848,L3,CUS51909
CARD00273,2020-02-29,3174,L3,CUS08319
CARD00274,2022-08-13,274,L1,CUS39070
CARD00275,2023-10-20,7711,L1,CUS67932
CARD00276,2020-07-08,7666,L1,CUS46541
CARD00277,2020-04-25,6657,L3,CUS78325
CARD00278,2023-10-02,8040,L2,CUS51063
CARD00279,2021-04-01,2583,L1,CUS50018
CARD00280,2021-06-23,6420,L2,CUS60358
CARD00281,2022-11-17,4484,L1,CUS10016
CARD00282,2024-11-05,8794,L2,CUS49532
CARD00283,2021-08-04,3168,L3,CUS69110
CARD00284,2022-07-29,369,L1,CUS00780
CARD00285,2022-01-16,1769,L1,CUS20053
CARD00286,2024-12-07,751,L1,CUS25201
CARD00287,2023-09-13,3712,L3,CUS32010
CARD00288,2022-12-01,4353,L3,CUS51121
CARD00289,2020-03-08,5383,L2,CUS71651
CARD00290,2024-08-29,8749,L2,CUS42063
CARD00291,2021-09-29,9540,L2,CUS12903
CARD00292,2024-04-07,975,L1,CUS24527
CARD00293,2022-04-16,9231,L1,CUS57309
CARD00294,2022-04-13,4651,L2,CUS32826
CARD00295,2022-05-01,6848,L1,CUS68237
CARD00296,2022-09-27,8221,L2,CUS02404
CARD00297,2021-07-21,6970,L3,CUS33531
CARD00298,2021-08-30,6439,L3,CUS11019
CARD00299,2022-12-23,3376,L1,CUS75105
CARD00300,2024-09-10,7957,L2,CUS37309
CARD00301,2024-06-27,2678,L1,CUS77807
CARD00302,2024-12-21,8851,L1,CUS65705
CARD00303,2020-11-24,4076,L1,CUS25851
CARD00304,2022-10-10,4929,L2,CUS36340
CARD00305,2024-06-16,3114,L1,CUS33142
CARD00306,2024-08-01,4299,L2,CUS32618
CARD00307,2024-03-02,9122,L3,CUS52195
CARD00308,2023-07-10,1164,L2,CUS37395
CARD00309,2024-06-12,9805,L3,CUS41087
CARD00310,2024-01-16,4649,L1,CUS37350
CARD00311,2024-01-06,3007,L3,CUS69736
CARD00312,2020-07-06,5638,L3,CUS77781
CARD00313,2021-08-27,6664,L2,CUS00764
CARD00314,2024-07-26,5564,L3,CUS11566
CARD00315,2021-02-16,4313,L1,CUS01163
CARD00316,2023-12-31,8423,L2,CUS37382
CARD00317,2020-03-01,1996,L1,CUS49505
CARD00318,2022-12-06,6689,L2,CUS61926
CARD00319,2021-01-27,9417,L1,CUS26301
CARD00320,2021-02-13,127,L1,CUS41177
CARD00321,2020-11-11,5531,L3,CUS23918
CARD00322,2024-09-17,4298,L2,CUS70640
CARD00323,2023-10-22,5646,L2,CUS67345
CARD00324,2024-12-19,5369,L3,CUS02655
CARD00325,2023-10-25,2007,L1,CUS32976
CARD00326,2024-11-08,3279,L2,CUS12337
CARD00327,2021-12-03,3769,L1,CUS23184
CARD00328,2023-06-07,9921,L3,CUS45498
CARD00329,2023-01-22,9099,L1,CUS18904
CARD00330,2022-08-31,4595,L3,CUS63310
CARD00331,2022-10-03,4269,L2,CUS25754
CARD00332,2024-04-06,7827,L2,CUS31394
CARD00333,2021-11-21,7599,L3,CUS73936
CARD00334,2024-07-09,3625,L1,CUS65331
CARD00335,2023-09-27,6469,L1,CUS21301
CARD00336,2021-11-30,5708,L1,CUS00102
CARD00337,2022-05-10,6340,L1,CUS20462
CARD00338,2024-12-21,4265,L3,CUS57822
CARD00339,2023-06-27,6563,L2,CUS51583
CARD00340,2022-04-29,3216,L3,CUS22152
CARD00341,2020-06-07,1434,L2,CUS18069
CARD00342,2021-11-20,807,L2,CUS76023
CARD00343,2020-03-26,1516,L1,CUS63867
CARD00344,2020-02-12,5277,L3,CUS67861
CARD00345,2022-12-12,2858,L3,CUS40255
CARD00346,2022-02-23,973,L2,CUS78712
CARD00347,2022-02-11,6561,L2,CUS62678
CARD00348,2020-12-15,1646,L1,CUS09590
CARD00349,2022-04-01,7166,L3,CUS45270
CARD00350,2023-09-13,4848,L1,CUS64377
CARD00351,2022-11-07,7288,L3,CUS20784
CARD00352,2023-02-16,5887,L1,CUS70884
CARD00353,2024-08-09,2630,L3,CUS03043
CARD00354,2021-06-19,3782,L1,CUS30604
CARD00355,2020-09-04,6677,L2,CUS76422
CARD00356,2022-05-04,9237,L2,CUS36572
CARD00357,2020-08-02,3948,L2,CUS28351
CARD00358,2024-10-21,1109,L2,CUS40852
CARD00359,2022-05-06,1123,L1,CUS46692
CARD00360,2020-12-19,1249,L3,CUS79114
CARD00361,2020-12-13,6942,L2,CUS03831
CARD00362,2023-10-17,5426,L2,CUS16037
CARD00363,2020-09-10,7494,L2,CUS66725
CARD00364,2021-05-08,2225,L2,CUS35026
CARD00365,2024-10-12,8866,L3,CUS48665
CARD00366,2022-03-25,2607,L1,CUS32182
CARD00367,2021-08-04,9918,L2,CUS15796
CARD00368,2020-03-09,8962,L3,CUS48617
CARD00369,2022-12-07,2148,L2,CUS65724
CARD00370,2023-12-18,8887,L3,CUS08182
CARD00371,2023-04-25,2744,L2,CUS57573
CARD00372,2022-03-01,240,L1,CUS67603
CARD00373,2022-06-28,4176,L2,CUS35795
CARD00374,2023-07-13,3339,L3,CUS43963
CARD00375,2023-10-05,3716,L3,CUS16420
CARD00376,2024-12-13,7811,L3,CUS08202
CARD00377,2023-09-24,3849,L1,CUS68108
CARD00378,2021-05-14,4830,L1,CUS04353
CARD00379,2024-04-06,792,L1,CUS06943
CARD00380,2020-03-18,3535,L3,CUS08818
CARD00381,2023-10-23,651,L1,CUS01642
CARD00382,2023-12-20,9118,L1,CUS39149
CARD00383,2020-09-17,8056,L3,CUS70876
CARD00384,2021-08-22,2424,L3,CUS56963
CARD00385,2024-08-28,3835,L1,CUS65093
CARD00386,2023-04-07,119,L2,CUS04208
CARD00387,2023-02-24,2274,L2,CUS55556
CARD00388,2023-12-03,8838,L3,CUS16753
CARD00389,2020-10-29,2711,L1,CUS40690
CARD00390,2020-07-29,8641,L2,CUS03517
CARD00391,2022-08-20,307,L3,CUS43802
CARD00392,2023-12-01,78,L1,CUS62682
CARD00393,2020-07-26,4837,L3,CUS30169
CARD00394,2022-01-18,7630,L3,CUS17982
CARD00395,2023-02-12,7651,L3,CUS60567
CARD00396,2023-08-18,5667,L1,CUS74536
CARD00397,2020-04-08,9099,L1,CUS10132
CARD00398,2022-12-13,2594,L3,CUS10971
CARD00399,2024-01-31,4189,L1,CUS12759
CARD00400,2024-05-25,831,L1,CUS67268
CARD00401,2023-02-23,4048,L1,CUS55287
CARD00402,2024-12-28,4138,L3,CUS37857
CARD00403,2020-09-22,3689,L1,CUS07291
CARD00404,2021-12-28,8989,L1,CUS14085
CARD00405,2024-05-13,6291,L1,CUS52821
CARD00406,2023-02-06,4265,L3,CUS57456
CARD00407,2023-02-04,9425,L2,CUS19678
CARD00408,2024-11-03,8041,L1,CUS17092
CARD00409,2020-04-07,8949,L2,CUS33899
CARD00410,2022-09-26,7192,L1,CUS17323
CARD00411,2023-03-01,6332,L1,CUS42700
CARD00412,2022-12-06,4218,L2,CUS76610
CARD00413,2024-08-10,2253,L1,CUS29823
CARD00414,2021-01-16,4183,L2,CUS57958
CARD00415,2024-05-23,3383,L1,CUS12136
CARD00416,2021-03-23,1174,L1,CUS77100
CARD00417,2020-01-10,5155,L1,CUS67746
CARD00418,2024-02-06,5762,L1,CUS09693
CARD00419,2023-03-12,8645,L1,CUS72851
CARD00420,2023-10-05,684,L3,CUS15219
CARD00421,2020-02-04,7520,L1,CUS24677
CARD00422,2021-09-27,8646,L2,CUS07030
CARD00423,2024-07-16,2817,L3,CUS52204
CARD00424,2020-06-20,4846,L1,CUS24219
CARD00425,2024-12-25,5237,L3,CUS37091
CARD00426,2023-11-13,7571,L3,CUS68935
CARD00427,2023-06-04,7692,L1,CUS26654
CARD00428,2020-12-27,2324,L1,CUS68869
CARD00429,2022-01-16,5004,L2,CUS30575
CARD00430,2023-04-15,4781,L1,CUS57053
CARD00431,2020-02-15,9122,L3,CUS00884
CARD00432,2020-10-23,3751,L3,CUS02818
CARD00433,2020-01-10,4368,L2,CUS69655
CARD00434,2022-05-29,1703,L3,CUS41499
CARD00435,2022-12-11,5900,L3,CUS00076
CARD00436,2020-10-19,4580,L1,CUS25794
CARD00437,2023-10-22,3078,L1,CUS28043
CARD00438,2022-12-12,9915,L3,CUS54230
CARD00439,2020-04-17,5035,L2,CUS76942
CARD00440,2020-12-18,6665,L1,CUS51097
CARD00441,2020-08-11,8209,L1,CUS45111
CARD00442,2021-08-31,1908,L1,CUS54513
CARD00443,2022-08-06,7225,L2,CUS24788
CARD00444,2022-06-14,7708,L3,CUS15468
CARD00445,2024-04-11,1236,L3,CUS17687
CARD00446,2021-05-24,7488,L1,CUS44455
CARD00447,2020-07-06,8926,L1,CUS63099
CARD00448,2024-05-09,5539,L1,CUS04715
CARD00449,2024-05-09,8104,L2,CUS43723
CARD00450,2021-04-25,9567,L3,CUS15495
CARD00451,2020-08-19,6587,L2,CUS13885
CARD00452,2023-11-19,5503,L1,CUS31848
CARD00453,2023-05-29,6904,L2,CUS40137
CARD00454,2023-12-24,6575,L3,CUS63951
CARD00455,2022-10-18,3986,L2,CUS30358
CARD00456,2022-03-21,4084,L3,CUS67260
CARD00457,2023-07-04,4498,L2,CUS76324
CARD00458,2023-02-23,830,L3,CUS48920
CARD00459,2024-10-21,5189,L1,CUS79416
CARD00460,2024-09-15,5308,L3,CUS41235
CARD00461,2021-03-18,1908,L2,CUS04925
CARD00462,2024-02-20,277,L1,CUS17488
CARD00463,2021-05-07,5231,L1,CUS59025
CARD00464,2020-08-04,860,L1,CUS13804
CARD00465,2024-08-25,7989,L2,CUS26521
CARD00466,2023-05-19,8535,L1,CUS55910
CARD00467,2020-08-20,8787,L3,CUS37894
CARD00468,2024-10-24,2238,L3,CUS57588
CARD00469,2024-01-27,5436,L3,CUS72652
CARD00470,2024-08-18,2580,L1,CUS07797
CARD00471,2021-09-17,6661,L1,CUS35417
CARD00472,2023-11-13,9289,L3,CUS21143
CARD00473,2023-07-16,6312,L2,CUS42195
CARD00474,2024-09-18,727,L1,CUS50919
CARD00475,2022-03-24,8316,L2,CUS68852
CARD00476,2020-11-14,2970,L3,CUS67200
CARD00477,2022-08-06,9772,L1,CUS77008
CARD00478,2024-10-01,5694,L3,CUS78675
CARD00479,2020-09-02,3588,L2,CUS06631
CARD00480,2023-07-21,1884,L1,CUS48293
CARD00481,2023-05-12,9185,L3,CUS04843
CARD00482,2021-10-27,3601,L1,CUS25867
CARD00483,2022-02-06,4010,L3,CUS58508
CARD00484,2023-11-28,5370,L3,CUS26049
CARD00485,2022-07-14,5235,L2,CUS45055
CARD00486,2021-01-04,6066,L3,CUS28929
CARD00487,2024-03-27,4186,L3,CUS34235
CARD00488,2020-10-20,8321,L1,CUS67769
CARD00489,2022-08-08,8258,L3,CUS66199
CARD00490,2022-07-09,4257,L3,CUS57754
CARD00491,2020-06-10,5937,L2,CUS56707
CARD00492,2020-10-14,7297,L1,CUS06983
CARD00493,2020-02-28,2530,L3,CUS63231
CARD00494,2020-02-24,7778,L2,CUS25572
CARD00495,2023-08-02,5421,L2,CUS42493
CARD00496,2021-07-17,3081,L3,CUS17048
CARD00497,2021-01-25,4495,L1,CUS36623
CARD00498,2020-04-23,7721,L1,CUS01594
CARD00499,2022-03-01,5267,L3,CUS01619
CARD00500,2024-08-12,8526,L1,CUS65630
CARD00501,2024-07-07,8039,L2,CUS36317
CARD00502,2020-07-26,3135,L2,CUS69485
CARD00503,2022-02-21,3831,L3,CUS17209
CARD00504,2022-12-04,9973,L2,CUS28399
CARD00505,2022-12-17,8551,L1,CUS49229
CARD00506,2021-05-09,34,L1,CUS20140
CARD00507,2021-11-03,9490,L1,CUS32963
CARD00508,2021-04-19,246,L1,CUS29141
CARD00509,2024-10-19,5344,L1,CUS65695
CARD00510,2021-02-13,2530,L3,CUS21893
CARD00511,2022-01-26,9667,L3,CUS27981
CARD00512,2023-07-31,469,L2,CUS68110
CARD00513,2023-01-31,1757,L3,CUS43623
CARD00514,2020-09-18,1118,L3,CUS17669
CARD00515,2021-05-17,486,L1,CUS02914
CARD00516,2020-02-05,3929,L3,CUS71311
CARD00517,2021-01-21,7189,L1,CUS46864
CARD00518,2021-01-09,4389,L3,CUS37942
CARD00519,2021-12-04,3167,L3,CUS15439
CARD00520,2021-01-29,1650,L3,CUS71825
CARD00521,2023-10-21,37,L1,CUS24174
CARD00522,2020-01-13,7024,L2,CUS53991
CARD00523,2020-08-12,181,L3,CUS04103
CARD00524,2023-12-10,324,L1,CUS68704
CARD00525,2020-05-13,7653,L3,CUS37861
CARD00526,2022-04-25,1116,L2,CUS11719
CARD00527,2020-07-05,8037,L2,CUS30827
CARD00528,2022-04-09,8911,L1,CUS06796
CARD00529,2021-02-06,9125,L3,CUS73122
CARD00530,2020-08-19,9453,L1,CUS45556
CARD00531,2022-09-27,5411,L3,CUS27190
CARD00532,2023-09-10,3284,L1,CUS16055
CARD00533,2021-03-30,8079,L2,CUS73080
CARD00534,2021-11-09,2451,L3,CUS08491
CARD00535,2023-12-09,7007,L1,CUS02176
CARD00536,2020-11-08,9289,L2,CUS39888
CARD00537,2020-07-06,4743,L2,CUS41924
CARD00538,2023-06-14,5913,L1,CUS62643
CARD00539,2023-01-13,8373,L3,CUS75815
CARD00540,2020-11-03,3085,L1,CUS29657
CARD00541,2022-11-04,213,L2,CUS07105
CARD00542,2022-07-19,8121,L1,CUS48257
CARD00543,2023-06-29,4872,L1,CUS69514
CARD00544,2021-05-02,2483,L2,CUS36929
CARD00545,2024-02-03,114,L2,CUS45615
CARD00546,2024-11-22,2170,L1,CUS65609
CARD00547,2022-08-25,4389,L2,CUS18301
CARD00548,2021-03-27,6677,L3,CUS44096
CARD00549,2024-12-04,5693,L2,CUS14959
CARD00550,2024-03-09,2664,L2,CUS59322
CARD00551,2022-12-21,561,L3,CUS76368
CARD00552,2022-03-07,549,L2,CUS43321
CARD00553,2023-03-12,1541,L2,CUS02477
CARD00554,2022-07-28,130,L3,CUS16771
CARD00555,2021-05-12,298,L3,CUS75324
CARD00556,2024-03-21,9826,L2,CUS78612
CARD00557,2023-05-18,2381,L2,CUS16351
CARD00558,2020-02-29,8322,L1,CUS16287
CARD00559,2024-02-22,7594,L1,CUS61417
