BranchID,ProductID,StockQuantity
B006,PRD0507,72
B002,PRD0644,78
B008,PRD0355,71
B003,PRD0460,200
B004,PRD1232,245
B007,PRD0191,87
B003,PRD0854,201
B002,PRD1439,28
B010,PRD1047,1
B006,PRD0789,93
B008,PRD0807,208
B004,PRD0882,0
B004,PRD0956,27
B009,PRD0561,180
B005,PRD1484,4
B009,PRD0237,214
B007,PRD1480,86
B002,PRD1413,252
B002,PRD0149,215
B010,PRD1035,8
B003,PRD0468,284
B007,PRD0410,53
B004,PRD1311,265
B010,PRD1008,175
B009,PRD0588,250
B003,PRD1119,214
B007,PRD0045,29
B006,PRD1207,198
B006,PRD1266,216
B002,PRD1073,275
B007,PRD1169,188
B005,PRD1295,274
B005,PRD0962,21
B007,PRD0879,269
B002,PRD1371,101
B009,PRD1094,107
B005,PRD0245,148
B006,PRD1413,178
B009,PRD0159,62
B009,PRD0492,100
B008,PRD0471,98
B002,PRD1058,84
B003,PRD0506,89
B007,PRD0083,147
B003,PRD0059,12
B002,PRD1423,35
B006,PRD0553,224
B006,PRD0629,90
B005,PRD0562,212
B008,PRD0590,284
B007,PRD0586,32
B010,PRD0662,169
B003,PRD0466,56
B009,PRD0360,183
B010,PRD0909,179
B001,PRD0614,296
B008,PRD1023,200
B008,PRD0651,208
B001,PRD0633,114
B008,PRD0635,208
B005,PRD0675,19
B001,PRD0393,30
B005,PRD1217,90
B009,PRD0169,269
B007,PRD1019,148
B007,PRD1221,246
B006,PRD0834,3
B010,PRD0783,91
B006,PRD1363,76
B005,PRD1227,88
B010,PRD0234,73
B001,PRD0394,56
B006,PRD0680,7
B005,PRD1102,157
B008,PRD0912,57
B003,PRD0731,40
B003,PRD0303,259
B010,PRD1426,174
B005,PRD0232,113
B008,PRD1389,88
B007,PRD0200,26
B006,PRD1489,81
B006,PRD0372,221
B007,PRD0767,150
B002,PRD1446,159
B009,PRD0775,238
B005,PRD0206,103
B010,PRD1256,142
B008,PRD0227,126
B003,PRD1411,156
B005,PRD0642,200
B004,PRD0693,216
B008,PRD1037,55
B010,PRD0107,209
B009,PRD0346,138
B006,PRD0501,174
B010,PRD0252,98
B010,PRD1007,240
B003,PRD0874,92
B004,PRD0369,280
B008,PRD0514,296
B003,PRD0915,201
B009,PRD0831,73
B003,PRD1162,43
B010,PRD0049,166
B003,PRD1124,66
B002,PRD0762,209
B003,PRD1413,177
B008,PRD0101,259
B004,PRD0035,69
B009,PRD0460,78
B009,PRD0306,223
B005,PRD0902,133
B003,PRD0217,240
B008,PRD0741,164
B010,PRD1058,126
B010,PRD0477,187
B004,PRD0824,125
B007,PRD0422,10
B002,PRD1336,166
B005,PRD0867,11
B003,PRD0196,87
B007,PRD0193,209
B002,PRD0922,14
B006,PRD0412,245
B009,PRD0514,7
B003,PRD1156,159
B001,PRD0175,25
B002,PRD0999,165
B007,PRD1298,89
B005,PRD1124,238
B010,PRD1280,182
B001,PRD0189,146
B002,PRD0115,201
B007,PRD1161,287
B006,PRD0970,231
B008,PRD1326,85
B004,PRD0298,89
B006,PRD1034,134
B009,PRD1144,151
B006,PRD0411,204
B003,PRD0050,33
B002,PRD0753,189
B001,PRD0665,157
B010,PRD0558,218
B004,PRD0793,178
B005,PRD0037,279
B004,PRD1305,292
B003,PRD0730,80
B004,PRD0823,77
B008,PRD0504,299
B010,PRD1046,18
B006,PRD1049,193
B001,PRD0246,52
B009,PRD0950,53
B004,PRD1360,21
B005,PRD1242,102
B005,PRD0666,17
B010,PRD0736,4
B001,PRD1435,239
B007,PRD0429,281
B003,PRD0551,212
B009,PRD0496,74
B007,PRD0607,227
B008,PRD0349,188
B010,PRD1006,258
B003,PRD1107,87
B004,PRD1158,289
B009,PRD0873,35
B001,PRD1003,277
B010,PRD0574,178
B005,PRD1460,233
B009,PRD1027,62
B004,PRD0088,54
B008,PRD1374,199
B004,PRD1049,220
B004,PRD1134,253
B010,PRD1425,100
B003,PRD0379,239
B010,PRD1089,126
B004,PRD0545,245
B002,PRD0528,191
B001,PRD1397,272
B002,PRD0152,116
B008,PRD0351,162
B005,PRD1064,235
B009,PRD0647,213
B007,PRD0199,222
B005,PRD1105,205
B007,PRD0687,21
B003,PRD0649,118
B009,PRD0957,10
B002,PRD0188,45
B004,PRD1258,125
B007,PRD0346,18
B007,PRD0257,95
B004,PRD0549,142
B009,PRD0578,46
B004,PRD1266,242
B005,PRD1393,86
B004,PRD1226,286
B005,PRD0275,126
B004,PRD0257,141
B010,PRD0179,166
B005,PRD1285,260
B009,PRD0923,148
B001,PRD0555,97
B001,PRD1301,289
B009,PRD0056,100
B002,PRD0454,210
B001,PRD1099,279
B007,PRD1410,154
B008,PRD1017,255
B006,PRD0499,97
B010,PRD0933,175
B008,PRD0362,180
B002,PRD0246,180
B002,PRD1099,243
B010,PRD1464,0
B010,PRD0637,141
B005,PRD0702,72
B003,PRD0378,121
B005,PRD1477,88
B001,PRD0733,199
B009,PRD0362,106
B005,PRD1126,271
B003,PRD1064,11
B006,PRD1483,283
B003,PRD1047,11
B006,PRD0431,141
B008,PRD0745,256
B001,PRD0967,177
B008,PRD0356,62
B010,PRD0956,169
B002,PRD0649,118
B006,PRD1222,150
B008,PRD0185,51
B001,PRD0237,103
B001,PRD0198,79
B009,PRD0811,196
B008,PRD0447,290
B001,PRD1079,254
B003,PRD0016,271
B006,PRD0460,228
B002,PRD0047,237
B004,PRD0846,241
B004,PRD0368,300
B002,PRD1226,278
B010,PRD1484,83
B007,PRD0253,89
B001,PRD1457,260
B001,PRD1411,94
B001,PRD0422,297
B010,PRD0639,207
B006,PRD0737,272
B010,PRD1267,216
B009,PRD0064,32
B009,PRD1004,40
B008,PRD0050,85
B008,PRD0440,206
B003,PRD0965,63
B008,PRD0697,146
B010,PRD0767,54
B003,PRD1196,265
B004,PRD1108,35
B002,PRD0897,218
B001,PRD0507,218
B009,PRD0935,16
B010,PRD1143,231
B007,PRD0724,173
B001,PRD0505,271
B004,PRD0640,145
B003,PRD0866,166
B006,PRD1378,176
B008,PRD1414,114
B009,PRD1331,106
B009,PRD0821,42
B008,PRD0779,6
B006,PRD0914,277
B003,PRD0250,18
B001,PRD0202,187
B007,PRD0062,294
B006,PRD0497,148
B002,PRD1177,60
B005,PRD0561,246
B007,PRD1178,176
B006,PRD1443,195
B007,PRD1149,198
B007,PRD1429,286
B001,PRD0482,188
B004,PRD0076,4
B003,PRD0786,262
B002,PRD0634,127
B007,PRD1438,168
B004,PRD0056,149
B008,PRD1139,172
B002,PRD1273,123
B004,PRD0790,33
B010,PRD1476,238
B005,PRD0773,132
B007,PRD0401,271
B005,PRD0837,154
B001,PRD0542,179
B005,PRD0639,56
B004,PRD1114,241
B001,PRD1085,24
B008,PRD0425,225
B005,PRD0226,220
B003,PRD1001,172
B003,PRD0152,60
B003,PRD0062,174
B002,PRD0589,172
B010,PRD0553,145
B003,PRD0501,72
B002,PRD1022,277
B003,PRD0737,105
B008,PRD1368,81
B007,PRD1008,286
B010,PRD0581,143
B004,PRD0281,269
B004,PRD0143,31
B004,PRD0179,70
B009,PRD0532,141
B001,PRD0060,206
B002,PRD0131,105
B009,PRD1442,190
B008,PRD1101,32
B010,PRD0153,269
B006,PRD1358,268
B008,PRD0323,0
B001,PRD0773,38
B010,PRD0293,17
B002,PRD1308,130
B004,PRD1494,267
B010,PRD1185,134
B007,PRD0022,295
B010,PRD1382,109
B008,PRD1190,234
B008,PRD0350,242
B004,PRD0439,242
B010,PRD0843,265
B005,PRD0815,229
B002,PRD0585,130
B005,PRD0519,231
B007,PRD1033,170
B004,PRD0207,258
B008,PRD0283,20
B007,PRD0494,144
B009,PRD0241,89
B008,PRD1465,129
B003,PRD1290,269
B008,PRD1049,135
B010,PRD1139,160
B009,PRD1418,203
B003,PRD0620,56
B009,PRD1041,246
B010,PRD0191,33
B009,PRD0805,154
B001,PRD1038,253
B008,PRD1006,247
B006,PRD0948,96
B008,PRD1495,294
B005,PRD1350,212
B010,PRD1356,128
B010,PRD0837,90
B001,PRD1454,127
B004,PRD0573,188
B010,PRD0591,79
B005,PRD1493,18
B010,PRD0967,98
B003,PRD0034,20
B007,PRD1336,258
B006,PRD1428,160
B003,PRD0499,119
B004,PRD0977,18
B003,PRD0194,149
B007,PRD1038,136
B010,PRD0335,38
B001,PRD1223,32
B010,PRD0889,119
B002,PRD1155,39
B004,PRD1463,273
B006,PRD1197,251
B010,PRD0203,87
B001,PRD1472,75
B005,PRD1221,41
B006,PRD1409,20
B008,PRD1485,298
B009,PRD0134,63
B009,PRD0993,5
B002,PRD1496,281
B009,PRD0387,207
B008,PRD0716,51
B006,PRD0429,233
B005,PRD0848,273
B008,PRD0318,231
B004,PRD1136,37
B004,PRD0393,51
B003,PRD1011,14
B001,PRD0934,173
B002,PRD0540,46
B002,PRD1481,290
B004,PRD0018,102
B006,PRD1060,198
B007,PRD0347,75
B002,PRD1135,193
B007,PRD0822,49
B006,PRD1057,194
B007,PRD0061,49
B004,PRD0362,67
B010,PRD1311,266
B003,PRD1305,58
B008,PRD0830,3
B009,PRD0143,270
B002,PRD0740,132
B010,PRD0531,110
B009,PRD0413,272
B003,PRD0848,20
B004,PRD1279,128
B003,PRD1390,221
B005,PRD1422,177
B006,PRD0076,162
B003,PRD0527,217
B004,PRD0523,191
B009,PRD1406,46
B002,PRD0399,295
B006,PRD0895,287
B008,PRD1405,53
B004,PRD0154,160
B009,PRD1024,107
B006,PRD0613,198
B007,PRD0208,207
B003,PRD0927,298
B002,PRD0450,6
B009,PRD0200,1
B008,PRD1036,250
B002,PRD0392,83
B007,PRD0142,35
B002,PRD1428,220
B001,PRD0702,118
B004,PRD1212,149
B004,PRD0685,278
B009,PRD1448,119
B008,PRD1123,200
B002,PRD0084,151
B009,PRD0605,126
B004,PRD0983,95
B001,PRD0804,228
B001,PRD1095,152
B001,PRD0796,51
B006,PRD0539,47
B001,PRD1320,97
B004,PRD0254,174
B002,PRD1164,229
B001,PRD0397,59
B004,PRD0222,173
B005,PRD0079,268
B008,PRD0918,17
B010,PRD0681,64
B001,PRD1218,58
B006,PRD1268,18
B009,PRD0592,269
B003,PRD0086,97
B005,PRD0868,35
B008,PRD1140,15
B004,PRD1336,196
B010,PRD0262,276
B006,PRD1419,9
B002,PRD1333,252
B009,PRD0057,235
B010,PRD0534,292
B009,PRD1244,9
B002,PRD0984,141
B009,PRD1025,56
B006,PRD0502,134
B006,PRD0002,105
B001,PRD1174,58
B007,PRD1166,12
B007,PRD0876,281
B004,PRD1289,127
B003,PRD1369,231
B001,PRD1466,297
B010,PRD0385,33
B006,PRD0110,88
B002,PRD0683,77
B006,PRD1327,253
B004,PRD0705,18
B010,PRD1294,44
B004,PRD1001,63
B003,PRD1040,61
B004,PRD0228,157
B005,PRD0674,28
B003,PRD1427,268
B007,PRD0459,117
B006,PRD0077,208
B008,PRD0466,154
B002,PRD0823,249
B002,PRD0260,147
B007,PRD0288,243
B005,PRD0929,150
B009,PRD1095,117
B004,PRD0481,198
B008,PRD0950,134
B008,PRD0856,82
B003,PRD0375,194
B004,PRD1451,54
B007,PRD0953,273
B010,PRD0396,60
B006,PRD0528,166
B005,PRD1232,163
B006,PRD0770,283
B003,PRD0945,80
B005,PRD1365,262
B005,PRD0202,299
B002,PRD0451,236
B002,PRD0297,207
B004,PRD0593,127
B003,PRD0950,60
B009,PRD0125,281
B002,PRD0949,100
B008,PRD1126,265
B010,PRD1375,243
B005,PRD0521,7
B001,PRD0364,99
B004,PRD1442,61
B008,PRD1055,241
B001,PRD0260,300
B007,PRD0872,255
B005,PRD1346,30
B005,PRD0458,153
B004,PRD1041,144
B007,PRD0987,169
B009,PRD1036,162
B009,PRD1035,100
B001,PRD1336,144
B005,PRD0448,299
B009,PRD0422,225
B001,PRD0703,148
B010,PRD0114,3
B008,PRD0862,90
B007,PRD1397,89
B003,PRD0344,109
B005,PRD0086,127
B008,PRD1099,4
B010,PRD0346,194
B008,PRD0687,10
B007,PRD1341,43
B008,PRD1077,62
B008,PRD1160,231
B002,PRD0218,222
B001,PRD1462,205
B007,PRD0358,11
B001,PRD0656,299
B003,PRD1481,209
B010,PRD1399,57
B002,PRD0001,195
B009,PRD0331,195
B001,PRD1463,264
B007,PRD0743,271
B003,PRD0275,170
B007,PRD0423,25
B009,PRD0100,9
B007,PRD1027,95
B005,PRD0807,33
B005,PRD0800,219
B004,PRD0483,236
B007,PRD1214,216
B008,PRD1493,5
B006,PRD0519,24
B007,PRD1313,198
B008,PRD1198,138
B010,PRD1395,141
B008,PRD0614,125
B004,PRD1403,22
B007,PRD0812,125
B006,PRD1064,109
B008,PRD0644,126
B007,PRD0366,235
B004,PRD1436,34
B006,PRD0603,141
B010,PRD1380,14
B003,PRD0080,280
B008,PRD0841,265
B010,PRD0815,247
B002,PRD1170,215
B003,PRD1254,232
B006,PRD0793,299
B009,PRD0053,123
B001,PRD1020,9
B002,PRD0508,105
B005,PRD1348,40
B005,PRD1244,280
B004,PRD0051,199
B001,PRD0038,241
B008,PRD0913,237
B002,PRD0702,205
B005,PRD0325,22
B008,PRD1362,24
B010,PRD0332,77
B007,PRD0834,4
B006,PRD1111,48
B008,PRD1143,266
B007,PRD1498,4
B008,PRD0457,47
B009,PRD0508,104
B004,PRD1005,65
B005,PRD0995,209
B007,PRD0971,127
B001,PRD1203,15
B009,PRD1291,156
B009,PRD1051,292
B001,PRD0169,248
B009,PRD0448,137
B008,PRD0481,12
B003,PRD0336,161
B010,PRD1113,171
B001,PRD1310,83
B008,PRD1134,110
B007,PRD0106,289
B008,PRD1490,271
B009,PRD0152,33
B010,PRD0279,229
B009,PRD0844,184
B009,PRD0768,79
B010,PRD0887,149
B008,PRD0871,77
B004,PRD0200,179
B005,PRD0385,83
B001,PRD1062,62
B010,PRD0980,159
B009,PRD0893,139
B007,PRD0258,48
B007,PRD1096,106
B004,PRD0602,227
B008,PRD0511,266
B003,PRD0409,209
B006,PRD1284,286
B010,PRD1124,196
B002,PRD0842,147
B002,PRD0834,257
B009,PRD0273,188
B005,PRD0989,55
B005,PRD1108,281
B002,PRD0889,10
B003,PRD0103,232
B004,PRD0007,151
B006,PRD0334,119
B005,PRD0118,279
B005,PRD0825,18
B004,PRD0451,188
B004,PRD0191,277
B010,PRD0808,142
B007,PRD0204,292
B009,PRD1000,31
B001,PRD0250,86
B009,PRD1126,166
B004,PRD1253,186
B009,PRD0662,204
B007,PRD0638,224
B001,PRD1418,211
B010,PRD1183,117
B007,PRD0222,122
B004,PRD0370,247
B009,PRD1439,143
B009,PRD1125,98
B010,PRD0839,253
B006,PRD1025,65
B002,PRD0538,103
B006,PRD0609,275
B004,PRD0629,242
B005,PRD0734,277
B007,PRD0080,204
B008,PRD0010,88
B008,PRD0082,18
B004,PRD0198,192
B009,PRD0799,219
B003,PRD0609,253
B008,PRD0652,227
B007,PRD0063,222
B005,PRD0546,167
B003,PRD0808,248
B007,PRD0320,127
B003,PRD0699,283
B010,PRD0390,61
B006,PRD0393,80
B009,PRD0103,214
B009,PRD0704,21
B004,PRD0958,91
B008,PRD0541,279
B002,PRD1345,29
B009,PRD1371,168
B003,PRD0873,245
B010,PRD0932,130
B006,PRD0777,226
B002,PRD1249,155
B003,PRD0521,184
B002,PRD0067,280
B003,PRD1267,100
B003,PRD0497,10
B008,PRD1341,264
B009,PRD0878,13
B010,PRD1238,99
B010,PRD1310,103
B003,PRD1044,52
B006,PRD1087,223
B009,PRD0107,130
B006,PRD0232,58
B003,PRD0292,253
B005,PRD0460,76
B010,PRD0423,97
B007,PRD0131,16
B009,PRD0269,204
B010,PRD0735,77
B010,PRD0276,175
B001,PRD0253,1
B010,PRD1479,45
B007,PRD0909,127
B009,PRD1182,18
B006,PRD1473,79
B007,PRD1020,186
B006,PRD0538,176
B010,PRD0872,257
B007,PRD1057,275
B003,PRD0833,242
B010,PRD1171,217
B003,PRD0540,166
B001,PRD0343,118
B003,PRD0593,288
B002,PRD0124,255
B002,PRD1145,165
B006,PRD0264,251
B001,PRD1035,143
B001,PRD0427,252
B007,PRD0389,230
B004,PRD0038,180
B007,PRD1276,109
B009,PRD1150,111
B009,PRD0948,56
B008,PRD0097,178
B009,PRD0434,154
B009,PRD0865,250
B010,PRD1456,280
B008,PRD0088,157
B004,PRD0928,7
B003,PRD0703,294
B009,PRD0883,183
B004,PRD0964,230
B008,PRD1263,243
B003,PRD0826,274
B004,PRD0947,130
B010,PRD1264,272
B009,PRD1399,273
B002,PRD1157,71
B007,PRD1297,10
B009,PRD0648,28
B005,PRD0006,214
B004,PRD0845,41
B006,PRD0830,44
B003,PRD0909,139
B008,PRD1336,159
B003,PRD0549,274
B001,PRD0782,205
B007,PRD1113,19
B002,PRD0961,123
B010,PRD0939,21
B004,PRD0560,289
B001,PRD0603,70
B001,PRD0936,269
B009,PRD0092,214
B006,PRD1040,194
B006,PRD0600,229
B006,PRD0338,108
B001,PRD1215,74
B010,PRD0605,178
B006,PRD1243,72
B004,PRD0521,111
B008,PRD0343,75
B002,PRD0427,160
B009,PRD0771,1
B009,PRD0041,174
B008,PRD0880,280
B009,PRD1346,128
B001,PRD0088,22
B004,PRD0798,213
B007,PRD1324,229
B008,PRD0839,29
B005,PRD1328,7
B003,PRD0688,10
B005,PRD0318,57
B004,PRD1492,147
B008,PRD1358,199
B002,PRD1455,273
B008,PRD1225,294
B010,PRD0610,18
B004,PRD0572,18
B001,PRD0075,254
B002,PRD1419,80
B004,PRD0820,175
B007,PRD0617,273
B002,PRD1277,262
B010,PRD0917,198
B009,PRD0777,134
B004,PRD1278,244
B008,PRD0882,179
B004,PRD0283,158
B008,PRD0574,90
B006,PRD1210,12
B005,PRD1491,142
B001,PRD0904,13
B003,PRD0852,80
B003,PRD1269,284
B002,PRD1027,22
B002,PRD0386,273
B008,PRD0035,19
B010,PRD0667,231
B005,PRD0824,189
B007,PRD1401,178
B003,PRD0005,63
B007,PRD1053,206
B010,PRD0706,164
B001,PRD0863,64
B007,PRD0283,198
B005,PRD0085,242
B005,PRD0183,270
B009,PRD0999,148
B006,PRD0375,131
B005,PRD0517,271
B010,PRD1491,276
B001,PRD1277,173
B004,PRD1358,81
B005,PRD1334,294
B007,PRD1418,105
B002,PRD0934,229
B007,PRD1078,28
B001,PRD0654,126
B009,PRD0721,283
B001,PRD1280,151
B008,PRD0413,173
B006,PRD0535,117
B008,PRD1168,220
B009,PRD0917,190
B008,PRD1381,244
B001,PRD0438,18
B009,PRD0088,230
B005,PRD1074,264
B004,PRD0454,187
B004,PRD0168,292
B006,PRD1316,251
B005,PRD0358,193
B003,PRD0297,63
B001,PRD1019,214
B006,PRD1199,126
B009,PRD1185,247
B008,PRD0866,10
B004,PRD0890,264
B007,PRD1103,27
B005,PRD0322,201
B007,PRD1392,78
B003,PRD0638,264
B003,PRD0581,31
B009,PRD1192,230
B002,PRD0988,135
B008,PRD1137,200
B004,PRD0606,52
B006,PRD0655,200
B006,PRD0711,144
B010,PRD0712,190
B006,PRD1487,169
B009,PRD1489,284
B006,PRD1226,137
B007,PRD0178,269
B007,PRD0655,165
B005,PRD1125,120
B005,PRD1409,298
B003,PRD0060,173
B006,PRD0556,296
B004,PRD1401,48
B007,PRD0309,176
B010,PRD0024,246
B006,PRD0037,183
B003,PRD0545,36
B001,PRD0942,13
B010,PRD0661,56
B004,PRD0688,282
B010,PRD0236,74
B001,PRD0235,133
B001,PRD1305,203
B003,PRD0969,115
B004,PRD0227,265
B004,PRD1000,31
B008,PRD0260,297
B009,PRD1471,50
B003,PRD0078,182
B010,PRD1181,77
B008,PRD1327,262
B007,PRD1071,46
B003,PRD0356,282
B010,PRD0998,276
B005,PRD0255,193
B001,PRD0085,47
B010,PRD0850,112
B008,PRD0182,40
B007,PRD0629,206
B009,PRD0932,231
B009,PRD1311,35
B007,PRD0303,256
B004,PRD0930,82
B006,PRD0407,160
B002,PRD0320,152
B010,PRD0499,282
B004,PRD0784,60
B004,PRD0509,222
B004,PRD0891,247
B006,PRD0307,247
B010,PRD0669,0
B004,PRD0610,250
B001,PRD0377,290
B001,PRD0102,157
B004,PRD0696,291
B002,PRD0312,139
B001,PRD0391,41
B008,PRD0915,1
B009,PRD0020,5
B002,PRD0863,142
B002,PRD0229,234
B003,PRD0268,33
B008,PRD0206,145
B007,PRD0008,184
B002,PRD1051,237
B008,PRD0850,77
B010,PRD0697,216
B010,PRD0739,65
B007,PRD0413,31
B002,PRD0674,90
B004,PRD1014,52
B005,PRD0030,206
B010,PRD0964,182
B001,PRD1106,130
B002,PRD0967,3
B002,PRD1253,267
B004,PRD1378,75
B001,PRD1365,221
B001,PRD0135,38
B008,PRD0301,94
B006,PRD0953,51
B006,PRD1221,28
B009,PRD0287,126
B010,PRD0936,238
B010,PRD0481,7
B009,PRD0800,218
B002,PRD0593,175
B005,PRD0334,196
B005,PRD1247,168
B009,PRD1329,236
B008,PRD0290,120
B002,PRD0278,112
B006,PRD1484,282
B002,PRD0915,105
B003,PRD1477,248
B003,PRD0742,15
B003,PRD1366,261
B006,PRD0445,36
B002,PRD0153,178
B001,PRD0757,76
B004,PRD0429,110
B007,PRD0810,64
B005,PRD1008,223
B003,PRD1049,75
B009,PRD0168,135
B009,PRD0476,245
B007,PRD0329,152
B006,PRD0196,128
B008,PRD0660,2
B007,PRD1047,193
B008,PRD0954,56
B004,PRD0889,144
B001,PRD1413,57
B009,PRD1070,200
B005,PRD0290,104
B004,PRD1434,158
B008,PRD0431,197
B007,PRD1409,107
B001,PRD0805,93
B006,PRD0505,240
B008,PRD1482,284
B007,PRD0765,203
B004,PRD0672,239
B001,PRD0746,115
B007,PRD1128,208
B006,PRD0829,269
B007,PRD1121,26
B003,PRD1159,50
B004,PRD0957,116
B010,PRD1288,98
B010,PRD0623,280
B006,PRD0126,80
B002,PRD0993,171
B010,PRD1133,7
B005,PRD0286,275
B002,PRD0066,20
B002,PRD1067,9
B009,PRD0272,182
B001,PRD0962,6
B003,PRD0766,159
B002,PRD0638,154
B003,PRD0999,211
B001,PRD0476,216
B003,PRD1120,69
B002,PRD1284,259
B006,PRD0821,66
B007,PRD0983,37
B001,PRD0731,190
B003,PRD0618,36
B008,PRD0032,247
B008,PRD0427,190
B010,PRD1483,174
B007,PRD1061,164
B004,PRD1424,137
B009,PRD0461,1
B001,PRD1156,30
B008,PRD0488,89
B008,PRD0999,5
B005,PRD0728,17
B008,PRD0383,146
B007,PRD1021,257
B010,PRD0963,116
B007,PRD0192,130
B010,PRD0093,230
B002,PRD1319,105
B003,PRD1461,289
B009,PRD1111,80
B005,PRD1301,211
B003,PRD1234,241
B004,PRD1350,25
B008,PRD0209,80
B010,PRD0449,194
B005,PRD1224,34
B007,PRD0326,61
B004,PRD0488,50
B005,PRD1026,8
B002,PRD1251,250
B004,PRD1387,4
B004,PRD1472,96
B007,PRD1343,143
B006,PRD1058,28
B005,PRD0676,193
B010,PRD1194,73
B006,PRD0783,297
B007,PRD0924,230
B010,PRD0948,92
B005,PRD0154,76
B006,PRD0341,181
B007,PRD0370,114
B006,PRD0441,254
B006,PRD1241,174
B002,PRD1189,92
B010,PRD0793,286
B009,PRD1020,156
B007,PRD1389,208
B006,PRD0761,167
B006,PRD1448,192
B005,PRD1004,124
B008,PRD1324,231
B006,PRD0423,152
B005,PRD0224,272
B009,PRD1184,53
B002,PRD1110,166
B009,PRD0782,12
B005,PRD0172,107
B010,PRD0561,166
B005,PRD1156,120
B008,PRD0346,285
B001,PRD0576,33
B001,PRD0700,46
B008,PRD1079,85
B007,PRD1163,227
B002,PRD0359,35
B008,PRD0020,196
B010,PRD1369,198
B006,PRD0057,206
B008,PRD0070,78
B003,PRD0716,34
B010,PRD1268,207
B007,PRD0338,119
B008,PRD1340,83
B002,PRD0085,112
B001,PRD0624,189
B009,PRD0915,203
B008,PRD0375,51
B009,PRD0712,296
B005,PRD0739,159
B006,PRD1220,286
B008,PRD0665,122
B008,PRD1244,22
B007,PRD1024,145
B004,PRD0936,131
B007,PRD1036,215
B002,PRD0513,194
B008,PRD1399,246
B002,PRD0360,223
B005,PRD1122,210
B003,PRD1432,134
B006,PRD1440,269
B010,PRD1350,195
B005,PRD0238,239
B008,PRD0262,95
B004,PRD1098,256
B009,PRD0820,108
B006,PRD0917,204
B002,PRD0620,52
B005,PRD1120,20
B005,PRD0933,99
B006,PRD0848,143
B003,PRD0724,227
B004,PRD0019,245
B009,PRD0180,97
B006,PRD0263,257
B004,PRD1009,219
B003,PRD0582,126
B003,PRD0403,142
B003,PRD0256,97
B003,PRD0031,268
B009,PRD0311,110
B010,PRD0658,209
B005,PRD0148,221
B010,PRD1477,56
B010,PRD0825,150
B009,PRD1032,56
B006,PRD0866,85
B003,PRD0236,151
B002,PRD1398,31
B006,PRD1334,125
B007,PRD0873,167
B005,PRD0131,139
B007,PRD1243,260
B002,PRD0542,86
B002,PRD0284,253
B007,PRD1457,292
B010,PRD1307,119
B009,PRD0590,67
B004,PRD0929,174
B002,PRD0242,102
B003,PRD0308,114
B003,PRD1372,174
