OrderID,ProductID,Quantity,TemporaryPrice
ORD111856,PRD0188,5,775395
ORD000200,PRD0519,1,816184
ORD025276,PRD0417,6,961464
ORD005234,PRD0644,8,949536
ORD115690,PRD0156,1,583975
ORD149038,PRD0048,5,670066
ORD085540,PRD0488,7,209919
ORD103749,PRD1056,6,828847
ORD133091,PRD0382,6,406316
ORD037723,PRD0981,7,975340
ORD024239,PRD0568,2,653366
ORD149733,PRD0312,1,578876
ORD143399,PRD0263,9,938419
ORD043663,PRD0893,6,438044
ORD110627,PRD1437,8,431436
ORD030579,PRD0449,9,563781
ORD076740,PRD0236,4,256726
ORD050344,PRD1255,3,636436
ORD107572,PRD0414,1,89624
ORD045711,PRD0459,3,855245
ORD049178,PRD0429,10,863173
ORD063216,PRD1353,9,352444
ORD036044,PRD0305,10,131840
ORD075148,PRD0179,3,152238
ORD081532,PRD1136,5,946626
ORD102105,PRD0334,2,868952
ORD034163,PRD0671,9,602513
ORD085654,PRD0214,5,810076
ORD020905,PRD0073,7,952180
ORD013784,PRD1498,1,46884
ORD149025,PRD1462,1,821337
ORD009577,PRD0522,6,923691
ORD017502,PRD0341,5,540262
ORD020347,PRD0461,9,149173
ORD127588,PRD1278,2,287838
ORD120044,PRD1372,3,656950
ORD120854,PRD1372,1,885993
ORD026134,PRD0597,3,177717
ORD130328,PRD0335,9,50343
ORD094521,PRD1263,8,977042
ORD106147,PRD0392,7,799200
ORD098443,PRD0853,6,661878
ORD131787,PRD0013,6,174794
ORD109310,PRD0351,7,437727
ORD036170,PRD0871,7,348634
ORD089333,PRD0103,5,733552
ORD097028,PRD0021,2,430447
ORD021083,PRD0365,2,212245
ORD107336,PRD0348,7,67297
ORD015421,PRD0889,1,34753
ORD030859,PRD0823,10,787778
ORD064231,PRD0473,7,694218
ORD024065,PRD0737,1,398363
ORD126875,PRD0787,7,817227
ORD088205,PRD0918,9,463728
ORD101352,PRD0574,9,375696
ORD119523,PRD0999,1,748114
ORD069064,PRD1042,9,920201
ORD117070,PRD0254,5,996837
ORD062466,PRD0630,10,597679
ORD054480,PRD0427,1,428668
ORD054861,PRD1403,7,646359
ORD058409,PRD1408,4,833290
ORD148308,PRD1311,7,36772
ORD046357,PRD0944,10,427731
ORD016093,PRD1379,4,319879
ORD063249,PRD0593,6,348233
ORD012827,PRD1209,9,491736
ORD087609,PRD0408,8,410022
ORD007874,PRD0421,3,404440
ORD065236,PRD1496,3,72883
ORD066117,PRD0174,7,228919
ORD116076,PRD0142,7,170825
ORD131849,PRD0061,9,643374
ORD090023,PRD0227,4,472863
ORD006014,PRD0049,6,801981
ORD092551,PRD0298,2,202230
ORD057084,PRD1243,3,773843
ORD087698,PRD1245,7,553961
ORD004439,PRD0438,7,211942
ORD102964,PRD0079,10,954572
ORD002816,PRD1092,4,653996
ORD023269,PRD1256,3,174327
ORD018160,PRD0840,9,568068
ORD013249,PRD1070,4,908275
ORD080630,PRD0341,9,761909
ORD086223,PRD1472,8,685791
ORD044296,PRD0361,10,726000
ORD032983,PRD1229,7,363285
ORD086216,PRD0304,8,758036
ORD005848,PRD0428,10,480283
ORD017751,PRD0474,10,683437
ORD023798,PRD0870,2,873595
ORD118743,PRD0955,4,941817
ORD028663,PRD0084,8,164554
ORD110188,PRD0435,4,637155
ORD127283,PRD0097,9,168924
ORD013144,PRD0853,10,989495
ORD114867,PRD0815,3,770338
ORD036289,PRD0277,3,635451
ORD040020,PRD0024,1,120460
ORD049825,PRD0862,6,63185
ORD103075,PRD1466,1,725738
ORD085888,PRD0816,7,405504
ORD110060,PRD0882,3,960260
ORD116784,PRD0431,1,245402
ORD120820,PRD1057,6,815580
ORD079354,PRD0046,2,462955
ORD114799,PRD1218,10,365820
ORD102771,PRD0223,8,921905
ORD118097,PRD1314,7,813071
ORD028775,PRD1460,5,808861
ORD061622,PRD0269,3,714716
ORD142945,PRD0656,9,721194
ORD088026,PRD0976,1,392112
ORD022781,PRD0873,2,698528
ORD038900,PRD0568,5,757457
ORD106811,PRD1089,1,668996
ORD076210,PRD1175,3,729241
ORD048222,PRD1213,2,212946
ORD140830,PRD1286,1,372221
ORD002368,PRD1288,5,485070
ORD142709,PRD0638,9,404682
ORD025164,PRD1170,7,189750
ORD110236,PRD1239,2,155998
ORD064016,PRD0539,1,993426
ORD081486,PRD0297,9,405608
ORD119820,PRD1403,4,107631
ORD034629,PRD1032,4,532346
ORD143638,PRD1026,2,932664
ORD005084,PRD1365,2,353186
ORD036360,PRD0191,8,220078
ORD124186,PRD0459,8,138246
ORD138273,PRD1472,4,230864
ORD064659,PRD0476,3,924279
ORD013184,PRD1327,7,762508
ORD131043,PRD1162,4,584048
ORD104894,PRD1463,5,749339
ORD127025,PRD0387,9,761746
ORD026006,PRD0618,1,892452
ORD126300,PRD0379,2,405227
ORD135801,PRD0729,1,425491
ORD051716,PRD0751,6,378195
ORD117749,PRD0562,3,256926
ORD025862,PRD1390,1,919914
ORD017506,PRD0054,3,730534
ORD102847,PRD0934,5,757976
ORD072729,PRD0377,3,756142
ORD134838,PRD0296,2,518488
ORD014660,PRD0259,7,301201
ORD025754,PRD1399,1,548863
ORD149596,PRD0525,10,376486
ORD034986,PRD0645,9,65300
ORD008537,PRD0412,7,734794
ORD132887,PRD0851,5,459419
ORD007660,PRD0733,6,93002
ORD035028,PRD0944,8,231913
ORD011800,PRD0109,4,630110
ORD079726,PRD0983,9,361607
ORD063177,PRD1030,6,187892
ORD026410,PRD0572,2,876732
ORD058683,PRD0742,8,244252
ORD088413,PRD1452,3,633852
ORD135224,PRD0038,4,626240
ORD122437,PRD1090,7,724726
ORD142557,PRD0030,9,731554
ORD104892,PRD0425,9,511838
ORD144321,PRD0798,4,150215
ORD069161,PRD1403,6,687236
ORD066488,PRD0872,9,854017
ORD030596,PRD1097,2,515226
ORD088922,PRD0523,9,372244
ORD034879,PRD0684,9,978270
ORD032317,PRD0251,4,629064
ORD074562,PRD0385,10,848238
ORD066436,PRD0604,5,584101
ORD142912,PRD0804,6,905973
ORD140034,PRD0785,8,528460
ORD100914,PRD0662,7,635519
ORD149675,PRD0814,2,920249
ORD100832,PRD0673,2,301470
ORD052821,PRD1208,5,92003
ORD048105,PRD1402,8,390250
ORD067447,PRD0927,5,817577
ORD131632,PRD0034,3,80152
ORD095600,PRD0541,5,288995
ORD008168,PRD0534,3,725369
ORD023414,PRD0437,4,748098
ORD110619,PRD1480,1,168961
ORD090898,PRD1470,1,915620
ORD149275,PRD0300,6,613441
ORD104860,PRD1012,6,777022
ORD054467,PRD0359,9,248452
ORD099278,PRD1288,9,530275
ORD077066,PRD1061,4,353348
ORD113208,PRD0783,2,584762
ORD068174,PRD1482,4,982468
ORD102905,PRD1049,6,90031
ORD042654,PRD1332,9,796914
ORD044788,PRD0066,9,697618
ORD133025,PRD0069,1,671759
ORD148221,PRD0712,3,889511
ORD057070,PRD1334,6,765725
ORD136725,PRD0423,1,211919
ORD024854,PRD1186,2,146856
ORD020188,PRD1423,8,152505
ORD043860,PRD0928,9,794464
ORD147683,PRD0161,10,305717
ORD113899,PRD0630,7,148828
ORD082974,PRD0262,10,926258
ORD020884,PRD1458,2,390673
ORD129037,PRD0982,8,468517
ORD144317,PRD0132,2,37499
ORD045468,PRD0896,1,588846
ORD015691,PRD0265,6,604294
ORD145275,PRD0227,3,71422
ORD108814,PRD0505,8,260772
ORD122302,PRD0044,7,232998
ORD015963,PRD1316,2,986748
ORD075771,PRD1232,7,756738
ORD126064,PRD1186,10,979407
ORD127559,PRD0829,5,863177
ORD138406,PRD1238,8,36653
ORD055440,PRD0301,4,196025
ORD047828,PRD1189,7,521382
ORD037152,PRD0959,1,222404
ORD019199,PRD0994,3,785082
ORD109995,PRD0631,6,182796
ORD100440,PRD0926,9,986293
ORD044222,PRD0852,10,641530
ORD096406,PRD0928,7,324184
ORD125786,PRD0901,2,417647
ORD071851,PRD0480,5,851140
ORD126604,PRD0632,4,880557
ORD033095,PRD0452,3,174637
ORD016107,PRD1267,2,371731
ORD045793,PRD1230,9,603487
ORD079442,PRD0089,6,169335
ORD123848,PRD0041,10,708890
ORD129403,PRD1119,8,760590
ORD066227,PRD1252,2,424627
ORD077990,PRD0364,2,798032
ORD038478,PRD0479,2,622597
ORD107672,PRD0926,2,33492
ORD035994,PRD0310,6,208622
ORD091745,PRD1475,9,817840
ORD148328,PRD0652,6,963507
ORD011307,PRD0234,5,806061
ORD034370,PRD0992,1,852884
ORD107411,PRD0564,2,142738
ORD095959,PRD0630,7,230065
ORD077083,PRD1248,9,903872
ORD111806,PRD0319,6,183926
ORD104488,PRD0626,1,884642
ORD122338,PRD0426,3,991707
ORD016297,PRD0309,5,933467
ORD034626,PRD0003,2,244010
ORD098361,PRD0551,2,437982
ORD047006,PRD0743,7,735423
ORD099504,PRD0532,8,510586
ORD043761,PRD0382,3,820391
ORD124040,PRD0735,7,281664
ORD077163,PRD0713,6,141999
ORD119525,PRD0256,4,908599
ORD018744,PRD0159,8,275418
ORD042818,PRD0625,8,694275
ORD037838,PRD0374,9,280553
ORD051231,PRD0023,8,945199
ORD026212,PRD0526,10,365512
ORD120479,PRD0994,8,107777
ORD141575,PRD0737,3,892104
ORD142010,PRD1382,4,842123
ORD101378,PRD1058,1,857360
ORD082572,PRD0434,10,680489
ORD084254,PRD0320,7,889823
ORD022955,PRD0477,1,991608
ORD086224,PRD1231,1,492741
ORD071311,PRD1196,1,290407
ORD113996,PRD0403,9,155796
ORD113818,PRD1246,10,163156
ORD074823,PRD1445,4,988405
ORD066866,PRD0560,2,557312
ORD012255,PRD0072,8,50207
ORD065895,PRD1340,10,43430
ORD139141,PRD0300,4,287507
ORD073350,PRD0811,8,637988
ORD147360,PRD0002,7,856019
ORD134183,PRD0848,10,270415
ORD143985,PRD0528,6,847486
ORD141558,PRD0682,1,821441
ORD138237,PRD0253,10,290430
ORD043232,PRD1299,7,745615
ORD043437,PRD1084,3,763134
ORD017805,PRD0370,10,558487
ORD072520,PRD0254,3,114806
ORD101556,PRD1080,1,66928
ORD139312,PRD1352,4,480914
ORD059400,PRD0982,5,163848
ORD104925,PRD1053,4,368661
ORD025613,PRD0246,2,573054
ORD016466,PRD1189,10,881812
ORD087935,PRD0564,4,528195
ORD017435,PRD1124,1,100383
ORD050736,PRD1335,3,976039
ORD134051,PRD0876,3,788252
ORD063084,PRD0244,4,450474
ORD083093,PRD0013,3,249409
ORD003332,PRD0391,3,945344
ORD013110,PRD0390,6,427331
ORD086314,PRD0025,7,124291
ORD007528,PRD0809,7,698784
ORD136329,PRD0075,8,450396
ORD068155,PRD1031,9,201715
ORD010330,PRD0396,1,678703
ORD008186,PRD1463,5,473519
ORD043502,PRD1234,8,933380
ORD075484,PRD0003,8,967767
ORD061003,PRD0228,8,917948
ORD055712,PRD0263,2,190347
ORD085027,PRD0726,3,506514
ORD054083,PRD0536,5,489720
ORD018946,PRD0347,7,420119
ORD091011,PRD0124,5,482231
ORD080766,PRD0696,3,660403
ORD135932,PRD0410,8,215449
ORD113345,PRD0224,4,35707
ORD136252,PRD1311,5,661234
ORD057214,PRD1370,7,344780
ORD144795,PRD0363,2,923887
ORD045191,PRD0950,5,532798
ORD031083,PRD1207,7,631059
ORD036331,PRD0298,2,989775
ORD114598,PRD0727,10,971500
ORD104273,PRD0043,1,687756
ORD049165,PRD1063,5,802388
ORD127123,PRD0329,2,779526
ORD041346,PRD0223,1,544390
ORD027046,PRD0509,2,375975
ORD024883,PRD0498,10,453417
ORD086211,PRD0493,10,192183
ORD102244,PRD1250,10,683132
ORD027765,PRD1410,1,396901
ORD035130,PRD1319,1,367238
ORD069696,PRD0547,8,426987
ORD007290,PRD1234,2,969567
ORD145350,PRD0701,4,716786
ORD020557,PRD0742,8,995766
ORD074016,PRD1143,8,243475
ORD129528,PRD1008,2,525993
ORD107953,PRD0908,3,771394
ORD054376,PRD1472,9,818784
ORD045259,PRD1135,8,278298
ORD115322,PRD1104,2,494291
ORD031727,PRD0173,2,238738
ORD136687,PRD0626,5,639765
ORD072801,PRD0392,5,211689
ORD053393,PRD0391,8,220957
ORD018398,PRD0786,4,499173
ORD081380,PRD0343,10,934883
ORD113747,PRD0010,8,459924
ORD058490,PRD1087,4,234056
ORD030797,PRD0150,2,462797
ORD098601,PRD0107,2,351210
ORD009349,PRD1086,3,715358
ORD054398,PRD0131,4,761391
ORD061759,PRD0019,2,913319
ORD019232,PRD1300,8,399321
ORD010845,PRD1281,7,280259
ORD096971,PRD0103,2,847356
ORD128711,PRD0280,1,720954
ORD107739,PRD1363,4,958676
ORD142230,PRD1292,3,353852
ORD040919,PRD0734,4,672740
ORD020514,PRD0728,5,818648
ORD143137,PRD0248,3,543040
ORD106107,PRD0025,10,568784
ORD085016,PRD0199,8,946238
ORD101107,PRD0837,1,139960
ORD143238,PRD0335,5,979771
ORD054477,PRD0672,2,606797
ORD042161,PRD0622,9,975280
ORD054794,PRD1470,4,179074
ORD128328,PRD0634,6,947531
ORD149864,PRD0840,9,886854
ORD040357,PRD0331,8,306767
ORD097401,PRD0669,7,436264
ORD090498,PRD1092,5,953783
ORD043962,PRD0930,7,937069
ORD100325,PRD0483,8,763207
ORD013379,PRD0763,2,494769
ORD040642,PRD0636,2,349599
ORD034841,PRD0097,5,615875
ORD046583,PRD0247,3,978265
ORD065067,PRD1364,5,813225
ORD078126,PRD1225,1,994902
ORD076465,PRD0368,8,125524
ORD121263,PRD0518,2,47037
ORD011278,PRD1446,5,292859
ORD109954,PRD0915,3,446161
ORD108585,PRD1465,10,729959
ORD127136,PRD0189,2,346930
ORD095140,PRD0062,5,798476
ORD140067,PRD0282,6,378588
ORD033234,PRD1259,2,830242
ORD034644,PRD1042,7,853794
ORD112247,PRD0501,7,433048
ORD110001,PRD1343,6,300699
ORD041266,PRD0698,9,106736
ORD057028,PRD1343,2,626548
ORD131850,PRD0300,3,633499
ORD107955,PRD0120,9,729711
ORD086693,PRD0348,5,97764
ORD136799,PRD0299,1,654847
ORD009555,PRD0138,8,814673
ORD064435,PRD1281,3,741258
ORD080160,PRD1247,3,338646
ORD053355,PRD0698,9,283496
ORD080417,PRD1098,1,886975
ORD136594,PRD0615,4,348726
ORD038137,PRD1205,9,852511
ORD129452,PRD1267,6,587277
ORD035497,PRD1426,3,718511
ORD028351,PRD0563,4,247609
ORD015286,PRD1430,5,360647
ORD114906,PRD0460,10,651471
ORD031309,PRD0474,5,535146
ORD067783,PRD0274,9,71475
ORD035088,PRD1170,6,372146
ORD101879,PRD1086,4,680663
ORD019839,PRD1056,1,555612
ORD039723,PRD1194,10,464053
ORD030423,PRD1096,4,335166
ORD031069,PRD1398,6,829470
ORD112822,PRD0275,2,724719
ORD016450,PRD0836,3,467621
ORD063358,PRD0228,5,741662
ORD134128,PRD0750,5,483005
ORD001149,PRD0190,8,26172
ORD058495,PRD0923,1,818569
ORD147326,PRD1308,1,134769
ORD040842,PRD0321,7,574128
ORD084105,PRD1170,9,529980
ORD055146,PRD1422,1,694606
ORD146832,PRD0431,2,179727
ORD044193,PRD1471,1,836790
ORD149685,PRD0702,4,225397
ORD078703,PRD0727,5,193784
ORD110964,PRD0413,7,873398
ORD027724,PRD0494,4,268094
ORD083460,PRD0040,9,202968
ORD054678,PRD1290,2,301934
ORD121503,PRD0246,4,158529
ORD148396,PRD1419,6,825232
ORD144189,PRD1177,7,575260
ORD015495,PRD1097,7,363899
ORD018186,PRD0513,6,365641
ORD095275,PRD0528,9,267855
ORD106968,PRD0612,4,125999
ORD027200,PRD1068,8,333121
ORD131645,PRD0691,1,189895
ORD064497,PRD0699,2,272360
ORD049272,PRD0914,5,391752
ORD138564,PRD0585,10,231786
ORD049874,PRD0238,5,101864
ORD112934,PRD0165,1,573905
ORD063154,PRD0013,2,95783
ORD099110,PRD1276,6,724155
ORD135634,PRD0744,9,570398
ORD141164,PRD0716,4,843637
ORD053175,PRD0204,8,131371
ORD053428,PRD1407,2,862081
ORD102318,PRD1278,7,468614
ORD021333,PRD1149,5,596105
ORD122082,PRD0548,8,696928
ORD087593,PRD0453,9,306258
ORD098789,PRD0763,8,957758
ORD129135,PRD1006,7,99438
ORD022002,PRD0323,9,871562
ORD097918,PRD0628,2,419481
ORD116437,PRD0007,9,139232
ORD082102,PRD0364,6,104985
ORD028359,PRD1072,5,158674
ORD095505,PRD0682,4,177096
ORD083511,PRD0009,7,39633
ORD015970,PRD1152,1,127056
ORD034853,PRD1076,2,714647
ORD017857,PRD0254,3,157273
ORD135304,PRD0004,3,113288
ORD143788,PRD0938,1,696362
ORD000345,PRD1108,2,203390
ORD082336,PRD1421,3,307411
ORD095992,PRD0937,7,365984
ORD107089,PRD1469,2,194096
ORD093043,PRD0500,1,834923
ORD141189,PRD0702,10,398882
ORD141116,PRD0339,7,499605
ORD008123,PRD1176,8,303396
ORD115837,PRD1405,4,856833
ORD061048,PRD1016,1,298082
ORD012579,PRD0253,4,849059
ORD086990,PRD1284,8,660347
ORD135208,PRD0995,2,62904
ORD060848,PRD0241,9,159922
ORD007563,PRD0532,10,160713
ORD051390,PRD1031,9,280610
ORD007472,PRD0833,1,659955
ORD077118,PRD1262,7,325709
ORD035095,PRD0438,3,840728
ORD072813,PRD0641,7,537442
ORD064820,PRD0535,2,371966
ORD045362,PRD1439,9,997710
ORD121698,PRD0865,10,611080
ORD113653,PRD1400,8,729880
ORD015166,PRD0550,5,595503
ORD026056,PRD1330,8,919290
ORD106570,PRD0576,2,149906
ORD096508,PRD0808,3,190898
ORD143232,PRD0429,5,38671
ORD005944,PRD0474,8,422686
ORD117649,PRD1144,6,725481
ORD085057,PRD0220,3,545018
ORD026526,PRD0230,6,204089
ORD108380,PRD0835,6,696620
ORD109396,PRD1403,8,989533
ORD119702,PRD0440,5,633391
ORD079813,PRD0338,9,797318
ORD068961,PRD1305,1,906050
ORD034816,PRD1489,7,361954
ORD050036,PRD0688,4,25205
ORD028972,PRD0548,7,930413
ORD120625,PRD0521,6,51702
ORD065291,PRD1281,1,964598
ORD000767,PRD0755,3,972298
ORD037032,PRD1258,10,746179
ORD105020,PRD0732,3,284404
ORD092411,PRD0251,1,571331
ORD084160,PRD1319,9,842815
ORD081259,PRD1442,8,136354
ORD078613,PRD0152,9,817163
ORD141260,PRD0515,9,452552
ORD061855,PRD0236,5,450522
ORD137957,PRD1497,4,892996
ORD135014,PRD0283,7,961479
ORD120293,PRD0177,4,955700
ORD052903,PRD1078,10,449417
ORD143036,PRD0919,5,405250
ORD067198,PRD0854,10,429460
ORD009169,PRD1461,1,832601
ORD070759,PRD1059,4,141281
ORD128799,PRD0040,10,813945
ORD099154,PRD1085,7,286455
ORD092710,PRD0338,4,656902
ORD026286,PRD0044,9,683957
ORD068817,PRD0943,5,760592
ORD072232,PRD0213,2,769909
ORD112285,PRD0930,2,929566
ORD071652,PRD0082,7,358950
ORD080524,PRD0825,7,369727
ORD076927,PRD1118,4,416026
ORD145278,PRD0154,5,249832
ORD129507,PRD0801,1,943140
ORD012792,PRD0463,3,558924
ORD046901,PRD0963,1,378463
ORD024782,PRD0525,9,478870
ORD092161,PRD1096,6,60516
ORD105336,PRD1358,5,229364
ORD071778,PRD0948,4,489683
ORD117570,PRD0466,2,616806
ORD138651,PRD1291,1,930133
ORD078038,PRD0130,2,682688
ORD019304,PRD0642,7,255821
ORD064743,PRD0933,8,514372
ORD065132,PRD0410,6,471222
ORD115731,PRD0767,5,520718
ORD122818,PRD1454,7,725136
ORD087771,PRD0951,10,436575
ORD035805,PRD1417,8,203254
ORD111959,PRD0023,3,65046
ORD069861,PRD1166,2,787902
ORD008493,PRD0983,1,226008
ORD109916,PRD0757,3,831173
ORD088556,PRD0597,1,125063
ORD062550,PRD1392,4,386730
ORD132126,PRD0471,2,234043
ORD006716,PRD1385,10,403894
ORD110498,PRD0874,10,717157
ORD085051,PRD0498,10,867896
ORD097403,PRD0143,7,834333
ORD037790,PRD0036,4,220632
ORD141783,PRD0714,6,677957
ORD072035,PRD0713,10,749538
ORD053729,PRD0568,7,800944
ORD148969,PRD0232,9,623925
ORD111755,PRD0884,5,364160
ORD054871,PRD0261,3,994095
ORD147349,PRD0641,1,727353
ORD128693,PRD0432,10,660197
ORD063697,PRD1179,9,921145
ORD061096,PRD1234,5,976023
ORD121812,PRD0927,5,742269
ORD016994,PRD0080,1,870343
ORD061487,PRD0262,3,193316
ORD143135,PRD0447,7,58571
ORD122573,PRD0602,6,991305
ORD001123,PRD0196,5,714568
ORD068255,PRD0984,7,676871
ORD077522,PRD1024,10,499948
ORD061767,PRD0316,8,143931
ORD091786,PRD0760,1,649918
ORD109024,PRD1162,10,42030
ORD072544,PRD0691,4,797421
ORD076167,PRD0376,3,342170
ORD041023,PRD0638,10,445130
ORD048968,PRD1094,4,666920
ORD057331,PRD0705,4,696156
ORD097607,PRD0464,4,763511
ORD010115,PRD0401,4,125261
ORD139804,PRD0879,7,846238
ORD065368,PRD0404,6,207612
ORD036867,PRD0680,6,180878
ORD141429,PRD0900,2,782677
ORD048417,PRD0605,3,360998
ORD057589,PRD0262,7,990317
ORD070215,PRD1211,9,202459
ORD045228,PRD1223,9,482864
ORD058685,PRD0792,10,418016
ORD137092,PRD0851,3,271561
ORD086359,PRD0896,10,78419
ORD107654,PRD0897,2,236640
ORD042256,PRD0806,1,861731
ORD039678,PRD0485,9,535904
ORD054057,PRD0060,8,199177
ORD097778,PRD1165,6,396463
ORD020277,PRD0392,7,136651
ORD116290,PRD0970,1,432961
ORD054776,PRD1070,8,719852
ORD055542,PRD0551,2,834496
ORD001268,PRD1489,3,328311
ORD002811,PRD0468,1,63266
ORD001333,PRD0546,1,695919
ORD117358,PRD0485,9,174160
ORD037708,PRD0328,9,692318
ORD110267,PRD1370,4,814787
ORD142465,PRD0682,7,295865
ORD089971,PRD0074,6,526220
ORD145922,PRD0484,8,473698
ORD008562,PRD0500,5,519201
ORD137805,PRD0683,10,514785
ORD005433,PRD0108,4,956486
ORD027853,PRD0038,4,983771
ORD062258,PRD0146,10,345866
ORD110811,PRD0639,2,902985
ORD084656,PRD0291,10,221455
ORD059571,PRD0914,5,622616
ORD143849,PRD0238,8,61723
ORD119926,PRD0747,9,237349
ORD020741,PRD0696,5,337279
ORD112730,PRD1306,9,642501
ORD069064,PRD0099,4,581488
ORD070410,PRD0528,4,145019
ORD093077,PRD0007,5,569607
ORD119148,PRD0410,1,231030
ORD012151,PRD0063,5,295469
ORD030137,PRD1180,9,642107
ORD127741,PRD0547,8,400554
ORD065028,PRD1084,3,56533
ORD125812,PRD1043,8,133578
