CardID,RegistrationDate,LoyalPoint,LevelID,CustomerID
CARD00140,2022-12-11,4168,L1,CUS57636
CARD00141,2024-01-28,7017,L2,CUS43239
CARD00142,2020-11-26,9600,L2,CUS56104
CARD00143,2021-12-01,8407,L1,CUS19329
CARD00144,2020-03-28,3238,L3,CUS15740
CARD00145,2024-02-24,3576,L1,CUS25688
CARD00146,2021-08-03,5898,L3,CUS59421
CARD00147,2022-04-05,937,L2,CUS78859
CARD00148,2022-02-08,7690,L1,CUS36808
CARD00149,2022-10-16,4305,L1,CUS55799
CARD00150,2023-01-27,7733,L2,CUS03837
CARD00151,2020-02-02,8090,L1,CUS66078
CARD00152,2024-02-07,1241,L2,CUS22243
CARD00153,2021-09-13,4174,L2,CUS71734
CARD00154,2023-07-17,4866,L2,CUS50845
CARD00155,2020-08-19,8385,L2,CUS10218
CARD00156,2020-03-25,7983,L1,CUS34179
CARD00157,2023-12-07,4875,L2,CUS40962
CARD00158,2023-02-22,7643,L1,CUS09851
CARD00159,2020-05-04,4764,L1,CUS32144
CARD00160,2022-11-14,489,L3,CUS70014
CARD00161,2022-10-15,3371,L2,CUS56767
CARD00162,2024-09-02,4859,L1,CUS17596
CARD00163,2022-05-15,1875,L3,CUS29009
CARD00164,2021-10-29,6138,L3,CUS32906
CARD00165,2023-02-23,197,L3,CUS72022
CARD00166,2024-03-03,9024,L1,CUS22177
CARD00167,2021-07-31,5450,L3,CUS02401
CARD00168,2020-04-03,3175,L2,CUS78147
CARD00169,2023-01-10,1752,L1,CUS24249
CARD00170,2020-12-17,3494,L1,CUS67282
CARD00171,2022-07-09,1671,L3,CUS67574
CARD00172,2021-01-16,9924,L3,CUS76415
CARD00173,2022-11-11,6061,L2,CUS10611
CARD00174,2024-09-02,6677,L2,CUS48846
CARD00175,2024-07-29,1556,L3,CUS12637
CARD00176,2020-06-28,4664,L2,CUS48840
CARD00177,2024-03-09,9037,L2,CUS02556
CARD00178,2020-09-09,8423,L1,CUS79240
CARD00179,2021-11-05,6572,L3,CUS08338
CARD00180,2024-11-18,4947,L3,CUS04048
CARD00181,2022-08-29,9689,L2,CUS01466
CARD00182,2022-12-20,239,L2,CUS61382
CARD00183,2020-02-23,6719,L1,CUS16393
CARD00184,2023-04-23,4716,L1,CUS66633
CARD00185,2024-03-06,7202,L2,CUS52232
CARD00186,2023-10-02,2615,L3,CUS12181
CARD00187,2022-12-05,3761,L1,CUS41715
CARD00188,2020-05-10,1825,L3,CUS77974
CARD00189,2023-02-18,1074,L2,CUS22919
CARD00190,2022-07-19,8434,L2,CUS71875
CARD00191,2023-06-14,2532,L1,CUS70694
CARD00192,2023-02-25,1653,L3,CUS29909
CARD00193,2022-09-08,6052,L3,CUS55965
CARD00194,2021-06-08,8719,L2,CUS34564
CARD00195,2023-02-04,356,L3,CUS39076
CARD00196,2020-03-08,3957,L1,CUS37247
CARD00197,2023-08-22,6673,L3,CUS41163
CARD00198,2020-06-21,353,L3,CUS68065
CARD00199,2023-07-21,8841,L1,CUS70912
CARD00200,2024-08-09,2840,L3,CUS63326
CARD00201,2022-05-17,4582,L1,CUS39140
CARD00202,2022-03-19,8634,L2,CUS35223
CARD00203,2022-04-21,277,L2,CUS48379
CARD00204,2024-09-12,1187,L1,CUS66032
CARD00205,2023-07-05,7711,L3,CUS63629
CARD00206,2022-12-17,7861,L1,CUS56539
CARD00207,2024-08-04,2656,L1,CUS21156
CARD00208,2020-09-05,7011,L3,CUS31660
CARD00209,2022-04-06,10000,L1,CUS02709
CARD00210,2023-09-15,2386,L3,CUS79379
CARD00211,2020-05-20,1623,L3,CUS50323
CARD00212,2020-02-15,6473,L2,CUS66843
CARD00213,2022-03-10,8868,L2,CUS76068
CARD00214,2024-05-16,9224,L1,CUS34363
CARD00215,2020-06-05,2999,L2,CUS49209
CARD00216,2021-11-08,6494,L3,CUS35611
CARD00217,2023-06-14,2113,L2,CUS36469
CARD00218,2023-06-09,6372,L2,CUS00066
CARD00219,2021-01-24,4978,L1,CUS68310
CARD00220,2020-01-06,2364,L1,CUS09650
CARD00221,2023-08-03,5320,L1,CUS27911
CARD00222,2021-09-10,5953,L1,CUS31525
CARD00223,2023-06-21,3039,L3,CUS13797
CARD00224,2024-08-06,4008,L2,CUS68906
CARD00225,2023-11-20,9652,L2,CUS51082
CARD00226,2020-08-26,2895,L1,CUS51351
CARD00227,2023-06-05,4594,L3,CUS62892
CARD00228,2023-04-27,1944,L2,CUS56738
CARD00229,2023-04-01,5689,L1,CUS18176
CARD00230,2020-02-12,5672,L1,CUS34018
CARD00231,2024-03-29,6930,L2,CUS29482
CARD00232,2023-03-14,7828,L2,CUS67823
CARD00233,2024-01-05,8832,L3,CUS66868
CARD00234,2020-05-01,966,L2,CUS78502
CARD00235,2021-05-17,3449,L2,CUS04496
CARD00236,2020-07-20,8264,L1,CUS51765
CARD00237,2024-05-08,6820,L3,CUS58194
CARD00238,2024-10-12,9731,L3,CUS70916
CARD00239,2024-11-02,445,L1,CUS66704
CARD00240,2023-09-24,3638,L2,CUS37606
CARD00241,2022-04-17,664,L3,CUS14333
CARD00242,2023-12-31,5286,L2,CUS78825
CARD00243,2023-02-25,8997,L3,CUS57543
CARD00244,2024-11-23,2335,L1,CUS18109
CARD00245,2024-07-09,517,L1,CUS56478
CARD00246,2023-10-10,5321,L2,CUS73304
CARD00247,2021-10-09,6596,L3,CUS38593
CARD00248,2021-11-09,3655,L3,CUS13485
CARD00249,2020-07-17,8819,L3,CUS03465
CARD00250,2024-03-30,8462,L2,CUS74815
CARD00251,2022-07-28,9589,L2,CUS03822
CARD00252,2024-07-18,4361,L3,CUS52645
CARD00253,2022-12-05,5724,L2,CUS43144
CARD00254,2023-10-12,870,L2,CUS76149
CARD00255,2021-09-25,7050,L2,CUS53346
CARD00256,2023-08-15,549,L1,CUS11988
CARD00257,2024-07-01,3937,L3,CUS66363
CARD00258,2024-03-03,5922,L1,CUS21849
CARD00259,2024-01-24,6817,L1,CUS67134
CARD00260,2024-04-29,9047,L3,CUS46666
CARD00261,2020-12-13,197,L3,CUS69514
CARD00262,2022-08-02,8735,L1,CUS33620
CARD00263,2022-11-07,9544,L2,CUS77571
CARD00264,2023-02-12,5181,L1,CUS45440
CARD00265,2020-05-23,9414,L1,CUS03973
CARD00266,2023-05-18,5594,L3,CUS61700
CARD00267,2024-02-11,2705,L3,CUS51806
CARD00268,2022-02-20,9604,L3,CUS58821
CARD00269,2023-06-02,207,L2,CUS47533
CARD00270,2023-09-16,9245,L2,CUS56855
CARD00271,2023-11-11,2341,L3,CUS52514
CARD00272,2020-10-31,4629,L2,CUS14045
CARD00273,2024-03-30,8805,L1,CUS19737
CARD00274,2024-11-02,6172,L1,CUS03468
CARD00275,2023-12-15,2712,L3,CUS05194
CARD00276,2020-04-26,9724,L3,CUS26272
CARD00277,2020-07-03,5086,L1,CUS55511
CARD00278,2023-08-31,6784,L2,CUS13443
CARD00279,2023-10-27,9901,L1,CUS16876
CARD00280,2021-06-10,7858,L2,CUS55292
CARD00281,2024-03-24,2188,L2,CUS42233
CARD00282,2022-02-24,8988,L1,CUS71142
CARD00283,2022-08-12,9624,L1,CUS67528
CARD00284,2022-03-15,8366,L2,CUS03147
CARD00285,2020-04-06,5646,L1,CUS45184
CARD00286,2024-09-14,2978,L2,CUS45333
CARD00287,2021-09-15,7245,L2,CUS70270
CARD00288,2021-08-28,8431,L2,CUS39376
CARD00289,2020-06-27,2107,L1,CUS43711
CARD00290,2021-08-05,6130,L1,CUS63679
CARD00291,2023-06-01,4307,L3,CUS09359
CARD00292,2022-04-01,8713,L2,CUS49058
CARD00293,2024-11-18,7151,L3,CUS40693
CARD00294,2024-09-01,499,L3,CUS06311
CARD00295,2021-07-03,8939,L3,CUS09510
CARD00296,2023-06-24,3586,L3,CUS43786
CARD00297,2024-05-26,2771,L1,CUS70405
CARD00298,2024-03-30,1552,L1,CUS58976
CARD00299,2022-04-19,1069,L2,CUS48697
CARD00300,2022-03-19,4236,L2,CUS66811
CARD00301,2024-03-14,626,L3,CUS26305
CARD00302,2024-05-30,7079,L2,CUS05005
CARD00303,2020-03-21,9742,L1,CUS13862
CARD00304,2023-06-11,6157,L3,CUS62358
CARD00305,2022-05-26,985,L1,CUS22419
CARD00306,2024-11-26,2709,L2,CUS65371
CARD00307,2024-06-21,3895,L3,CUS46720
CARD00308,2020-07-17,9045,L2,CUS63403
CARD00309,2021-10-19,725,L3,CUS39444
CARD00310,2020-01-17,1138,L2,CUS31456
CARD00311,2020-07-06,523,L3,CUS12569
CARD00312,2020-08-14,1946,L1,CUS46933
CARD00313,2022-09-20,3250,L1,CUS09222
CARD00314,2021-09-28,7394,L2,CUS30302
CARD00315,2023-01-16,1313,L2,CUS54107
CARD00316,2023-10-04,4232,L2,CUS10790
CARD00317,2024-08-20,5339,L1,CUS77843
CARD00318,2022-08-24,7483,L1,CUS30163
CARD00319,2022-11-17,2997,L2,CUS19799
CARD00320,2021-08-24,2318,L3,CUS06043
CARD00321,2022-05-08,2711,L1,CUS07919
CARD00322,2021-01-28,702,L2,CUS43667
CARD00323,2024-09-18,4160,L3,CUS09413
CARD00324,2024-05-28,835,L3,CUS02608
CARD00325,2024-05-10,2387,L3,CUS18646
CARD00326,2020-09-01,1401,L1,CUS39992
CARD00327,2024-12-19,4172,L2,CUS11408
CARD00328,2023-02-14,3398,L1,CUS70453
CARD00329,2020-06-02,8356,L1,CUS66166
CARD00330,2022-10-25,4863,L1,CUS01286
CARD00331,2024-01-02,7311,L1,CUS78026
CARD00332,2020-12-12,8976,L1,CUS22163
CARD00333,2023-10-05,2840,L3,CUS34772
CARD00334,2023-07-18,7084,L2,CUS04156
CARD00335,2023-11-11,2629,L1,CUS58597
CARD00336,2023-02-05,6497,L1,CUS09764
CARD00337,2021-04-12,9525,L1,CUS60090
CARD00338,2023-02-28,483,L1,CUS10946
CARD00339,2021-09-18,3881,L1,CUS43902
CARD00340,2020-11-15,233,L2,CUS67775
CARD00341,2021-08-19,4903,L3,CUS58609
CARD00342,2022-04-13,9779,L3,CUS37284
CARD00343,2024-08-24,7066,L3,CUS17651
CARD00344,2023-02-04,9947,L1,CUS05910
CARD00345,2022-04-20,7151,L3,CUS35196
CARD00346,2020-10-02,6805,L2,CUS76174
CARD00347,2021-05-10,5864,L1,CUS00698
CARD00348,2021-05-19,148,L2,CUS06763
CARD00349,2022-07-06,6904,L1,CUS39415
CARD00350,2020-10-30,3925,L2,CUS29160
CARD00351,2021-09-20,5859,L2,CUS68457
CARD00352,2020-11-24,4953,L2,CUS21268
CARD00353,2024-06-13,267,L2,CUS39711
CARD00354,2020-09-12,5697,L2,CUS72486
CARD00355,2022-08-20,5765,L3,CUS60522
CARD00356,2021-08-26,8377,L2,CUS75238
CARD00357,2021-11-27,6191,L1,CUS31407
CARD00358,2020-07-18,9579,L1,CUS13049
CARD00359,2023-03-08,592,L2,CUS71266
CARD00360,2023-12-21,1295,L3,CUS78050
CARD00361,2023-08-24,5612,L2,CUS76245
CARD00362,2024-01-30,1223,L3,CUS61715
CARD00363,2024-01-16,6190,L1,CUS31362
CARD00364,2022-02-24,1919,L3,CUS57966
CARD00365,2022-08-27,8747,L3,CUS52073
CARD00366,2022-06-08,3316,L2,CUS46188
CARD00367,2020-03-21,7551,L3,CUS42060
CARD00368,2024-03-06,5168,L2,CUS74399
CARD00369,2024-11-19,6009,L3,CUS74821
CARD00370,2022-06-26,2355,L1,CUS31548
CARD00371,2022-12-13,6683,L2,CUS00871
CARD00372,2020-12-08,3031,L3,CUS07813
CARD00373,2024-05-20,9692,L3,CUS53507
CARD00374,2021-09-26,1225,L1,CUS76814
CARD00375,2024-01-17,4414,L3,CUS49051
CARD00376,2024-11-09,7111,L2,CUS24552
CARD00377,2023-09-01,6201,L3,CUS46243
CARD00378,2023-11-18,8963,L2,CUS46461
CARD00379,2024-07-09,7983,L1,CUS22315
CARD00380,2023-05-15,9408,L3,CUS06550
CARD00381,2021-09-11,4336,L2,CUS74338
CARD00382,2024-10-30,8180,L1,CUS71642
CARD00383,2023-12-10,608,L1,CUS40987
CARD00384,2020-11-18,673,L3,CUS03763
CARD00385,2021-10-31,9784,L2,CUS54944
CARD00386,2024-07-06,1751,L3,CUS17375
CARD00387,2023-02-22,643,L3,CUS21649
CARD00388,2021-07-20,2443,L3,CUS72192
CARD00389,2022-01-11,3619,L3,CUS42344
CARD00390,2021-03-09,5746,L3,CUS32699
CARD00391,2021-02-13,6356,L3,CUS61244
CARD00392,2022-05-12,5637,L2,CUS78573
CARD00393,2022-01-14,2194,L2,CUS68072
CARD00394,2021-07-26,1039,L3,CUS39403
CARD00395,2024-04-18,4770,L1,CUS58740
CARD00396,2021-12-08,1366,L1,CUS08136
CARD00397,2023-06-22,9065,L1,CUS39236
CARD00398,2024-03-03,1396,L2,CUS33581
CARD00399,2020-05-22,1040,L3,CUS34745
CARD00400,2021-09-11,6341,L3,CUS01004
CARD00401,2023-07-17,7350,L3,CUS35890
CARD00402,2022-04-18,1655,L2,CUS76601
CARD00403,2022-01-25,714,L1,CUS13502
CARD00404,2021-09-25,2655,L2,CUS71053
CARD00405,2023-07-08,529,L1,CUS44697
CARD00406,2020-09-12,895,L2,CUS49925
CARD00407,2022-04-05,3129,L1,CUS34471
CARD00408,2023-05-03,7022,L2,CUS33165
CARD00409,2022-06-13,8734,L2,CUS36680
CARD00410,2020-06-01,7503,L3,CUS38243
CARD00411,2020-06-14,194,L1,CUS76255
CARD00412,2022-07-18,3549,L1,CUS17330
CARD00413,2022-01-07,6005,L1,CUS53376
CARD00414,2022-02-20,3252,L2,CUS26539
CARD00415,2020-11-10,8017,L1,CUS13457
CARD00416,2023-03-14,9004,L3,CUS36889
CARD00417,2021-11-19,2019,L2,CUS60469
CARD00418,2020-11-09,2904,L3,CUS63717
CARD00419,2023-06-07,2935,L2,CUS53038
CARD00420,2024-11-29,4568,L3,CUS70941
CARD00421,2024-09-30,8171,L2,CUS09438
CARD00422,2020-05-24,5769,L1,CUS32438
CARD00423,2022-08-16,9384,L2,CUS56621
CARD00424,2021-12-01,321,L2,CUS28863
CARD00425,2022-09-09,2264,L1,CUS30682
CARD00426,2022-02-26,7047,L3,CUS69962
CARD00427,2022-10-22,1703,L1,CUS61166
CARD00428,2021-05-28,8808,L3,CUS49365
CARD00429,2021-08-07,1644,L2,CUS78090
CARD00430,2020-10-31,6115,L2,CUS20885
CARD00431,2022-11-17,2087,L3,CUS78385
CARD00432,2023-03-04,8470,L3,CUS69859
CARD00433,2024-07-24,4462,L1,CUS67689
CARD00434,2024-08-13,3754,L2,CUS19601
CARD00435,2023-11-07,4027,L1,CUS78530
CARD00436,2020-07-10,7959,L3,CUS64400
CARD00437,2024-09-18,2883,L1,CUS61195
CARD00438,2023-07-04,6227,L3,CUS56356
CARD00439,2021-11-07,1837,L1,CUS24802
CARD00440,2023-09-20,2004,L3,CUS40217
CARD00441,2020-07-14,8819,L1,CUS40767
CARD00442,2020-06-11,4127,L2,CUS78898
CARD00443,2021-07-25,7920,L2,CUS71945
CARD00444,2022-01-20,4377,L3,CUS33097
CARD00445,2023-05-12,2473,L3,CUS27914
CARD00446,2021-01-13,5862,L3,CUS72518
CARD00447,2024-08-17,6672,L3,CUS32060
CARD00448,2022-05-04,7995,L1,CUS50496
CARD00449,2020-05-17,9630,L3,CUS19268
CARD00450,2020-08-24,9556,L3,CUS17327
CARD00451,2020-06-04,604,L3,CUS65142
CARD00452,2021-08-06,4448,L2,CUS11612
CARD00453,2022-06-23,3053,L3,CUS37265
CARD00454,2021-11-09,443,L1,CUS00189
CARD00455,2024-12-22,8882,L3,CUS39637
CARD00456,2021-10-28,6599,L3,CUS70904
CARD00457,2023-09-04,6448,L3,CUS12582
CARD00458,2021-09-03,4186,L2,CUS36338
CARD00459,2020-01-15,4763,L2,CUS44897
CARD00460,2020-03-25,1031,L3,CUS16659
CARD00461,2020-01-19,7036,L2,CUS16585
CARD00462,2020-10-14,4483,L2,CUS42936
CARD00463,2021-08-17,7878,L1,CUS57958
CARD00464,2023-08-30,6011,L3,CUS54057
CARD00465,2024-07-22,1629,L2,CUS18971
CARD00466,2021-07-23,5989,L3,CUS04451
CARD00467,2020-11-02,1630,L3,CUS59432
CARD00468,2024-07-18,6856,L2,CUS65736
CARD00469,2024-10-08,7290,L2,CUS00428
CARD00470,2020-04-28,9941,L3,CUS14283
CARD00471,2021-03-17,4500,L1,CUS42917
CARD00472,2022-10-17,5071,L2,CUS60687
CARD00473,2023-02-09,9893,L3,CUS62257
CARD00474,2023-12-08,3405,L2,CUS39269
CARD00475,2022-10-06,7017,L3,CUS73678
CARD00476,2020-09-23,1000,L1,CUS59775
CARD00477,2020-06-23,6806,L3,CUS14837
CARD00478,2020-03-02,1976,L1,CUS56974
CARD00479,2020-08-10,5934,L1,CUS07274
CARD00480,2021-06-18,4144,L2,CUS72105
CARD00481,2022-03-03,7659,L2,CUS08319
CARD00482,2023-03-19,6263,L1,CUS72028
CARD00483,2020-01-07,6408,L1,CUS45210
CARD00484,2021-07-13,9727,L1,CUS57496
CARD00485,2024-10-03,9389,L2,CUS79619
CARD00486,2024-07-14,9985,L2,CUS59253
CARD00487,2024-12-27,8438,L2,CUS35582
CARD00488,2022-05-30,9960,L3,CUS22753
CARD00489,2020-01-19,7645,L2,CUS05502
CARD00490,2024-07-02,1459,L3,CUS01933
CARD00491,2020-01-12,2676,L2,CUS24341
CARD00492,2022-03-25,6347,L3,CUS20284
CARD00493,2020-06-29,2085,L2,CUS27010
CARD00494,2024-06-29,7278,L1,CUS50837
CARD00495,2023-10-20,9187,L2,CUS39671
CARD00496,2022-06-08,4471,L3,CUS61670
CARD00497,2024-12-29,1444,L1,CUS59188
CARD00498,2023-06-11,5736,L3,CUS13110
CARD00499,2022-05-20,6749,L1,CUS52507
CARD00500,2022-10-25,1729,L1,CUS76323
CARD00501,2024-01-26,2154,L2,CUS30170
CARD00502,2020-07-30,1265,L1,CUS69747
CARD00503,2021-02-06,8839,L1,CUS16865
CARD00504,2021-08-24,3150,L2,CUS10048
CARD00505,2023-06-19,4446,L2,CUS62750
CARD00506,2022-10-16,2306,L1,CUS69925
CARD00507,2023-07-18,7930,L2,CUS58717
CARD00508,2024-11-06,9624,L3,CUS22459
CARD00509,2024-12-08,8545,L3,CUS49717
CARD00510,2024-04-22,9484,L3,CUS37023
CARD00511,2022-07-08,3993,L2,CUS65333
CARD00512,2020-10-05,3562,L3,CUS14025
CARD00513,2020-04-03,2707,L2,CUS74726
CARD00514,2024-11-12,3151,L2,CUS67557
CARD00515,2021-07-03,1734,L3,CUS66786
CARD00516,2021-01-02,6730,L3,CUS59999
CARD00517,2022-11-08,3121,L2,CUS14127
CARD00518,2023-04-27,2062,L1,CUS50940
CARD00519,2023-08-28,5802,L1,CUS40728
CARD00520,2020-02-21,2481,L1,CUS17553
CARD00521,2023-05-05,5849,L2,CUS11551
CARD00522,2024-08-11,3390,L2,CUS68233
CARD00523,2020-03-06,2113,L3,CUS72663
CARD00524,2023-04-09,6853,L2,CUS45783
CARD00525,2021-06-25,6138,L3,CUS75223
CARD00526,2020-05-19,2495,L3,CUS30957
CARD00527,2023-01-31,9251,L1,CUS17325
CARD00528,2022-03-17,9793,L1,CUS41317
CARD00529,2020-09-20,1095,L1,CUS69162
CARD00530,2022-10-25,6493,L1,CUS58929
CARD00531,2021-03-11,3291,L3,CUS12336
CARD00532,2024-02-14,4623,L3,CUS06129
CARD00533,2020-05-11,7124,L1,CUS67847
CARD00534,2021-08-12,6249,L2,CUS18816
CARD00535,2020-08-22,4822,L2,CUS12045
CARD00536,2024-12-16,5913,L3,CUS40445
CARD00537,2023-11-25,1307,L2,CUS75451
CARD00538,2022-03-30,2346,L3,CUS13159
CARD00539,2021-07-23,7593,L1,CUS77153
CARD00540,2021-10-29,530,L2,CUS18753
CARD00541,2022-04-27,8932,L2,CUS30981
CARD00542,2024-12-08,2077,L2,CUS78992
CARD00543,2024-04-22,8278,L1,CUS50573
CARD00544,2021-02-22,7757,L1,CUS65291
CARD00545,2020-08-22,8004,L1,CUS54454
CARD00546,2024-06-09,4497,L1,CUS69773
CARD00547,2020-11-16,6914,L1,CUS54488
CARD00548,2024-03-16,8575,L1,CUS41397
CARD00549,2023-02-02,2162,L1,CUS78904
CARD00550,2021-04-21,3127,L3,CUS77556
CARD00551,2020-07-18,8663,L2,CUS01571
CARD00552,2021-01-25,4017,L1,CUS43993
CARD00553,2020-10-04,8314,L3,CUS13922
CARD00554,2023-01-26,4905,L3,CUS06720
CARD00555,2021-02-15,6530,L3,CUS27537
CARD00556,2024-09-06,8419,L3,CUS75788
CARD00557,2022-10-09,5046,L1,CUS08811
CARD00558,2021-09-09,4141,L2,CUS70866
CARD00559,2022-02-01,6381,L1,CUS15667
