BranchID,ProductID,StockQuantity
B009,PRD1206,214
B010,PRD0341,158
B009,PRD1124,22
B006,PRD0263,163
B009,PRD0908,236
B004,PRD0532,230
B008,PRD0250,77
B004,PRD0810,293
B004,PRD0605,92
B002,PRD1033,96
B004,PRD0419,270
B009,PRD0012,278
B002,PRD0136,36
B006,PRD1164,243
B006,PRD1157,108
B003,PRD0026,157
B005,PRD0966,109
B005,PRD0692,60
B005,PRD0681,166
B009,PRD0364,1
B004,PRD0755,4
B003,PRD0947,167
B004,PRD0800,296
B006,PRD0837,37
B001,PRD0354,19
B005,PRD1275,278
B001,PRD0702,115
B004,PRD0064,115
B002,PRD1219,19
B005,PRD0268,163
B001,PRD0636,113
B008,PRD1486,98
B010,PRD0604,20
B004,PRD0916,134
B006,PRD0511,34
B003,PRD0985,158
B005,PRD1251,172
B003,PRD1249,193
B006,PRD0173,128
B010,PRD0024,50
B010,PRD0691,250
B007,PRD1305,46
B006,PRD0895,129
B002,PRD0269,273
B008,PRD0825,150
B002,PRD0392,87
B003,PRD1316,194
B007,PRD0386,270
B005,PRD1308,150
B007,PRD0538,39
B003,PRD0695,34
B003,PRD1198,58
B004,PRD1378,279
B002,PRD1014,115
B009,PRD1490,113
B009,PRD1422,255
B003,PRD0227,52
B009,PRD0489,229
B002,PRD1155,86
B008,PRD1321,19
B006,PRD0504,128
B009,PRD0673,152
B003,PRD0001,196
B006,PRD0799,97
B003,PRD1314,97
B009,PRD0063,127
B001,PRD1194,119
B006,PRD1026,197
B009,PRD0639,14
B003,PRD1325,103
B009,PRD0459,65
B009,PRD1360,278
B006,PRD1134,203
B004,PRD0611,103
B010,PRD0086,226
B010,PRD1450,259
B001,PRD0620,95
B006,PRD0726,166
B009,PRD1236,171
B004,PRD0597,219
B002,PRD0099,277
B010,PRD0103,75
B005,PRD0468,269
B006,PRD0623,36
B006,PRD1146,16
B003,PRD0856,222
B007,PRD1148,242
B007,PRD0578,38
B005,PRD0668,290
B007,PRD1246,225
B005,PRD1451,35
B007,PRD1283,138
B010,PRD1311,122
B008,PRD1257,271
B008,PRD1119,148
B008,PRD1371,37
B009,PRD1158,21
B003,PRD0298,177
B007,PRD0265,199
B006,PRD1217,294
B005,PRD0635,222
B002,PRD0824,242
B004,PRD1387,299
B004,PRD0962,19
B001,PRD0387,35
B002,PRD1094,240
B004,PRD0853,171
B001,PRD0510,258
B007,PRD0239,181
B005,PRD0222,177
B004,PRD0712,83
B009,PRD0343,232
B007,PRD0512,237
B001,PRD1331,252
B007,PRD1013,161
B001,PRD0204,213
B003,PRD1151,286
B003,PRD0077,93
B005,PRD1265,107
B008,PRD1153,244
B008,PRD0616,60
B006,PRD0036,66
B003,PRD0744,255
B007,PRD1419,237
B010,PRD0404,164
B007,PRD1441,12
B008,PRD1220,35
B010,PRD0384,230
B009,PRD0302,142
B007,PRD0895,248
B007,PRD0055,56
B003,PRD1420,79
B004,PRD1368,204
B008,PRD1015,57
B010,PRD0299,23
B001,PRD1329,119
B007,PRD0381,169
B003,PRD1183,127
B004,PRD1147,226
B002,PRD0403,157
B005,PRD0732,201
B001,PRD0805,146
B001,PRD0838,245
B003,PRD0670,99
B008,PRD1389,42
B005,PRD0601,254
B006,PRD0738,220
B002,PRD0424,119
B006,PRD1287,279
B004,PRD1391,212
B007,PRD0596,212
B005,PRD0121,23
B009,PRD1067,235
B006,PRD1388,184
B009,PRD0238,141
B001,PRD0330,270
B010,PRD1297,289
B001,PRD0405,180
B010,PRD1118,263
B002,PRD1035,157
B002,PRD0451,109
B004,PRD0162,192
B006,PRD0121,217
B009,PRD0089,49
B003,PRD0216,274
B001,PRD0021,56
B010,PRD0905,97
B004,PRD0622,239
B003,PRD0481,106
B003,PRD1277,171
B008,PRD0646,17
B006,PRD0450,68
B001,PRD1384,73
B001,PRD0362,4
B005,PRD1389,251
B007,PRD0318,69
B006,PRD1038,209
B005,PRD1164,163
B009,PRD0477,155
B003,PRD0894,169
B010,PRD0956,59
B007,PRD0632,205
B007,PRD0593,61
B005,PRD0441,225
B003,PRD0583,204
B005,PRD1310,132
B006,PRD1005,233
B009,PRD0429,160
B010,PRD1442,192
B001,PRD0813,146
B002,PRD0479,29
B002,PRD1091,145
B009,PRD1064,43
B004,PRD1286,135
B010,PRD0637,254
B002,PRD1406,85
B008,PRD0108,66
B007,PRD1447,248
B007,PRD0682,90
B003,PRD1180,280
B008,PRD0412,194
B008,PRD1353,261
B004,PRD1334,147
B005,PRD0571,201
B009,PRD1180,152
B006,PRD0096,209
B008,PRD0294,188
B004,PRD1076,109
B001,PRD0764,118
B005,PRD0924,198
B006,PRD1008,297
B008,PRD1368,247
B009,PRD0199,247
B009,PRD0782,6
B007,PRD0202,174
B004,PRD0455,28
B003,PRD1124,59
B004,PRD0342,79
B008,PRD0422,97
B004,PRD0161,284
B001,PRD0635,108
B006,PRD1050,209
B001,PRD0259,284
B005,PRD0142,15
B005,PRD1194,72
B003,PRD0864,242
B008,PRD0270,265
B003,PRD0756,105
B006,PRD1463,71
B005,PRD0800,202
B009,PRD0930,180
B003,PRD1090,103
B009,PRD0872,198
B005,PRD0175,264
B003,PRD1054,117
B001,PRD1356,170
B008,PRD0205,251
B006,PRD0089,26
B005,PRD0538,110
B005,PRD1388,26
B010,PRD1418,220
B002,PRD0661,52
B002,PRD0249,36
B001,PRD0597,43
B009,PRD0009,193
B010,PRD0457,238
B002,PRD1386,4
B009,PRD0530,131
B008,PRD1416,256
B010,PRD0452,96
B001,PRD0114,230
B008,PRD0046,40
B010,PRD0758,43
B010,PRD1260,128
B007,PRD0577,212
B008,PRD0370,21
B002,PRD0240,205
B003,PRD1246,191
B003,PRD0020,240
B002,PRD0596,156
B009,PRD0058,179
B007,PRD0221,106
B003,PRD0660,54
B009,PRD1090,151
B009,PRD0083,268
B001,PRD0305,110
B001,PRD0940,97
B005,PRD0430,133
B003,PRD0673,101
B004,PRD0291,182
B010,PRD0718,229
B006,PRD0130,243
B004,PRD0937,46
B003,PRD1362,80
B009,PRD0225,185
B006,PRD0021,95
B003,PRD0238,47
B007,PRD0668,207
B007,PRD0422,174
B006,PRD1338,198
B006,PRD0613,145
B005,PRD1452,43
B008,PRD0201,265
B002,PRD0461,235
B008,PRD1205,50
B007,PRD0263,171
B003,PRD1099,278
B007,PRD0168,224
B005,PRD1201,87
B006,PRD1414,9
B005,PRD0715,125
B002,PRD0433,176
B005,PRD1056,117
B004,PRD1287,51
B010,PRD0399,239
B003,PRD0357,120
B006,PRD1496,283
B008,PRD0656,53
B005,PRD0382,282
B002,PRD0841,155
B010,PRD0142,76
B001,PRD0951,226
B002,PRD1145,168
B005,PRD0073,292
B005,PRD1346,233
B009,PRD1377,264
B002,PRD0388,214
B001,PRD0390,151
B003,PRD1258,42
B002,PRD1070,86
B008,PRD0237,219
B006,PRD1059,234
B010,PRD0504,285
B003,PRD1351,288
B010,PRD0699,270
B003,PRD0736,7
B003,PRD0381,94
B010,PRD1173,28
B004,PRD0414,105
B003,PRD1467,280
B006,PRD0711,189
B003,PRD0616,274
B001,PRD0427,47
B006,PRD1238,292
B009,PRD0307,58
B005,PRD0923,297
B002,PRD1470,264
B007,PRD1231,300
B008,PRD0333,60
B001,PRD1378,2
B003,PRD0784,273
B009,PRD0247,108
B004,PRD0820,158
B009,PRD0337,40
B009,PRD0808,226
B010,PRD0619,108
B002,PRD0749,269
B010,PRD0747,275
B007,PRD1280,48
B005,PRD0529,172
B010,PRD0019,250
B002,PRD0856,48
B005,PRD0493,115
B006,PRD0639,259
B006,PRD1077,178
B001,PRD0135,64
B009,PRD0250,154
B005,PRD0465,268
B008,PRD1325,110
B006,PRD1401,15
B002,PRD0402,203
B006,PRD0212,145
B001,PRD0933,138
B010,PRD0565,242
B003,PRD0881,267
B004,PRD1237,61
B003,PRD0187,27
B001,PRD1148,200
B005,PRD0349,121
B005,PRD0987,90
B010,PRD1288,131
B006,PRD1340,182
B010,PRD1193,181
B005,PRD0001,145
B007,PRD0404,74
B003,PRD0075,50
B005,PRD0183,35
B003,PRD1227,236
B008,PRD0626,185
B010,PRD0292,70
B007,PRD1040,35
B004,PRD0697,107
B002,PRD0532,195
B010,PRD0530,148
B001,PRD0712,45
B009,PRD0356,46
B008,PRD0740,116
B005,PRD1096,18
B009,PRD0671,198
B005,PRD0192,256
B009,PRD1366,46
B008,PRD0611,300
B007,PRD1320,213
B006,PRD0774,298
B001,PRD0414,285
B004,PRD1265,97
B006,PRD1115,245
B010,PRD0824,89
B004,PRD1303,212
B005,PRD0515,68
B004,PRD0799,10
B008,PRD0415,89
B001,PRD0744,269
B010,PRD0958,220
B005,PRD1289,230
B003,PRD0401,205
B002,PRD0623,254
B004,PRD1164,63
B009,PRD0624,138
B010,PRD0198,47
B008,PRD0841,201
B008,PRD0159,38
B001,PRD0073,207
B005,PRD0216,231
B003,PRD0779,90
B001,PRD0443,15
B005,PRD0896,255
B006,PRD0293,18
B001,PRD0877,48
B008,PRD1067,133
B004,PRD0163,167
B007,PRD1426,63
B009,PRD1388,269
B010,PRD1216,268
B009,PRD1176,92
B004,PRD0160,147
B008,PRD0584,94
B008,PRD1360,251
B001,PRD0014,66
B002,PRD0812,274
B004,PRD0174,143
B001,PRD0158,69
B001,PRD0991,119
B008,PRD0430,47
B008,PRD1232,105
B002,PRD1347,50
B005,PRD0874,114
B007,PRD0454,56
B004,PRD0921,151
B005,PRD0611,66
B007,PRD1165,60
B010,PRD0593,68
B008,PRD0358,192
B003,PRD0364,125
B009,PRD0720,134
B009,PRD0066,58
B003,PRD0842,261
B002,PRD1096,93
B008,PRD0550,116
B010,PRD0554,30
B005,PRD1061,133
B006,PRD0760,231
B009,PRD1058,122
B010,PRD0232,18
B001,PRD0799,271
B006,PRD1329,257
B010,PRD1242,91
B006,PRD0261,53
B005,PRD0682,45
B008,PRD0919,251
B009,PRD0434,4
B010,PRD0451,296
B006,PRD1380,34
B007,PRD0979,235
B010,PRD0993,60
B006,PRD1467,195
B004,PRD0367,249
B010,PRD0239,2
B008,PRD0913,178
B009,PRD1139,73
B001,PRD1109,59
B002,PRD1415,220
B003,PRD0799,37
B003,PRD0625,119
B007,PRD1424,30
B001,PRD0716,121
B009,PRD0611,282
B002,PRD0792,202
B004,PRD0492,209
B001,PRD0181,291
B005,PRD0435,205
B006,PRD0894,104
B007,PRD0974,72
B004,PRD0740,279
B008,PRD1100,164
B007,PRD0738,175
B007,PRD1032,226
B006,PRD0075,84
B003,PRD1018,151
B009,PRD1338,196
B002,PRD1315,66
B004,PRD0960,15
B006,PRD1249,85
B006,PRD0040,193
B001,PRD1060,73
B004,PRD1280,79
B010,PRD0767,68
B010,PRD0471,242
B010,PRD0833,170
B002,PRD1479,98
B010,PRD0856,287
B002,PRD0377,238
B002,PRD0877,274
B004,PRD0019,121
B005,PRD1498,113
B007,PRD1183,123
B001,PRD1220,7
B002,PRD1203,140
B003,PRD0907,219
B006,PRD0375,222
B005,PRD0947,16
B009,PRD0830,55
B004,PRD0443,58
B003,PRD1303,6
B008,PRD0625,39
B010,PRD0098,265
B009,PRD0324,258
B004,PRD1185,255
B006,PRD0669,261
B007,PRD0046,106
B009,PRD0153,84
B003,PRD0028,52
B006,PRD0307,213
B004,PRD0131,252
B009,PRD0469,43
B003,PRD0228,249
B002,PRD1440,229
B007,PRD0674,88
B003,PRD0459,272
B005,PRD0659,34
B002,PRD0261,114
B006,PRD1011,203
B001,PRD0110,275
B006,PRD0755,0
B009,PRD0860,27
B010,PRD0505,298
B008,PRD0886,62
B006,PRD1241,28
B006,PRD0617,211
B009,PRD1480,138
B005,PRD0861,37
B006,PRD0086,72
B005,PRD0634,119
B007,PRD0400,269
B010,PRD0485,169
B004,PRD0176,58
B010,PRD0347,103
B004,PRD1354,225
B008,PRD0931,74
B007,PRD0897,98
B004,PRD1253,41
B002,PRD0783,15
B009,PRD1355,190
B007,PRD1479,12
B003,PRD0987,12
B001,PRD0715,242
B005,PRD1307,98
B005,PRD0058,213
B004,PRD1093,141
B001,PRD0846,252
B007,PRD1122,278
B008,PRD1421,4
B001,PRD1083,194
B010,PRD0431,10
B010,PRD1363,187
B001,PRD0238,7
B003,PRD0573,162
B008,PRD0906,213
B003,PRD0385,96
B007,PRD0827,250
B009,PRD0552,232
B009,PRD0465,166
B009,PRD0886,179
B007,PRD0633,192
B003,PRD0815,47
B005,PRD0354,40
B007,PRD0162,69
B006,PRD0170,82
B010,PRD1279,60
B007,PRD0276,294
B010,PRD1215,186
B004,PRD0719,141
B002,PRD0271,219
B002,PRD0866,55
B004,PRD0168,216
B010,PRD0477,161
B002,PRD0754,146
B008,PRD0049,238
B009,PRD0308,204
B003,PRD0002,32
B010,PRD0199,136
B005,PRD0022,143
B009,PRD0766,144
B002,PRD0325,102
B009,PRD0515,93
B007,PRD0051,101
B005,PRD0914,228
B007,PRD0375,215
B007,PRD0035,235
B007,PRD0654,67
B006,PRD0207,50
B003,PRD1060,219
B008,PRD1124,26
B007,PRD1181,25
B009,PRD0123,46
B001,PRD1005,133
B008,PRD1339,237
B008,PRD1197,65
B001,PRD1141,241
B007,PRD0084,206
B003,PRD0042,206
B001,PRD0730,40
B002,PRD1136,152
B003,PRD0944,121
B004,PRD0330,107
B009,PRD0577,25
B002,PRD0299,296
B009,PRD0035,167
B010,PRD0756,100
B004,PRD0270,109
B009,PRD0567,41
B006,PRD1095,160
B006,PRD0230,28
B001,PRD1055,166
B005,PRD0329,91
B001,PRD0024,29
B004,PRD0526,180
B007,PRD0713,14
B005,PRD0712,32
B004,PRD0128,286
B003,PRD0819,90
B002,PRD0876,24
B005,PRD0727,209
B007,PRD0580,276
B004,PRD0833,136
B005,PRD0387,83
B010,PRD0892,90
B001,PRD1443,127
B002,PRD1359,217
B002,PRD0475,87
B002,PRD0128,27
B004,PRD0326,124
B009,PRD0051,117
B006,PRD0038,83
B010,PRD0212,281
B005,PRD0762,135
B005,PRD0849,250
B002,PRD0119,54
B003,PRD0274,265
B007,PRD0905,107
B007,PRD1235,208
B003,PRD0515,43
B001,PRD1197,260
B007,PRD1219,249
B006,PRD0647,289
B006,PRD0680,141
B006,PRD1405,111
B004,PRD0554,196
B002,PRD0615,77
B001,PRD1470,283
B002,PRD1338,40
B004,PRD1428,229
B010,PRD0085,167
B004,PRD1370,111
B002,PRD0049,280
B004,PRD0857,114
B008,PRD0660,253
B009,PRD0017,288
B005,PRD0283,272
B003,PRD0668,205
B009,PRD1398,135
B007,PRD0669,289
B010,PRD1105,244
B002,PRD0909,108
B007,PRD1442,229
B003,PRD0655,73
B007,PRD0729,111
B004,PRD0325,291
B010,PRD1388,137
B005,PRD1331,216
B007,PRD0776,235
B009,PRD1152,38
B001,PRD0959,233
B008,PRD1013,265
B006,PRD1096,61
B004,PRD0851,30
B001,PRD0303,226
B004,PRD0826,148
B010,PRD1230,293
B006,PRD1473,132
B006,PRD0414,197
B007,PRD0405,209
B008,PRD0329,18
B008,PRD1095,298
B007,PRD1404,146
B003,PRD1143,72
B004,PRD1421,92
B001,PRD1040,66
B004,PRD1220,67
B006,PRD0133,49
B003,PRD0714,135
B006,PRD0294,12
B003,PRD1101,76
B004,PRD0040,63
B004,PRD0404,48
B009,PRD0750,147
B010,PRD0222,255
B007,PRD0989,115
B009,PRD0197,98
B006,PRD1419,48
B010,PRD0509,58
B005,PRD0103,136
B008,PRD1287,65
B005,PRD0864,55
B009,PRD0182,231
B001,PRD0058,11
B007,PRD0453,27
B002,PRD0576,185
B001,PRD0577,82
B004,PRD0252,78
B002,PRD0736,245
B007,PRD1167,90
B009,PRD0171,133
B005,PRD1271,248
B003,PRD1284,69
B002,PRD0815,223
B003,PRD0676,294
B005,PRD0436,279
B001,PRD0845,158
B004,PRD0203,216
B006,PRD0043,53
B005,PRD0960,236
B010,PRD0528,142
B009,PRD0294,38
B008,PRD0540,33
B003,PRD0392,157
B004,PRD0783,146
B007,PRD0358,120
B002,PRD1417,169
B009,PRD0323,217
B009,PRD1306,299
B001,PRD1160,61
B001,PRD1117,230
B004,PRD0394,70
B009,PRD0187,292
B006,PRD1325,98
B005,PRD1385,52
B007,PRD1221,176
B007,PRD0351,282
B001,PRD0381,230
B004,PRD1476,254
B007,PRD0992,0
B002,PRD0515,26
B009,PRD1317,44
B003,PRD0325,148
B010,PRD0338,273
B010,PRD1181,6
B004,PRD0567,125
B001,PRD1085,288
B010,PRD0237,185
B004,PRD0495,91
B003,PRD0370,91
B007,PRD0742,258
B001,PRD0863,249
B007,PRD0220,134
B005,PRD0664,15
B001,PRD0895,206
B004,PRD0331,226
B009,PRD1047,27
B010,PRD0262,109
B004,PRD0506,298
B001,PRD0576,274
B009,PRD0043,211
B001,PRD0054,266
B010,PRD1250,25
B003,PRD1300,219
B005,PRD1450,142
B008,PRD0088,242
B001,PRD1380,215
B004,PRD1148,106
B002,PRD0848,136
B009,PRD1049,15
B008,PRD0689,278
B006,PRD1442,291
B007,PRD0904,90
B005,PRD0936,65
B002,PRD0308,14
B006,PRD0672,102
B001,PRD1151,278
B001,PRD1105,21
B001,PRD1266,221
B001,PRD0881,62
B004,PRD1000,246
B009,PRD0120,255
B008,PRD1306,258
B006,PRD0398,238
B007,PRD0061,20
B001,PRD0368,95
B001,PRD0369,183
B005,PRD1200,251
B003,PRD0826,141
B007,PRD1450,96
B001,PRD0117,19
B003,PRD0323,175
B005,PRD1278,90
B008,PRD0293,15
B009,PRD0738,19
B002,PRD1218,124
B003,PRD1334,86
B003,PRD1247,204
B003,PRD0604,200
B007,PRD1352,244
B009,PRD0803,89
B003,PRD0260,249
B006,PRD0744,273
B004,PRD0043,202
B007,PRD1278,214
B009,PRD0439,142
B010,PRD1491,180
B003,PRD0442,85
B008,PRD1093,216
B007,PRD1107,270
B008,PRD1242,291
B002,PRD0692,218
B009,PRD1043,113
B007,PRD0391,86
B008,PRD0515,52
B003,PRD0344,201
B008,PRD1058,192
B001,PRD0660,118
B003,PRD0523,124
B003,PRD0589,231
B004,PRD0626,151
B001,PRD0513,37
B005,PRD0654,300
B005,PRD0596,129
B010,PRD0035,159
B008,PRD0153,183
B006,PRD0063,3
B008,PRD0567,54
B005,PRD0697,40
B005,PRD0716,281
B007,PRD0058,226
B006,PRD0551,70
B002,PRD0769,167
B005,PRD1344,289
B006,PRD1046,45
B003,PRD1213,25
B009,PRD0374,176
B007,PRD0390,242
B008,PRD1316,202
B001,PRD0590,299
B006,PRD0632,178
B010,PRD0784,158
B006,PRD0118,288
B004,PRD0066,221
B007,PRD1372,49
B007,PRD0859,68
B004,PRD0852,204
B002,PRD0612,164
B003,PRD1175,268
B004,PRD0117,0
B002,PRD1104,171
B008,PRD0666,252
B001,PRD0129,298
B001,PRD0885,24
B001,PRD1353,245
B004,PRD0816,119
B002,PRD0490,76
B009,PRD0002,278
B008,PRD1290,146
B009,PRD0589,44
B009,PRD1033,294
B006,PRD0884,60
B009,PRD0216,246
B006,PRD1213,281
B005,PRD1063,143
B007,PRD1313,205
B002,PRD0551,11
B001,PRD0465,272
B002,PRD0142,123
B003,PRD0202,95
B001,PRD0083,33
B003,PRD0705,290
B006,PRD0402,104
B004,PRD0187,23
B003,PRD0179,21
B007,PRD0854,158
B006,PRD0616,250
B009,PRD0268,283
B010,PRD1496,148
B003,PRD0100,226
B010,PRD0414,206
B001,PRD1295,218
B004,PRD1134,10
B002,PRD1454,47
B009,PRD0799,16
B008,PRD0739,38
B002,PRD0939,143
B001,PRD1225,9
B008,PRD1394,293
B001,PRD0897,107
B010,PRD1191,29
B006,PRD1130,282
B010,PRD1345,252
B001,PRD0832,288
B009,PRD1096,166
B004,PRD0407,222
B006,PRD1470,204
B004,PRD0789,126
B009,PRD1254,72
B010,PRD0456,252
B009,PRD1262,96
B004,PRD0035,99
B006,PRD0825,115
B007,PRD0333,258
B006,PRD0258,68
B007,PRD0656,170
B005,PRD0171,187
B001,PRD1373,127
B007,PRD1120,298
B005,PRD0391,271
B008,PRD0950,36
B002,PRD0031,69
B006,PRD1199,264
B004,PRD0193,114
B008,PRD0945,134
B008,PRD0667,143
B008,PRD0404,128
B006,PRD0800,84
B003,PRD1086,87
B010,PRD0101,200
B006,PRD0064,1
B005,PRD0731,267
B001,PRD1012,134
B008,PRD0379,212
B001,PRD0840,28
B004,PRD0999,34
B002,PRD1052,56
B010,PRD1126,40
B009,PRD1353,251
B001,PRD0449,277
B008,PRD1011,272
B009,PRD0102,232
B008,PRD1476,85
B009,PRD1138,119
B005,PRD0798,44
B009,PRD1326,273
B010,PRD0872,204
B002,PRD0501,70
B005,PRD1044,265
B004,PRD0518,127
B006,PRD0666,118
B010,PRD0309,119
B005,PRD0522,20
B008,PRD1219,121
B004,PRD0311,39
B003,PRD0480,261
B010,PRD1047,7
B002,PRD0635,200
B007,PRD0160,229
B007,PRD0959,217
B003,PRD1192,100
B006,PRD0235,131
B008,PRD0009,15
B007,PRD0536,19
B009,PRD0406,159
B002,PRD1118,110
B004,PRD0711,80
B003,PRD0916,286
B010,PRD0050,190
B007,PRD0045,57
B007,PRD0549,37
B002,PRD0026,165
B004,PRD1052,4
B008,PRD0810,171
B001,PRD0500,46
B010,PRD0776,151
B005,PRD0991,153
B002,PRD1211,112
B009,PRD0438,186
B008,PRD0029,45
B003,PRD0051,54
B001,PRD0313,144
B006,PRD1006,161
B005,PRD1152,79
B004,PRD0235,14
B010,PRD0480,3
B009,PRD0052,190
B008,PRD0218,129
B004,PRD0391,71
B002,PRD0977,182
B005,PRD1108,212
B009,PRD1243,164
B003,PRD0850,191
B006,PRD0379,227
B007,PRD0694,218
B004,PRD0892,77
B002,PRD0446,127
B003,PRD0770,243
B008,PRD0482,108
B005,PRD0269,144
B010,PRD1407,134
B010,PRD1436,131
B006,PRD0032,153
B006,PRD0488,204
B006,PRD0690,148
B003,PRD0962,224
B010,PRD0964,177
B007,PRD0699,129
B005,PRD1427,72
B002,PRD0065,156
B004,PRD0825,217
B008,PRD0881,169
B005,PRD0519,64
B003,PRD1278,94
B009,PRD0922,264
B008,PRD1245,44
B001,PRD0160,6
B007,PRD1284,242
B001,PRD0049,130
B004,PRD1323,239
B009,PRD0547,125
B010,PRD1238,141
B006,PRD0979,78
B002,PRD0127,284
B008,PRD0177,165
B002,PRD0609,5
B005,PRD0639,274
B007,PRD0214,222
B009,PRD0966,231
B006,PRD1392,199
B003,PRD0153,155
B009,PRD0457,5
B005,PRD1396,125
B005,PRD0352,248
B007,PRD0677,45
B005,PRD0455,264
B007,PRD0900,273
B001,PRD0719,150
B008,PRD1252,74
B003,PRD1006,51
B002,PRD0294,67
B002,PRD0038,185
B009,PRD0974,236
B004,PRD0699,67
B010,PRD0083,235
B005,PRD0496,166
B001,PRD0999,266
B002,PRD0946,19
B005,PRD0159,219
B008,PRD1409,143
B009,PRD1199,63
B004,PRD0272,183
B006,PRD1476,289
B006,PRD1227,145
B010,PRD0076,263
B009,PRD1269,186
B005,PRD0805,235
B004,PRD0361,58
B005,PRD0164,285
B006,PRD0729,199
B006,PRD0961,22
B009,PRD0391,20
B004,PRD1042,168
B008,PRD0868,91
B007,PRD0522,176
B006,PRD0868,76
B003,PRD0586,164
B001,PRD1191,135
B009,PRD0282,229
B008,PRD0113,257
B008,PRD1176,197
B007,PRD1205,147
B005,PRD1323,30
B008,PRD1109,214
B005,PRD0851,184
B009,PRD0917,70
B005,PRD0143,59
B002,PRD1045,147
B007,PRD1272,62
B002,PRD0743,5
B010,PRD0611,52
B002,PRD0164,292
B001,PRD1404,230
B008,PRD0797,277
B008,PRD0295,124
B002,PRD1412,259
B003,PRD0968,127
B001,PRD0112,18
B007,PRD0442,192
B004,PRD0453,84
B002,PRD1429,261
B008,PRD0287,159
B008,PRD1291,8
B008,PRD0684,230
B001,PRD0814,133
B003,PRD0834,189
B001,PRD0936,264
B006,PRD1209,135
B010,PRD0349,53
B005,PRD0404,212
B002,PRD0706,298
B010,PRD0936,35
B005,PRD0149,82
B004,PRD0874,113
B005,PRD1476,159
B007,PRD0364,109
B002,PRD0979,200
B010,PRD0507,272
B010,PRD1046,41
B007,PRD0495,201
B002,PRD0314,51
B004,PRD1015,287
B008,PRD0476,130
B008,PRD0700,49
B005,PRD0200,21
B003,PRD0727,26
B010,PRD0638,184
B002,PRD0044,70
B001,PRD0462,248
B008,PRD0695,297
B007,PRD1068,202
B005,PRD0907,195
B005,PRD0911,228
B008,PRD1347,144
B004,PRD1395,178
B005,PRD1216,31
B004,PRD1105,79
B008,PRD0776,29
B006,PRD0019,271
B005,PRD0101,263
B002,PRD0394,124
B002,PRD0426,134
B006,PRD1389,159
B010,PRD0919,33
B005,PRD0165,226
B007,PRD0798,75
B010,PRD0320,293
B008,PRD0456,66
B009,PRD0817,192
B008,PRD0247,146
B001,PRD0100,268
B002,PRD0784,244
B003,PRD1144,264
B005,PRD1025,223
B003,PRD0986,153
B001,PRD0900,191
B004,PRD0309,254
B009,PRD0641,269
