BranchID,EmployeeID,StartDate,EndDate
B005,E0073,2021-06-20,2022-05-07
B006,E0487,2020-01-05,2020-10-16
B006,E0446,2020-09-02,2021-01-10
B005,E0195,2023-01-25,2023-05-04
B008,E0499,2021-06-14,2021-11-11
B008,E0453,2022-05-29,2022-11-30
B003,E0172,2023-07-23,2024-05-10
B007,E0235,2020-11-19,2021-05-05
B007,E0426,2023-07-06,2023-08-20
B007,E0223,2023-12-14,2024-06-29
B003,E0057,2020-11-29,2021-01-06
B001,E0254,2022-02-05,2022-03-15
B010,E0058,2022-11-05,2023-07-10
B004,E0326,2023-12-09,2024-09-16
B009,E0062,2023-07-24,2024-04-23
B002,E0279,2023-07-12,2024-04-28
B006,E0456,2021-05-17,2022-01-12
B007,E0183,2020-11-05,2021-11-01
B009,E0244,2022-09-04,2022-12-16
B003,E0379,2021-06-11,2021-11-15
B004,E0116,2023-11-18,2024-03-08
B006,E0033,2022-04-14,2022-07-16
B009,E0227,2021-11-26,2022-05-24
B004,E0100,2021-02-20,2021-07-24
B005,E0440,2020-08-13,2020-09-26
B005,E0252,2020-12-21,2021-08-14
B002,E0449,2022-07-27,2023-07-27
B002,E0429,2020-10-02,2021-08-21
B002,E0263,2020-11-10,2021-08-20
B003,E0339,2021-12-10,2022-05-21
B009,E0316,2021-07-06,2021-09-06
B007,E0116,2021-12-09,2022-04-25
B005,E0475,2022-04-21,2022-08-23
B010,E0140,2021-06-10,2021-08-02
B002,E0055,2020-07-25,2021-05-30
B007,E0272,2022-02-04,2022-04-16
B005,E0491,2020-10-19,2021-07-14
B009,E0309,2022-01-18,2022-04-28
B006,E0112,2021-12-23,2022-04-20
B009,E0436,2022-03-26,2022-08-05
B005,E0482,2023-04-01,2023-08-03
B001,E0191,2022-03-12,2022-08-26
B006,E0140,2021-05-25,2021-09-20
B002,E0175,2022-06-12,2023-04-30
B009,E0178,2022-02-17,2022-06-04
B001,E0283,2023-06-07,2024-04-11
B006,E0294,2021-07-28,2022-06-17
B003,E0454,2020-08-06,2021-05-24
B008,E0073,2021-04-10,2021-11-09
B009,E0152,2023-06-12,2024-06-11
B001,E0166,2022-12-02,2023-03-19
B004,E0070,2020-06-06,2021-05-10
B008,E0230,2023-07-23,2023-11-02
B009,E0332,2021-02-18,2021-03-27
B002,E0395,2021-01-29,2021-04-10
B002,E0237,2023-08-04,2024-04-25
B003,E0494,2023-04-22,2023-07-12
B005,E0018,2020-08-28,2020-12-04
B009,E0314,2023-05-14,2023-10-25
B003,E0088,2022-07-04,2022-08-09
B009,E0140,2023-05-15,2024-01-20
B010,E0198,2023-08-20,2024-03-29
B009,E0286,2022-07-09,2022-09-01
B002,E0106,2021-07-14,2021-12-07
B009,E0043,2021-08-08,2022-02-01
B009,E0443,2022-05-19,2023-04-08
B008,E0434,2022-11-04,2023-05-19
B010,E0432,2022-08-25,2023-03-21
B001,E0222,2023-11-09,2024-05-14
B008,E0371,2020-08-20,2020-12-31
B002,E0391,2023-03-10,2023-04-28
B001,E0366,2021-02-13,2021-08-20
B005,E0316,2020-08-02,2021-07-15
B007,E0404,2021-12-22,2022-06-24
B003,E0312,2023-12-09,2024-04-29
B002,E0029,2021-07-10,2022-06-18
B003,E0019,2023-11-07,2024-03-08
B007,E0209,2023-03-23,2024-02-07
B006,E0306,2021-08-13,2022-04-12
B005,E0171,2022-01-22,2022-02-25
B003,E0438,2022-09-24,2023-03-14
B008,E0038,2021-11-06,2021-12-25
B004,E0452,2021-03-06,2022-01-05
B003,E0436,2023-10-17,2024-07-23
B001,E0244,2021-05-09,2021-08-01
B007,E0083,2022-12-18,2023-12-14
B005,E0001,2020-11-30,2021-09-20
B007,E0014,2022-04-18,2023-04-12
B001,E0110,2022-05-26,2022-10-17
B002,E0333,2020-12-18,2021-07-01
B005,E0450,2021-04-28,2021-11-27
B008,E0048,2021-01-30,2021-12-07
B008,E0086,2021-12-18,2022-08-21
B006,E0272,2021-02-24,2021-08-06
B002,E0416,2023-11-14,2024-01-04
B002,E0426,2023-02-23,2023-09-03
B005,E0408,2021-09-07,2021-11-29
B005,E0360,2020-04-01,2020-07-11
B010,E0115,2021-11-08,2022-07-05
B001,E0144,2021-11-18,2022-02-04
B003,E0426,2023-04-02,2023-11-01
B008,E0028,2021-04-16,2022-02-12
B001,E0302,2023-02-28,2023-08-21
B002,E0160,2021-01-26,2021-09-19
B008,E0052,2020-02-18,2020-03-28
B006,E0035,2021-09-11,2022-02-11
B010,E0245,2021-04-07,2022-03-08
B005,E0340,2020-08-03,2021-03-16
B009,E0245,2023-02-13,2023-04-08
B007,E0268,2023-01-13,2023-06-04
B006,E0215,2021-01-03,2021-10-09
B009,E0082,2023-04-20,2023-08-05
B004,E0422,2020-04-10,2020-09-10
B007,E0402,2021-03-31,2021-09-22
B001,E0037,2021-06-17,2022-05-19
B008,E0427,2021-10-22,2022-10-04
B001,E0471,2022-03-30,2023-03-19
B002,E0200,2021-09-26,2022-09-12
B002,E0341,2023-09-25,2024-06-03
B001,E0250,2021-07-08,2022-04-25
B009,E0487,2020-12-21,2021-04-28
B002,E0313,2022-06-08,2022-08-08
B004,E0113,2021-10-22,2022-06-05
B002,E0139,2020-07-26,2020-10-30
B004,E0460,2023-06-16,2023-12-06
B006,E0415,2021-11-15,2022-08-25
B005,E0390,2020-05-01,2021-04-06
B008,E0171,2021-12-28,2022-03-24
B004,E0079,2021-10-26,2022-02-26
B001,E0307,2020-08-15,2020-10-24
B002,E0409,2021-04-26,2021-10-26
B007,E0080,2020-04-24,2020-11-26
B003,E0325,2022-02-11,2022-09-14
B003,E0288,2022-02-14,2022-11-08
B006,E0232,2023-06-09,2024-05-13
B003,E0355,2021-11-29,2022-02-26
B009,E0353,2021-10-10,2021-11-25
B003,E0140,2020-06-28,2021-05-17
B002,E0479,2022-01-14,2022-07-10
B009,E0105,2020-06-04,2020-10-31
B006,E0452,2020-11-06,2021-01-21
B004,E0019,2022-01-20,2022-12-19
B005,E0022,2022-06-22,2023-01-02
B001,E0199,2020-03-14,2020-07-13
B004,E0224,2020-06-12,2020-11-02
B008,E0046,2020-06-20,2021-02-14
B003,E0217,2020-08-30,2021-02-12
B004,E0299,2020-12-18,2021-01-20
B003,E0346,2020-08-24,2021-07-09
B003,E0241,2020-07-03,2021-04-22
B002,E0336,2020-03-18,2020-06-02
B006,E0287,2021-08-23,2022-04-23
B004,E0456,2023-07-30,2024-01-19
B008,E0202,2022-08-04,2023-02-18
B010,E0136,2022-09-07,2023-04-03
B009,E0188,2023-02-04,2023-04-03
B009,E0456,2020-01-09,2020-11-03
B007,E0143,2023-06-01,2023-11-15
B009,E0166,2021-10-23,2022-01-14
B005,E0318,2022-03-04,2022-04-24
B002,E0347,2023-11-28,2024-05-21
B010,E0139,2021-06-17,2022-03-14
B009,E0305,2020-02-02,2020-12-22
B006,E0326,2021-10-29,2022-04-22
B010,E0216,2023-07-07,2024-04-21
B002,E0151,2021-05-29,2021-11-19
B004,E0412,2022-05-12,2022-12-05
B008,E0433,2020-12-10,2021-03-20
B005,E0277,2021-04-12,2021-10-08
B007,E0433,2021-07-18,2022-01-11
B007,E0492,2020-05-14,2020-12-14
B001,E0395,2023-03-25,2023-11-24
B010,E0319,2022-10-11,2023-05-24
B006,E0214,2022-08-14,2023-03-30
B002,E0414,2022-12-04,2023-01-19
B002,E0337,2022-11-12,2023-03-11
B008,E0061,2020-01-25,2020-05-26
B008,E0085,2021-09-23,2022-08-30
B004,E0213,2021-11-14,2022-10-07
B010,E0042,2022-01-05,2022-11-17
B002,E0372,2023-05-07,2024-02-24
B009,E0138,2022-11-05,2023-08-02
B001,E0295,2023-03-15,2023-05-12
B010,E0168,2021-05-05,2022-03-26
B002,E0076,2020-03-15,2020-07-24
B004,E0302,2021-02-20,2022-02-10
B007,E0318,2020-02-12,2020-07-16
B002,E0156,2022-08-04,2022-11-26
B001,E0358,2020-10-10,2021-04-20
B001,E0155,2023-01-24,2023-06-23
B001,E0212,2021-11-22,2022-05-22
B003,E0301,2023-01-02,2023-04-30
B003,E0265,2023-03-03,2023-09-18
B004,E0090,2021-09-19,2022-07-19
B004,E0161,2022-02-11,2022-12-27
B001,E0072,2022-10-07,2023-04-26
B006,E0411,2023-12-19,2024-09-27
B005,E0066,2022-07-06,2023-06-08
B005,E0083,2022-05-04,2022-09-13
B005,E0421,2020-01-09,2020-12-21
B007,E0126,2023-03-16,2023-12-31
B005,E0089,2021-02-03,2022-02-01
B004,E0012,2021-04-03,2021-06-15
B002,E0144,2023-04-11,2024-01-31
B008,E0189,2021-05-04,2021-11-07
B002,E0462,2020-08-28,2021-01-15
B008,E0259,2022-04-02,2022-12-30
B007,E0004,2020-02-14,2021-01-24
B001,E0092,2022-08-31,2023-05-13
B001,E0449,2020-07-03,2020-12-26
B004,E0435,2020-09-13,2021-01-26
B004,E0241,2020-04-11,2020-11-09
B003,E0366,2020-06-30,2021-04-16
B007,E0321,2020-11-21,2021-01-02
B004,E0393,2022-11-19,2023-11-04
B007,E0385,2021-10-02,2022-03-26
B001,E0340,2021-04-13,2021-10-07
B009,E0447,2022-04-03,2022-10-21
B008,E0064,2023-07-04,2023-10-06
B006,E0133,2021-03-14,2021-06-06
B009,E0068,2021-09-16,2022-09-05
B003,E0077,2021-12-18,2022-10-08
B001,E0157,2023-04-19,2023-12-21
B002,E0318,2021-12-15,2022-01-31
B001,E0184,2023-11-20,2024-03-14
B005,E0225,2021-02-26,2021-06-01
B008,E0422,2022-08-23,2023-06-07
B002,E0173,2022-03-22,2022-12-31
B007,E0007,2022-07-09,2023-05-25
B001,E0217,2023-03-27,2024-02-19
B006,E0382,2023-10-23,2024-04-11
B005,E0229,2020-02-11,2020-07-01
B001,E0392,2023-07-26,2023-09-07
B009,E0042,2020-06-29,2020-09-30
B002,E0166,2021-01-27,2021-03-24
B002,E0445,2020-12-23,2021-02-07
B004,E0494,2023-06-27,2023-08-05
B002,E0325,2021-07-11,2021-12-26
B008,E0238,2020-06-07,2020-09-29
B009,E0056,2023-01-27,2023-08-16
B010,E0107,2021-09-26,2022-04-30
B003,E0175,2021-03-24,2022-01-29
B005,E0103,2023-11-04,2024-05-11
B004,E0252,2021-05-14,2022-04-26
B003,E0268,2021-10-21,2021-12-08
B004,E0337,2021-05-10,2022-01-19
B001,E0004,2023-01-19,2023-08-23
B001,E0294,2022-04-04,2023-01-14
B004,E0477,2023-08-13,2024-01-03
B008,E0411,2022-12-27,2023-02-14
B003,E0214,2023-11-01,2024-06-26
B007,E0016,2020-02-11,2020-09-13
B009,E0189,2021-04-18,2021-09-07
B009,E0067,2021-07-15,2022-04-10
B008,E0158,2021-12-07,2022-07-25
B003,E0405,2023-04-12,2023-08-19
B010,E0060,2021-10-21,2022-05-12
B007,E0300,2022-06-20,2023-05-09
B004,E0362,2022-01-30,2022-12-04
B005,E0492,2022-02-08,2022-09-10
B001,E0261,2022-11-29,2023-09-29
B009,E0096,2022-02-19,2022-12-12
B002,E0098,2021-06-03,2022-04-16
B002,E0437,2022-10-03,2023-04-24
B010,E0011,2021-04-07,2021-07-28
B002,E0244,2020-09-25,2021-02-04
B004,E0185,2020-08-03,2021-01-20
B002,E0411,2021-11-25,2022-11-23
B006,E0352,2021-05-20,2021-07-25
B003,E0170,2023-06-18,2023-09-26
B007,E0096,2022-03-17,2022-07-26
B006,E0341,2020-04-04,2020-10-05
B005,E0131,2021-12-03,2022-07-25
B010,E0302,2023-05-10,2023-08-31
B002,E0441,2020-10-11,2021-08-12
B006,E0246,2021-09-08,2022-08-24
B004,E0212,2020-06-05,2020-10-30
B009,E0106,2020-08-23,2021-05-17
B007,E0163,2020-02-25,2020-09-06
B001,E0382,2020-12-22,2021-08-26
B006,E0424,2021-02-05,2022-01-03
B009,E0010,2023-06-25,2024-03-19
B010,E0265,2022-10-07,2023-09-20
B001,E0292,2021-04-30,2022-04-19
B007,E0257,2020-11-17,2021-08-28
B006,E0008,2020-04-26,2021-01-07
B002,E0180,2023-03-31,2023-05-14
B009,E0480,2020-04-22,2021-04-01
B004,E0360,2022-08-29,2023-01-02
B008,E0276,2021-08-11,2022-04-19
B004,E0329,2021-12-20,2022-02-03
B001,E0128,2022-09-22,2022-11-04
B007,E0293,2021-08-31,2022-07-03
B001,E0019,2021-03-20,2022-03-08
B002,E0321,2021-01-19,2021-04-03
B007,E0201,2020-02-18,2020-04-27
B002,E0476,2020-04-22,2020-07-25
B009,E0155,2023-03-03,2024-01-05
B006,E0127,2020-02-24,2020-05-02
B004,E0029,2023-08-21,2024-01-17
B004,E0165,2021-01-09,2021-10-23
B010,E0284,2021-08-01,2021-09-23
B009,E0095,2020-07-12,2020-12-16
B008,E0262,2023-12-20,2024-06-02
B005,E0258,2023-02-10,2023-05-18
B007,E0229,2021-04-01,2021-06-06
B007,E0389,2022-09-28,2023-02-07
B005,E0093,2020-09-19,2021-01-07
B006,E0206,2023-01-09,2023-11-20
B004,E0049,2022-02-12,2022-05-27
B003,E0267,2020-02-24,2020-06-11
B009,E0345,2021-11-11,2022-03-12
B005,E0133,2020-09-19,2021-05-08
B001,E0170,2023-06-12,2023-08-20
B001,E0057,2021-07-28,2021-12-30
B009,E0167,2021-09-18,2022-06-15
B007,E0405,2021-07-18,2022-04-02
B003,E0071,2022-10-03,2023-01-19
B002,E0129,2022-12-03,2023-06-19
B003,E0101,2023-06-05,2023-11-07
B004,E0321,2023-04-29,2023-06-30
B009,E0362,2020-09-10,2021-07-05
B006,E0083,2022-08-11,2023-02-10
B008,E0498,2021-07-08,2022-05-03
B007,E0450,2022-02-16,2022-05-25
B003,E0319,2020-08-28,2020-11-09
B006,E0234,2020-01-29,2021-01-07
B005,E0327,2020-12-07,2021-11-22
B006,E0377,2023-02-03,2023-12-15
B006,E0111,2021-02-27,2021-09-22
B008,E0067,2023-08-30,2023-10-06
B003,E0362,2020-03-14,2021-02-23
B006,E0288,2020-05-16,2021-02-02
B010,E0500,2023-05-20,2024-05-13
B007,E0365,2023-08-29,2024-08-07
B004,E0288,2021-10-24,2022-04-25
B005,E0220,2023-04-30,2023-07-26
B008,E0142,2020-06-27,2020-08-26
B002,E0370,2023-04-27,2024-01-10
B002,E0309,2022-04-30,2023-02-05
B003,E0295,2022-01-16,2022-08-26
B006,E0321,2021-12-21,2022-06-12
B001,E0154,2023-07-26,2023-12-29
B005,E0005,2022-01-15,2022-10-14
B002,E0498,2020-08-29,2020-11-05
B007,E0432,2022-10-23,2022-12-14
B007,E0304,2022-06-24,2023-04-01
B001,E0221,2020-08-04,2021-02-25
B006,E0394,2023-11-01,2024-07-28
B009,E0477,2023-02-05,2023-06-15
B008,E0104,2020-11-15,2021-05-17
B003,E0365,2022-09-10,2023-02-11
B010,E0067,2022-04-08,2022-08-18
B010,E0069,2023-07-30,2024-07-02
B005,E0228,2022-02-22,2022-04-11
B010,E0015,2022-04-21,2023-01-21
B002,E0450,2020-04-05,2020-08-20
B005,E0473,2023-05-17,2023-07-24
B004,E0464,2023-05-03,2024-01-09
B006,E0360,2023-06-19,2023-08-17
B010,E0285,2023-02-28,2023-10-27
B005,E0061,2022-02-26,2022-11-10
B008,E0098,2023-03-12,2023-08-19
B002,E0170,2023-07-22,2024-07-05
B004,E0272,2022-11-25,2023-09-21
B004,E0068,2021-05-13,2021-06-18
B009,E0102,2021-04-05,2021-10-02
B006,E0221,2020-05-12,2021-04-07
B002,E0358,2023-10-25,2023-12-27
B003,E0014,2022-04-13,2022-12-12
B004,E0423,2021-05-08,2022-02-19
B002,E0419,2023-08-05,2024-03-09
B001,E0070,2020-09-02,2021-08-13
B005,E0233,2021-12-16,2022-06-21
B006,E0084,2020-04-22,2020-06-04
B003,E0317,2020-03-30,2020-10-15
B004,E0385,2021-02-02,2021-06-16
B005,E0496,2021-03-22,2021-10-21
B001,E0116,2020-09-15,2021-01-27
B004,E0060,2021-03-20,2021-08-10
B005,E0041,2021-11-09,2022-06-24
B007,E0395,2021-07-19,2022-02-02
B001,E0052,2022-01-13,2022-12-07
B008,E0322,2022-10-17,2023-08-03
B004,E0139,2020-12-20,2021-08-04
B008,E0283,2023-02-08,2023-07-12
B001,E0328,2023-11-06,2024-10-03
B010,E0109,2021-06-20,2022-01-15
B010,E0048,2020-08-29,2021-07-11
B001,E0028,2021-09-13,2022-06-12
B009,E0190,2020-01-23,2020-11-05
B009,E0357,2022-09-19,2023-05-30
B008,E0272,2022-06-30,2022-11-30
B010,E0387,2021-01-17,2021-02-16
B002,E0182,2022-04-26,2022-11-16
B007,E0215,2023-02-15,2023-10-17
B009,E0046,2023-05-10,2023-12-20
B002,E0107,2022-11-28,2023-02-07
B004,E0411,2020-04-16,2020-11-11
B005,E0058,2020-09-02,2020-12-04
B002,E0006,2023-06-22,2024-06-16
B006,E0370,2023-04-25,2024-01-31
B001,E0314,2021-08-15,2022-05-22
B001,E0146,2021-08-03,2022-06-09
B009,E0404,2021-10-03,2022-05-12
B009,E0019,2022-01-30,2023-01-17
B006,E0170,2020-10-20,2021-06-28
B003,E0348,2023-06-10,2024-02-07
B008,E0169,2022-09-05,2023-09-01
B002,E0302,2023-07-06,2024-02-14
B007,E0423,2023-04-01,2023-12-31
B001,E0411,2021-03-11,2021-10-15
B008,E0148,2022-04-04,2022-06-29
B006,E0250,2021-08-26,2022-01-09
B010,E0017,2021-06-11,2022-06-05
B001,E0330,2020-09-25,2020-11-30
B010,E0415,2021-07-03,2022-05-25
B003,E0275,2020-06-25,2021-04-28
B002,E0052,2022-03-16,2022-06-26
B005,E0459,2020-11-12,2021-06-12
B006,E0340,2021-03-01,2021-09-03
B009,E0172,2023-11-28,2024-03-25
B002,E0362,2021-07-31,2022-07-22
B009,E0470,2023-01-11,2023-05-12
B009,E0313,2020-11-11,2021-10-31
B010,E0177,2020-01-08,2020-10-19
B006,E0304,2023-06-03,2023-07-17
B008,E0160,2020-02-04,2020-10-10
B009,E0343,2021-09-02,2022-05-10
B009,E0134,2020-06-21,2020-07-26
B004,E0194,2022-04-28,2023-03-08
B005,E0310,2020-02-08,2021-01-09
B009,E0416,2021-07-16,2021-10-06
B001,E0368,2022-05-27,2023-04-19
B002,E0041,2022-08-12,2023-05-27
B010,E0407,2020-07-17,2021-05-23
B001,E0379,2021-01-22,2021-05-17
B001,E0126,2023-11-09,2024-11-03
B002,E0240,2022-05-11,2023-04-21
B003,E0196,2020-01-07,2020-11-13
B005,E0260,2021-09-12,2022-09-09
B002,E0376,2023-06-07,2024-04-15
B010,E0388,2021-07-31,2022-01-15
B008,E0154,2023-11-10,2024-04-16
B008,E0402,2021-09-27,2022-04-06
B003,E0066,2020-02-01,2020-12-07
B010,E0458,2021-05-14,2022-02-27
B005,E0324,2022-03-07,2022-07-31
B003,E0040,2023-11-05,2024-02-04
B005,E0159,2021-05-10,2021-10-31
B009,E0320,2020-12-14,2021-11-04
B009,E0100,2021-11-20,2022-06-02
B008,E0361,2021-01-24,2021-07-03
B002,E0068,2022-01-14,2023-01-11
B001,E0311,2023-09-14,2024-05-09
B003,E0402,2023-07-28,2023-10-21
B009,E0164,2020-01-06,2020-06-29
B003,E0123,2020-06-04,2020-10-02
B003,E0353,2021-03-15,2021-05-24
B008,E0020,2020-09-02,2021-05-09
B006,E0482,2023-05-18,2023-06-22
B008,E0288,2022-03-18,2022-07-27
B005,E0050,2020-12-14,2021-10-24
B007,E0488,2020-04-04,2020-09-11
B008,E0299,2023-06-07,2024-01-05
B004,E0345,2021-10-06,2022-01-06
B001,E0087,2022-12-26,2023-10-24
B010,E0185,2021-02-16,2021-05-17
B006,E0181,2023-03-11,2023-04-13
B003,E0045,2020-04-16,2020-09-17
B003,E0137,2023-09-25,2024-01-26
B002,E0322,2021-12-26,2022-08-16
B006,E0213,2023-12-31,2024-05-01
B010,E0439,2023-11-27,2024-10-22
B007,E0089,2022-11-09,2023-03-19
B003,E0100,2023-12-28,2024-04-13
B005,E0304,2022-12-02,2023-09-12
B001,E0125,2021-12-06,2022-08-27
B006,E0493,2023-08-19,2024-05-09
B010,E0305,2023-07-14,2023-09-24
B001,E0421,2020-09-10,2020-12-16
B010,E0340,2022-07-02,2023-03-10
B009,E0439,2022-05-15,2023-01-20
B004,E0469,2022-01-10,2022-05-12
B007,E0498,2022-08-07,2023-06-07
B008,E0481,2022-12-05,2023-01-14
B009,E0298,2020-02-14,2020-07-17
B009,E0461,2022-01-31,2022-07-14
B003,E0136,2023-01-29,2023-09-03
B003,E0041,2020-01-06,2020-03-14
B003,E0142,2022-06-17,2022-12-22
B010,E0018,2022-05-17,2022-06-19
B003,E0431,2022-12-15,2023-03-05
B007,E0379,2020-04-29,2020-12-21
B007,E0309,2023-07-07,2024-06-24
B001,E0113,2022-03-22,2022-10-15
B002,E0415,2023-07-13,2024-07-06
B006,E0218,2021-01-25,2021-06-16
B010,E0084,2021-05-01,2021-06-29
B005,E0368,2020-12-12,2021-05-08
B010,E0106,2020-12-29,2021-02-06
B010,E0125,2021-03-04,2021-09-08
B006,E0327,2022-12-10,2023-10-10
B003,E0377,2020-05-26,2021-01-27
B001,E0403,2020-11-05,2021-03-01
B005,E0425,2023-06-23,2024-06-11
B002,E0181,2020-05-16,2020-12-17
B001,E0287,2022-04-27,2023-04-03
B005,E0471,2021-04-01,2021-10-10
B002,E0342,2022-06-08,2022-08-23
B002,E0219,2020-03-30,2020-12-26
B001,E0231,2023-01-26,2023-07-24
B010,E0273,2023-06-13,2024-05-15
B005,E0291,2022-12-21,2023-10-06
B006,E0197,2021-03-16,2021-07-24
B008,E0449,2021-09-01,2022-02-22
B009,E0402,2020-11-11,2021-02-21
B001,E0323,2020-04-27,2020-09-15
B005,E0443,2021-09-25,2022-05-23
B010,E0459,2023-02-17,2023-08-19
B005,E0452,2022-03-22,2022-07-11
B004,E0024,2021-11-23,2022-04-10
B004,E0430,2022-10-19,2023-06-20
B006,E0422,2022-04-12,2022-07-19
B007,E0353,2023-11-09,2024-07-02
B005,E0363,2021-03-19,2021-11-09
B009,E0293,2023-09-16,2024-02-19
B006,E0109,2023-10-17,2024-06-23
B007,E0062,2021-09-22,2022-09-03
B006,E0204,2022-06-11,2023-01-11
B003,E0340,2021-10-06,2022-08-13
B003,E0305,2022-05-21,2022-07-02
B009,E0158,2021-02-07,2021-03-23
B008,E0363,2022-12-13,2023-01-19
B002,E0034,2022-02-27,2023-02-03
B007,E0474,2022-09-12,2023-04-21
B008,E0491,2020-06-28,2021-04-03
B007,E0048,2021-11-19,2022-09-07
B003,E0026,2021-12-29,2022-07-29
B007,E0430,2020-10-16,2021-04-25
B009,E0076,2023-03-03,2024-02-26
B003,E0457,2021-02-21,2021-04-06
B007,E0481,2021-04-08,2022-03-18
B010,E0383,2023-08-18,2024-06-20
B002,E0424,2022-09-17,2022-12-19
B005,E0142,2021-04-18,2022-02-16
B003,E0029,2023-04-15,2023-07-04
B004,E0222,2020-02-09,2020-10-10
B004,E0048,2023-11-04,2024-10-12
B002,E0443,2022-06-20,2022-12-08
B006,E0425,2020-10-15,2020-11-18
B004,E0248,2020-03-16,2021-02-08
B004,E0122,2023-04-17,2023-08-17
B005,E0242,2021-07-11,2021-12-27
B010,E0295,2022-09-14,2022-11-02
B005,E0366,2022-08-24,2023-06-03
B006,E0263,2023-05-17,2023-12-06
B008,E0119,2022-01-11,2022-05-04
B002,E0143,2020-04-01,2020-11-23
B002,E0232,2020-06-14,2021-02-12
B001,E0206,2020-05-18,2021-01-09
B010,E0258,2022-10-26,2023-01-23
B006,E0435,2020-11-17,2021-09-28
B008,E0328,2023-07-12,2024-01-01
B001,E0337,2021-02-26,2021-05-24
B006,E0060,2023-03-09,2023-06-19
B004,E0424,2022-07-21,2023-04-24
B006,E0180,2023-02-01,2023-08-05
B006,E0184,2023-06-12,2024-02-23
B002,E0109,2023-06-09,2023-09-02
B008,E0043,2021-03-08,2021-07-17
