InvoiceID,DiscountID,AppliedDate
INV087519,DST0041,2022-01-11
INV001001,DST0046,2023-08-26
INV059925,DST0017,2024-10-18
INV022164,DST0024,2024-01-15
INV115705,DST0077,2023-09-01
INV070020,DST0061,2023-02-05
INV125184,DST0047,2023-12-09
INV111098,DST0057,2024-03-26
INV141949,DST0002,2022-08-23
INV117009,DST0053,2022-12-22
INV003723,DST0027,2022-01-30
INV082880,DST0045,2024-11-26
INV073847,DST0057,2024-07-31
INV124486,DST0039,2024-02-28
INV111588,DST0014,2024-03-27
INV050745,DST0071,2023-01-04
INV014650,DST0021,2023-04-10
INV066961,DST0013,2024-01-15
INV119304,DST0004,2023-12-29
INV072063,DST0004,2023-09-18
INV044936,DST0052,2022-10-17
INV054068,DST0038,2022-02-02
INV032777,DST0060,2022-03-14
INV011368,DST0079,2022-04-16
INV131753,DST0051,2023-01-24
INV038822,DST0058,2023-11-01
INV038868,DST0054,2024-04-02
INV072740,DST0001,2023-10-20
INV105371,DST0070,2022-07-10
INV102463,DST0004,2023-03-01
INV059559,DST0028,2024-02-29
INV127748,DST0022,2022-10-13
INV022878,DST0071,2022-08-31
INV107303,DST0005,2024-01-25
INV087394,DST0069,2024-12-05
INV110832,DST0045,2023-07-20
INV080589,DST0007,2023-03-23
INV078484,DST0040,2024-03-15
INV132683,DST0008,2022-12-05
INV063527,DST0052,2023-04-30
INV109237,DST0063,2022-03-02
INV121406,DST0064,2022-03-07
INV037075,DST0041,2022-02-12
INV141749,DST0058,2024-02-11
INV047420,DST0062,2024-12-02
INV008572,DST0047,2023-08-10
INV070469,DST0059,2023-01-26
INV001997,DST0028,2022-06-15
INV146300,DST0071,2023-04-24
INV115887,DST0055,2023-04-17
INV022386,DST0053,2022-10-22
INV112080,DST0048,2022-05-01
INV016940,DST0049,2023-12-04
INV130214,DST0017,2023-09-19
INV088707,DST0035,2023-12-26
INV109675,DST0062,2024-06-20
INV071248,DST0029,2023-06-24
INV057879,DST0056,2024-05-26
INV007060,DST0032,2022-12-30
INV103469,DST0043,2022-08-14
INV001745,DST0017,2023-01-22
INV042183,DST0044,2023-08-24
INV089831,DST0054,2023-11-24
INV072592,DST0004,2024-07-02
INV011084,DST0066,2022-01-06
INV101991,DST0019,2022-06-23
INV006844,DST0050,2022-09-19
INV068977,DST0054,2023-09-27
INV023660,DST0072,2023-10-19
INV000543,DST0060,2022-09-08
INV053726,DST0001,2024-07-16
INV107969,DST0022,2024-01-03
INV039333,DST0080,2022-12-29
INV057799,DST0003,2024-11-12
INV135035,DST0047,2022-08-15
INV067355,DST0029,2024-04-28
INV044903,DST0008,2024-03-20
INV144359,DST0025,2023-02-16
INV104352,DST0020,2024-07-31
INV101738,DST0002,2023-03-13
INV143391,DST0054,2024-04-26
INV119067,DST0025,2022-04-25
INV100746,DST0054,2022-03-24
INV139957,DST0039,2023-06-11
INV061726,DST0059,2022-03-06
INV060552,DST0041,2023-07-31
INV011705,DST0042,2023-03-03
INV013225,DST0080,2024-07-17
INV008526,DST0073,2024-02-03
INV121443,DST0076,2024-07-31
INV005719,DST0004,2024-06-14
INV031646,DST0018,2022-07-12
INV135000,DST0074,2022-01-05
INV073889,DST0006,2022-04-25
INV091499,DST0078,2023-08-21
INV138393,DST0030,2024-02-07
INV064805,DST0035,2023-06-04
INV113047,DST0005,2023-11-07
INV026771,DST0071,2022-05-29
INV024151,DST0074,2023-02-23
INV005658,DST0065,2024-05-01
INV032287,DST0031,2023-04-14
INV002188,DST0015,2024-07-26
INV085856,DST0002,2024-05-02
INV086003,DST0059,2023-06-13
INV148629,DST0042,2022-11-27
INV051470,DST0063,2024-06-25
INV145380,DST0038,2022-11-21
INV137067,DST0042,2022-06-30
INV064230,DST0015,2024-03-31
INV001141,DST0024,2022-02-23
INV023596,DST0019,2022-07-12
INV078045,DST0030,2024-05-26
INV101807,DST0052,2024-10-23
INV001447,DST0040,2022-12-14
INV000128,DST0058,2022-06-08
INV008803,DST0014,2022-05-04
INV130891,DST0073,2023-06-04
INV075458,DST0066,2022-02-17
INV070186,DST0020,2024-07-01
INV132098,DST0039,2023-07-17
INV002967,DST0027,2024-08-20
INV018799,DST0062,2023-05-03
INV027732,DST0006,2022-01-21
INV099297,DST0028,2024-01-07
INV014295,DST0012,2023-06-05
INV038425,DST0065,2023-09-26
INV037200,DST0077,2024-09-25
INV109714,DST0069,2022-09-28
INV045763,DST0037,2022-07-19
INV091170,DST0031,2022-09-13
INV127263,DST0058,2022-10-29
INV097836,DST0066,2024-06-01
INV021046,DST0039,2024-08-27
INV073053,DST0032,2023-05-30
INV074326,DST0048,2024-02-11
INV123313,DST0063,2023-01-06
INV020759,DST0032,2022-08-25
INV044059,DST0060,2022-12-12
INV042692,DST0076,2024-04-02
INV025920,DST0079,2024-01-28
INV141263,DST0005,2023-02-15
INV017802,DST0006,2022-01-16
INV147436,DST0060,2023-07-22
INV116854,DST0078,2022-07-07
INV109105,DST0041,2023-08-17
INV014677,DST0020,2022-09-26
INV043689,DST0024,2022-02-18
INV030159,DST0011,2022-01-05
INV137808,DST0050,2023-09-21
INV004302,DST0034,2023-01-22
INV060411,DST0022,2023-01-08
INV148405,DST0006,2022-11-22
INV044765,DST0056,2023-08-21
INV019224,DST0003,2022-02-01
INV096652,DST0066,2024-08-31
INV061174,DST0038,2023-11-06
INV120474,DST0020,2024-03-01
INV092488,DST0056,2022-05-02
INV133034,DST0026,2023-07-16
INV057826,DST0069,2023-06-03
INV097071,DST0039,2024-03-08
INV146927,DST0075,2024-05-25
INV014085,DST0025,2024-01-01
INV024401,DST0006,2024-09-03
INV087186,DST0071,2023-12-23
INV002861,DST0002,2024-09-25
INV071264,DST0038,2023-07-12
INV100950,DST0062,2024-07-03
INV007088,DST0018,2022-09-26
INV121173,DST0029,2024-07-03
INV068193,DST0052,2023-03-09
INV003120,DST0032,2023-08-20
INV003386,DST0077,2023-06-20
INV029772,DST0052,2022-04-30
INV095427,DST0035,2022-03-10
INV008868,DST0047,2022-04-01
INV141493,DST0002,2024-06-22
INV003535,DST0004,2024-06-15
INV071865,DST0064,2024-05-14
INV136253,DST0028,2024-03-13
INV052223,DST0007,2024-02-09
INV057377,DST0050,2023-05-18
INV058091,DST0009,2022-01-01
INV040937,DST0060,2022-12-05
INV102878,DST0036,2022-09-11
INV129010,DST0064,2024-04-03
INV055532,DST0061,2024-05-06
INV096911,DST0019,2024-03-29
INV017925,DST0067,2024-10-02
INV084538,DST0080,2022-01-22
INV068003,DST0070,2024-12-25
INV116985,DST0050,2024-09-19
INV038911,DST0061,2024-06-07
INV142685,DST0016,2024-12-24
INV026707,DST0006,2024-07-13
INV136750,DST0027,2022-05-05
INV132551,DST0071,2024-09-06
INV130457,DST0065,2022-10-04
INV099288,DST0042,2023-01-14
INV020060,DST0044,2024-01-07
INV058069,DST0079,2022-03-22
INV144181,DST0053,2024-01-29
INV069975,DST0033,2023-01-31
INV023737,DST0017,2022-08-10
INV012049,DST0050,2024-11-03
INV013929,DST0029,2022-08-18
INV106608,DST0022,2022-02-01
INV071981,DST0038,2023-04-28
INV012414,DST0050,2023-08-10
INV066894,DST0018,2024-03-31
INV004778,DST0060,2023-07-17
INV068675,DST0011,2023-03-23
INV060861,DST0015,2024-12-24
INV044587,DST0026,2024-02-26
INV076698,DST0052,2023-02-14
INV132332,DST0018,2023-03-31
INV114314,DST0063,2023-02-13
INV073991,DST0056,2022-05-22
INV064667,DST0078,2023-08-06
INV072132,DST0014,2024-01-15
INV123351,DST0029,2024-01-12
INV063689,DST0033,2022-03-22
INV057461,DST0041,2022-07-18
INV129168,DST0057,2024-01-14
INV130219,DST0069,2022-01-28
INV138038,DST0061,2022-07-05
INV118143,DST0073,2023-01-27
INV010606,DST0051,2023-01-17
INV081050,DST0042,2022-06-21
INV098926,DST0064,2023-06-18
INV030183,DST0028,2022-08-15
INV088493,DST0071,2023-12-21
INV110014,DST0036,2024-01-27
INV011686,DST0079,2024-12-27
INV011786,DST0032,2022-11-18
INV115579,DST0068,2023-03-05
INV063995,DST0034,2023-11-26
INV068656,DST0032,2024-02-05
INV005523,DST0069,2023-04-11
INV101997,DST0040,2022-03-22
INV020427,DST0068,2022-09-08
INV022348,DST0011,2023-05-05
INV079638,DST0043,2023-05-27
INV114214,DST0032,2023-06-23
INV029958,DST0022,2022-05-28
INV041138,DST0017,2023-02-18
INV144068,DST0046,2023-02-27
INV131092,DST0035,2024-04-13
INV037670,DST0053,2024-11-13
INV096146,DST0059,2022-02-07
INV034225,DST0022,2023-12-06
INV043622,DST0005,2023-11-10
INV120186,DST0018,2023-12-07
INV035292,DST0046,2022-10-31
INV045774,DST0031,2022-01-02
INV080467,DST0065,2023-03-07
INV118173,DST0056,2023-09-24
INV005545,DST0061,2022-08-12
INV076356,DST0057,2024-07-02
INV067639,DST0046,2023-12-23
INV082900,DST0005,2022-07-19
INV026003,DST0046,2024-05-04
INV004065,DST0012,2023-04-17
INV013477,DST0009,2023-06-15
INV046432,DST0005,2024-12-15
INV049239,DST0073,2024-08-28
INV082074,DST0020,2023-03-19
INV085226,DST0035,2024-09-19
INV141335,DST0018,2023-10-18
INV116093,DST0056,2024-06-15
INV089415,DST0016,2022-06-30
INV079901,DST0053,2022-11-30
INV032845,DST0041,2022-04-26
INV132182,DST0078,2023-05-17
INV019931,DST0064,2024-10-06
INV086226,DST0040,2022-03-23
INV134903,DST0070,2023-05-13
INV116262,DST0009,2024-05-05
INV066890,DST0058,2022-01-11
INV131795,DST0055,2023-04-23
INV099440,DST0058,2022-08-18
INV086557,DST0070,2023-04-20
INV000595,DST0064,2022-02-03
INV130474,DST0077,2022-01-11
INV051669,DST0057,2024-12-08
INV048235,DST0035,2024-01-11
INV133095,DST0079,2024-03-21
INV011349,DST0030,2024-06-19
INV072174,DST0008,2024-11-20
INV002374,DST0024,2022-11-02
INV027476,DST0028,2023-07-25
INV115256,DST0028,2024-12-10
INV001127,DST0046,2022-04-30
INV005576,DST0031,2022-07-03
INV108211,DST0070,2024-10-17
INV148005,DST0041,2022-12-13
INV145567,DST0071,2024-07-14
INV053366,DST0064,2023-08-18
INV136402,DST0037,2024-11-15
INV083488,DST0052,2024-03-23
INV015485,DST0074,2024-04-25
INV086797,DST0030,2022-01-19
INV106547,DST0012,2023-12-11
INV110870,DST0080,2024-04-22
INV090109,DST0024,2023-12-19
INV071775,DST0026,2024-09-21
INV006085,DST0066,2024-08-17
INV140985,DST0064,2023-07-11
INV138364,DST0064,2024-01-30
INV038197,DST0021,2022-09-07
INV007758,DST0057,2022-07-28
INV108552,DST0079,2024-03-20
INV025203,DST0001,2023-04-18
INV062085,DST0013,2023-04-03
INV073721,DST0070,2022-09-11
INV000781,DST0054,2022-05-26
INV138175,DST0032,2022-03-18
INV143536,DST0058,2024-06-28
INV011463,DST0047,2023-11-29
INV020732,DST0072,2022-05-24
INV091488,DST0038,2023-12-05
INV116612,DST0035,2024-12-11
INV134415,DST0043,2024-09-12
INV131421,DST0005,2024-06-03
INV105057,DST0038,2024-07-20
INV069473,DST0052,2023-01-08
INV019428,DST0043,2022-11-04
INV055669,DST0003,2023-03-05
INV099362,DST0011,2023-06-07
INV088385,DST0004,2023-07-20
INV037608,DST0059,2022-08-03
INV129460,DST0074,2024-11-07
INV018424,DST0073,2023-07-14
INV092656,DST0067,2022-03-30
INV113801,DST0004,2024-12-23
INV149593,DST0030,2024-09-03
INV143643,DST0042,2022-05-08
INV125119,DST0069,2023-02-21
INV021598,DST0020,2023-03-20
INV014877,DST0044,2022-10-23
INV089209,DST0075,2024-09-14
INV097612,DST0069,2024-04-18
INV014792,DST0059,2024-03-04
INV148844,DST0046,2022-09-27
INV058886,DST0026,2023-05-04
INV069737,DST0034,2022-09-22
INV034926,DST0066,2023-10-28
INV061217,DST0004,2024-06-28
INV110454,DST0070,2024-06-16
INV020408,DST0069,2022-10-20
INV036521,DST0061,2022-12-15
INV089385,DST0022,2024-09-23
INV103486,DST0018,2024-11-04
INV006365,DST0035,2022-11-03
INV026342,DST0015,2022-10-21
INV067633,DST0027,2024-07-13
INV090335,DST0043,2023-07-24
INV102973,DST0015,2024-11-29
INV015648,DST0042,2024-08-06
INV034071,DST0045,2023-05-21
INV139108,DST0068,2023-09-23
INV005202,DST0035,2023-04-24
INV136488,DST0049,2022-10-05
INV024371,DST0050,2024-08-08
INV084549,DST0050,2024-01-16
INV082955,DST0055,2024-01-04
INV099155,DST0007,2023-01-15
INV000572,DST0039,2023-01-05
INV029409,DST0052,2023-10-21
INV087987,DST0013,2023-09-02
INV040967,DST0067,2022-01-02
INV149380,DST0045,2024-07-11
INV045135,DST0015,2023-02-01
INV119227,DST0054,2024-12-16
INV011320,DST0011,2022-01-02
INV127661,DST0022,2022-10-21
INV114415,DST0078,2022-03-10
INV142097,DST0035,2023-10-08
INV038621,DST0077,2023-09-06
INV115799,DST0066,2024-03-11
INV136264,DST0063,2024-11-02
INV040779,DST0071,2024-07-21
INV038827,DST0016,2022-12-09
INV054266,DST0061,2023-03-04
INV088733,DST0045,2024-02-14
INV111933,DST0021,2022-10-02
INV143387,DST0028,2024-01-26
INV125113,DST0068,2022-12-14
INV142209,DST0069,2023-07-26
INV134365,DST0067,2022-03-03
INV106007,DST0026,2022-12-20
INV055991,DST0033,2023-03-29
INV145868,DST0026,2023-03-23
INV110966,DST0061,2023-07-22
INV090776,DST0076,2024-06-17
INV066583,DST0015,2022-10-26
INV067675,DST0073,2022-05-23
INV069087,DST0029,2024-08-21
INV017144,DST0066,2023-08-09
INV041154,DST0052,2024-03-23
INV146059,DST0042,2024-08-06
INV127854,DST0021,2024-07-06
INV118401,DST0021,2024-07-19
INV035928,DST0067,2024-07-28
INV007695,DST0062,2022-05-28
INV029588,DST0072,2023-04-14
INV107255,DST0042,2023-10-07
INV109881,DST0043,2022-07-19
INV071371,DST0005,2023-03-14
INV050905,DST0056,2024-03-16
INV101431,DST0032,2023-11-03
INV102294,DST0018,2023-11-17
INV077470,DST0005,2024-07-12
INV099102,DST0071,2024-05-03
INV012710,DST0056,2023-08-11
INV105933,DST0055,2024-04-22
INV049573,DST0071,2022-11-28
INV054969,DST0053,2022-04-24
INV073252,DST0028,2024-11-25
INV059268,DST0077,2024-01-22
INV117787,DST0025,2023-09-03
INV076023,DST0035,2023-12-19
INV038196,DST0009,2024-11-13
INV070184,DST0041,2024-07-05
INV003380,DST0038,2023-01-15
INV091134,DST0049,2022-08-19
INV099481,DST0077,2024-09-16
INV046735,DST0007,2022-02-18
INV130512,DST0012,2022-08-19
INV130489,DST0061,2022-05-16
INV019401,DST0048,2022-12-13
INV006871,DST0065,2022-10-30
INV078008,DST0005,2023-05-07
INV099271,DST0055,2023-05-07
INV095858,DST0023,2023-12-29
INV023699,DST0075,2023-01-21
INV010481,DST0074,2022-07-27
INV106200,DST0055,2022-09-16
INV013211,DST0001,2023-10-30
INV128406,DST0036,2022-12-02
INV066058,DST0011,2023-09-15
INV019989,DST0043,2022-07-21
INV007227,DST0042,2024-03-17
INV042289,DST0041,2024-02-03
INV104461,DST0029,2022-03-16
INV005187,DST0053,2024-09-27
INV003031,DST0024,2024-05-23
INV048965,DST0073,2023-04-21
INV017851,DST0048,2023-10-25
INV031894,DST0062,2024-12-01
INV039137,DST0063,2024-02-06
INV078890,DST0065,2024-06-18
INV031839,DST0045,2023-03-23
INV028762,DST0036,2023-08-18
INV121883,DST0078,2022-09-18
INV015035,DST0008,2023-02-20
INV124804,DST0031,2023-08-10
INV090540,DST0046,2023-03-16
INV097937,DST0013,2022-01-08
INV105216,DST0036,2024-02-18
INV015789,DST0039,2023-01-12
INV080093,DST0012,2024-09-17
INV092236,DST0024,2023-05-28
INV034420,DST0022,2023-11-16
INV095316,DST0065,2022-08-26
INV080225,DST0005,2023-10-23
INV139517,DST0052,2022-08-13
INV025409,DST0009,2023-11-07
INV063629,DST0018,2022-11-19
INV112162,DST0041,2024-02-05
INV040095,DST0018,2023-06-12
INV054579,DST0060,2022-06-17
INV139761,DST0039,2022-06-18
INV052847,DST0078,2022-02-26
INV010539,DST0008,2023-05-11
INV137189,DST0018,2023-03-10
INV063877,DST0080,2022-05-07
INV145263,DST0015,2023-06-25
INV121174,DST0032,2022-04-04
INV129200,DST0049,2023-12-05
INV108213,DST0079,2023-08-27
INV048866,DST0012,2022-10-08
INV106883,DST0010,2023-09-10
INV046889,DST0038,2023-09-12
INV083697,DST0001,2023-05-13
INV093738,DST0026,2024-01-16
INV010869,DST0028,2024-05-05
INV081409,DST0045,2023-10-04
INV088741,DST0028,2022-10-18
INV004188,DST0028,2022-09-22
INV114445,DST0045,2023-07-01
INV074567,DST0071,2022-06-03
INV091374,DST0040,2024-04-15
INV056309,DST0079,2023-06-28
INV124579,DST0007,2022-07-20
INV016832,DST0059,2024-10-12
INV119087,DST0001,2022-08-16
INV126170,DST0019,2022-09-04
INV020743,DST0039,2023-11-21
INV115555,DST0027,2024-06-07
INV095941,DST0001,2023-10-17
INV128396,DST0028,2024-06-21
INV075250,DST0078,2023-12-19
INV023158,DST0030,2023-11-21
INV049726,DST0013,2024-11-05
INV033352,DST0080,2023-09-17
INV124561,DST0033,2024-11-30
INV039289,DST0031,2024-07-19
INV013922,DST0001,2023-12-31
INV119503,DST0051,2023-07-09
INV064155,DST0016,2024-04-14
INV116236,DST0077,2024-05-01
INV045687,DST0056,2022-03-18
INV025170,DST0034,2024-08-10
INV107513,DST0071,2023-06-26
INV122446,DST0026,2024-12-08
INV029121,DST0064,2024-04-04
INV091649,DST0010,2024-05-04
INV097054,DST0012,2024-01-24
INV104194,DST0036,2024-10-09
INV061506,DST0070,2024-02-11
INV075765,DST0056,2023-07-28
INV143833,DST0051,2022-09-08
INV019891,DST0001,2024-07-02
INV044867,DST0009,2023-04-02
INV017003,DST0023,2023-12-11
INV074862,DST0050,2022-02-18
INV139395,DST0011,2023-02-10
INV096563,DST0057,2022-10-07
INV093809,DST0063,2024-09-09
INV028526,DST0034,2022-03-04
INV028864,DST0002,2022-06-29
INV034369,DST0045,2024-06-27
INV106682,DST0020,2022-12-11
INV079526,DST0008,2022-04-05
INV081275,DST0037,2024-08-19
INV076205,DST0068,2023-08-02
INV066828,DST0025,2024-01-24
INV071391,DST0038,2022-12-09
INV067475,DST0056,2023-02-28
INV020137,DST0036,2023-03-14
INV078315,DST0040,2022-07-23
INV138306,DST0069,2024-09-04
INV044936,DST0018,2023-10-25
INV064491,DST0036,2022-04-18
INV114267,DST0058,2023-03-19
INV085982,DST0016,2023-05-16
INV113587,DST0062,2022-03-11
INV116714,DST0060,2024-07-14
INV057786,DST0018,2023-05-11
INV062641,DST0060,2023-09-03
INV148500,DST0074,2022-05-30
INV000183,DST0042,2024-07-27
INV094389,DST0042,2023-12-05
INV083852,DST0017,2024-04-14
INV044256,DST0002,2023-09-19
INV053031,DST0070,2024-04-03
INV053921,DST0075,2023-04-07
INV051032,DST0024,2022-04-13
INV146467,DST0001,2023-04-13
INV129928,DST0058,2024-12-10
INV061916,DST0074,2024-12-30
INV015431,DST0078,2024-11-24
INV082038,DST0004,2024-07-30
INV129436,DST0073,2022-03-26
INV097154,DST0079,2024-07-15
INV110413,DST0039,2024-08-11
INV031740,DST0042,2022-04-30
INV059589,DST0060,2023-11-30
INV044095,DST0050,2023-11-16
INV087483,DST0049,2023-10-06
INV064587,DST0042,2022-05-14
INV133102,DST0042,2023-02-25
INV049134,DST0002,2024-12-01
INV082577,DST0056,2023-10-19
INV122835,DST0039,2022-10-01
INV097180,DST0017,2022-08-02
INV147651,DST0020,2023-10-22
INV017125,DST0029,2022-02-13
INV029495,DST0047,2023-10-14
INV084310,DST0032,2023-10-06
INV117089,DST0008,2022-01-05
INV115641,DST0065,2023-06-20
INV106977,DST0067,2023-12-01
INV016386,DST0036,2023-11-04
INV068425,DST0072,2024-08-21
INV059918,DST0059,2023-08-07
INV137167,DST0053,2022-12-23
INV071641,DST0003,2022-05-05
INV133544,DST0025,2023-06-24
INV088879,DST0026,2022-02-05
INV125658,DST0005,2023-01-25
INV037676,DST0025,2022-05-03
INV028152,DST0027,2022-07-01
INV084376,DST0003,2024-06-13
INV105194,DST0015,2022-01-01
INV121612,DST0020,2023-10-20
INV031436,DST0043,2024-05-09
INV136077,DST0079,2023-05-04
INV070532,DST0053,2022-09-21
INV014542,DST0061,2023-10-06
INV108392,DST0046,2023-12-08
INV113791,DST0042,2023-10-21
INV141287,DST0039,2024-09-20
INV028952,DST0016,2024-11-17
INV128278,DST0064,2022-11-12
INV038788,DST0061,2024-12-17
INV118979,DST0069,2024-02-20
INV099263,DST0007,2023-04-25
INV139466,DST0012,2023-04-26
INV012028,DST0065,2022-06-23
INV016874,DST0077,2022-03-27
INV064571,DST0073,2023-10-18
INV113462,DST0072,2022-05-26
INV062255,DST0005,2024-09-29
INV089460,DST0047,2024-03-16
INV128200,DST0004,2024-08-05
INV122280,DST0011,2024-06-10
INV114508,DST0035,2024-09-19
INV001800,DST0038,2023-12-26
INV114073,DST0014,2022-07-11
INV148152,DST0045,2023-01-15
INV089272,DST0080,2022-07-18
INV068406,DST0006,2022-11-04
INV047242,DST0027,2024-05-14
INV057053,DST0016,2022-06-30
INV112676,DST0078,2023-12-25
INV039808,DST0014,2024-05-01
INV148261,DST0057,2023-05-16
INV042869,DST0074,2023-02-08
INV018323,DST0072,2024-12-31
INV088328,DST0042,2024-11-13
INV059901,DST0041,2023-06-23
INV022892,DST0077,2024-04-08
INV102999,DST0013,2023-07-28
INV077329,DST0044,2023-09-11
INV138091,DST0047,2023-09-12
INV135001,DST0049,2022-08-27
INV027258,DST0062,2023-07-04
INV011852,DST0023,2024-12-07
INV043151,DST0010,2023-11-23
INV062911,DST0024,2022-12-08
INV060499,DST0012,2024-07-03
INV011506,DST0065,2022-07-16
INV102675,DST0070,2023-01-19
INV078191,DST0078,2022-07-31
INV064064,DST0064,2023-05-27
INV111995,DST0025,2023-05-21
INV051076,DST0035,2022-10-01
INV148549,DST0003,2022-02-17
INV032463,DST0049,2023-11-15
INV059944,DST0055,2023-12-25
INV058416,DST0004,2023-06-05
INV088057,DST0022,2022-03-11
INV053449,DST0030,2023-12-02
INV147096,DST0068,2023-08-23
INV021220,DST0044,2022-08-19
INV106300,DST0019,2024-07-02
INV045972,DST0040,2022-05-27
INV136705,DST0021,2024-06-24
INV085606,DST0028,2024-03-28
INV044136,DST0049,2023-07-24
INV083483,DST0035,2024-10-04
INV130871,DST0066,2024-06-10
INV061750,DST0033,2023-01-27
INV051790,DST0022,2024-11-20
INV023748,DST0061,2023-06-20
INV087736,DST0040,2023-01-18
INV059546,DST0077,2022-12-04
INV008223,DST0003,2022-04-16
INV081519,DST0063,2023-09-23
INV039950,DST0037,2024-11-06
INV120607,DST0070,2022-06-08
INV136123,DST0009,2024-03-15
INV084819,DST0001,2024-01-25
INV094647,DST0058,2022-09-24
INV099317,DST0066,2022-09-19
INV059872,DST0067,2024-12-01
INV012416,DST0021,2024-09-22
INV113493,DST0057,2023-12-16
INV039743,DST0069,2024-06-27
INV104569,DST0016,2024-06-14
INV011447,DST0040,2023-04-26
INV096010,DST0062,2022-05-12
INV028486,DST0022,2024-07-10
INV101673,DST0026,2022-03-31
INV149757,DST0011,2022-04-04
INV129687,DST0026,2022-10-10
INV011992,DST0069,2022-06-15
INV098401,DST0035,2022-03-16
INV010228,DST0050,2023-12-03
INV087566,DST0022,2023-06-21
INV121498,DST0025,2023-07-15
INV134425,DST0013,2023-01-10
INV068681,DST0010,2022-03-07
INV006702,DST0053,2022-12-09
INV133508,DST0011,2022-02-22
INV060405,DST0060,2022-07-23
INV000741,DST0071,2023-03-08
INV090578,DST0058,2022-04-28
INV097450,DST0006,2024-08-22
INV141361,DST0075,2023-01-28
INV143936,DST0039,2024-03-01
INV080144,DST0078,2024-12-25
INV022122,DST0054,2022-11-17
INV080053,DST0024,2023-08-29
INV026460,DST0006,2024-09-16
INV010727,DST0078,2022-05-10
INV038240,DST0002,2022-04-02
INV098084,DST0074,2022-01-05
INV130235,DST0059,2022-05-11
INV040949,DST0007,2024-08-30
INV048485,DST0041,2024-02-11
INV042291,DST0020,2023-09-05
INV096447,DST0062,2023-11-30
INV043245,DST0070,2022-04-08
INV100830,DST0037,2023-10-19
INV006018,DST0066,2022-11-18
INV045359,DST0054,2022-03-15
INV080893,DST0032,2024-07-25
INV033725,DST0010,2023-04-27
INV099092,DST0067,2023-07-08
INV026852,DST0070,2023-02-10
INV056348,DST0048,2022-01-12
INV078001,DST0068,2023-04-28
INV147504,DST0056,2023-01-09
INV117327,DST0006,2022-10-27
INV050614,DST0037,2022-02-27
INV114725,DST0024,2022-01-14
INV112702,DST0033,2022-05-09
INV046407,DST0076,2023-03-17
INV007879,DST0076,2024-09-21
INV079246,DST0017,2022-10-11
INV071454,DST0010,2024-07-18
