EmployeeID,StartDate,EndDate,Reason,Status,MID
E0319,2023-12-03,2023-12-04,Việc gia đình,Pending,E0374
E0447,2024-08-02,2024-08-03,Việc gia đình,Rejected,E0417
E0434,2024-09-24,2024-09-27,Nghỉ phép,Approved,E0380
E0181,2024-05-25,2024-05-30,Nghỉ bệnh,Rejected,E0351
E0127,2024-03-15,2024-03-17,Nghỉ phép,Rejected,E0491
E0302,2024-05-04,2024-05-07,Việc gia đình,Pending,E0417
E0260,2023-12-14,2023-12-17,Nghỉ bệnh,Approved,E0374
E0159,2024-03-06,2024-03-07,Nghỉ phép,Approved,E0388
E0281,2023-07-01,2023-07-04,Nghỉ bệnh,Approved,E0290
E0304,2023-05-04,2023-05-09,Việc gia đình,Rejected,E0434
E0245,2024-09-08,2024-09-09,Nghỉ phép,Rejected,E0418
E0401,2023-11-07,2023-11-11,Nghỉ bệnh,Rejected,E0388
E0127,2023-01-26,2023-01-29,Việc gia đình,Rejected,E0452
E0114,2024-02-06,2024-02-10,Nghỉ phép,Approved,E0380
E0419,2023-10-05,2023-10-08,Việc gia đình,Approved,E0418
E0127,2024-02-16,2024-02-17,Nghỉ phép,Approved,E0452
E0185,2024-06-24,2024-06-29,Việc gia đình,Approved,E0374
E0010,2023-07-29,2023-08-01,Nghỉ phép,Approved,E0290
E0027,2024-06-12,2024-06-16,Nghỉ phép,Rejected,E0491
E0248,2023-12-04,2023-12-09,Nghỉ bệnh,Pending,E0388
E0112,2023-09-25,2023-09-29,Nghỉ phép,Approved,E0491
E0368,2024-03-22,2024-03-27,Nghỉ phép,Approved,E0388
E0463,2024-04-30,2024-05-01,Việc gia đình,Rejected,E0374
E0370,2023-07-26,2023-07-30,Nghỉ bệnh,Pending,E0290
E0278,2023-06-13,2023-06-15,Nghỉ bệnh,Approved,E0417
E0279,2024-02-10,2024-02-12,Nghỉ bệnh,Rejected,E0452
E0312,2023-02-27,2023-03-04,Việc gia đình,Rejected,E0380
E0200,2023-07-12,2023-07-17,Nghỉ bệnh,Rejected,E0491
E0079,2024-06-05,2024-06-10,Nghỉ bệnh,Approved,E0418
E0122,2023-04-18,2023-04-22,Nghỉ phép,Pending,E0388
E0485,2023-01-04,2023-01-06,Nghỉ bệnh,Rejected,E0351
E0220,2024-03-25,2024-03-30,Nghỉ bệnh,Rejected,E0418
E0204,2023-01-02,2023-01-07,Nghỉ phép,Pending,E0418
E0340,2024-07-03,2024-07-07,Việc gia đình,Rejected,E0491
E0101,2024-10-19,2024-10-21,Việc gia đình,Pending,E0491
E0105,2023-10-02,2023-10-07,Việc gia đình,Pending,E0434
E0235,2024-06-15,2024-06-17,Nghỉ phép,Rejected,E0374
E0466,2023-03-19,2023-03-22,Việc gia đình,Pending,E0380
E0304,2024-03-31,2024-04-05,Nghỉ bệnh,Approved,E0380
E0343,2024-04-20,2024-04-21,Việc gia đình,Approved,E0290
E0233,2023-01-25,2023-01-30,Nghỉ bệnh,Rejected,E0418
E0181,2023-04-28,2023-05-01,Nghỉ phép,Rejected,E0374
E0270,2023-05-28,2023-05-30,Việc gia đình,Approved,E0434
E0410,2023-06-30,2023-07-03,Nghỉ phép,Approved,E0418
E0201,2024-01-15,2024-01-19,Nghỉ phép,Rejected,E0452
E0322,2024-11-22,2024-11-23,Nghỉ phép,Rejected,E0374
E0492,2024-09-01,2024-09-02,Nghỉ phép,Rejected,E0491
E0343,2024-01-13,2024-01-16,Việc gia đình,Rejected,E0417
E0448,2023-08-24,2023-08-28,Việc gia đình,Approved,E0418
E0284,2023-11-03,2023-11-07,Nghỉ phép,Pending,E0351
E0202,2023-02-27,2023-03-01,Nghỉ phép,Approved,E0417
E0237,2024-12-01,2024-12-04,Nghỉ bệnh,Rejected,E0434
E0324,2024-03-21,2024-03-24,Nghỉ phép,Pending,E0374
E0400,2023-04-14,2023-04-17,Nghỉ phép,Pending,E0434
E0411,2024-11-21,2024-11-22,Nghỉ phép,Pending,E0290
E0463,2024-04-29,2024-05-03,Việc gia đình,Approved,E0351
E0318,2024-08-13,2024-08-14,Nghỉ bệnh,Rejected,E0380
E0310,2023-08-11,2023-08-15,Nghỉ phép,Rejected,E0388
E0453,2024-09-11,2024-09-14,Nghỉ bệnh,Pending,E0388
E0062,2023-09-01,2023-09-06,Nghỉ bệnh,Rejected,E0380
E0322,2023-04-21,2023-04-24,Việc gia đình,Pending,E0434
E0050,2023-06-10,2023-06-14,Nghỉ bệnh,Rejected,E0417
E0123,2023-04-21,2023-04-23,Nghỉ phép,Approved,E0374
E0033,2023-05-18,2023-05-20,Việc gia đình,Pending,E0452
E0084,2023-07-14,2023-07-16,Nghỉ phép,Rejected,E0290
E0051,2024-10-18,2024-10-22,Việc gia đình,Approved,E0380
E0307,2024-03-19,2024-03-21,Nghỉ phép,Approved,E0434
E0343,2024-01-20,2024-01-23,Nghỉ bệnh,Pending,E0351
E0113,2023-06-01,2023-06-06,Việc gia đình,Approved,E0452
E0209,2024-04-25,2024-04-27,Nghỉ bệnh,Approved,E0388
E0176,2023-06-11,2023-06-16,Việc gia đình,Approved,E0417
E0386,2024-06-05,2024-06-07,Việc gia đình,Approved,E0374
E0186,2023-12-06,2023-12-10,Nghỉ bệnh,Rejected,E0374
E0055,2024-12-01,2024-12-05,Việc gia đình,Pending,E0418
E0161,2023-06-19,2023-06-20,Nghỉ bệnh,Pending,E0380
E0197,2023-11-17,2023-11-19,Nghỉ bệnh,Pending,E0351
E0030,2024-04-02,2024-04-04,Việc gia đình,Approved,E0374
E0154,2024-12-26,2024-12-31,Nghỉ phép,Rejected,E0290
E0057,2024-06-27,2024-06-28,Việc gia đình,Rejected,E0418
E0297,2023-07-25,2023-07-28,Nghỉ phép,Approved,E0417
E0029,2024-12-26,2024-12-28,Nghỉ phép,Approved,E0380
E0039,2024-05-01,2024-05-04,Nghỉ bệnh,Approved,E0417
E0467,2023-03-28,2023-04-01,Nghỉ phép,Pending,E0491
E0111,2024-12-09,2024-12-10,Nghỉ bệnh,Approved,E0388
E0291,2024-03-24,2024-03-28,Nghỉ phép,Rejected,E0452
E0042,2024-01-27,2024-01-28,Nghỉ phép,Rejected,E0388
E0318,2024-10-07,2024-10-12,Nghỉ bệnh,Pending,E0351
E0168,2024-09-05,2024-09-10,Nghỉ phép,Pending,E0418
E0383,2024-04-01,2024-04-05,Nghỉ bệnh,Approved,E0380
E0494,2024-04-16,2024-04-21,Nghỉ phép,Approved,E0380
E0388,2024-07-04,2024-07-07,Nghỉ phép,Approved,E0418
E0166,2023-08-27,2023-08-30,Việc gia đình,Pending,E0290
E0078,2023-08-05,2023-08-06,Nghỉ bệnh,Pending,E0491
E0221,2024-11-05,2024-11-09,Nghỉ phép,Approved,E0418
E0430,2024-06-04,2024-06-07,Nghỉ phép,Approved,E0452
E0275,2023-08-17,2023-08-22,Nghỉ bệnh,Approved,E0380
E0389,2023-06-30,2023-07-03,Nghỉ bệnh,Pending,E0491
E0208,2024-12-25,2024-12-28,Nghỉ bệnh,Pending,E0434
E0229,2023-07-03,2023-07-08,Việc gia đình,Rejected,E0388
E0429,2023-01-31,2023-02-01,Nghỉ bệnh,Approved,E0434
E0216,2024-06-15,2024-06-18,Việc gia đình,Pending,E0434
E0255,2023-07-23,2023-07-27,Nghỉ phép,Rejected,E0434
E0141,2023-10-18,2023-10-22,Việc gia đình,Approved,E0388
E0095,2023-01-21,2023-01-25,Nghỉ bệnh,Approved,E0434
E0232,2024-06-23,2024-06-24,Việc gia đình,Approved,E0417
E0171,2023-09-23,2023-09-24,Việc gia đình,Approved,E0418
E0040,2023-10-18,2023-10-19,Nghỉ bệnh,Pending,E0417
E0224,2024-05-23,2024-05-28,Việc gia đình,Approved,E0351
E0299,2024-01-21,2024-01-22,Nghỉ bệnh,Approved,E0351
E0176,2023-05-12,2023-05-15,Nghỉ phép,Rejected,E0417
E0345,2023-08-26,2023-08-30,Nghỉ phép,Rejected,E0434
E0421,2023-05-23,2023-05-28,Nghỉ phép,Rejected,E0380
E0026,2024-12-20,2024-12-25,Nghỉ phép,Pending,E0417
E0242,2024-02-22,2024-02-23,Nghỉ bệnh,Pending,E0374
E0045,2023-02-15,2023-02-18,Nghỉ bệnh,Rejected,E0374
E0448,2023-01-15,2023-01-20,Nghỉ bệnh,Approved,E0374
E0265,2024-12-12,2024-12-17,Nghỉ phép,Pending,E0374
E0153,2024-10-09,2024-10-12,Nghỉ phép,Pending,E0434
E0129,2023-10-12,2023-10-17,Nghỉ bệnh,Approved,E0434
E0483,2024-12-16,2024-12-19,Việc gia đình,Approved,E0290
E0249,2023-08-21,2023-08-23,Nghỉ bệnh,Rejected,E0380
E0473,2023-04-02,2023-04-06,Nghỉ bệnh,Rejected,E0374
E0239,2024-07-20,2024-07-22,Nghỉ phép,Pending,E0351
E0364,2023-10-09,2023-10-11,Nghỉ bệnh,Pending,E0351
E0478,2024-03-10,2024-03-12,Nghỉ bệnh,Pending,E0452
E0145,2023-06-20,2023-06-21,Nghỉ phép,Rejected,E0290
E0190,2024-06-10,2024-06-12,Nghỉ bệnh,Rejected,E0380
E0265,2023-06-17,2023-06-22,Việc gia đình,Rejected,E0434
E0309,2024-02-20,2024-02-25,Nghỉ phép,Approved,E0491
E0380,2023-08-02,2023-08-03,Việc gia đình,Pending,E0434
E0050,2023-02-21,2023-02-25,Việc gia đình,Rejected,E0374
E0127,2023-02-02,2023-02-05,Việc gia đình,Approved,E0374
E0235,2024-02-08,2024-02-10,Nghỉ bệnh,Approved,E0418
E0420,2023-06-21,2023-06-24,Việc gia đình,Pending,E0388
E0445,2023-12-07,2023-12-11,Việc gia đình,Pending,E0452
E0065,2024-10-31,2024-11-05,Việc gia đình,Rejected,E0388
E0439,2024-03-25,2024-03-26,Việc gia đình,Rejected,E0380
E0221,2023-11-20,2023-11-24,Việc gia đình,Approved,E0452
E0143,2024-05-17,2024-05-22,Nghỉ bệnh,Approved,E0380
E0316,2023-12-28,2024-01-01,Việc gia đình,Approved,E0290
E0250,2023-05-10,2023-05-11,Việc gia đình,Approved,E0351
E0405,2024-09-28,2024-09-30,Việc gia đình,Approved,E0452
E0288,2023-07-02,2023-07-06,Việc gia đình,Approved,E0374
E0202,2023-10-24,2023-10-29,Nghỉ bệnh,Rejected,E0380
E0141,2023-02-09,2023-02-11,Việc gia đình,Approved,E0434
E0478,2023-07-10,2023-07-14,Nghỉ phép,Pending,E0290
E0039,2023-07-15,2023-07-18,Việc gia đình,Approved,E0418
E0049,2024-11-19,2024-11-21,Nghỉ phép,Pending,E0452
E0323,2023-02-19,2023-02-20,Nghỉ phép,Pending,E0491
E0230,2024-11-22,2024-11-25,Nghỉ bệnh,Approved,E0351
E0109,2024-08-26,2024-08-30,Nghỉ phép,Rejected,E0388
E0219,2023-08-12,2023-08-13,Nghỉ bệnh,Approved,E0434
E0082,2023-09-30,2023-10-01,Nghỉ phép,Rejected,E0491
E0436,2024-05-22,2024-05-25,Nghỉ bệnh,Rejected,E0491
E0326,2024-03-29,2024-04-01,Nghỉ phép,Approved,E0452
E0341,2024-05-04,2024-05-08,Việc gia đình,Approved,E0290
E0300,2024-10-21,2024-10-24,Nghỉ bệnh,Pending,E0351
E0053,2023-05-15,2023-05-18,Việc gia đình,Rejected,E0452
E0210,2023-03-13,2023-03-16,Nghỉ bệnh,Pending,E0434
E0059,2023-06-21,2023-06-26,Nghỉ bệnh,Approved,E0452
E0017,2024-04-10,2024-04-15,Nghỉ phép,Pending,E0380
E0178,2024-11-20,2024-11-25,Nghỉ phép,Pending,E0290
E0224,2023-08-31,2023-09-05,Nghỉ phép,Pending,E0388
E0193,2023-08-11,2023-08-14,Nghỉ phép,Rejected,E0351
E0104,2023-10-14,2023-10-19,Việc gia đình,Approved,E0388
E0449,2023-07-28,2023-08-01,Nghỉ bệnh,Pending,E0452
E0462,2023-07-27,2023-07-31,Việc gia đình,Approved,E0452
E0112,2023-05-18,2023-05-21,Nghỉ phép,Rejected,E0380
E0415,2024-10-25,2024-10-28,Nghỉ phép,Pending,E0452
E0394,2023-04-09,2023-04-14,Nghỉ bệnh,Pending,E0388
E0063,2024-08-24,2024-08-28,Nghỉ phép,Rejected,E0380
E0448,2023-01-07,2023-01-08,Việc gia đình,Approved,E0380
E0487,2023-01-16,2023-01-18,Nghỉ phép,Rejected,E0434
E0051,2024-03-24,2024-03-26,Nghỉ bệnh,Approved,E0418
E0230,2024-12-28,2024-12-31,Nghỉ phép,Rejected,E0434
E0149,2024-08-31,2024-09-02,Việc gia đình,Pending,E0418
E0411,2024-11-05,2024-11-06,Việc gia đình,Pending,E0374
E0276,2023-09-20,2023-09-21,Nghỉ bệnh,Approved,E0388
E0007,2023-10-11,2023-10-15,Nghỉ phép,Pending,E0417
E0402,2023-12-07,2023-12-10,Nghỉ bệnh,Rejected,E0491
E0322,2023-08-19,2023-08-24,Nghỉ bệnh,Approved,E0417
E0499,2024-05-27,2024-05-31,Nghỉ bệnh,Approved,E0380
E0362,2024-06-25,2024-06-27,Việc gia đình,Pending,E0452
E0036,2023-09-26,2023-09-29,Việc gia đình,Rejected,E0452
E0075,2023-01-17,2023-01-22,Nghỉ phép,Approved,E0417
E0095,2024-04-14,2024-04-18,Nghỉ phép,Approved,E0351
E0365,2024-03-10,2024-03-15,Nghỉ bệnh,Pending,E0491
E0272,2023-12-11,2023-12-15,Nghỉ bệnh,Pending,E0491
E0479,2023-09-25,2023-09-29,Việc gia đình,Approved,E0418
E0376,2024-06-14,2024-06-16,Nghỉ phép,Pending,E0290
E0015,2023-01-21,2023-01-25,Nghỉ phép,Rejected,E0452
E0161,2024-04-12,2024-04-15,Nghỉ bệnh,Approved,E0290
E0070,2024-02-14,2024-02-19,Việc gia đình,Rejected,E0491
E0383,2024-12-26,2024-12-29,Nghỉ phép,Rejected,E0418
E0366,2024-04-11,2024-04-15,Nghỉ phép,Approved,E0418
E0151,2024-12-02,2024-12-04,Nghỉ bệnh,Approved,E0388
E0497,2023-10-15,2023-10-18,Nghỉ bệnh,Pending,E0374
E0164,2024-06-26,2024-06-27,Nghỉ bệnh,Pending,E0452
E0324,2024-09-06,2024-09-11,Nghỉ phép,Rejected,E0388
E0090,2024-04-22,2024-04-27,Nghỉ bệnh,Rejected,E0491
E0144,2024-05-25,2024-05-27,Nghỉ phép,Pending,E0418
E0018,2024-02-04,2024-02-07,Việc gia đình,Approved,E0388
E0004,2023-02-26,2023-02-27,Nghỉ bệnh,Pending,E0374
E0065,2024-05-01,2024-05-06,Việc gia đình,Rejected,E0452
E0381,2023-01-30,2023-02-04,Nghỉ bệnh,Pending,E0380
E0053,2024-07-11,2024-07-13,Việc gia đình,Approved,E0418
E0033,2023-08-06,2023-08-07,Nghỉ bệnh,Approved,E0351
E0377,2024-07-01,2024-07-02,Việc gia đình,Approved,E0388
E0084,2023-07-18,2023-07-23,Việc gia đình,Approved,E0290
E0208,2023-03-09,2023-03-12,Nghỉ bệnh,Rejected,E0434
E0238,2023-12-21,2023-12-24,Nghỉ bệnh,Approved,E0417
E0435,2024-03-15,2024-03-20,Việc gia đình,Pending,E0452
E0148,2023-04-27,2023-05-02,Việc gia đình,Rejected,E0434
E0338,2023-05-01,2023-05-04,Nghỉ bệnh,Approved,E0452
E0251,2023-10-05,2023-10-07,Nghỉ phép,Pending,E0434
E0098,2023-05-29,2023-06-03,Việc gia đình,Pending,E0434
E0302,2024-03-29,2024-03-31,Nghỉ phép,Approved,E0290
E0182,2024-10-23,2024-10-24,Nghỉ phép,Approved,E0452
E0378,2024-08-27,2024-08-28,Việc gia đình,Approved,E0374
E0134,2023-10-28,2023-10-31,Nghỉ bệnh,Pending,E0418
E0078,2024-06-19,2024-06-23,Nghỉ phép,Approved,E0452
E0103,2024-06-26,2024-06-30,Nghỉ bệnh,Pending,E0374
E0208,2024-11-14,2024-11-15,Nghỉ bệnh,Rejected,E0380
E0383,2023-03-23,2023-03-27,Việc gia đình,Approved,E0452
E0352,2023-04-01,2023-04-04,Việc gia đình,Rejected,E0290
E0418,2024-07-21,2024-07-26,Nghỉ bệnh,Rejected,E0434
E0163,2023-07-07,2023-07-08,Nghỉ bệnh,Pending,E0417
E0326,2024-04-15,2024-04-17,Nghỉ phép,Approved,E0374
E0297,2023-06-21,2023-06-26,Việc gia đình,Rejected,E0351
E0204,2024-06-30,2024-07-03,Nghỉ phép,Rejected,E0388
E0497,2024-10-18,2024-10-23,Nghỉ phép,Approved,E0351
E0500,2024-11-22,2024-11-26,Việc gia đình,Approved,E0417
E0242,2023-12-10,2023-12-13,Việc gia đình,Approved,E0388
E0148,2024-02-10,2024-02-12,Nghỉ bệnh,Rejected,E0434
E0423,2024-07-24,2024-07-25,Nghỉ phép,Approved,E0452
E0479,2023-12-17,2023-12-21,Nghỉ phép,Approved,E0374
E0211,2023-02-16,2023-02-18,Nghỉ phép,Approved,E0380
E0198,2023-02-07,2023-02-10,Nghỉ bệnh,Approved,E0434
E0073,2024-09-28,2024-09-29,Việc gia đình,Pending,E0434
E0107,2024-04-01,2024-04-02,Nghỉ phép,Pending,E0417
E0046,2023-12-24,2023-12-25,Nghỉ bệnh,Rejected,E0380
E0461,2024-07-15,2024-07-19,Việc gia đình,Approved,E0418
E0216,2024-12-13,2024-12-18,Việc gia đình,Pending,E0380
E0282,2024-06-14,2024-06-19,Việc gia đình,Pending,E0374
E0223,2023-10-03,2023-10-07,Việc gia đình,Pending,E0418
E0386,2023-07-07,2023-07-08,Việc gia đình,Rejected,E0434
E0207,2024-05-26,2024-05-29,Nghỉ phép,Pending,E0388
E0362,2023-01-23,2023-01-26,Nghỉ phép,Rejected,E0290
E0382,2024-09-18,2024-09-23,Nghỉ phép,Pending,E0388
E0091,2023-03-14,2023-03-16,Nghỉ phép,Pending,E0491
E0456,2024-12-14,2024-12-18,Nghỉ bệnh,Approved,E0417
E0461,2023-04-26,2023-04-29,Nghỉ bệnh,Rejected,E0290
E0430,2024-04-15,2024-04-19,Nghỉ bệnh,Pending,E0290
E0407,2024-09-16,2024-09-20,Nghỉ phép,Pending,E0491
E0039,2023-05-16,2023-05-18,Nghỉ phép,Rejected,E0434
E0234,2023-07-29,2023-07-31,Việc gia đình,Rejected,E0434
E0029,2024-06-19,2024-06-23,Việc gia đình,Approved,E0351
E0246,2024-08-04,2024-08-07,Nghỉ phép,Pending,E0418
E0066,2024-10-31,2024-11-05,Việc gia đình,Approved,E0388
E0153,2023-03-02,2023-03-03,Nghỉ bệnh,Approved,E0374
E0172,2023-10-30,2023-11-02,Việc gia đình,Pending,E0452
E0217,2023-10-21,2023-10-22,Nghỉ bệnh,Approved,E0374
E0279,2023-04-01,2023-04-05,Việc gia đình,Approved,E0388
E0280,2023-03-04,2023-03-09,Nghỉ bệnh,Rejected,E0374
E0411,2024-12-15,2024-12-18,Nghỉ phép,Rejected,E0290
E0229,2023-01-02,2023-01-06,Nghỉ bệnh,Pending,E0290
E0498,2024-09-16,2024-09-17,Nghỉ bệnh,Rejected,E0388
E0435,2023-02-27,2023-03-03,Nghỉ bệnh,Approved,E0380
E0068,2023-12-10,2023-12-14,Việc gia đình,Pending,E0452
E0473,2024-03-19,2024-03-21,Nghỉ phép,Rejected,E0418
E0500,2023-03-02,2023-03-06,Việc gia đình,Pending,E0388
E0422,2024-07-03,2024-07-04,Việc gia đình,Approved,E0380
E0049,2023-06-06,2023-06-10,Nghỉ phép,Rejected,E0374
E0030,2023-12-20,2023-12-23,Việc gia đình,Rejected,E0290
E0330,2024-12-04,2024-12-05,Việc gia đình,Rejected,E0351
E0320,2024-02-10,2024-02-13,Nghỉ phép,Approved,E0452
E0050,2024-07-12,2024-07-13,Việc gia đình,Rejected,E0434
E0190,2024-08-04,2024-08-05,Việc gia đình,Rejected,E0388
E0168,2024-05-25,2024-05-27,Việc gia đình,Rejected,E0374
E0417,2023-06-07,2023-06-10,Việc gia đình,Approved,E0380
E0337,2023-09-19,2023-09-24,Nghỉ bệnh,Rejected,E0452
E0212,2023-06-07,2023-06-11,Nghỉ phép,Rejected,E0417
E0470,2023-12-12,2023-12-15,Nghỉ bệnh,Approved,E0388
E0022,2024-08-16,2024-08-18,Nghỉ bệnh,Pending,E0452
E0168,2024-12-01,2024-12-04,Nghỉ bệnh,Rejected,E0388
E0393,2023-09-22,2023-09-24,Việc gia đình,Approved,E0491
E0412,2023-04-23,2023-04-25,Việc gia đình,Approved,E0417
E0421,2024-09-06,2024-09-09,Nghỉ bệnh,Pending,E0380
E0326,2023-05-21,2023-05-22,Việc gia đình,Approved,E0351
E0419,2024-07-30,2024-08-03,Nghỉ phép,Rejected,E0491
E0308,2024-04-19,2024-04-22,Nghỉ bệnh,Rejected,E0491
E0119,2023-03-22,2023-03-25,Nghỉ phép,Rejected,E0380
E0366,2023-09-27,2023-10-01,Việc gia đình,Pending,E0491
E0476,2024-07-17,2024-07-22,Việc gia đình,Pending,E0351
E0130,2024-03-02,2024-03-06,Việc gia đình,Pending,E0380
E0029,2023-04-04,2023-04-08,Nghỉ phép,Rejected,E0388
E0326,2023-01-19,2023-01-24,Nghỉ bệnh,Approved,E0491
E0107,2023-09-09,2023-09-12,Nghỉ phép,Rejected,E0380
E0418,2023-07-15,2023-07-17,Nghỉ bệnh,Pending,E0290
E0330,2024-03-26,2024-03-27,Nghỉ phép,Approved,E0388
E0137,2023-05-04,2023-05-05,Việc gia đình,Approved,E0388
E0121,2023-02-01,2023-02-03,Nghỉ bệnh,Pending,E0452
E0278,2023-11-03,2023-11-05,Nghỉ phép,Pending,E0491
E0227,2023-02-15,2023-02-19,Nghỉ phép,Rejected,E0452
E0077,2024-01-23,2024-01-25,Việc gia đình,Approved,E0388
E0321,2024-07-17,2024-07-20,Nghỉ bệnh,Pending,E0290
E0154,2024-06-05,2024-06-08,Nghỉ phép,Pending,E0380
E0406,2024-01-21,2024-01-26,Nghỉ phép,Rejected,E0491
E0189,2024-06-06,2024-06-10,Nghỉ phép,Approved,E0351
E0208,2023-09-29,2023-10-03,Nghỉ phép,Approved,E0491
E0137,2023-01-11,2023-01-15,Nghỉ phép,Rejected,E0418
E0395,2024-11-27,2024-11-28,Việc gia đình,Pending,E0418
E0436,2024-07-20,2024-07-25,Nghỉ phép,Rejected,E0452
E0288,2024-07-18,2024-07-19,Việc gia đình,Approved,E0380
E0037,2024-02-20,2024-02-24,Việc gia đình,Pending,E0351
E0320,2024-07-21,2024-07-25,Nghỉ bệnh,Approved,E0388
E0298,2024-06-24,2024-06-26,Nghỉ phép,Pending,E0491
E0147,2023-12-08,2023-12-12,Nghỉ bệnh,Approved,E0290
E0150,2024-10-18,2024-10-19,Nghỉ phép,Rejected,E0417
E0143,2024-04-22,2024-04-27,Nghỉ phép,Pending,E0452
E0320,2023-07-29,2023-07-31,Nghỉ bệnh,Pending,E0434
E0375,2023-05-04,2023-05-09,Nghỉ phép,Approved,E0380
